state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,8344,65,4882,67,538,68,453,64,68,64,643,62,0.5613614573346117,65,4684,8344,0.1091765669807456,67,533,4882,0.062679769894535,65,523,8344,0.10047095761381476,61,64,637,0.6677115987460815,60,426,638,2020-08-28
RI,1703,13,1833,13,84,13,133,13,9,13,157,13,1.0763358778625953,13,1833,1703,0.04582651391162029,13,84,1833,0.04932472108044627,13,84,1703,0.05732484076433121,13,9,157,0.8471337579617835,13,133,157,2020-08-28
SC,10236,81,7850,81,918,81,915,76,230,77,1331,75,0.7669011332551778,81,7850,10236,0.11694267515923566,81,918,7850,0.08968347010550996,81,918,10236,0.16979714500375656,75,226,1331,0.6844477836213373,75,911,1331,2020-08-28
SD,2210,48,1303,50,83,50,77,36,17,32,89,27,0.5832579185520362,48,1289,2210,0.0636991557943208,50,83,1303,0.03755656108597285,48,83,2210,0.14457831325301204,23,12,83,0.5949367088607594,26,47,79,2020-08-28
TN,17953,113,11553,111,992,108,1566,113,320,103,2060,116,0.664997409773787,109,11553,17373,0.08051924473493101,98,887,11016,0.05429007633587786,97,889,16375,0.1598360655737705,100,312,1952,0.7723618090452261,111,1537,1990,2020-08-28
TX,64062,540,45001,550,5451,552,5322,500,1709,500,6649,467,0.6885048858917924,540,44107,64062,0.1208942926492529,549,5429,44907,0.08365904755948844,539,5351,63962,0.24059466019417475,457,1586,6592,0.7607158971273876,467,5058,6649,2020-08-28
UT,5691,52,3076,53,162,53,297,44,42,43,535,41,0.5285538569671411,52,3008,5691,0.05266579973992198,53,162,3076,0.0279388508170796,52,159,5691,0.07850467289719626,40,42,535,0.5495327102803739,40,294,535,2020-08-28
VA,15051,80,9319,81,1004,88,883,79,201,80,1314,74,0.6155737160321574,80,9265,15051,0.10290803734306256,81,959,9319,0.06059398046641419,80,912,15051,0.1400304414003044,74,184,1314,0.6560121765601218,74,862,1314,2020-08-28
VI,188,2,96,2,11,2,12,2,3,2,20,2,0.5106382978723404,2,96,188,0.11458333333333333,2,11,96,0.05851063829787234,2,11,188,0.15,2,3,20,0.6,2,12,20,2020-08-28
VT,579,10,340,10,1,13,31,8,0,10,54,7,0.5872193436960277,10,340,579,0.0029411764705882353,10,1,340,0.0017271157167530224,10,1,579,0.0,7,0,54,0.5740740740740741,7,31,54,2020-08-28
WA,9995,82,8395,96,407,96,851,80,108,81,929,67,0.5753876938469235,82,5751,9995,0.04891826923076923,95,407,8320,0.029233870967741934,81,290,9920,0.07319698600645856,62,68,929,0.6724700761697497,62,618,919,2020-08-28
WI,12505,135,6995,134,479,137,745,126,127,132,1500,130,0.5606315620742166,134,6995,12477,0.0673338098641887,134,471,6995,0.037744902039184326,135,472,12505,0.08466666666666667,130,127,1500,0.49766199064796257,126,745,1497,2020-08-28
WV,6655,60,4421,60,194,60,437,60,57,60,644,60,0.664312546957175,60,4421,6655,0.04388147477946166,60,194,4421,0.029151014274981218,60,194,6655,0.08850931677018634,60,57,644,0.6785714285714286,60,437,644,2020-08-28
ID,3763,45,1700,41,171,47,188,45,46,45,289,44,0.45864872441827864,40,1636,3567,0.09823529411764706,41,167,1700,0.045442466117459474,45,171,3763,0.15916955017301038,44,46,289,0.6341463414634146,43,182,287,2020-08-28
IL,28841,177,18157,184,1649,187,1812,142,359,144,3252,126,0.6039319024999134,177,17418,28841,0.08889133667456077,184,1614,18157,0.054159009743074096,177,1562,28841,0.10351201478743069,122,336,3246,0.5238981998758535,122,1688,3222,2020-08-28
IN,16830,141,9975,141,825,140,1233,133,167,133,2204,133,0.5926916221033868,141,9975,16830,0.08293957977279581,140,825,9947,0.04910129746458755,140,825,16802,0.07577132486388385,133,167,2204,0.559437386569873,133,1233,2204,2020-08-28
KS,8027,129,4394,132,318,134,486,85,79,92,656,78,0.5387016229712859,128,4315,8010,0.06706476802939826,131,292,4354,0.03543257793915112,128,283,7987,0.10371517027863777,73,67,646,0.7588424437299035,75,472,622,2020-08-28
KY,13013,105,8277,106,587,106,1000,98,560,100,1543,100,0.6319834012141704,105,8224,13013,0.0709194152470702,106,587,8277,0.04510873741642973,105,587,13013,0.36769533814839134,99,560,1523,0.6480881399870383,98,1000,1543,2020-08-28
LA,13683,173,9049,176,881,210,1200,93,306,201,1615,84,0.6388218957830885,173,8741,13683,0.09649122807017543,174,858,8892,0.06106642835865356,171,820,13428,0.16865203761755485,80,269,1595,0.691640866873065,84,1117,1615,2020-08-28
MA,17778,79,11972,79,273,79,874,76,51,75,1855,76,0.6734165822927214,79,11972,17778,0.022803207484129635,79,273,11972,0.015356058049274384,79,273,17778,0.027493261455525605,75,51,1855,0.47115902964959566,76,874,1855,2020-08-28
MD,10588,52,8106,53,757,51,689,46,147,49,1055,45,0.7601057801284473,52,8048,10588,0.09387400793650794,51,757,8064,0.07156416097190585,50,754,10536,0.14024975984630164,44,146,1041,0.6472831267874166,44,679,1049,2020-08-28
ME,2965,31,1890,32,27,32,184,30,11,28,291,27,0.6340640809443507,31,1880,2965,0.014285714285714285,32,27,1890,0.008768971332209106,31,26,2965,0.03819444444444445,26,11,288,0.6116838487972509,27,178,291,2020-08-28
MI,23108,141,16351,142,679,144,1570,122,166,141,2221,120,0.6995845594599273,141,16166,23108,0.04146535380099076,142,678,16351,0.029340488142634586,141,678,23108,0.06033318325078793,120,134,2221,0.7068887888338586,120,1570,2221,2020-08-28
MN,10927,129,6913,128,468,129,628,129,110,129,943,129,0.6326530612244898,128,6913,10927,0.06769853898452191,128,468,6913,0.04282968792898325,129,468,10927,0.11664899257688228,129,110,943,0.6659597030752916,129,628,943,2020-08-28
MO,18830,124,11595,128,911,136,1413,116,267,116,2188,111,0.5851301115241636,124,11018,18830,0.07201379905131522,128,835,11595,0.044078597981943704,124,830,18830,0.11850802644003777,104,251,2118,0.6357404021937842,109,1391,2188,2020-08-28
MS,7326,95,4541,98,726,99,484,69,181,69,502,65,0.6126126126126126,95,4488,7326,0.15965646333406738,98,725,4541,0.09841659841659842,95,721,7326,0.33266533066132264,62,166,499,0.9262948207171314,65,465,502,2020-08-28
AK,1331,20,915,25,39,25,57,13,8,23,46,8,0.4290007513148009,20,571,1331,0.04262295081967213,25,39,915,0.01728024042073629,20,23,1331,0.022727272727272728,7,1,44,0.4782608695652174,8,22,46,2020-08-28
AL,14887,109,10288,109,1265,108,1249,109,421,108,1462,109,0.6910727480351985,109,10288,14887,0.12471655328798185,105,1265,10143,0.0860661314464553,105,1265,14698,0.2895460797799175,105,421,1454,0.8543091655266758,109,1249,1462,2020-08-28
AR,8442,88,5483,89,537,90,657,75,202,73,921,70,0.6479507225775882,88,5470,8442,0.09793908444282327,89,537,5483,0.06361051883439943,88,537,8442,0.20738327904451684,67,191,921,0.6992399565689468,70,644,921,2020-08-28
AZ,11639,77,8705,86,788,91,768,63,228,69,1365,54,0.6233353380874646,76,7255,11639,0.08925904652498565,86,777,8705,0.058424263252856774,77,680,11639,0.1304029304029304,52,178,1365,0.46593406593406594,54,636,1365,2020-08-28
CA,62377,381,42489,382,5192,398,4899,363,1338,364,7103,362,0.67867964153454,381,42334,62377,0.11614577190706452,381,4924,42395,0.07906737748089152,380,4924,62276,0.18837111079825425,360,1338,7103,0.6897085738420385,361,4899,7103,2020-08-28
CO,11150,93,6688,96,261,96,607,78,71,77,1197,70,0.5976681614349776,93,6664,11150,0.03902511961722488,96,261,6688,0.023318385650224215,93,260,11150,0.05981465880370682,67,71,1187,0.5229437229437229,69,604,1155,2020-08-28
CT,8071,30,5502,30,154,31,464,28,31,29,1048,29,0.6816999132697311,30,5502,8071,0.027989821882951654,30,154,5502,0.019080659150043366,30,154,8071,0.029580152671755726,28,31,1048,0.44274809160305345,28,464,1048,2020-08-28
DC,3365,13,2568,13,118,13,233,11,25,11,339,11,0.763150074294205,13,2568,3365,0.045950155763239874,13,118,2568,0.035066864784546806,13,118,3365,0.07374631268436578,11,25,339,0.6873156342182891,11,233,339,2020-08-28
DE,2478,11,1800,12,102,12,102,7,10,7,142,6,0.6900726392251816,11,1710,2478,0.056666666666666664,12,102,1800,0.04116222760290557,11,102,2478,0.07042253521126761,6,10,142,0.7183098591549296,6,102,142,2020-08-28
FL,77318,257,41802,257,5099,260,4357,251,1170,255,5951,252,0.5504198902334193,256,41620,75615,0.11925266733649108,257,4985,41802,0.06581908481854161,257,5089,77318,0.19429920728622027,250,1152,5929,0.7477261026257079,251,4357,5827,2020-08-28
GA,14288,117,10847,118,2690,143,1090,85,505,92,1214,78,0.7517207472959685,116,10703,14238,0.18668756338158016,118,2025,10847,0.14088745800671892,117,2013,14288,0.3222591362126246,72,388,1204,0.8558484349258649,77,1039,1214,2020-08-28
HI,1767,16,1825,25,265,23,102,15,39,15,95,13,0.7045840407470289,16,1245,1767,0.16325036603221083,19,223,1366,0.1143180531975099,16,202,1767,0.28421052631578947,13,27,95,0.6,13,57,95,2020-08-28
