state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,23,197,6,27,193,6,29,220,29515,226,24660,226,3108,220,337,226,419,220,18,216,37,215,2776,226,685,220,663,226,3014,220,2595,226,94,219,54,219,3472,226,0.835507369134338,226,24660,29515,0.127231046340265,220,3108,24428,0.106639217704581,220,3108,29145,0.203505644682115,220,685,3366,0.799539170506912,226,2776,3472,2021/09/21,,2,222,20,221,23,221,49,221,62,221,61,222,56,221,46,221,18,213,4,215,26,214,36,214,33,214,53,214,92,213,86,214,75,214,14,205,35,220,4255,4490,3437,988,4,161,3,214,2,215,0,215,0,215,19,1,215,215
PR,0,12,53,0,12,53,11,64,9321,65,5799,65,223,64,10,65,16,64,0,64,6,64,475,65,70,64,54,65,209,64,186,65,14,64,1,64,662,65,0.622143546829739,65,5799,9321,0.039274392391687,64,223,5678,0.024419623302672,64,223,9132,0.110759493670886,64,70,632,0.717522658610272,65,475,662,2021/09/21,,0,65,1,65,0,65,2,65,2,65,1,65,3,65,1,65,0,65,0,64,2,64,1,64,0,64,2,64,6,64,2,64,3,64,0,64,1,64,0,0,0,0,0,0,0,64,4,64,0,64,0,64,25,1,64,64
RI,6,7,2,6,7,2,0,14,2415,15,2085,15,115,14,14,15,2,14,0,14,0,14,137,15,13,14,13,15,112,14,110,15,3,14,1,14,160,15,0.863354037267081,15,2085,2415,0.056706114398422,14,115,2028,0.048832271762208,14,115,2355,0.086666666666667,14,13,150,0.85625,15,137,160,2021/09/21,,0,15,1,15,0,15,5,15,2,15,2,15,3,15,1,15,0,15,0,14,0,14,0,14,1,14,1,14,0,14,0,14,0,14,0,14,1,14,83,266,32,0,0,7,0,5,0,5,0,5,0,5,0,0,5,5
SC,30,52,5,30,52,5,13,85,11763,87,9745,87,2169,85,185,87,60,85,4,85,4,85,1213,87,572,85,573,87,2141,85,2067,87,28,85,24,85,1410,87,0.828445124543059,87,9745,11763,0.225163500467144,85,2169,9633,0.187063389391979,85,2169,11595,0.417823228634039,85,572,1369,0.860283687943262,87,1213,1410,2021/09/21,,0,87,6,87,16,87,29,87,37,87,37,87,38,87,21,87,1,82,0,85,4,85,5,85,3,85,18,85,7,85,13,85,10,85,0,80,41,85,2655,2659,779,1564,61,224,0,85,0,85,0,85,0,85,3,0,85,85
SD,1,61,3,1,61,3,24,62,2871,65,1794,65,183,62,19,65,13,62,0,62,1,62,158,65,54,62,58,65,180,62,177,65,3,62,2,62,250,65,0.624869383490073,65,1794,2871,0.104036384309267,62,183,1759,0.065263908701854,62,183,2804,0.225941422594142,62,54,239,0.632,65,158,250,2021/09/21,,0,65,0,65,0,65,3,65,3,65,4,65,7,65,2,65,0,65,1,62,0,62,0,62,1,62,2,62,4,62,0,62,3,62,2,62,10,62,838,208,656,263,0,132,0,62,0,62,0,62,0,62,0,0,62,62
TN,18,50,76,26,42,76,6,69,19731,144,13134,129,1912,69,168,69,55,69,1,69,1,69,1889,141,588,69,576,69,1897,69,1815,69,15,69,14,69,2521,144,0.708376031497762,129,13134,18541,0.235236220472441,69,1912,8128,0.164148351648352,69,1912,11648,0.335042735042735,69,588,1755,0.770705834353325,141,1889,2451,2021/09/21,,1,69,10,69,9,69,15,69,29,69,39,69,21,69,17,69,27,69,0,69,6,69,8,69,4,69,4,69,12,69,11,69,6,69,4,69,45,69,254,0,8,238,0,0,2,29,0,29,0,69,0,69,6,2,29,30
TX,18,102,476,18,102,476,75,591,69573,596,55616,596,11425,591,1123,596,520,591,33,591,111,591,7247,596,3267,591,3232,596,11134,591,10515,596,291,591,232,591,7771,596,0.799390568180185,596,55616,69573,0.207817956926659,591,11425,54976,0.166097259576943,591,11425,68785,0.43071852340145,591,3267,7585,0.932569810835156,596,7247,7771,2021/09/21,,11,596,65,596,116,596,150,596,223,596,204,596,150,596,119,596,85,596,3,591,44,591,46,591,56,591,79,591,94,591,81,591,81,591,36,591,175,591,1096,434,247,335,0,56,7,155,5,155,0,155,0,155,49,9,155,155
UT,1,48,9,1,48,9,50,57,6230,58,4134,58,585,57,79,58,3,57,1,57,0,57,441,58,208,57,209,58,575,57,551,58,10,57,0,57,613,58,0.663563402889246,58,4134,6230,0.143066764490095,57,585,4089,0.094952118162636,57,585,6161,0.344941956882255,57,208,603,0.719412724306688,58,441,613,2021/09/21,,0,58,4,58,5,58,16,58,8,58,13,58,19,58,14,58,0,58,1,57,0,57,1,57,0,57,1,57,0,57,0,57,0,57,0,57,3,57,192,224,107,43,0,9,0,57,0,57,0,57,0,57,3,1,57,57
VA,21,67,20,23,65,20,41,105,18334,108,13692,108,2007,105,194,108,168,105,11,105,17,105,1447,108,480,105,470,108,1977,105,1795,108,30,105,19,105,1937,108,0.74680920693793,108,13692,18334,0.148172757475083,105,2007,13545,0.110939141009342,105,2007,18091,0.254777070063694,105,480,1884,0.747031491997935,108,1447,1937,2021/09/21,,0,108,7,108,16,108,29,108,42,108,30,108,36,108,28,108,6,108,0,105,9,105,17,105,19,105,24,105,32,105,32,105,33,105,2,105,25,105,1173,4320,572,569,1,76,6,100,4,100,0,100,0,100,27,13,100,100
VI,2,0,0,2,0,0,0,2,168,2,97,2,6,2,0,2,0,2,0,2,0,2,10,2,4,2,4,2,6,2,6,2,0,2,0,2,20,2,0.577380952380952,2,97,168,0.061855670103093,2,6,97,0.035714285714286,2,6,168,0.2,2,4,20,0.5,2,10,20,2021/09/21,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,203,19,198,1,0,0,0,2,0,2,0,2,0,2,0,0,2,2
