state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/02,502328,502192,502464,72.35,72.3,72.4,694352,694264,694440,
CW,2021/06/03,510502,510350,510655,73.42,73.31,73.53,695340,694946,695734,
CW,2021/06/04,509827,509532,510123,73.4,73.25,73.55,694590,694130,695051,
CW,2021/06/05,492108,491733,492483,71.08,70.9,71.26,692356,691828,692884,
CW,2021/06/06,477893,477660,478127,69.35,69.26,69.45,689068,688835,689300,
CW,2021/06/07,484942,484879,485005,70.32,70.26,70.39,689599,689352,689847,
CW,2021/06/08,510015,509647,510383,73.47,73.31,73.64,694153,693700,694607,
CW,2021/06/09,518600,518245,518954,74.46,74.33,74.59,696512,696291,696733,
CW,2021/06/10,517637,517370,517905,74.38,74.27,74.48,695958,695748,696169,
CW,2021/06/11,512105,511791,512419,73.59,73.46,73.71,695915,695655,696175,
CW,2021/06/12,492775,492226,493324,70.95,70.7,71.2,694540,693872,695207,
CW,2021/06/13,478124,477726,478522,69.22,69.05,69.39,690745,690312,691178,
CW,2021/06/14,485452,484963,485941,70.34,70.14,70.54,690145,689712,690577,
CW,2021/06/15,509513,509115,509911,73.44,73.28,73.61,693729,693342,694116,
CW,2021/06/16,516691,516387,516994,74.28,74.14,74.41,695637,695281,695994,
CW,2021/06/17,514343,513906,514780,74.1,73.9,74.29,694165,693619,694710,
CW,2021/06/18,509414,509049,509780,73.7,73.5,73.9,691216,690582,691851,
CW,2021/06/19,489410,488762,490059,71.11,70.84,71.39,688204,687537,688871,
CW,2021/06/20,474650,474323,474976,69.37,69.23,69.51,684238,683897,684580,
CW,2021/06/21,480129,479782,480475,70.11,69.88,70.35,684772,683917,685627,
CW,2021/06/22,507701,507432,507970,73.63,73.51,73.75,689540,689199,689881,
CW,2021/06/23,516770,516462,517078,74.6,74.46,74.74,692700,692306,693093,
CW,2021/06/24,515073,514870,515277,74.31,74.22,74.4,693120,692856,693383,
CW,2021/06/25,507708,507099,508316,73.43,73.16,73.7,691397,690677,692117,
CW,2021/06/26,487256,486447,488065,70.94,70.57,71.3,686888,685935,687842,
CW,2021/06/27,474990,474109,475871,69.41,69.02,69.8,684352,683353,685352,
CW,2021/06/28,481819,480990,482648,70.37,70.05,70.7,684655,684013,685297,
CW,2021/06/29,506569,506068,507069,73.36,73.1,73.62,690508,689685,691331,
CW,2021/06/30,515656,515121,516191,74.45,74.22,74.69,692575,691931,693219,
CW,2021/07/01,512814,512009,513618,74.08,73.71,74.45,692268,691238,693297,
CW,2021/07/02,506855,504034,509676,73.42,72.12,74.72,690338,686755,693921,
AL,2021/06/02,10198,10198,10198,73.31,73.31,73.31,13911,13911,13911,POINT (-86.844516 32.756889)
AR,2021/06/02,5459,5342,5576,70.61,70.61,70.61,7731,7731,7731,POINT (-92.439162 34.899825)
CA,2021/06/02,43759,43759,43759,74.48,74.48,74.48,58755,58755,58755,POINT (-119.662127 37.211164)
CT,2021/06/02,5986,5986,5986,77.04,77.04,77.04,7770,7770,7770,POINT (-72.738288 41.575155)
DC,2021/06/02,2186,2186,2186,79.4,79.4,79.4,2753,2753,2753,POINT (-77.016275 38.904785)
FL,2021/06/02,41329,41329,41329,78.65,78.65,78.65,52550,52550,52550,POINT (-82.420978 28.260731)
HI,2021/06/02,1782,1782,1782,71.85,71.85,71.85,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/06/02,4850,4850,4850,63.17,63.17,63.17,7678,7668,7688,POINT (-93.500061 42.074659)
IL,2021/06/02,19481,19468,19494,68.8,68.8,68.8,28316,28270,28362,POINT (-89.148632 40.124144)
KY,2021/06/02,7410,7410,7410,59.19,59.19,59.19,12519,12519,12519,POINT (-85.290484 37.526683)
MA,2021/06/02,13520,13520,13520,81.08,81.08,81.08,16675,16675,16675,POINT (-71.481104 42.151077)
ME,2021/06/02,2036,2036,2036,70.99,70.99,70.99,2868,2868,2868,POINT (-69.06137 45.117911)
AL,2021/06/03,10297,10297,10297,74.16,74.16,74.16,13885,13885,13885,POINT (-86.844516 32.756889)
AR,2021/06/03,5565,5471,5659,71.92,71.92,71.92,7738,7738,7738,POINT (-92.439162 34.899825)
CA,2021/06/03,44310,44206,44413,75.01,73.81,76.21,59072,58687,59456,POINT (-119.662127 37.211164)
CT,2021/06/03,6109,6109,6109,78.43,78.43,78.43,7789,7789,7789,POINT (-72.738288 41.575155)
DC,2021/06/03,2216,2216,2216,79.94,79.94,79.94,2772,2772,2772,POINT (-77.016275 38.904785)
FL,2021/06/03,41776,41773,41779,79.45,79.43,79.47,52580,52575,52585,POINT (-82.420978 28.260731)
HI,2021/06/03,1773,1773,1773,71.9,71.9,71.9,2466,2466,2466,POINT (-157.854309 21.361013)
IA,2021/06/03,4920,4916,4923,64.26,64.26,64.26,7656,7656,7656,POINT (-93.500061 42.074659)
IL,2021/06/03,20101,20088,20114,70.94,70.94,70.94,28334,28288,28380,POINT (-89.148632 40.124144)
