state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,68,9830,69,5747,69,444,68,474,69,48,68,46,69,414,68,270,69,30,68,7,68,670,69,0.5846388606307222,69,5747,9830,0.07905982905982906,68,444,5616,0.04603898797179593,68,444,9644,0.07511737089201878,68,48,639,0.7074626865671642,69,474,670,2020-10-20
RI,8,14,2283,15,2047,14,156,14,147,15,14,14,14,15,153,14,152,15,3,13,3,12,173,15,0.8966272448532633,14,2047,2283,0.07757334659373447,13,156,2011,0.07097361237488627,14,156,2198,0.08860759493670886,14,14,158,0.8497109826589595,15,147,173,2020-10-20
SC,1,77,10421,85,8620,85,678,83,1032,83,179,83,176,85,676,83,599,85,2,83,2,68,1351,82,0.8271758948277517,85,8620,10421,0.07977409106953759,83,678,8499,0.06608831270104298,83,678,10259,0.13705972434915772,80,179,1306,0.7638786084381939,82,1032,1351,2020-10-20
SD,70,61,2840,64,1881,64,343,61,162,62,71,60,75,63,339,61,343,64,3,61,3,51,219,63,0.6623239436619718,64,1881,2840,0.18722707423580787,61,343,1832,0.12472727272727273,61,343,2750,0.3463414634146341,59,71,205,0.7397260273972602,62,162,219,2020-10-20
TN,33,128,19403,141,14484,140,1436,126,1743,138,413,126,421,129,1428,126,1361,129,8,126,3,126,2071,139,0.7514663898261095,139,14477,19265,0.10416364427680255,125,1436,13786,0.07969365669571009,126,1436,18019,0.21577847439916406,125,413,1914,0.8469387755102041,138,1743,2058,2020-10-20
TX,107,589,70334,591,51947,591,5576,588,5894,581,1575,586,1468,586,5508,588,5007,588,68,586,48,586,7112,577,0.7385759376688372,591,51947,70334,0.10784048272927707,588,5576,51706,0.07962756690372147,588,5576,70026,0.22061304836895387,576,1569,7112,0.8278965129358831,576,5888,7112,2020-10-20
UT,2,57,6044,58,3626,59,293,57,419,56,103,55,105,56,281,56,286,57,0,56,0,34,615,52,0.5918266048974189,58,3577,6044,0.08209582516110955,57,293,3569,0.04953508030431107,56,293,5915,0.16859504132231404,51,102,605,0.6487804878048781,52,399,615,2020-10-20
VA,20,106,18972,109,12799,109,681,105,1378,108,190,105,199,108,674,105,665,108,7,105,4,100,2074,107,0.6746257642842083,109,12799,18972,0.05473836508319267,105,681,12441,0.03680285343709468,105,681,18504,0.0946215139442231,104,190,2008,0.6644165863066538,107,1378,2074,2020-10-20
VI,0,2,168,2,99,2,6,2,13,2,1,2,1,2,3,2,3,2,3,2,0,2,20,2,0.5892857142857143,2,99,168,0.06060606060606061,2,6,99,0.03571428571428571,2,6,168,0.05,2,1,20,0.65,2,13,20,2020-10-20
VT,0,16,1300,17,870,17,1,16,71,17,0,16,0,17,1,16,1,17,0,16,0,16,109,17,0.6692307692307692,17,870,1300,0.001199040767386091,16,1,834,7.968127490039841E-4,16,1,1255,0.0,16,0,102,0.6513761467889908,17,71,109,2020-10-20
