state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/31,23214,23183,23245,3.39,3.34,3.44,688448,688325,688571,
CW,2021/06/01,23486,23477,23496,3.42,3.4,3.44,689241,689072,689410,
CW,2021/06/02,23040,23026,23055,3.33,3.31,3.35,694488,694366,694611,
CW,2021/06/03,22567,22542,22592,3.26,3.21,3.3,695668,695267,696070,
CW,2021/06/04,21648,21628,21668,3.13,3.09,3.17,694873,694381,695364,
CW,2021/06/05,20797,20779,20815,3.02,2.98,3.06,692588,692048,693127,
CW,2021/06/06,20479,20435,20523,2.98,2.91,3.06,689358,689092,689624,
CW,2021/06/07,20526,20478,20574,2.99,2.91,3.07,689823,689571,690075,
CW,2021/06/08,20457,20435,20480,2.96,2.91,3,694299,693840,694759,
CW,2021/06/09,19987,19940,20035,2.88,2.8,2.96,696663,696425,696901,
CW,2021/06/10,19264,19256,19273,2.78,2.76,2.8,696104,695884,696324,
CW,2021/06/11,18651,18634,18668,2.69,2.66,2.72,696044,695759,696328,
CW,2021/06/12,18155,18132,18178,2.62,2.57,2.68,694686,694003,695368,
CW,2021/06/13,17937,17908,17967,2.61,2.55,2.66,690891,690441,691342,
CW,2021/06/14,18351,18328,18375,2.67,2.62,2.72,690318,689871,690764,
CW,2021/06/15,18246,18232,18259,2.64,2.61,2.67,693898,693480,694316,
CW,2021/06/16,17847,17826,17868,2.58,2.53,2.62,695807,695428,696185,
CW,2021/06/17,17329,17297,17362,2.51,2.44,2.57,694326,693765,694887,
CW,2021/06/18,17036,17012,17059,2.47,2.42,2.53,691383,690733,692033,
CW,2021/06/19,16697,16661,16734,2.44,2.36,2.51,688369,687683,689055,
CW,2021/06/20,16482,16456,16508,2.42,2.37,2.47,684402,684051,684754,
CW,2021/06/21,16719,16697,16741,2.45,2.39,2.51,684905,684041,685769,
CW,2021/06/22,16798,16777,16819,2.45,2.41,2.49,689676,689321,690030,
CW,2021/06/23,16689,16667,16711,2.42,2.38,2.46,692789,692382,693196,
CW,2021/06/24,16379,16358,16401,2.37,2.33,2.41,693299,693012,693585,
CW,2021/06/25,16398,16351,16445,2.38,2.29,2.48,691526,690705,692347,
CW,2021/06/26,16258,16199,16317,2.38,2.26,2.5,687008,685901,688115,
CW,2021/06/27,15970,15904,16036,2.34,2.21,2.48,684473,683303,685644,
CW,2021/06/28,16426,16366,16486,2.41,2.29,2.53,684793,683960,685627,
CW,2021/06/29,16821,16760,16883,2.45,2.32,2.58,690519,689212,691826,
CW,2021/06/30,16858,16704,17012,2.45,2.11,2.78,693056,689295,696817,
AL,2021/05/31,366,366,366,2.64,2.64,2.64,13838,13838,13838,POINT (-86.844516 32.756889)
AR,2021/05/31,217,217,217,2.85,2.85,2.85,7621,7621,7621,POINT (-92.439162 34.899825)
CT,2021/05/31,117,117,117,1.51,1.51,1.51,7757,7757,7757,POINT (-72.738288 41.575155)
