state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-11-07,"61,234","61,121","61,347",71.67,71.27,72.08,"85,438","85,296","85,580"
CW,2020-11-08,"60,778","60,689","60,868",71.16,70.83,71.49,"85,414","85,290","85,538"
CW,2020-11-09,"60,982","60,914","61,051",71.52,71.27,71.78,"85,264","85,163","85,365"
CW,2020-11-10,"63,624","63,587","63,662",74.47,74.35,74.58,"85,442","85,380","85,504"
CW,2020-11-11,"64,577","64,503","64,650",75.40,75.16,75.63,"85,648","85,566","85,730"
CW,2020-11-12,"64,408","64,346","64,471",74.89,74.69,75.10,"86,000","85,921","86,079"
CW,2020-11-13,"63,991","63,880","64,102",74.65,74.29,75.01,"85,722","85,609","85,834"
CW,2020-11-14,"63,021","62,955","63,086",73.70,73.46,73.93,"85,516","85,431","85,600"
CW,2020-11-15,"61,749","61,688","61,809",72.48,72.24,72.72,"85,194","85,095","85,293"
CW,2020-11-16,"61,820","61,766","61,874",72.43,72.26,72.61,"85,348","85,284","85,413"
CW,2020-11-17,"64,629","64,547","64,711",75.10,74.83,75.38,"86,053","85,970","86,135"
CW,2020-11-18,"65,605","65,552","65,659",76.00,75.81,76.19,"86,324","86,264","86,384"
CW,2020-11-19,"65,372","65,338","65,406",75.86,75.72,76.00,"86,178","86,124","86,232"
CW,2020-11-20,"65,166","65,115","65,217",76.11,75.93,76.30,"85,619","85,557","85,680"
CW,2020-11-21,"64,561","64,523","64,598",75.22,75.09,75.35,"85,826","85,785","85,868"
CW,2020-11-22,"63,161","63,124","63,199",73.75,73.62,73.88,"85,638","85,597","85,680"
CW,2020-11-23,"63,271","63,234","63,308",73.92,73.79,74.06,"85,590","85,545","85,635"
CW,2020-11-24,"65,423","65,410","65,437",76.02,75.96,76.08,"86,061","86,039","86,083"
CW,2020-11-25,"65,203","65,173","65,233",75.71,75.60,75.82,"86,124","86,089","86,159"
CW,2020-11-26,"63,871","63,818","63,924",74.39,74.21,74.57,"85,858","85,804","85,913"
CW,2020-11-27,"62,507","62,459","62,554",73.06,72.90,73.23,"85,552","85,500","85,603"
CW,2020-11-28,"62,965","62,915","63,015",73.27,73.08,73.46,"85,935","85,871","85,999"
CW,2020-11-29,"63,169","63,121","63,217",73.60,73.41,73.79,"85,827","85,761","85,893"
CW,2020-11-30,"63,942","63,876","64,007",74.50,74.27,74.73,"85,824","85,750","85,899"
CW,2020-12-01,"66,408","66,372","66,443",76.95,76.82,77.08,"86,298","86,256","86,340"
CW,2020-12-02,"67,044","66,982","67,107",77.45,77.25,77.66,"86,560","86,496","86,624"
CW,2020-12-03,"67,427","67,398","67,456",77.78,77.68,77.88,"86,690","86,653","86,728"
CW,2020-12-04,"67,441","67,382","67,501",77.65,77.49,77.81,"86,849","86,820","86,878"
CW,2020-12-05,"66,807","66,742","66,872",77.07,76.84,77.30,"86,686","86,606","86,766"
CW,2020-12-06,"65,640","65,560","65,719",76.00,75.70,76.30,"86,366","86,258","86,475"
CW,2020-12-07,"65,867","65,605","66,129",75.75,74.82,76.69,"86,949","86,632","87,266"
AK,2020-11-07,85,85,85,66.93,66.93,66.93,127,127,127
AL,2020-11-07,"1,270","1,270","1,270",84.55,84.55,84.55,"1,502","1,502","1,502"
