state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,28,176,6,32,172,6,29,204,29209,210,24292,210,2182,204,237,210,378,204,5,203,27,203,2988,210,498,204,483,210,2112,204,1824,210,70,204,26,204,3688,210,0.831661474203157,210,24292,29209,0.090663564216562,204,2182,24067,0.075674550877436,204,2182,28834,0.139067299636973,204,498,3581,0.810195227765727,210,2988,3688,2021/08/27,,0,207,11,207,20,207,23,207,43,206,38,208,51,207,38,206,15,201,3,200,29,200,30,200,30,200,47,200,76,199,70,199,81,200,12,196,31,203
PR,0,10,55,0,10,55,12,64,9320,65,5670,65,515,64,20,65,20,64,2,64,7,64,448,65,129,64,84,65,482,64,451,65,33,64,7,64,645,65,0.608369098712446,65,5670,9320,0.093162083936324,64,515,5528,0.056358065222149,64,515,9138,0.209415584415584,64,129,616,0.694573643410853,65,448,645,2021/08/27,,0,65,1,65,0,65,2,65,7,65,6,65,2,65,2,65,0,65,0,64,1,64,4,64,2,64,3,64,4,64,3,64,3,64,0,64,8,64
RI,6,6,2,6,6,2,1,13,2439,14,2125,14,123,13,13,14,5,13,0,13,0,13,136,14,23,13,22,14,121,13,122,14,2,13,1,13,165,14,0.871258712587126,14,2125,2439,0.059277108433735,13,123,2075,0.051615610574906,13,123,2383,0.157534246575342,13,23,146,0.824242424242424,14,136,165,2021/08/27,,0,14,1,14,1,14,1,14,3,14,2,14,2,14,3,14,0,14,0,13,2,13,0,13,0,13,0,13,0,13,1,13,2,13,0,13,3,13
SC,23,48,5,24,47,5,8,74,10743,76,8889,76,2334,74,312,76,68,74,4,74,2,74,1083,76,538,74,543,76,2299,74,2270,76,35,74,33,74,1331,76,0.827422507679419,76,8889,10743,0.266560073092736,74,2334,8756,0.221064595567342,74,2334,10558,0.418351477449456,74,538,1286,0.813673929376409,76,1083,1331,2021/08/27,,1,76,13,76,39,76,49,76,63,76,53,76,56,76,33,76,5,71,0,74,4,74,5,74,11,74,7,74,9,74,13,74,13,74,6,69,38,74
SD,0,61,3,0,61,3,24,61,2639,64,1616,64,228,61,32,64,14,61,1,61,3,61,156,64,78,61,79,64,221,61,198,64,7,61,2,61,241,64,0.612353164077302,64,1616,2639,0.144121365360303,61,228,1582,0.088646967340591,61,228,2572,0.339130434782609,61,78,230,0.647302904564315,64,156,241,2021/08/27,,0,64,1,64,6,64,6,64,5,64,5,64,6,64,3,64,0,64,0,61,2,61,2,61,2,61,0,61,2,61,3,61,3,61,0,61,1,61
TN,16,80,46,37,59,46,26,97,20270,142,13554,130,3358,97,406,97,98,97,14,97,3,97,1840,140,900,97,874,97,3279,97,3098,97,79,97,71,97,2438,142,0.702971837560292,130,13554,19281,0.270675479606642,97,3358,12406,0.193255064456722,97,3358,17376,0.390964378801043,97,900,2302,0.764437058579144,140,1840,2407,2021/08/27,,0,97,26,97,46,97,59,97,69,97,66,97,72,97,31,97,37,97,0,97,4,97,13,97,9,97,21,97,17,97,15,97,8,97,11,97,78,97
TX,24,80,402,26,78,402,83,501,63089,506,50049,506,14543,501,1557,506,523,501,59,501,146,501,7155,506,3829,501,3760,506,14204,501,13697,506,339,501,269,501,7731,506,0.793307866664553,506,50049,63089,0.294208088041917,501,14543,49431,0.233513704458967,501,14543,62279,0.50904014889657,501,3829,7522,0.925494761350407,506,7155,7731,2021/08/27,,6,506,92,506,181,506,246,506,282,506,273,506,218,506,162,506,97,506,6,501,50,501,60,501,70,501,83,501,85,501,74,501,63,501,32,501,218,501
UT,0,45,9,1,44,9,0,53,5630,54,3566,54,491,53,79,54,3,53,3,53,0,53,452,54,169,53,171,54,482,53,465,54,9,53,0,53,627,54,0.633392539964476,54,3566,5630,0.139726807057484,53,491,3514,0.088245866283249,53,491,5564,0.273905996758509,53,169,617,0.720893141945774,54,452,627,2021/08/27,,0,54,6,54,10,54,8,54,17,54,18,54,15,54,5,54,0,54,0,53,0,53,1,53,0,53,0,53,0,53,2,53,0,53,0,53,2,53
VA,17,63,20,19,61,20,42,97,17448,100,13007,100,1773,97,200,100,230,97,10,97,15,97,1421,100,392,97,373,100,1728,97,1515,100,45,97,27,97,1949,100,0.745472260430995,100,13007,17448,0.137826492537313,97,1773,12864,0.103141361256545,97,1773,17190,0.208067940552017,97,392,1884,0.729091841970241,100,1421,1949,2021/08/27,,1,100,13,100,21,100,27,100,38,100,33,100,35,100,29,100,3,100,2,97,13,97,12,97,32,97,42,97,39,97,47,97,41,97,2,97,15,97
VI,2,0,0,2,0,0,0,2,168,2,83,2,14,2,0,2,0,2,0,2,0,2,14,2,6,2,6,2,14,2,14,2,0,2,0,2,20,2,0.494047619047619,2,83,168,0.168674698795181,2,14,83,0.083333333333333,2,14,168,0.3,2,6,20,0.7,2,14,20,2021/08/27,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
