state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PR,1,12,53,1,12,53,0,65,9298,66,5987,66,74,65,6,66,16,65,0,65,5,65,448,66,10,65,9,66,57,65,37,66,17,65,2,65,643,66,0.643901914390191,66,5987,9298,0.01263229771253,65,74,5858,0.008123833571193,65,74,9109,0.016339869281046,65,10,612,0.696734059097978,66,448,643,2021/07/12,,0,66,1,66,0,66,1,66,1,66,3,66,0,66,0,66,0,66,0,65,2,65,1,65,1,65,0,65,4,65,3,65,3,65,2,65,0,65
RI,4,8,2,4,8,2,3,13,2273,14,2029,14,68,13,4,14,0,13,0,13,0,13,128,14,3,13,3,14,68,13,29,14,0,13,0,13,163,14,0.892652881654202,14,2029,2273,0.034500253678336,13,68,1971,0.030811055731763,13,68,2207,0.020134228187919,13,3,149,0.785276073619632,14,128,163,2021/07/12,,0,14,0,14,0,14,2,14,1,14,0,14,0,14,1,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,20,62,5,20,62,5,2,85,11462,87,9036,87,215,85,31,87,16,85,1,85,0,85,893,87,54,85,52,87,212,85,190,87,3,85,3,85,1283,87,0.788344093526435,87,9036,11462,0.024070756829378,85,215,8932,0.019021498717155,85,215,11303,0.043478260869565,85,54,1242,0.696024941543258,87,893,1283,2021/07/12,,0,87,2,87,3,87,8,87,5,87,5,87,5,87,3,87,0,82,0,85,2,85,0,85,0,85,5,85,2,85,5,85,2,85,0,80,3,85
SD,1,61,3,1,61,3,3,62,2823,65,1641,65,28,62,7,65,7,62,0,62,1,62,127,65,7,62,6,65,26,62,18,65,2,62,0,62,235,65,0.581296493092455,65,1641,2823,0.017316017316017,62,28,1617,0.010159651669086,62,28,2756,0.03125,62,7,224,0.540425531914894,65,127,235,2021/07/12,,0,65,2,65,0,65,0,65,1,65,2,65,1,65,1,65,0,65,1,62,0,62,0,62,0,62,1,62,3,62,0,62,2,62,0,62,0,62
TN,7,90,45,28,69,45,3,98,20205,142,13246,129,405,98,53,98,24,98,1,98,1,98,1673,139,131,98,124,98,397,98,348,98,8,98,5,98,2390,142,0.691624895572264,129,13246,19152,0.033691040678812,98,405,12021,0.023666218664173,98,405,17113,0.058118899733807,98,131,2254,0.710403397027601,139,1673,2355,2021/07/12,,0,98,1,98,7,98,8,98,11,98,7,98,9,98,4,98,6,98,0,98,0,98,4,98,1,98,5,98,5,98,4,98,3,98,2,98,3,98
TX,94,428,73,104,417,74,41,590,69404,595,51902,595,3158,590,427,595,326,590,11,590,73,590,5888,595,895,590,840,595,3089,590,2668,595,69,590,42,590,6875,595,0.747824332891476,595,51902,69404,0.061608693107552,590,3158,51259,0.045992077362228,590,3158,68664,0.133204345884804,590,895,6719,0.856436363636364,595,5888,6875,2021/07/12,,3,595,19,595,53,595,63,595,84,595,86,595,56,595,37,595,26,595,4,590,25,590,42,590,45,590,44,590,52,590,52,590,38,590,24,590,23,590
UT,0,51,9,1,50,9,0,59,6260,60,3988,60,296,59,43,60,4,59,2,59,0,59,433,60,121,59,121,60,288,59,273,60,8,59,0,59,636,60,0.637060702875399,60,3988,6260,0.075088787417555,59,296,3942,0.047919702120771,59,296,6177,0.1957928802589,59,121,618,0.680817610062893,60,433,636,2021/07/12,,0,60,5,60,8,60,4,60,8,60,6,60,11,60,1,60,0,60,0,59,0,59,0,59,2,59,1,59,1,59,0,59,0,59,0,59,1,59
VA,16,67,20,17,66,20,18,100,17880,103,13372,103,297,100,34,103,89,100,1,100,14,100,1262,103,58,100,55,103,289,100,204,103,8,100,3,100,1914,103,0.747874720357942,103,13372,17880,0.022491480499811,100,297,13205,0.016859673024523,100,297,17616,0.031266846361186,100,58,1855,0.659352142110763,103,1262,1914,2021/07/12,,0,103,1,103,7,103,5,103,8,103,3,103,4,103,5,103,1,103,0,100,4,100,3,100,5,100,19,100,26,100,20,100,11,100,1,100,1,100
VI,2,0,0,2,0,0,0,2,168,2,97,2,13,2,2,2,0,2,0,2,0,2,6,2,3,2,3,2,13,2,13,2,0,2,0,2,20,2,0.577380952380952,2,97,168,0.134020618556701,2,13,97,0.077380952380952,2,13,168,0.15,2,3,20,0.3,2,6,20,2021/07/12,,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1255,17,891,17,3,16,0,17,1,16,0,16,0,16,79,17,1,16,1,17,3,16,3,17,0,16,0,16,105,17,0.70996015936255,17,891,1255,0.003456221198157,16,3,868,0.002465078060805,16,3,1217,0.010309278350515,16,1,97,0.752380952380952,17,79,105,2021/07/12,,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,0,16,1,16,0,16,0,16,0,16
WA,11,90,2,8,93,2,16,101,13211,101,9934,101,514,101,43,103,132,101,1,101,4,101,932,101,112,101,91,103,505,101,316,103,9,101,2,101,1278,101,0.751949133298009,101,9934,13211,0.051618814905315,99,507,9822,0.038782222902165,99,507,13073,0.089456869009585,99,112,1252,0.729264475743349,101,932,1278,2021/07/12,,1,103,5,103,5,103,5,103,5,103,7,103,8,103,7,103,0,103,1,101,10,101,17,101,8,101,18,101,16,101,25,101,19,101,18,101,15,101
WI,8,117,24,15,110,24,1,146,13363,149,9030,149,126,146,28,149,31,146,2,146,5,146,894,149,32,146,31,149,118,146,103,149,8,146,2,146,1603,149,0.675746464117339,149,9030,13363,0.014267919827879,146,126,8831,0.009615384615385,146,126,13104,0.020631850419084,146,32,1551,0.557704304429195,149,894,1603,2021/07/12,,1,149,4,149,4,149,2,149,6,149,2,149,4,149,0,149,5,149,0,146,0,146,3,146,5,146,7,146,3,146,8,146,5,146,0,146,0,146
WV,11,48,4,12,47,4,3,59,6387,63,4831,63,90,59,8,63,70,59,0,59,1,59,514,63,32,59,34,63,87,59,77,63,3,59,2,59,666,63,0.756380147173947,63,4831,6387,0.018987341772152,59,90,4740,0.01454663003071,59,90,6187,0.051446945337621,59,32,622,0.771771771771772,63,514,666,2021/07/12,,0,63,0,63,0,63,1,63,1,63,4,63,2,63,0,63,0,63,3,59,2,59,2,59,10,59,14,59,9,59,20,59,10,59,0,59,0,59
ID,4,39,10,4,39,10,0,52,3788,53,2436,53,127,52,11,53,2,52,0,52,0,52,214,53,36,52,37,53,125,52,121,53,2,52,2,52,298,53,0.643083421330517,53,2436,3788,0.052916666666667,52,127,2400,0.033884738527215,52,127,3748,0.125,52,36,288,0.718120805369128,53,214,298,2021/07/12,,0,53,2,52,1,52,1,52,1,52,3,52,2,52,1,52,0,53,0,52,0,51,0,51,0,51,0,51,1,51,0,51,1,51,0,52,0,52
IL,11,171,25,11,171,25,66,202,31746,207,22989,207,548,202,75,207,223,202,1,202,34,202,2114,207,101,202,84,207,522,202,370,207,26,202,12,202,3337,207,0.724154224154224,207,22989,31746,0.024109106907171,202,548,22730,0.0174511177632,202,548,31402,0.030858539566147,202,101,3273,0.633503146538807,207,2114,3337,2021/07/12,,1,207,3,206,8,206,8,206,17,206,14,206,10,206,12,206,2,198,3,202,20,201,19,201,21,201,24,201,53,201,38,201,42,201,3,193,6,202
IN,12,150,3,13,149,3,0,163,19064,165,12853,165,468,163,59,165,61,163,4,163,7,163,1514,165,121,163,104,165,448,163,305,165,20,163,6,163,2298,165,0.674202685690306,165,12853,19064,0.036708761471488,163,468,12749,0.024733114892717,163,468,18922,0.053777777777778,163,121,2250,0.658833768494343,165,1514,2298,2021/07/12,,0,165,1,165,7,165,9,165,7,165,14,165,13,165,8,165,0,165,0,163,9,163,3,163,10,163,6,162,10,163,11,163,12,163,0,163,4,163
KS,12,130,8,13,129,8,0,147,9042,150,5549,150,305,147,41,150,41,147,1,147,3,147,640,150,96,147,91,150,301,147,262,150,4,147,1,147,863,150,0.613691661136917,150,5549,9042,0.055384056655166,147,305,5507,0.034013605442177,147,305,8967,0.114014251781473,147,96,842,0.741599073001159,150,640,863,2021/07/12,,0,150,2,148,8,148,5,148,7,148,5,148,7,148,6,148,1,150,0,147,3,145,0,145,6,144,6,145,10,145,9,145,7,145,0,147,3,147
KY,1,23,93,6,109,2,1,115,14279,117,8930,117,315,115,111,117,42,115,1,115,4,115,1121,117,90,115,79,117,307,115,258,117,8,115,3,115,1838,117,0.62539393514952,117,8930,14279,0.035791387342347,115,315,8801,0.022305622433083,115,315,14122,0.050251256281407,115,90,1791,0.609902067464636,117,1121,1838,2021/07/12,,0,117,5,117,3,117,6,117,15,117,23,117,27,117,11,117,9,117,2,115,4,115,1,115,9,115,6,115,9,115,8,115,6,115,1,115,16,115
LA,37,181,6,40,178,6,0,218,14230,224,9849,224,556,224,127,219,16,219,4,219,0,219,1213,224,151,224,145,224,542,224,630,224,14,224,6,224,1817,224,0.692129304286718,224,9849,14230,0.056452431718956,224,556,9849,0.039072382290935,224,556,14230,0.083104017611447,224,151,1817,0.66758392955421,224,1213,1817,2021/07/12,,2,219,5,219,13,219,17,219,22,219,27,219,29,219,14,219,0,219,0,219,2,219,4,219,1,219,3,219,4,219,2,219,0,219,0,219,4,218
MA,11,89,1,9,91,1,1,100,19138,101,16337,101,124,100,16,101,73,100,0,100,3,100,953,101,35,100,32,101,121,100,80,101,3,100,0,100,1370,101,0.85364196885777,101,16337,19138,0.007642998027613,100,124,16224,0.006524255498264,100,124,19006,0.026041666666667,100,35,1344,0.695620437956204,101,953,1370,2021/07/12,,0,101,1,101,2,101,2,101,1,101,1,101,2,101,7,101,1,101,0,100,5,100,7,100,5,100,7,100,19,100,20,100,10,100,0,100,1,100
MD,2,56,1,2,56,1,8,58,11320,59,9573,59,247,58,25,59,151,58,0,58,11,58,892,59,46,58,35,59,238,58,126,59,9,58,4,58,1289,59,0.845671378091873,59,9573,11320,0.025967199327166,58,247,9512,0.022024074899688,58,247,11215,0.036770583533173,58,46,1251,0.692009309542281,59,892,1289,2021/07/12,,0,59,6,59,2,59,4,59,5,59,2,59,2,59,4,59,0,59,1,58,10,58,26,58,13,58,25,58,28,58,24,58,23,58,1,58,2,58
ME,2,28,9,1,29,9,0,38,3316,39,2432,39,51,38,4,39,14,38,174,38,15,38,238,39,17,38,15,39,50,38,31,39,1,38,1,38,327,39,0.733413751507841,39,2432,3316,0.021285475792988,38,51,2396,0.015563014952701,38,51,3277,0.053627760252366,38,17,317,0.72782874617737,39,238,327,2021/07/12,,0,39,0,39,1,39,0,39,0,39,2,39,1,39,0,39,0,39,0,38,1,38,0,38,0,38,1,38,2,38,8,38,2,38,0,38,0,38
MI,6,154,4,6,154,4,6,160,23145,164,18387,164,304,160,40,164,23,160,3,160,1,160,1885,164,64,160,62,164,286,160,230,164,18,160,12,160,2523,164,0.794426441996112,164,18387,23145,0.016655708963401,160,304,18252,0.013253694903431,160,304,22937,0.02577527184857,160,64,2483,0.747126436781609,164,1885,2523,2021/07/12,,0,164,4,164,10,164,6,164,8,164,6,164,3,164,2,164,1,164,0,160,3,160,3,160,2,160,4,160,4,160,5,160,2,160,0,160,4,160
MN,16,108,16,15,109,16,4,139,10102,140,8050,140,152,139,21,140,22,139,0,139,1,139,655,140,29,139,20,140,146,139,99,140,6,139,4,139,911,140,0.796871906553158,140,8050,10102,0.019206469547637,139,152,7914,0.015321036185868,139,152,9921,0.033142857142857,139,29,875,0.718990120746432,140,655,911,2021/07/12,,0,140,1,140,1,140,0,140,5,140,3,140,3,140,8,140,0,140,0,139,3,139,7,139,2,139,3,139,1,139,4,139,2,139,0,139,0,139
MO,28,85,25,34,79,25,16,134,17147,138,14321,138,1466,134,140,138,175,134,7,134,24,134,1606,138,485,134,450,138,1411,134,1212,138,55,134,28,134,1857,138,0.835189829124628,138,14321,17147,0.104045422285309,134,1466,14090,0.086966838702023,134,1466,16857,0.269145394006659,134,485,1802,0.864835756596661,138,1606,1857,2021/07/12,,0,138,15,138,15,138,18,138,30,138,25,138,21,138,16,138,0,138,1,134,22,134,20,134,15,134,26,134,38,134,30,134,23,134,0,134,20,134
MS,8,96,2,11,93,2,7,104,8715,106,5864,106,401,104,47,106,32,104,3,104,4,104,629,106,121,104,100,106,380,104,309,106,21,104,6,104,844,106,0.672862880091796,106,5864,8715,0.069054589288789,104,401,5807,0.046401295996297,104,401,8642,0.146844660194175,104,121,824,0.745260663507109,106,629,844,2021/07/12,,0,106,7,106,4,106,6,106,4,106,13,106,6,106,6,106,1,106,2,104,4,104,6,104,3,104,5,104,5,104,5,104,2,104,0,104,6,104
MT,5,61,1,5,61,1,0,66,3168,67,2218,67,60,66,12,67,8,66,1,66,1,66,153,67,15,66,15,67,59,66,58,67,1,66,0,66,225,67,0.700126262626263,67,2218,3168,0.02724795640327,66,60,2202,0.019114367633004,66,60,3139,0.068493150684932,66,15,219,0.68,67,153,225,2021/07/12,,0,67,2,67,1,67,1,67,2,67,4,67,1,67,1,67,0,67,0,66,1,66,1,66,2,66,4,66,0,66,0,66,0,66,0,66,0,66
NC,5,113,13,5,113,13,22,127,23778,131,18379,131,524,127,66,131,99,127,1,127,4,127,1831,131,166,127,158,131,508,127,466,131,16,127,6,127,2382,131,0.772941374379679,131,18379,23778,0.028799120637538,127,524,18195,0.02229123239886,127,524,23507,0.071613459879206,127,166,2318,0.768681780016793,131,1831,2382,2021/07/12,,0,131,4,131,12,131,7,131,12,131,13,131,12,131,6,131,0,131,0,127,8,127,12,127,16,127,18,127,23,127,13,127,9,127,0,127,13,127
ND,10,39,1,10,39,1,8,49,2442,50,1673,50,33,49,1,50,5,49,0,49,0,49,122,50,7,49,5,50,31,49,16,50,2,49,0,49,202,50,0.685094185094185,50,1673,2442,0.019939577039275,49,33,1655,0.013658940397351,49,33,2416,0.035353535353535,49,7,198,0.603960396039604,50,122,202,2021/07/12,,0,50,0,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,49,0,49,1,49,0,49,1,49,1,49,1,49,1,49,0,49,1,49
NE,10,90,0,15,85,0,0,100,4650,100,3167,100,98,100,13,100,9,100,0,100,0,100,365,100,30,100,29,100,97,100,91,100,1,100,1,100,570,100,0.681075268817204,100,3167,4650,0.030944111146195,100,98,3167,0.021075268817204,100,98,4650,0.052631578947368,100,30,570,0.640350877192982,100,365,570,2021/07/12,,0,100,1,100,0,100,1,100,6,100,2,100,3,100,0,100,0,100,0,100,1,100,2,100,1,100,2,100,1,100,1,100,1,100,0,100,0,100
