state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-12-02,"65,922","65,894","65,950",77.32,77.25,77.38,"85,282","85,263","85,301"
CW,2020-12-03,"66,429","66,394","66,463",77.72,77.62,77.82,"85,486","85,455","85,516"
CW,2020-12-04,"66,448","66,384","66,512",77.60,77.43,77.77,"85,638","85,618","85,659"
CW,2020-12-05,"65,819","65,759","65,880",77.03,76.85,77.21,"85,454","85,408","85,501"
CW,2020-12-06,"64,681","64,622","64,739",75.98,75.79,76.18,"85,132","85,073","85,191"
CW,2020-12-07,"64,868","64,844","64,892",76.40,76.32,76.49,"84,908","84,874","84,942"
CW,2020-12-08,"67,048","66,992","67,104",78.26,78.07,78.45,"85,671","85,614","85,727"
CW,2020-12-09,"67,556","67,509","67,603",79.03,78.89,79.17,"85,485","85,453","85,516"
CW,2020-12-10,"67,684","67,660","67,707",79.04,78.97,79.12,"85,629","85,607","85,650"
CW,2020-12-11,"67,562","67,538","67,585",78.91,78.83,78.99,"85,618","85,594","85,641"
CW,2020-12-12,"66,709","66,678","66,740",77.96,77.86,78.06,"85,571","85,545","85,597"
CW,2020-12-13,"65,512","65,473","65,551",76.89,76.78,77.00,"85,203","85,171","85,235"
CW,2020-12-14,"65,691","65,654","65,728",77.30,77.19,77.40,"84,985","84,958","85,012"
CW,2020-12-15,"67,560","67,541","67,580",78.86,78.81,78.92,"85,666","85,638","85,695"
CW,2020-12-16,"67,952","67,932","67,972",79.03,78.97,79.08,"85,984","85,957","86,010"
CW,2020-12-17,"67,988","67,942","68,035",78.88,78.73,79.04,"86,192","86,137","86,246"
CW,2020-12-18,"67,657","67,642","67,673",78.56,78.51,78.61,"86,122","86,090","86,154"
CW,2020-12-19,"66,638","66,595","66,682",77.51,77.37,77.64,"85,978","85,934","86,021"
CW,2020-12-20,"65,617","65,580","65,653",76.34,76.22,76.47,"85,948","85,898","85,999"
CW,2020-12-21,"65,877","65,842","65,911",76.67,76.57,76.77,"85,924","85,887","85,960"
CW,2020-12-22,"67,497","67,465","67,530",78.25,78.15,78.36,"86,254","86,211","86,297"
CW,2020-12-23,"67,244","67,184","67,303",78.01,77.81,78.20,"86,201","86,136","86,266"
CW,2020-12-24,"65,906","65,856","65,956",76.69,76.52,76.85,"85,942","85,886","85,998"
CW,2020-12-25,"63,941","63,881","64,000",74.65,74.46,74.84,"85,652","85,591","85,713"
CW,2020-12-26,"63,829","63,777","63,881",74.52,74.36,74.69,"85,651","85,598","85,704"
CW,2020-12-27,"64,763","64,713","64,813",75.40,75.24,75.56,"85,892","85,836","85,948"
CW,2020-12-28,"65,702","65,631","65,773",76.52,76.28,76.75,"85,865","85,791","85,939"
CW,2020-12-29,"67,864","67,784","67,945",78.76,78.44,79.07,"86,170","86,051","86,289"
CW,2020-12-30,"68,412","68,283","68,540",79.32,78.90,79.74,"86,247","86,102","86,392"
CW,2020-12-31,"67,920","67,653","68,188",78.60,77.67,79.53,"86,414","86,106","86,723"
CW,2021-01-01,"66,775","66,365","67,185",77.38,75.93,78.83,"86,295","85,812","86,778"
AK,2020-12-02,103,103,103,81.10,81.10,81.10,127,127,127
AL,2020-12-02,"1,312","1,312","1,312",88.53,88.53,88.53,"1,482","1,482","1,482"
AR,2020-12-02,822,822,822,80.99,80.99,80.99,"1,015","1,015","1,015"
AZ,2020-12-02,"1,389","1,389","1,389",69.83,69.83,69.83,"1,989","1,989","1,989"
CA,2020-12-02,"5,862","5,855","5,869",79.70,79.70,79.70,"7,369","7,365","7,373"
CO,2020-12-02,"1,040","1,040","1,040",69.85,69.85,69.85,"1,489","1,489","1,489"
CT,2020-12-02,615,615,615,55.91,55.91,55.91,"1,100","1,100","1,100"
DC,2020-12-02,280,280,280,82.84,82.84,82.84,338,338,338
