state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/14,54381,54332,54430,66.09,65.92,66.26,82285,82227,82343,
CW,2021/06/15,57026,56986,57067,69.34,69.17,69.5,82247,82190,82304,
CW,2021/06/16,57396,57364,57427,69.87,69.75,69.98,82154,82119,82190,
CW,2021/06/17,57063,57008,57118,69.63,69.44,69.83,81952,81898,82007,
CW,2021/06/18,56726,56683,56770,69.22,69.05,69.4,81949,81890,82008,
CW,2021/06/19,55129,55039,55218,67.5,67.17,67.84,81673,81573,81774,
CW,2021/06/20,53291,53245,53337,65.59,65.42,65.76,81252,81200,81304,
CW,2021/06/21,53706,53664,53747,65.77,65.61,65.93,81664,81613,81715,
CW,2021/06/22,56361,56331,56391,68.72,68.58,68.86,82016,81962,82070,
CW,2021/06/23,57214,57173,57256,69.6,69.44,69.75,82209,82161,82257,
CW,2021/06/24,56873,56806,56941,69.35,69.15,69.55,82014,82000,82029,
CW,2021/06/25,56009,55885,56133,68.48,68.02,68.95,81790,81648,81932,
CW,2021/06/26,54710,54569,54850,67.12,66.58,67.67,81511,81338,81684,
CW,2021/06/27,53364,53224,53505,65.62,65.07,66.17,81332,81157,81507,
CW,2021/06/28,53617,53534,53701,65.91,65.62,66.21,81348,81275,81422,
CW,2021/06/29,56398,56344,56452,69.17,68.98,69.36,81539,81491,81588,
CW,2021/06/30,57219,57182,57257,69.87,69.74,70.01,81892,81854,81931,
CW,2021/07/01,56758,56725,56791,69.44,69.31,69.58,81740,81694,81786,
CW,2021/07/02,56254,56214,56294,68.66,68.49,68.82,81938,81880,81995,
CW,2021/07/03,54594,54543,54645,66.99,66.79,67.2,81493,81428,81559,
CW,2021/07/04,53078,53010,53146,65.26,64.99,65.54,81332,81241,81422,
CW,2021/07/05,52840,52751,52928,65.05,64.72,65.38,81234,81140,81329,
CW,2021/07/06,54025,53939,54110,66.34,66.02,66.67,81435,81339,81531,
CW,2021/07/07,56634,56596,56671,69.35,69.2,69.51,81664,81612,81717,
