state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,19,0,5,18,0,5,23,1478,23,938,23,124,23,21,23,5,23,2,23,0,23,86,23,30,23,29,23,122,23,110,23,2,23,2,23,127,23,0.6346414073071719,23,938,1478,0.13219616204690832,23,124,938,0.08389715832205684,23,124,1478,0.23622047244094488,23,30,127,0.6771653543307087,23,86,127,2020-11-17
AL,30,81,5,35,75,6,15,112,15735,116,12150,116,1483,112,193,114,106,112,0,112,12,112,1334,116,396,112,364,114,1468,112,1337,114,15,112,4,112,1551,116,0.7721639656816015,116,12150,15735,0.1255290333502624,112,1483,11814,0.09696613050869622,112,1483,15294,0.2617316589557171,112,396,1513,0.8600902643455834,116,1334,1551,2020-11-17
AR,37,72,2,44,65,2,8,109,9423,110,6818,111,991,109,126,111,187,109,3,109,4,109,847,111,283,109,285,111,977,109,845,111,14,109,8,109,1064,111,0.7235487636633768,110,6818,9423,0.14806514268638876,109,991,6693,0.10758875257843882,108,991,9211,0.2804757185332012,109,283,1009,0.7960526315789473,111,847,1064,2020-11-17
AZ,30,89,3,33,86,3,23,119,16220,122,12123,122,1907,119,285,122,247,119,3,119,6,119,1337,122,446,119,396,122,1885,119,1537,122,22,119,15,119,2054,122,0.7474106041923552,122,12123,16220,0.1600503566932438,119,1907,11915,0.1196811848876616,119,1907,15934,0.2243460764587525,119,446,1988,0.6509250243427459,122,1337,2054,2020-11-17
CA,70,328,12,86,312,12,33,402,67282,410,49775,410,5755,400,806,410,582,402,15,399,29,399,5677,408,1324,400,1252,407,5674,400,4993,408,81,398,53,398,7626,408,0.7397966766742963,410,49775,67282,0.11725276068619861,400,5755,49082,0.08690727876774389,400,5755,66220,0.18001359619306595,400,1324,7355,0.7444269603986362,408,5677,7626,2020-11-17
CO,12,79,13,14,77,13,26,102,11680,104,8316,104,1709,102,298,104,166,102,6,102,4,102,1039,104,451,102,426,104,1673,102,1515,104,36,102,21,102,1400,104,0.711986301369863,104,8316,11680,0.20805941076211346,102,1709,8214,0.14801662913563138,102,1709,11546,0.32871720116618075,102,451,1372,0.7421428571428571,104,1039,1400,2020-11-17
CT,8,24,1,10,22,1,8,32,8401,33,6144,33,1020,32,103,33,82,32,1,32,0,32,590,33,192,32,185,33,1013,32,864,33,7,32,5,32,1077,33,0.7313415069634567,33,6144,8401,0.16776315789473684,32,1020,6080,0.12271414821944177,32,1020,8312,0.1819905213270142,32,192,1055,0.5478180129990715,33,590,1077,2020-11-17
DC,0,12,2,0,12,2,5,13,3680,14,2966,14,220,13,13,14,80,13,1,13,6,13,289,14,53,13,28,14,203,13,141,14,17,13,5,13,357,14,0.8059782608695653,14,2966,3680,0.07700385019250963,13,220,2857,0.061936936936936936,13,220,3552,0.1572700296735905,13,53,337,0.8095238095238095,14,289,357,2020-11-17
DE,2,13,1,3,12,1,1,15,3247,16,2372,16,231,15,20,16,20,15,5,15,3,15,150,16,34,15,35,16,227,15,198,16,4,15,2,15,180,16,0.7305204804434863,16,2372,3247,0.09821428571428571,15,231,2352,0.07182835820895522,15,231,3216,0.19540229885057472,15,34,174,0.8333333333333334,16,150,180,2020-11-17
FL,9,250,6,28,231,6,74,259,56727,265,43875,265,4140,259,590,265,342,259,14,259,17,259,5047,265,886,259,842,265,4099,259,3583,265,41,259,25,259,6273,265,0.7734412184673964,265,43875,56727,0.09591103903625622,259,4140,43165,0.07436146136437116,259,4140,55674,0.14659166115155525,259,886,6044,0.8045592220628088,265,5047,6273,2020-11-17
