state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,18,50,0,18,50,2,67,9184,68,5605,68,185,67,223,68,833,67,0,67,14,67,494,68,26,67,25,68,149,67,91,68,36,67,3,67,698,68,0.6103005226480837,68,5605,9184,0.03370991253644315,67,185,5488,0.02055783975997333,67,185,8999,0.038980509745127435,67,26,667,0.7077363896848138,68,494,698,2021-03-02
RI,4,10,1,4,10,1,18,14,2296,14,2005,14,184,13,16,15,0,14,0,14,0,14,137,14,21,13,22,14,184,13,147,14,0,13,0,13,172,14,0.8732578397212544,14,2005,2296,0.09382967873533911,13,184,1961,0.0829202343397927,13,184,2219,0.13548387096774195,13,21,155,0.7965116279069767,14,137,172,2021-03-02
SC,23,62,2,25,60,2,6,85,11485,87,8516,87,583,85,79,87,45,85,1,85,3,85,917,87,136,85,134,87,575,85,531,87,8,85,6,85,1341,87,0.7414888985633435,87,8516,11485,0.06928927977180889,85,583,8414,0.05154274599946954,85,583,11311,0.10453497309761722,85,136,1301,0.6838180462341537,87,917,1341,2021-03-02
SD,0,62,3,0,62,3,6,62,2833,65,1592,65,72,62,6,65,6,62,0,62,1,62,118,65,9,62,9,65,68,62,50,65,4,62,2,62,238,65,0.5619484645252383,65,1592,2833,0.04621309370988447,62,72,1558,0.02606806661839247,62,72,2762,0.039647577092511016,62,9,227,0.4957983193277311,65,118,238,2021-03-02
TN,9,77,57,31,55,57,6,86,20220,143,12549,126,585,86,44,86,65,86,1,86,1,86,1635,140,164,86,155,86,573,86,510,86,12,86,8,86,2398,143,0.6673580089342693,126,12549,18804,0.06533392897029261,86,585,8954,0.04311615566037736,86,585,13568,0.08788853161843516,86,164,1866,0.6984194788551901,140,1635,2341,2021-03-02
TX,103,487,5,142,448,5,101,590,68789,595,51095,595,5489,590,559,595,524,590,18,590,60,590,6256,595,1586,590,1506,595,5368,590,4768,595,121,590,90,590,7940,595,0.7427786419340302,595,51095,68789,0.10877060875079264,590,5489,50464,0.08070634593895194,590,5489,68012,0.20432878124194795,590,1586,7762,0.7879093198992443,595,6256,7940,2021-03-02
UT,0,57,1,0,57,1,1,57,6155,58,3718,58,203,57,31,58,4,57,1,57,0,57,384,58,80,57,79,58,201,57,184,58,2,57,0,57,624,58,0.6040617384240455,58,3718,6155,0.05511811023622047,57,203,3683,0.03336620644312952,57,203,6084,0.132013201320132,57,80,606,0.6153846153846154,58,384,624,2021-03-02
VA,16,79,9,22,73,9,39,101,18213,104,12695,104,1194,101,131,104,202,101,4,101,11,101,1321,104,240,101,230,104,1170,101,965,104,24,101,17,101,1981,104,0.6970295942458683,104,12695,18213,0.09525329078579976,101,1194,12535,0.06651440031196033,101,1194,17951,0.1256544502617801,101,240,1910,0.6668349318525997,104,1321,1981,2021-03-02
VI,2,0,0,2,0,0,0,2,168,2,94,2,5,2,0,2,0,2,0,2,0,2,8,2,3,2,3,2,5,2,5,2,0,2,0,2,20,2,0.5595238095238095,2,94,168,0.05319148936170213,2,5,94,0.02976190476190476,2,5,168,0.15,2,3,20,0.4,2,8,20,2021-03-02
VT,2,14,1,2,14,1,0,16,1302,17,826,17,27,16,5,17,2,16,0,16,1,16,70,17,4,16,6,17,27,16,27,17,0,16,0,16,102,17,0.6344086021505376,17,826,1302,0.03391959798994975,16,27,796,0.021343873517786563,16,27,1265,0.042105263157894736,16,4,95,0.6862745098039216,17,70,102,2021-03-02
