state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-06,"84,056","84,024","84,088",11.99,11.98,12.00,"704,379","704,052","704,706"
CW,2021-02-07,"82,744","82,711","82,776",11.87,11.82,11.92,"700,324","699,759","700,889"
CW,2021-02-08,"82,220","82,188","82,251",11.78,11.77,11.79,"701,398","701,072","701,724"
CW,2021-02-09,"81,038","81,009","81,067",11.54,11.53,11.54,"705,778","705,477","706,079"
CW,2021-02-10,"78,169","78,130","78,209",11.10,11.07,11.13,"707,460","707,138","707,781"
CW,2021-02-11,"74,972","74,942","75,002",10.66,10.64,10.67,"706,861","706,547","707,175"
CW,2021-02-12,"72,144","72,112","72,175",10.28,10.27,10.30,"704,776","704,461","705,092"
CW,2021-02-13,"69,773","69,709","69,836",10.00,9.93,10.07,"701,083","700,456","701,709"
CW,2021-02-14,"68,061","67,831","68,290",9.80,9.53,10.07,"698,036","696,145","699,928"
CW,2021-02-15,"67,520","67,476","67,563",9.73,9.69,9.77,"697,312","696,974","697,650"
CW,2021-02-16,"67,052","67,017","67,088",9.62,9.59,9.65,"700,282","699,982","700,581"
CW,2021-02-17,"65,853","65,824","65,883",9.40,9.38,9.43,"703,433","703,136","703,731"
CW,2021-02-18,"63,504","63,476","63,531",9.06,9.03,9.08,"704,093","703,787","704,398"
CW,2021-02-19,"61,761","61,726","61,797",8.81,8.78,8.84,"703,913","703,633","704,193"
CW,2021-02-20,"59,334","59,302","59,366",8.50,8.46,8.54,"700,920","700,473","701,368"
CW,2021-02-21,"58,567","58,535","58,600",8.42,8.39,8.46,"698,298","697,987","698,609"
CW,2021-02-22,"58,857","58,834","58,880",8.42,8.39,8.45,"701,926","701,700","702,153"
CW,2021-02-23,"58,266","58,237","58,294",8.28,8.25,8.32,"706,402","706,170","706,633"
CW,2021-02-24,"56,366","56,337","56,394",8.01,7.92,8.09,"707,088","706,050","708,126"
CW,2021-02-25,"54,567","54,449","54,685",7.76,7.62,7.90,"706,317","705,531","707,102"
CW,2021-02-26,"52,494","52,341","52,648",7.47,7.29,7.65,"705,525","704,505","706,546"
CW,2021-02-27,"50,537","50,366","50,709",7.22,7.02,7.42,"702,958","701,883","704,033"
CW,2021-02-28,"49,659","49,486","49,831",7.13,6.93,7.34,"699,484","698,373","700,596"
CW,2021-03-01,"49,770","49,606","49,935",7.14,6.95,7.34,"699,765","698,721","700,809"
CW,2021-03-02,"49,171","49,019","49,323",7.03,6.85,7.21,"702,905","701,967","703,843"
CW,2021-03-03,"47,678","47,559","47,798",6.79,6.65,6.93,"705,172","704,451","705,892"
CW,2021-03-04,"46,255","46,025","46,486",6.61,6.35,6.87,"702,640","702,242","703,038"
CW,2021-03-05,"44,630","44,329","44,930",6.39,6.04,6.74,"701,183","700,031","702,336"
CW,2021-03-06,"43,365","43,024","43,705",6.24,5.83,6.65,"697,566","695,978","699,155"
CW,2021-03-07,"42,634","42,285","42,982",6.17,5.74,6.59,"694,592","692,947","696,238"
CW,2021-03-08,"42,844","42,379","43,309",6.22,5.63,6.80,"692,336","689,188","695,484"
AL,2021-02-06,"1,658","1,658","1,658",11.99,11.99,11.99,"13,830","13,830","13,830"
CT,2021-02-06,921,921,921,11.81,11.81,11.81,"7,798","7,798","7,798"
