state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,29,180,6,36,173,6,36,209,29090,215,24679,215,4742,209,459,215,375,209,10,208,38,208,3006,215,934,209,918,215,4628,209,4287,215,114,209,48,209,3518,215,0.848367136473015,215,24679,29090,0.194089718402096,209,4742,24432,0.165025230555072,209,4742,28735,0.273579379027534,209,934,3414,0.854462762933485,215,3006,3518,2021/12/02,,0,213,15,213,21,213,43,213,85,213,105,213,91,212,77,213,23,209,7,206,17,207,33,206,33,206,58,206,75,206,74,206,70,206,8,202,58,209,5248,3794,3231,1473,34,324,12,206,8,206,0,206,0,206,70,10,206,206
PR,0,8,57,0,8,57,1,64,9310,65,5677,65,47,64,2,65,2,64,0,64,0,64,450,65,6,64,2,65,45,64,28,65,2,64,1,64,676,65,0.609774436090226,65,5677,9310,0.00843200574094,64,47,5574,0.005154073911613,64,47,9119,0.009463722397476,64,6,634,0.665680473372781,65,450,676,2021/12/02,,0,65,0,65,0,65,0,65,0,65,0,65,2,65,0,65,0,65,0,64,0,64,0,64,0,64,0,64,0,64,2,64,0,64,0,64,1,64,0,32,1013,0,0,20,4,64,3,64,0,64,0,64,26,1,64,64
RI,6,6,2,6,6,2,1,13,2351,14,2034,14,206,13,19,14,11,13,2,13,2,13,120,14,27,13,30,14,201,13,193,14,5,13,4,13,132,14,0.865163760102084,14,2034,2351,0.101278269419862,13,206,2034,0.08762228838792,13,206,2351,0.204545454545455,13,27,132,0.909090909090909,14,120,132,2021/12/02,,0,13,1,13,6,14,0,13,2,13,4,13,4,13,1,13,1,14,0,13,0,13,1,13,0,13,2,13,2,13,2,13,3,13,1,13,2,13,10,0,0,1,0,3,0,4,0,4,0,4,0,4,0,0,4,4
SC,28,43,5,28,43,5,4,74,10474,76,8124,76,455,74,53,76,40,74,2,74,2,74,964,76,134,74,133,76,448,74,417,76,7,74,6,74,1278,76,0.775634905480237,76,8124,10474,0.056740241925427,74,455,8019,0.044144755991074,74,455,10307,0.108326596604689,74,134,1237,0.754303599374022,76,964,1278,2021/12/02,,0,76,3,76,3,76,8,76,8,76,9,76,12,76,10,76,0,71,0,74,1,74,4,74,3,74,7,74,6,74,7,74,12,74,0,69,6,74,3106,2584,1963,309,0,218,0,74,3,74,0,74,0,74,23,0,74,74
SD,1,60,3,1,60,3,47,61,2552,64,1557,64,249,61,35,64,17,61,1,61,0,61,165,64,73,61,74,64,244,61,226,64,5,61,5,61,250,64,0.610109717868339,64,1557,2552,0.162958115183246,61,249,1528,0.100040176777822,61,249,2489,0.302904564315353,61,73,241,0.66,64,165,250,2021/12/02,,0,64,2,64,4,64,3,64,4,64,13,64,6,64,2,64,1,64,0,61,1,61,4,61,1,61,1,61,2,61,6,61,2,61,0,61,1,61,679,86,494,202,0,258,0,61,0,61,0,61,0,61,6,0,61,61
TN,25,85,9,40,70,9,1,116,16459,119,11950,119,942,116,91,119,56,116,1,116,0,116,1510,119,247,116,243,119,938,116,871,119,4,116,4,116,2042,119,0.726046539886992,119,11950,16459,0.080478428022213,116,942,11705,0.058389636149507,116,942,16133,0.126861838726246,116,247,1947,0.73947110675808,119,1510,2042,2021/12/02,,1,119,3,119,6,119,8,119,15,119,15,119,22,119,13,119,8,119,0,116,5,116,6,116,7,116,6,116,13,116,9,116,7,116,3,116,19,116,161,0,4,198,0,335,4,68,5,68,0,116,0,116,36,7,68,69
TX,14,65,427,13,66,427,61,501,61372,506,46214,506,3505,501,426,506,353,501,13,501,69,501,5802,506,960,501,928,506,3405,501,2957,506,100,501,68,501,6721,506,0.753014403962719,506,46214,61372,0.07686572073949,501,3505,45599,0.05781157221086,501,3505,60628,0.146296860713197,501,960,6562,0.863264395179289,506,5802,6721,2021/12/02,,2,506,27,505,37,505,64,505,81,505,76,505,71,505,51,505,17,506,4,501,30,500,29,500,32,500,52,500,64,500,68,500,54,500,20,501,52,501,909,1003,621,300,0,54,7,114,7,114,0,114,0,114,85,4,114,114
UT,1,43,9,1,43,9,0,52,5572,53,3385,53,505,52,56,53,3,52,3,52,1,52,453,53,188,52,191,53,486,52,468,53,19,52,0,52,626,53,0.607501794687724,53,3385,5572,0.151651651651652,52,505,3330,0.091834879068922,52,505,5499,0.305194805194805,52,188,616,0.723642172523962,53,453,626,2021/12/02,,1,53,3,53,10,53,6,53,9,53,14,53,7,53,6,53,0,53,0,52,1,52,0,52,0,52,1,52,1,52,0,52,0,52,0,52,0,52,642,268,147,67,0,2,0,51,1,51,0,51,0,51,8,1,51,51
VA,17,64,20,19,62,20,27,98,17171,101,12954,101,1185,98,108,101,170,98,2,98,12,98,1414,101,262,98,248,101,1162,98,1005,101,23,98,11,98,1912,101,0.754411507774736,101,12954,17171,0.092304097211404,98,1185,12838,0.069928006609229,98,1185,16946,0.140784524449221,98,262,1861,0.739539748953975,101,1414,1912,2021/12/02,,0,101,8,101,7,101,9,101,22,101,25,101,21,101,10,101,6,101,0,98,7,98,9,98,9,98,20,98,39,98,38,98,48,98,0,98,20,98,1893,2998,628,551,10,15,7,93,8,93,0,93,0,93,38,11,93,93
VI,2,0,0,2,0,0,0,2,168,2,98,2,1,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.583333333333333,2,98,168,0.010204081632653,2,1,98,0.005952380952381,2,1,168,0,2,0,20,0.35,2,7,20,2021/12/02,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,146,17,96,4,0,0,0,2,0,2,0,2,0,2,0,0,2,2
