state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,195,6,28,191,6,14,219,30129,225,23861,225,537,219,39,225,273,219,0,213,28,212,2556,225,109,218,92,224,508,219,349,225,29,217,9,217,3573,225,0.791961233363205,225,23861,30129,0.022758094592304,219,537,23596,0.018049206776015,219,537,29752,0.031439284684165,218,109,3467,0.71536523929471,225,2556,3573,2021/07/20,,0,221,2,219,2,220,6,220,4,219,9,220,5,219,8,221,3,207,1,214,23,213,40,213,21,213,35,212,46,212,50,213,55,214,4,200,6,219
PR,1,14,51,1,14,51,1,65,9329,66,5811,66,101,65,7,66,14,65,1,65,4,65,447,66,21,65,13,66,85,65,63,66,16,65,2,65,663,66,0.622896344731482,66,5811,9329,0.017778560112656,65,101,5681,0.011052746771722,65,101,9138,0.033175355450237,65,21,633,0.67420814479638,66,447,663,2021/07/20,,0,66,0,66,1,66,0,66,1,66,4,66,1,66,0,66,0,66,0,65,1,65,1,65,0,65,2,65,6,65,0,65,4,65,0,65,2,65
RI,4,9,2,4,9,2,0,14,2551,15,2398,15,72,14,5,15,0,14,0,14,0,14,132,15,4,14,4,15,72,14,35,15,0,14,0,14,159,15,0.940023520188162,15,2398,2551,0.030677460587985,14,72,2347,0.028927280032141,14,72,2489,0.027586206896552,14,4,145,0.830188679245283,15,132,159,2021/07/20,,0,15,0,15,0,15,1,15,0,15,2,15,1,15,1,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14
SC,20,60,5,20,60,5,3,83,11164,85,8679,85,348,83,58,85,25,83,0,83,1,83,891,85,102,83,100,85,344,83,327,85,4,83,3,83,1258,85,0.777409530634181,85,8679,11164,0.040578358208955,83,348,8576,0.031639239930903,83,348,10999,0.083812654067379,83,102,1217,0.708267090620032,85,891,1258,2021/07/20,,1,85,4,85,4,85,8,85,12,85,12,85,11,85,4,85,2,80,0,83,1,83,3,83,3,83,4,83,6,83,4,83,3,83,1,78,2,83
SD,0,62,3,0,62,3,7,62,2822,65,1656,65,37,62,4,65,9,62,1,62,1,62,120,65,12,62,9,65,35,62,20,65,2,62,1,62,234,65,0.58681785967399,65,1656,2822,0.022797288971041,62,37,1623,0.013430127041742,62,37,2755,0.053811659192825,62,12,223,0.512820512820513,65,120,234,2021/07/20,,1,65,0,65,0,65,0,65,1,65,1,65,1,65,0,65,0,65,0,62,3,62,1,62,1,62,0,62,3,62,0,62,1,62,0,62,1,62
TN,2,50,90,3,49,90,3,53,20152,142,12792,126,421,53,52,53,42,53,0,53,0,53,1675,138,138,53,129,53,411,53,360,53,10,53,9,53,2482,142,0.676825396825397,126,12792,18900,0.068892161675667,53,421,6111,0.044329788354217,53,421,9497,0.097388849682428,53,138,1417,0.695598006644518,138,1675,2408,2021/07/20,,0,53,1,53,10,53,5,53,6,53,17,53,7,53,6,53,0,53,2,53,1,53,5,53,7,53,5,53,5,53,13,53,4,53,0,53,9,53
TX,98,420,75,113,405,75,48,588,69741,593,52428,593,4463,588,722,593,396,588,11,588,63,588,6034,593,1247,588,1200,593,4373,588,3960,593,90,588,57,588,6909,593,0.75175291435454,593,52428,69741,0.086166618399459,588,4463,51795,0.064691472553596,588,4463,68989,0.184877687175686,588,1247,6745,0.873353596757852,593,6034,6909,2021/07/20,,4,593,62,593,98,593,110,593,131,593,116,593,87,593,58,592,56,593,4,588,38,588,48,588,50,588,72,588,62,588,71,588,36,588,15,588,30,588
UT,0,48,9,1,47,9,0,56,5792,57,3540,57,318,56,40,57,1,56,4,56,0,56,417,57,135,56,136,57,309,56,296,57,9,56,0,56,630,57,0.611187845303867,57,3540,5792,0.09130060292851,56,318,3483,0.05562357880007,56,318,5717,0.220588235294118,56,135,612,0.661904761904762,57,417,630,2021/07/20,,0,57,2,57,10,57,7,57,7,57,9,57,2,57,3,57,0,57,0,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,1,56
VA,16,67,20,17,66,20,19,100,17877,103,12795,103,408,100,39,103,101,100,3,100,8,100,1261,103,98,100,81,103,398,100,298,103,10,100,5,100,1914,103,0.71572411478436,103,12795,17877,0.032217308907138,100,408,12664,0.023163392755762,100,408,17614,0.052801724137931,100,98,1856,0.658829676071055,103,1261,1914,2021/07/20,,0,103,3,103,3,103,4,103,4,103,12,103,8,103,5,103,0,103,0,100,8,100,6,100,8,100,15,100,29,100,18,100,16,100,1,100,1,100
VI,2,0,0,2,0,0,0,2,168,2,110,2,19,2,1,2,0,2,0,2,0,2,10,2,3,2,3,2,18,2,18,2,1,2,1,2,20,2,0.654761904761905,2,110,168,0.172727272727273,2,19,110,0.113095238095238,2,19,168,0.15,2,3,20,0.5,2,10,20,2021/07/20,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
