state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,12,67,9190,70,5427,70,541,67,446,70,70,67,56,66,501,67,347,66,40,67,8,65,651,70,0.5905331882480958,70,5427,9190,0.10498738598874442,67,541,5153,0.06151222285389426,67,541,8795,0.11784511784511785,67,70,594,0.685099846390169,70,446,651,2020-10-28
RI,7,14,2330,15,1920,14,171,14,131,15,18,14,17,15,170,14,167,15,1,14,1,13,176,15,0.8240343347639485,14,1920,2330,0.09086078639744952,13,171,1882,0.07616926503340757,14,171,2245,0.11180124223602485,14,18,161,0.7443181818181818,15,131,176,2020-10-28
SC,5,84,10633,86,8552,86,787,84,987,85,187,84,181,86,773,84,660,86,3,84,2,70,1344,85,0.804288535690774,86,8552,10633,0.09310304034070745,84,787,8453,0.0751384380370441,84,787,10474,0.1440677966101695,83,187,1298,0.734375,85,987,1344,2020-10-28
SD,64,61,2827,64,1871,64,421,61,155,64,79,61,83,64,418,61,418,64,2,61,1,53,210,64,0.6618323310930315,64,1871,2827,0.2311916529379462,61,421,1821,0.15438210487715437,61,421,2727,0.4072164948453608,61,79,194,0.7380952380952381,64,155,210,2020-10-28
TN,24,122,19733,139,13762,136,1439,122,1677,135,406,121,379,121,1428,122,1268,122,11,122,7,113,2169,138,0.7175182481751825,136,13762,19180,0.11446070633153038,122,1439,12572,0.0836093196211725,122,1439,17211,0.20703722590515045,121,406,1961,0.7940340909090909,135,1677,2112,2020-10-28
TX,101,588,70008,591,50119,594,6282,589,5905,593,1728,589,1583,594,6208,589,5585,594,74,589,49,586,7643,589,0.715889612615701,591,50118,70008,0.12688858366324635,589,6282,49508,0.0908643832446193,586,6282,69136,0.23222685122967343,584,1728,7441,0.7726023812639016,589,5905,7643,2020-10-28
UT,15,57,6102,57,3687,58,350,57,420,57,120,56,118,57,341,56,329,57,0,56,0,33,634,57,0.5961979678793838,57,3638,6102,0.09594298245614036,57,350,3648,0.058226584594909335,56,350,6011,0.19230769230769232,56,120,624,0.6624605678233438,57,420,634,2020-10-28
VA,27,106,18976,109,12349,109,978,106,1328,109,224,106,181,109,950,106,680,109,28,106,15,100,2070,108,0.6507693929173693,109,12349,18976,0.08004583401538713,106,978,12218,0.052265925609234716,106,978,18712,0.11177644710578842,105,224,2004,0.6415458937198067,108,1328,2070,2020-10-28
VI,0,2,168,2,112,2,3,2,12,2,1,2,1,2,3,2,3,2,0,2,0,2,20,2,0.6666666666666666,2,112,168,0.026785714285714284,2,3,112,0.017857142857142856,2,3,168,0.05,2,1,20,0.6,2,12,20,2020-10-28
VT,0,16,1282,17,836,17,4,16,73,17,1,16,1,17,3,16,3,17,1,16,0,16,109,17,0.6521060842433697,17,836,1282,0.004944375772558714,16,4,809,0.003215434083601286,16,4,1244,0.00980392156862745,16,1,102,0.6697247706422018,17,73,109,2020-10-28
