state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/13,58518,58447,58589,69.53,69.33,69.73,84160,84140,84180,
CW,2021/03/14,56617,56528,56706,67.35,67.09,67.61,84068,84039,84097,
CW,2021/03/15,56508,56419,56597,67.47,67.17,67.76,83758,83682,83833,
CW,2021/03/16,58738,58695,58782,69.93,69.81,70.06,83994,83973,84016,
CW,2021/03/17,59386,59362,59411,70.67,70.59,70.75,84031,84012,84050,
CW,2021/03/18,59234,59216,59253,70.53,70.47,70.59,83986,83971,84001,
CW,2021/03/19,59208,59188,59228,70.4,70.29,70.5,84106,84064,84149,
CW,2021/03/20,57907,57889,57924,69.12,69.05,69.19,83781,83756,83806,
CW,2021/03/21,56137,56117,56158,67.29,67.21,67.37,83424,83399,83449,
CW,2021/03/22,56175,56134,56216,67.28,67.14,67.43,83494,83452,83536,
CW,2021/03/23,58774,58741,58807,70.12,70.02,70.23,83815,83793,83837,
CW,2021/03/24,59386,59323,59448,70.62,70.4,70.84,84090,84025,84156,
CW,2021/03/25,59339,59305,59373,70.64,70.53,70.74,84006,83981,84031,
CW,2021/03/26,59172,59163,59181,70.51,70.47,70.55,83917,83903,83931,
CW,2021/03/27,57816,57797,57835,69.05,68.99,69.12,83727,83712,83743,
CW,2021/03/28,56176,56159,56192,67.24,67.18,67.29,83550,83537,83564,
CW,2021/03/29,56440,56426,56455,67.74,67.68,67.8,83319,83297,83341,
CW,2021/03/30,58619,58565,58673,69.98,69.78,70.17,83768,83709,83827,
CW,2021/03/31,59364,59343,59386,70.7,70.63,70.78,83962,83938,83986,
CW,2021/04/01,58710,58645,58775,70.04,69.81,70.27,83825,83758,83891,
CW,2021/04/02,58188,58120,58255,69.48,69.27,69.68,83749,83712,83786,
CW,2021/04/03,56609,56576,56643,67.9,67.76,68.04,83376,83326,83426,
CW,2021/04/04,55262,55173,55351,66.49,66.14,66.84,83112,82991,83233,
CW,2021/04/05,55887,55845,55929,67.16,67,67.32,83215,83163,83267,
CW,2021/04/06,58606,58561,58651,70.02,69.83,70.2,83704,83638,83770,
CW,2021/04/07,59823,59765,59881,71.53,71.34,71.71,83637,83587,83686,
CW,2021/04/08,60007,59985,60028,71.76,71.67,71.85,83620,83582,83657,
CW,2021/04/09,59894,59786,60003,71.61,71.18,72.04,83637,83485,83788,
CW,2021/04/10,58650,58533,58766,70.28,69.8,70.77,83446,83268,83625,
CW,2021/04/11,57313,57151,57475,68.74,68.09,69.39,83377,83146,83608,
CW,2021/04/12,57205,56881,57529,68.4,67.16,69.65,83628,83209,84047,
AK,2021/03/13,77,77,77,58.78,58.78,58.78,131,131,131,POINT (-151.631889 63.631126)
AL,2021/03/13,1239,1239,1239,78.07,78.07,78.07,1587,1587,1587,POINT (-86.844516 32.756889)
AR,2021/03/13,723,695,751,71.44,71.44,71.44,1012,1012,1012,POINT (-92.439162 34.899825)
AZ,2021/03/13,1132,1132,1132,52.21,52.21,52.21,2168,2168,2168,POINT (-111.664616 34.293239)
CA,2021/03/13,5095,5095,5095,71.97,71.97,71.97,7079,7079,7079,POINT (-119.662127 37.211164)
CT,2021/03/13,573,573,573,54.57,54.57,54.57,1050,1050,1050,POINT (-72.738288 41.575155)
DC,2021/03/13,273,273,273,85.58,85.58,85.58,319,319,319,POINT (-77.016275 38.904785)
DE,2021/03/13,154,154,154,82.8,82.8,82.8,186,186,186,POINT (-75.452394 38.994926)
FL,2021/03/13,4999,4999,4999,77.12,77.12,77.12,6482,6482,6482,POINT (-82.420978 28.260731)
GA,2021/03/13,2156,2154,2158,80.42,80.22,80.62,2681,2679,2683,POINT (-83.426574 32.638481)
HI,2021/03/13,151,151,151,65.37,65.37,65.37,231,231,231,POINT (-157.854309 21.361013)
IA,2021/03/13,433,433,433,65.11,65.11,65.11,665,665,665,POINT (-93.500061 42.074659)
ID,2021/03/13,186,186,186,65.72,65.72,65.72,283,283,283,POINT (-114.659366 44.389073)
IL,2021/03/13,2052,2049,2055,59.39,59.39,59.39,3455,3455,3455,POINT (-89.148632 40.124144)
IN,2021/03/13,1383,1380,1386,63.53,63.07,63.99,2177,2173,2181,POINT (-86.2818 39.919991)
KS,2021/03/13,778,778,778,94.99,94.99,94.99,819,819,819,POINT (-98.38018 38.484729)
KY,2021/03/13,1064,1064,1064,60.42,60.42,60.42,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/03/13,1100,1100,1100,62.75,62.75,62.75,1753,1753,1753,POINT (-91.840238 30.921314)
MA,2021/03/13,1023,1023,1023,72.55,72.55,72.55,1410,1410,1410,POINT (-71.481104 42.151077)
MD,2021/03/13,992,992,992,74.98,74.98,74.98,1323,1323,1323,POINT (-76.687282 38.946466)
ME,2021/03/13,233,233,233,70.82,70.82,70.82,329,329,329,POINT (-69.06137 45.117911)
MI,2021/03/13,1902,1889,1915,78.18,76.44,79.91,2433,2416,2450,POINT (-85.730977 44.874798)
MN,2021/03/13,609,609,609,69.44,69.44,69.44,877,877,877,POINT (-94.198308 46.349153)
AK,2021/03/14,85,85,85,65.38,65.38,65.38,130,130,130,POINT (-151.631889 63.631126)
AL,2021/03/14,1201,1201,1201,75.2,75.2,75.2,1597,1597,1597,POINT (-86.844516 32.756889)
AR,2021/03/14,683,683,683,68.16,68.16,68.16,1002,1002,1002,POINT (-92.439162 34.899825)
AZ,2021/03/14,1062,1062,1062,49.3,49.3,49.3,2154,2154,2154,POINT (-111.664616 34.293239)
CA,2021/03/14,4997,4997,4997,71.11,71.11,71.11,7027,7027,7027,POINT (-119.662127 37.211164)
CT,2021/03/14,571,571,571,54.38,54.38,54.38,1050,1050,1050,POINT (-72.738288 41.575155)
DC,2021/03/14,248,248,248,80,80,80,310,310,310,POINT (-77.016275 38.904785)
DE,2021/03/14,148,148,148,79.57,79.57,79.57,186,186,186,POINT (-75.452394 38.994926)
