state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,25,195,6,31,189,6,19,220,30532,226,25368,226,1192,220,96,226,306,220,6,219,34,219,2796,226,244,220,201,226,1155,220,832,226,37,220,18,220,3697,226,0.830865976680204,226,25368,30532,0.047389973363018,220,1192,25153,0.039538277829375,220,1192,30148,0.067966573816156,220,244,3590,0.756288882878009,226,2796,3697,2021/05/31,,1,223,2,222,6,223,13,222,18,222,19,222,13,222,17,223,11,211,5,215,26,216,25,215,19,216,42,215,64,216,58,216,57,215,10,204
PR,0,13,53,0,13,53,2,65,9262,66,5706,66,118,65,6,66,9,65,0,65,2,65,449,66,23,65,18,66,94,65,77,66,24,65,5,65,676,66,0.616065644569208,66,5706,9262,0.021071428571429,65,118,5600,0.012985583801034,65,118,9087,0.035658914728682,65,23,645,0.664201183431953,66,449,676,2021/05/31,,0,66,1,66,1,66,2,66,0,66,1,66,1,66,0,66,0,66,0,65,1,65,1,65,1,65,1,65,2,65,1,65,2,65,0,65
RI,4,9,2,4,9,2,5,14,2598,15,2366,15,87,14,3,15,0,14,0,14,0,14,132,15,5,14,5,15,87,14,48,15,0,14,0,14,173,15,0.910700538876058,15,2366,2598,0.037580993520518,14,87,2315,0.034400948991696,14,87,2529,0.032467532467532,14,5,154,0.763005780346821,15,132,173,2021/05/31,,1,15,1,15,0,15,0,15,1,15,0,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,65,2,19,65,2,1,84,10601,86,8247,86,216,84,28,86,27,84,0,84,0,84,796,86,64,84,54,86,213,84,179,86,3,84,1,84,1178,86,0.777945476841807,86,8247,10601,0.026571534014024,84,216,8129,0.020693619467331,84,216,10438,0.056288478452067,84,64,1137,0.67572156196944,86,796,1178,2021/05/31,,0,86,2,86,0,86,3,86,7,86,5,86,8,86,2,86,1,81,0,84,2,84,4,84,3,84,2,84,2,84,5,84,5,84,4,79
SD,0,62,3,0,62,3,2,62,2831,65,1702,65,40,62,5,65,11,62,1,62,0,62,128,65,9,62,4,65,39,62,27,65,1,62,1,62,232,65,0.601200989049806,65,1702,2831,0.023866348448687,62,40,1676,0.014471780028944,62,40,2764,0.040723981900452,62,9,221,0.551724137931034,65,128,232,2021/05/31,,0,65,1,65,1,65,0,65,0,65,2,65,1,65,0,65,0,65,0,62,0,62,1,62,4,62,0,62,1,62,5,62,0,62,0,62
TN,8,86,49,27,67,49,16,94,20293,143,12989,129,477,94,35,94,28,94,2,94,5,94,1745,140,172,94,149,94,470,94,408,94,7,94,5,94,2393,143,0.676334287945848,129,12989,19205,0.042880258899676,94,477,11124,0.029253035692383,94,477,16306,0.08018648018648,94,172,2145,0.740033927056828,140,1745,2358,2021/05/31,,0,94,1,94,4,94,6,94,5,94,7,94,6,94,4,94,2,94,0,94,2,94,6,94,4,94,2,94,4,94,4,94,1,94,5,94
TX,90,492,13,119,463,13,54,590,69109,595,49909,595,2066,590,219,595,375,590,7,590,41,590,5256,595,607,590,520,595,2017,590,1532,595,49,590,31,590,6859,595,0.722178008652997,595,49909,69109,0.041892248109171,590,2066,49317,0.03023031225308,590,2066,68342,0.090786718516303,590,607,6686,0.766292462458084,595,5256,6859,2021/05/31,,3,595,42,595,20,595,32,595,36,595,35,595,28,595,14,594,9,595,4,590,32,589,33,590,34,589,64,589,78,590,60,590,49,589,21,590
UT,1,58,1,4,55,1,1,59,6252,60,3817,60,143,59,20,60,3,59,0,59,0,59,401,60,58,59,56,60,138,59,131,60,5,59,0,59,633,60,0.610524632117722,60,3817,6252,0.038031914893617,59,143,3760,0.023176661264182,59,143,6170,0.094308943089431,59,58,615,0.63349131121643,60,401,633,2021/05/31,,0,60,2,60,5,60,3,60,2,60,4,60,1,60,3,60,0,60,0,59,0,59,1,59,0,59,0,59,1,59,1,59,0,59,0,59
VA,14,81,9,22,73,9,22,101,18119,104,13264,104,471,101,40,104,171,101,1,101,12,101,1296,104,111,101,94,104,458,101,350,104,13,101,6,101,1928,104,0.732049230089961,104,13264,18119,0.035973420911938,101,471,13093,0.026359973136333,101,471,17868,0.059042553191489,101,111,1880,0.672199170124481,104,1296,1928,2021/05/31,,0,104,2,104,3,104,8,104,11,104,4,104,6,104,5,104,1,104,2,101,14,101,19,101,17,101,31,101,34,101,31,101,23,101,0,101
VI,2,0,0,2,0,0,0,2,168,2,82,2,4,2,0,2,0,2,0,2,0,2,8,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.488095238095238,2,82,168,0.048780487804878,2,4,82,0.023809523809524,2,4,168,0.05,2,1,20,0.4,2,8,20,2021/05/31,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
