state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,16,182,28570,184,23154,206,1117,209,2746,174,186,179,141,171,1034,188,510,180,64,188,48,180,3366,160,0.7372768638431921,184,21064,28570,0.047205666407532175,206,1093,23154,0.03528176408820441,184,1008,28570,0.04783125371360666,152,161,3366,0.768270944741533,155,2586,3366,2020-09-06
PR,9,66,8304,65,4921,67,617,68,449,65,73,64,53,64,567,67,233,66,44,67,10,66,646,64,0.5576830443159922,65,4631,8304,0.12497459865880918,67,615,4921,0.07165221579961464,65,595,8304,0.11216429699842022,61,71,633,0.6817472698907956,63,437,641,2020-09-06
RI,3,13,1968,13,1875,13,78,13,133,13,5,13,5,13,78,13,77,13,0,13,0,13,156,13,0.9527439024390244,13,1875,1968,0.0416,13,78,1875,0.039634146341463415,13,78,1968,0.03205128205128205,13,5,156,0.8525641025641025,13,133,156,2020-09-06
SC,13,74,10258,81,8326,81,866,81,966,76,212,77,187,77,858,78,658,78,8,78,4,78,1317,75,0.8116591928251121,81,8326,10258,0.10401153014652895,81,866,8326,0.0844219146032365,81,866,10258,0.16021260440394836,75,211,1317,0.7312072892938497,75,963,1317,2020-09-06
SD,1,55,2310,55,1420,58,85,58,79,40,21,37,21,35,55,49,53,47,29,49,29,47,94,32,0.6017316017316018,55,1390,2310,0.05985915492957746,58,85,1420,0.0367965367965368,55,85,2310,0.1702127659574468,28,16,94,0.5833333333333334,30,49,84,2020-09-06
TN,9,106,19277,124,13370,123,1036,110,1648,114,291,104,259,104,1025,107,824,107,9,107,8,107,2046,115,0.7058320871608631,121,13216,18724,0.08045796737766625,109,1026,12752,0.05895196506550218,107,1026,17404,0.14862681744749595,98,276,1857,0.8225238813474107,112,1636,1989,2020-09-06
TX,97,535,65031,552,45145,557,4798,561,5107,499,1517,510,1271,508,4698,544,3815,540,97,544,80,540,6410,469,0.6938955104057308,550,44945,64772,0.10600008875870945,556,4777,45066,0.07370901418428794,551,4786,64931,0.2090608777725342,460,1329,6357,0.75921875,468,4859,6400,2020-09-06
UT,3,55,5586,53,3405,55,173,55,347,47,46,45,41,45,147,51,108,50,8,51,7,50,554,43,0.5844969566774078,53,3265,5586,0.05080763582966226,55,173,3405,0.030612244897959183,53,171,5586,0.0812274368231047,42,45,554,0.6155234657039711,42,341,554,2020-09-06
VA,15,87,16557,88,10991,89,1164,96,924,78,215,80,158,79,896,79,590,76,7,79,2,76,1290,76,0.6605665277526122,88,10937,16557,0.10236436950146628,88,1117,10912,0.06530066273484526,87,1074,16447,0.15891472868217055,76,205,1290,0.7116279069767442,76,918,1290,2020-09-06
VI,0,2,188,2,91,2,4,2,8,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.48404255319148937,2,91,188,0.04395604395604396,2,4,91,0.02127659574468085,2,4,188,0.05,2,1,20,0.4,2,8,20,2020-09-06
