state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/13,487581,487157,488005,69.76,69.61,69.91,698939,698745,699133,
CW,2021/03/14,470644,470200,471087,67.69,67.53,67.86,695266,695014,695517,
CW,2021/03/15,475072,474726,475418,68.28,68.15,68.42,695718,695458,695979,
CW,2021/03/16,498754,498656,498852,71.23,71.19,71.28,700143,700020,700266,
CW,2021/03/17,508076,507957,508195,72.41,72.35,72.46,701680,701529,701832,
CW,2021/03/18,507168,507086,507250,72.23,72.19,72.27,702173,702062,702283,
CW,2021/03/19,503110,502855,503365,71.67,71.55,71.79,701958,701623,702293,
CW,2021/03/20,483874,483694,484054,69.33,69.26,69.41,697875,697692,698058,
CW,2021/03/21,469621,469414,469828,67.57,67.48,67.66,694999,694763,695235,
CW,2021/03/22,475834,475764,475905,68.4,68.37,68.43,695664,695598,695729,
CW,2021/03/23,501077,500906,501247,71.55,71.48,71.62,700260,700092,700427,
CW,2021/03/24,509899,509633,510164,72.61,72.49,72.74,702200,701860,702539,
CW,2021/03/25,509638,509507,509769,72.5,72.43,72.56,702968,702780,703157,
CW,2021/03/26,506039,505806,506271,72.13,72.04,72.21,701574,701434,701713,
CW,2021/03/27,487757,487642,487873,69.78,69.72,69.83,699019,698872,699166,
CW,2021/03/28,472833,472670,472995,68.01,67.94,68.08,695239,695088,695390,
CW,2021/03/29,479312,479179,479445,68.91,68.85,68.97,695530,695379,695680,
CW,2021/03/30,501290,500954,501626,71.6,71.45,71.74,700163,699791,700536,
CW,2021/03/31,508900,508682,509118,72.5,72.42,72.58,701907,701752,702062,
CW,2021/04/01,506548,506283,506813,72.23,72.12,72.35,701288,700991,701586,
CW,2021/04/02,497375,497103,497646,71.16,71.04,71.27,698993,698676,699310,
CW,2021/04/03,474139,473860,474418,68.14,67.96,68.33,695785,695104,696466,
CW,2021/04/04,459897,459304,460489,66.43,66.13,66.72,692342,691471,693213,
CW,2021/04/05,467419,467158,467680,67.43,67.31,67.55,693236,692911,693561,
CW,2021/04/06,497543,497275,497810,71.21,71.09,71.33,698808,698465,699152,
CW,2021/04/07,511279,511004,511555,72.99,72.89,73.1,700526,700269,700782,
CW,2021/04/08,512826,512567,513084,73.27,73.16,73.38,700002,699692,700313,
CW,2021/04/09,509534,508488,510579,72.85,72.39,73.31,699519,698259,700780,
CW,2021/04/10,493131,491837,494425,70.65,70.06,71.23,698086,696481,699692,
CW,2021/04/11,481322,479709,482934,69.35,68.61,70.09,694140,692131,696149,
CW,2021/04/12,485663,483047,488279,70.08,68.88,71.29,693070,689770,696370,
AK,2021/03/13,804,804,804,54.14,54.14,54.14,1485,1485,1485,POINT (-151.631889 63.631126)
AL,2021/03/13,9747,9747,9747,70.4,70.4,70.4,13845,13845,13845,POINT (-86.844516 32.756889)
AR,2021/03/13,5175,5047,5303,68.44,68.44,68.44,7561,7561,7561,POINT (-92.439162 34.899825)
AZ,2021/03/13,9402,9395,9409,66.94,66.7,67.17,14046,14029,14063,POINT (-111.664616 34.293239)
CA,2021/03/13,42734,42734,42734,72.44,72.44,72.44,58994,58994,58994,POINT (-119.662127 37.211164)
CT,2021/03/13,5956,5956,5956,76.67,76.67,76.67,7768,7768,7768,POINT (-72.738288 41.575155)
DC,2021/03/13,2101,2101,2101,76.73,76.73,76.73,2738,2738,2738,POINT (-77.016275 38.904785)
DE,2021/03/13,1854,1854,1854,71.34,71.34,71.34,2599,2599,2599,POINT (-75.452394 38.994926)
FL,2021/03/13,39947,39947,39947,76.4,76.4,76.4,52284,52284,52284,POINT (-82.420978 28.260731)
GA,2021/03/13,14434,14416,14452,75.08,74.76,75.41,19224,19197,19251,POINT (-83.426574 32.638481)
HI,2021/03/13,1786,1786,1786,72.31,72.31,72.31,2470,2470,2470,POINT (-157.854309 21.361013)
IA,2021/03/13,4498,4498,4498,58.47,58.47,58.47,7693,7686,7700,POINT (-93.500061 42.074659)
ID,2021/03/13,1675,1675,1675,52.12,52.12,52.12,3214,3214,3214,POINT (-114.659366 44.389073)
IL,2021/03/13,18770,18770,18770,65.11,65.11,65.11,28829,28829,28829,POINT (-89.148632 40.124144)
