state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,13,67,8538,66,4816,67,507,68,446,66,77,64,61,64,472,67,248,66,34,67,9,66,663,65,0.5446240337315531,66,4650,8538,0.10444352159468438,67,503,4816,0.05797610681658468,66,495,8538,0.11538461538461539,62,75,650,0.6610942249240122,64,435,658,2020-09-05
RI,1,13,1990,13,1752,13,71,13,119,13,4,13,4,13,71,13,71,13,0,13,0,13,148,13,0.8804020100502512,13,1752,1990,0.04052511415525114,13,71,1752,0.035678391959798994,13,71,1990,0.02702702702702703,13,4,148,0.8040540540540541,13,119,148,2020-09-05
SC,11,74,10221,81,7766,81,819,81,931,76,223,77,194,77,814,78,675,78,5,78,3,78,1321,75,0.759808237941493,81,7766,10221,0.10545969611125418,81,819,7766,0.08012914587613737,81,819,10221,0.1680545041635125,75,222,1321,0.7017411052233157,75,927,1321,2020-09-05
SD,1,53,2293,52,1328,54,92,55,70,40,19,37,19,35,61,47,57,44,24,47,24,44,94,31,0.5730484081988662,52,1314,2293,0.06927710843373494,54,92,1328,0.04012211077191452,52,92,2293,0.14893617021276595,28,14,94,0.5476190476190477,30,46,84,2020-09-05
TN,10,104,17801,114,11784,113,1042,108,1564,113,307,103,276,103,1025,106,826,106,15,106,9,106,2017,115,0.6832096474953617,111,11784,17248,0.08608914450035945,99,958,11128,0.05933358107271151,97,958,16146,0.1554959785522788,98,290,1865,0.7933673469387755,112,1555,1960,2020-09-05
TX,106,529,65128,546,43957,553,4784,556,4870,494,1564,503,1321,502,4690,536,3800,532,91,536,61,532,6316,463,0.6742225783585539,545,43753,64894,0.10840874381710014,552,4756,43871,0.07335301716183798,545,4770,65028,0.21938368194156155,453,1374,6263,0.7366000634316524,462,4645,6306,2020-09-05
UT,3,54,5211,52,2883,54,149,54,308,46,42,44,41,44,124,50,110,49,7,50,6,49,547,42,0.5267702936096719,52,2745,5211,0.05168227540756157,54,149,2883,0.028209556706966035,52,147,5211,0.07495429616087751,41,41,547,0.5502742230347349,41,301,547,2020-09-05
VA,14,87,16538,88,10275,89,1138,96,875,78,196,80,159,80,853,79,583,77,7,79,3,77,1286,76,0.6180312008707219,88,10221,16538,0.10681706718979891,88,1089,10195,0.0635500365230095,87,1044,16428,0.1423017107309487,76,183,1286,0.6757387247278382,76,869,1286,2020-09-05
VI,0,2,188,2,95,2,5,2,9,2,1,2,1,2,5,2,5,2,0,2,0,2,20,2,0.5053191489361702,2,95,188,0.05263157894736842,2,5,95,0.026595744680851064,2,5,188,0.05,2,1,20,0.45,2,9,20,2020-09-05
VT,0,15,638,13,371,14,3,17,31,11,0,13,0,13,3,13,1,12,0,13,0,12,58,11,0.5595611285266457,13,357,638,0.005390835579514825,14,2,371,0.003134796238244514,13,2,638,0.0,10,0,58,0.5344827586206896,11,31,58,2020-09-05
WA,6,90,10078,79,8335,93,375,93,782,75,88,76,70,76,369,83,269,81,1,83,1,81,913,63,0.5899980154792618,79,5946,10078,0.045383032796805035,92,375,8263,0.027283629822106737,78,273,10006,0.06790799561883899,58,62,913,0.6301218161683277,58,569,903,2020-09-05
WI,2,133,12416,132,6849,132,547,134,761,127,139,130,96,130,544,132,339,131,2,132,0,131,1490,128,0.5611977030352748,131,6841,12190,0.07796758650897942,132,534,6849,0.0430895618556701,132,535,12416,0.09328859060402685,128,139,1490,0.5107382550335571,127,761,1490,2020-09-05
WV,2,60,6651,60,4280,60,233,60,462,60,72,60,55,60,231,60,148,60,2,60,0,60,642,60,0.6435122537964216,60,4280,6651,0.0544392523364486,60,233,4280,0.03503232596602015,60,233,6651,0.11214953271028037,60,72,642,0.719626168224299,60,462,642,2020-09-05
AK,0,18,1177,18,866,24,50,24,56,15,16,21,12,21,49,22,32,22,1,22,0,22,46,10,0.4256584536958369,18,501,1177,0.057736720554272515,24,50,866,0.03313508920985556,18,39,1177,0.11363636363636363,8,5,44,0.5,10,23,46,2020-09-05
AL,10,108,14808,110,9952,110,1048,108,1206,110,349,108,316,108,1035,108,861,108,13,108,8,108,1453,110,0.6720691518098325,110,9952,14808,0.10589675576412977,106,1038,9802,0.07092586265801161,106,1038,14635,0.23812801101169992,106,346,1453,0.830006882312457,110,1206,1453,2020-09-05
AR,1,93,8743,94,5633,96,544,96,634,84,240,79,213,78,529,91,372,89,15,91,9,89,970,74,0.6413130504403523,94,5607,8743,0.09657376176105095,96,544,5633,0.062221205535857256,94,544,8743,0.23711340206185566,71,230,970,0.6216494845360825,74,603,970,2020-09-05
AZ,6,80,11608,79,8601,89,622,91,802,65,175,73,151,71,607,81,365,79,15,81,8,79,1357,57,0.6160406616126809,78,7151,11608,0.07185211021974189,89,618,8601,0.047294968986905585,79,549,11608,0.09432571849668386,55,128,1357,0.4922623434045689,56,668,1357,2020-09-05
CA,32,383,61744,384,42699,385,4558,384,4954,366,1244,368,1087,366,4419,375,3350,374,65,375,34,374,7125,365,0.6893301373412801,384,42562,61744,0.1069877708142619,384,4558,42603,0.0739418912123031,383,4558,61643,0.17459649122807017,363,1244,7125,0.6952982456140351,364,4954,7125,2020-09-05
CO,2,91,10957,94,6666,95,247,95,701,75,71,75,60,73,226,84,145,81,12,84,7,81,1194,69,0.6067354202792735,94,6648,10957,0.03705370537053705,95,247,6666,0.02254266678835448,94,247,10957,0.059966216216216214,66,71,1184,0.5795644891122278,68,692,1194,2020-09-05
CT,5,30,8073,30,5428,30,167,31,467,29,20,29,15,29,162,30,58,30,5,30,0,30,1049,29,0.6723646723646723,30,5428,8073,0.030766396462785558,30,167,5428,0.020686238077542426,30,167,8073,0.019065776930409915,28,20,1049,0.44518589132507147,29,467,1049,2020-09-05
DC,8,13,3421,13,2623,13,146,13,230,11,23,11,23,11,133,13,99,13,13,13,3,13,338,11,0.7667348728441976,13,2623,3421,0.05566145634769348,13,146,2623,0.042677579655071615,13,146,3421,0.06804733727810651,11,23,338,0.6804733727810651,11,230,338,2020-09-05
DE,0,11,2444,11,1806,12,94,12,114,7,19,7,15,7,91,9,62,8,2,9,1,8,142,6,0.7021276595744681,11,1716,2444,0.05204872646733112,12,94,1806,0.038461538461538464,11,94,2444,0.13380281690140844,6,19,142,0.8028169014084507,6,114,142,2020-09-05
FL,95,244,74675,253,40936,253,4330,256,4111,238,949,249,788,249,3860,252,3340,252,470,249,40,251,5545,238,0.5584881872499041,252,40754,72972,0.1036984561266367,253,4245,40936,0.05789086039504519,253,4323,74675,0.16204961071881224,236,895,5523,0.7413886384129846,238,4111,5545,2020-09-05
GA,20,130,18131,137,13654,136,2550,145,1503,107,618,116,527,116,2030,131,1545,129,102,131,24,129,1869,101,0.7545947153790291,134,13508,17901,0.1769444851325619,136,2416,13654,0.13336274888312835,137,2418,18131,0.2818719741796665,95,524,1859,0.7869822485207101,98,1463,1859,2020-09-05
HI,1,16,1731,15,1341,17,235,21,102,14,43,14,41,14,234,19,221,19,1,19,1,19,92,12,0.7105719237435009,15,1230,1731,0.13944817300521997,17,187,1341,0.09647602541883304,15,167,1731,0.30434782608695654,12,28,92,0.5978260869565217,12,55,92,2020-09-05
IA,1,122,8260,122,4573,122,367,122,425,122,87,121,80,121,358,122,314,122,9,122,3,122,695,121,0.5536319612590799,122,4573,8260,0.08025366280341133,122,367,4573,0.04443099273607748,122,367,8260,0.1251798561151079,120,87,695,0.6115107913669064,121,425,695,2020-09-05
