state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,22,0,1,22,0,13,23,1499,23,836,23,77,23,10,23,0,23,1,23,0,23,78,23,11,23,11,23,75,23,69,23,2,23,2,23,126,23,0.5577051367578385,23,836,1499,0.09210526315789473,23,77,836,0.0513675783855904,23,77,1499,0.0873015873015873,23,11,126,0.6190476190476191,23,78,126,2020-12-26
AL,38,75,4,43,69,5,17,114,15747,117,12335,117,3100,114,420,116,150,114,3,114,6,114,1397,117,767,114,752,116,3074,114,2898,116,26,114,23,114,1504,117,0.783323807709405,117,12335,15747,0.2552280586201219,114,3100,12146,0.2001291155584248,114,3100,15490,0.5231923601637107,114,767,1466,0.9288563829787234,117,1397,1504,2020-12-26
AR,17,88,2,20,85,2,14,105,9092,107,6568,107,1221,105,179,107,271,105,3,105,9,105,773,107,336,105,328,107,1203,105,1114,107,18,105,5,105,1023,107,0.7223933128024637,107,6568,9092,0.18649763250343668,105,1221,6547,0.1349022207490885,105,1221,9051,0.33399602385685884,105,336,1006,0.7556207233626588,107,773,1023,2020-12-26
AZ,32,89,3,36,85,3,81,121,17180,124,13451,124,4763,121,524,124,314,121,7,121,2,121,1701,124,1001,121,960,124,4724,121,4205,124,39,121,32,121,2240,124,0.7829452852153667,124,13451,17180,0.36086067126297444,121,4763,13199,0.28230203888098626,121,4763,16872,0.4621421975992613,121,1001,2166,0.759375,124,1701,2240,2020-12-26
CA,160,235,12,174,221,12,155,399,68870,407,54606,407,21660,398,2356,407,644,399,31,398,18,398,7662,406,4493,398,4521,406,21494,398,20847,406,166,398,134,398,8695,406,0.792885145927109,407,54606,68870,0.4013340744858255,398,21660,53970,0.31891868015371705,398,21660,67917,0.5322198531153755,398,4493,8442,0.881196089706728,406,7662,8695,2020-12-26
CO,5,85,13,5,85,13,17,101,11760,103,7801,103,1238,101,158,103,94,101,8,101,15,101,915,103,322,101,306,103,1202,101,1076,103,36,101,21,101,1388,103,0.6633503401360544,103,7801,11760,0.1603004013984203,101,1238,7723,0.10645799294866283,101,1238,11629,0.23763837638376384,101,322,1355,0.659221902017291,103,915,1388,2020-12-26
CT,6,31,1,6,31,1,25,37,8418,38,6572,38,1335,37,144,38,91,37,0,37,1,37,673,38,238,37,223,38,1323,37,1167,38,12,37,6,37,1097,38,0.7807080066524115,38,6572,8418,0.20475460122699388,37,1335,6520,0.16036036036036036,37,1335,8325,0.2213953488372093,37,238,1075,0.6134913400182316,38,673,1097,2020-12-26
DC,0,13,1,0,13,1,5,13,3627,14,2836,14,314,13,35,14,80,13,3,13,9,13,287,14,69,13,66,14,287,13,271,14,27,13,12,13,355,14,0.7819134270747174,14,2836,3627,0.11447320452059788,13,314,2743,0.08971428571428572,13,314,3500,0.20474777448071216,13,69,337,0.8084507042253521,14,287,355,2020-12-26
DE,1,13,1,3,11,1,23,14,3165,15,2299,15,530,14,41,15,22,14,0,14,0,14,160,15,68,14,64,15,521,14,475,15,9,14,9,14,198,15,0.7263823064770932,15,2299,3165,0.23337736679876706,14,530,2271,0.1691129546904914,14,530,3134,0.3541666666666667,14,68,192,0.8080808080808081,15,160,198,2020-12-26
FL,4,252,11,20,236,11,83,261,57830,267,45197,267,6997,261,1062,267,314,261,20,261,21,261,5265,267,1366,261,1320,267,6933,261,6392,267,64,261,42,261,6335,267,0.7815493688397026,267,45197,57830,0.15700661954448558,261,6997,44565,0.12300254900237322,261,6997,56885,0.22214994308017563,261,1366,6149,0.8310970797158642,267,5265,6335,2020-12-26
GA,38,121,12,47,111,13,100,168,22769,171,19424,171,5133,168,799,171,201,168,15,168,47,168,2449,171,1128,168,1097,171,5072,168,4761,171,61,168,16,168,2662,171,0.8530897272607493,171,19424,22769,0.26749700349158373,168,5133,19189,0.22845825173580203,168,5133,22468,0.43317972350230416,168,1128,2604,0.919984973703982,171,2449,2662,2020-12-26
HI,2,24,0,2,24,0,0,26,2645,26,1834,26,100,26,9,26,12,26,0,26,0,26,145,26,15,26,15,26,97,26,81,26,3,26,1,26,221,26,0.6933837429111531,26,1834,2645,0.05452562704471101,26,100,1834,0.03780718336483932,26,100,2645,0.06787330316742081,26,15,221,0.6561085972850679,26,145,221,2020-12-26
IA,5,72,45,5,73,44,5,120,7194,122,4183,122,586,120,87,122,26,120,0,120,2,120,345,122,105,120,108,122,581,120,569,122,5,120,3,120,549,122,0.581456769530164,122,4183,7194,0.14282232512795515,120,586,4103,0.08265162200282088,120,586,7090,0.19811320754716982,120,105,530,0.6284153005464481,122,345,549,2020-12-26
OR,4,58,2,4,58,2,17,62,6746,64,4886,64,636,62,62,64,85,62,2,62,33,62,533,64,125,62,105,64,621,62,508,64,15,62,7,62,778,64,0.7242810554402609,64,4886,6746,0.13294314381270902,62,636,4784,0.0965391621129326,62,636,6588,0.16447368421052633,62,125,760,0.6850899742930592,64,533,778,2020-12-26
PA,18,204,6,19,203,6,108,222,37084,228,28550,228,6992,222,674,228,591,222,6,222,27,222,3278,228,1304,222,1297,228,6929,222,6285,228,63,222,35,222,4122,228,0.7698738000215727,228,28550,37084,0.2468316447205846,222,6992,28327,0.19055405663205516,222,6992,36693,0.3255117324013979,222,1304,4006,0.7952450266860748,228,3278,4122,2020-12-26
PR,9,54,6,10,53,6,7,68,9374,69,4737,69,467,68,45,69,26,68,1,68,12,68,407,69,80,68,74,69,430,68,349,69,37,68,3,68,667,69,0.5053339022829102,69,4737,9374,0.10172075800479198,68,467,4591,0.050832698378143026,68,467,9187,0.12578616352201258,68,80,636,0.6101949025487257,69,407,667,2020-12-26
RI,5,9,1,5,9,1,21,14,2610,15,2367,15,484,14,40,15,0,14,1,14,0,14,147,15,57,14,60,15,481,14,438,15,3,14,3,14,175,15,0.906896551724138,15,2367,2610,0.20835126990959965,14,484,2323,0.19025157232704404,14,484,2544,0.34545454545454546,14,57,165,0.84,15,147,175,2020-12-26
SC,21,63,2,21,63,2,15,84,11197,86,9274,86,2037,84,269,86,145,84,2,84,5,84,1088,86,400,84,393,86,2020,84,1886,86,17,84,12,84,1307,86,0.8282575689916942,86,9274,11197,0.22237991266375545,84,2037,9160,0.18459447213411873,84,2037,11035,0.31570639305445936,84,400,1267,0.8324407039020658,86,1088,1307,2020-12-26
SD,1,61,3,1,61,3,49,62,2851,65,1686,65,297,62,27,65,17,62,0,62,0,62,146,65,62,62,60,65,293,62,276,65,4,62,1,62,250,65,0.5913714486145212,65,1686,2851,0.17880794701986755,62,297,1661,0.10741410488245931,62,297,2765,0.2594142259414226,62,62,239,0.584,65,146,250,2020-12-26
TN,23,102,19,45,80,19,80,125,20472,144,14361,140,3352,125,401,125,116,125,4,125,1,125,1810,141,779,125,752,125,3313,125,3081,125,39,125,25,125,2114,144,0.7219848172540345,140,14361,19891,0.24399475906245452,125,3352,13738,0.17788155381023138,125,3352,18844,0.39086803813346715,125,779,1993,0.8799222168206126,141,1810,2057,2020-12-26
