state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,18,0,5,17,0,6,22,1428,22,923,22,132,22,9,22,4,22,1,22,1,22,99,22,29,22,26,22,131,22,117,22,1,22,1,22,131,22,0.646358543417367,22,923,1428,0.14301191765980498,22,132,923,0.09243697478991597,22,132,1428,0.22137404580152673,22,29,131,0.7557251908396947,22,99,131,2020-11-15
AL,32,79,5,36,74,6,11,112,15728,116,12360,116,1496,112,221,114,131,112,2,112,8,112,1312,116,369,112,359,114,1482,112,1318,114,14,112,6,112,1547,116,0.7858596134282808,116,12360,15728,0.12432477353943322,112,1496,12033,0.0978609275855302,112,1496,15287,0.24453280318091453,112,369,1509,0.848093083387201,116,1312,1547,2020-11-15
AR,37,71,2,43,65,2,7,108,10249,109,6853,110,986,108,145,110,202,108,1,108,11,108,819,110,277,108,278,110,970,108,824,110,16,108,9,108,1074,110,0.6686506000585423,109,6853,10249,0.14676987198571004,108,986,6718,0.09826589595375723,107,986,10034,0.2705078125,108,277,1024,0.7625698324022346,110,819,1074,2020-11-15
AZ,31,88,3,33,86,3,20,119,16115,122,11947,122,1805,119,222,122,256,119,5,119,5,119,1292,122,425,119,381,122,1788,119,1448,122,17,119,17,119,2055,122,0.7413589823146137,122,11947,16115,0.15376096771445608,119,1805,11739,0.11403120854128498,119,1805,15829,0.21367521367521367,119,425,1989,0.6287104622871046,122,1292,2055,2020-11-15
CA,65,331,12,83,313,12,55,400,67095,408,49772,408,5381,398,703,408,555,400,10,398,15,397,5684,406,1264,398,1206,405,5325,398,4631,406,56,396,40,396,7581,406,0.7418138460391982,408,49772,67095,0.10969543768092306,398,5381,49054,0.08151177762629705,398,5381,66015,0.17307955634670683,398,1264,7303,0.7497691597414589,406,5684,7581,2020-11-15
CO,11,79,13,12,78,13,30,101,11670,103,8194,103,1669,101,295,103,167,101,3,101,15,101,992,103,415,101,399,103,1628,101,1452,103,41,101,23,101,1363,103,0.7021422450728363,103,8194,11670,0.20610027167201778,101,1669,8098,0.14470261834576037,101,1669,11534,0.31086142322097376,101,415,1335,0.7278063096111519,103,992,1363,2020-11-15
CT,8,24,1,10,22,1,10,32,8391,33,6254,33,1005,32,114,33,79,32,1,32,2,32,589,33,168,32,163,33,994,32,857,33,11,32,4,32,1077,33,0.7453223692051008,33,6254,8391,0.1623062015503876,32,1005,6192,0.1210405877393713,32,1005,8303,0.15924170616113745,32,168,1055,0.5468895078922934,33,589,1077,2020-11-15
DC,2,10,2,2,10,2,6,13,3533,14,2881,14,222,13,21,14,89,13,0,13,11,13,273,14,45,13,27,14,199,13,135,14,23,13,4,13,326,14,0.8154542881403906,14,2881,3533,0.07985611510791367,13,222,2780,0.06529411764705882,13,222,3400,0.14705882352941177,13,45,306,0.8374233128834356,14,273,326,2020-11-15
DE,2,13,1,3,12,1,1,15,3231,16,2417,16,205,15,17,16,14,15,4,15,9,15,156,16,33,15,32,16,203,15,185,16,2,15,2,15,180,16,0.748065614360879,16,2417,3231,0.08573818485989126,15,205,2391,0.0640424867228991,15,205,3201,0.1896551724137931,15,33,174,0.8666666666666667,16,156,180,2020-11-15
FL,10,250,6,28,232,6,77,260,57195,266,44375,266,4174,260,521,266,341,260,6,260,14,260,5037,266,891,260,856,266,4140,260,3571,266,34,260,23,260,6312,266,0.7758545327388757,266,44375,57195,0.09563304770196582,260,4174,43646,0.0743445426047307,260,4174,56144,0.14644970414201183,260,891,6084,0.7980038022813688,266,5037,6312,2020-11-15
GA,31,124,17,38,117,17,8,169,22597,172,18052,172,2220,169,500,172,211,167,3,169,50,169,2203,172,526,169,476,172,2169,169,1797,172,51,169,6,169,2579,172,0.7988671062530425,172,18052,22597,0.12432099456795655,169,2220,17857,0.09955156950672646,169,2220,22300,0.20839936608557844,169,526,2524,0.8542070569988368,172,2203,2579,2020-11-15
HI,1,24,0,2,23,0,0,25,2653,24,1802,25,85,25,10,25,9,25,0,25,0,25,128,25,21,25,18,25,83,25,73,25,2,25,0,25,217,25,0.6765925367508481,24,1795,2653,0.04716981132075472,25,85,1802,0.03203920090463626,24,85,2653,0.0967741935483871,25,21,217,0.5898617511520737,25,128,217,2020-11-15
IA,9,81,36,10,79,37,7,124,8407,126,5667,126,1476,124,214,126,37,124,6,124,7,124,541,126,280,124,279,126,1459,124,1437,126,17,124,8,124,702,126,0.6740811228737956,126,5667,8407,0.2645161290322581,124,1476,5580,0.17776707214259907,124,1476,8303,0.40995607613469986,124,280,683,0.7706552706552706,126,541,702,2020-11-15
PA,27,194,6,30,191,6,43,221,36933,227,28394,227,4152,221,482,227,516,221,8,221,20,221,3077,227,907,221,854,227,4081,221,3463,227,71,221,45,221,3743,226,0.7687975523244794,227,28394,36933,0.1474222411589263,221,4152,28164,0.11352947610193591,221,4152,36572,0.2495872317006054,220,907,3634,0.8220678600053433,226,3077,3743,2020-11-15
PR,9,52,8,9,52,8,4,67,9037,69,5421,69,584,67,48,68,62,65,0,67,19,65,479,69,92,67,77,68,554,67,450,68,30,67,5,67,669,69,0.5998672125705433,69,5421,9037,0.11185596628998276,67,584,5221,0.06662103582021446,67,584,8766,0.14935064935064934,67,92,616,0.7159940209267563,69,479,669,2020-11-15
RI,2,12,1,2,12,1,7,14,2288,15,2079,14,314,14,22,15,1,14,0,14,0,14,150,15,31,14,33,15,309,14,318,15,5,14,5,14,174,15,0.9086538461538461,14,2079,2288,0.1544515494343335,13,314,2033,0.14156898106402163,14,314,2218,0.19375,14,31,160,0.8620689655172413,15,150,174,2020-11-15
SC,23,62,2,28,57,2,5,85,11477,87,9215,87,824,85,83,87,80,85,2,85,10,85,1025,87,202,85,185,87,817,85,685,87,7,85,6,85,1305,87,0.8029101681624118,87,9215,11477,0.09045998463058513,85,824,9109,0.07284299858557285,85,824,11312,0.16044479745830023,85,202,1259,0.7854406130268199,87,1025,1305,2020-11-15
SD,11,50,3,14,47,3,111,61,2654,63,1918,64,579,61,87,64,20,61,2,61,1,61,196,64,105,61,106,64,572,61,565,64,7,61,3,61,232,64,0.6616428033157498,63,1756,2654,0.3126349892008639,61,579,1852,0.22661448140900195,60,579,2555,0.4861111111111111,61,105,216,0.8448275862068966,64,196,232,2020-11-15
TN,14,88,45,25,77,45,26,102,20142,147,13902,130,1999,102,240,102,90,102,2,102,0,102,1789,143,531,102,499,102,1987,102,1806,102,12,102,8,102,2285,147,0.7384860557768924,130,13902,18825,0.16179684338324565,102,1999,12355,0.12149759922202638,102,1999,16453,0.2576419213973799,102,531,2061,0.8051305130513051,143,1789,2222,2020-11-15
TX,128,460,0,147,441,0,158,588,71157,586,51466,588,8882,588,1174,588,794,588,33,588,66,588,6390,588,2246,588,2100,588,8731,588,7837,588,151,588,79,588,7444,586,0.7232738873195891,586,51466,71157,0.17257995569890802,588,8882,51466,0.12482257543179168,586,8882,71157,0.3017195056421279,586,2246,7444,0.8584094572810317,586,6390,7444,2020-11-15
