state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,12,186,28865,188,24839,212,1013,213,2825,181,192,185,134,177,922,194,481,188,74,194,54,188,3489,167,0.7601940065823661,188,21943,28865,0.03969563992109183,212,986,24839,0.0284081067036203,188,820,28865,0.052450558899398106,159,183,3489,0.7689882487818859,162,2683,3489,2020-09-14
PR,5,68,9658,68,5473,68,461,68,475,68,67,67,46,67,410,67,244,67,51,67,5,67,699,68,0.5666804721474425,68,5473,9658,0.08423168280650466,68,461,5473,0.04773244978256368,68,461,9658,0.09585121602288985,67,67,699,0.6795422031473534,68,475,699,2020-09-14
RI,3,13,2211,13,1943,13,85,13,141,13,6,13,6,13,83,13,81,13,2,13,2,13,167,13,0.8787878787878788,13,1943,2211,0.04374678332475553,13,85,1943,0.03844414292175486,13,85,2211,0.03592814371257485,13,6,167,0.844311377245509,13,141,167,2020-09-14
SC,8,76,10334,82,8446,82,811,82,938,77,214,78,183,78,804,80,630,80,7,80,1,80,1314,76,0.8173021095413199,82,8446,10334,0.09602178546057305,82,811,8446,0.0784788078188504,82,811,10334,0.1613394216133942,76,212,1314,0.7115677321156774,76,935,1314,2020-09-14
SD,1,55,2303,55,1517,58,140,58,95,40,24,37,24,35,105,50,96,47,31,50,30,47,94,33,0.6469821971341728,55,1490,2303,0.0922874093605801,58,140,1517,0.060790273556231005,55,140,2303,0.14893617021276595,29,14,94,0.6785714285714286,30,57,84,2020-09-14
TN,7,111,18094,117,12907,117,1051,115,1604,117,297,110,272,110,974,113,797,112,7,113,5,112,2021,118,0.7311441765007696,114,12825,17541,0.0767391824049725,106,963,12549,0.05743767147799117,103,963,16766,0.14788004136504654,104,286,1934,0.8105906313645621,115,1592,1964,2020-09-14
TX,84,563,63601,568,47472,569,4008,568,5714,555,1244,557,1119,557,3965,560,3190,560,43,560,31,560,6990,553,0.7464033584377604,568,47472,63601,0.08457837427196759,568,4008,47388,0.06310121699702442,567,4008,63517,0.17768240343347638,552,1242,6990,0.8171673819742489,553,5712,6990,2020-09-14
UT,4,56,5725,55,3675,56,193,56,363,46,56,45,52,45,168,52,134,51,7,52,4,51,547,43,0.6330131004366812,55,3624,5725,0.05251700680272109,56,193,3675,0.0337117903930131,55,193,5725,0.10237659963436929,42,56,547,0.6380255941499086,42,349,547,2020-09-14
VA,19,94,16880,90,11157,91,1026,97,1077,88,176,87,135,86,871,89,583,89,16,89,8,89,1422,84,0.657760663507109,90,11103,16880,0.08774146957934645,90,972,11078,0.05515802027429934,89,925,16770,0.1160337552742616,83,165,1422,0.7426160337552743,84,1056,1422,2020-09-14
VI,0,2,188,2,94,2,3,2,8,2,0,2,0,2,3,2,3,2,0,2,0,2,20,2,0.5,2,94,188,0.031914893617021274,2,3,94,0.015957446808510637,2,3,188,0.0,2,0,20,0.4,2,8,20,2020-09-14
