state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,6,52,7,6,52,7,16,63,7054,65,5686,65,504,63,36,65,48,63,0,63,9,63,597,65,114,63,102,65,487,63,416,65,17,63,5,63,771,65,0.806067479444287,65,5686,7054,0.090354965937612,63,504,5578,0.072927217479381,63,504,6911,0.152,63,114,750,0.77431906614786,65,597,771,2021/12/07,,0,65,3,65,2,65,7,65,11,65,8,65,3,65,2,65,0,65,0,63,4,63,3,63,5,63,12,63,11,63,7,63,6,63,0,63,6,63,1042,123,698,194,0,71,1,58,1,58,0,58,0,58,2,1,58,58
PA,32,190,6,36,186,6,52,221,30625,228,26164,228,4927,222,544,228,396,222,17,219,38,219,3085,228,975,221,982,227,4799,222,4478,228,128,221,59,221,3672,228,0.854334693877551,228,26164,30625,0.190194943061185,222,4927,25905,0.162779172723669,222,4927,30268,0.275190516511431,221,975,3543,0.840141612200436,228,3085,3672,2021/12/07,,1,227,25,226,36,226,45,226,97,226,112,226,98,226,99,226,32,217,3,219,33,220,27,219,32,219,56,219,84,219,88,219,68,219,5,208,70,222,5071,3678,2838,1676,16,398,10,216,12,217,0,217,0,217,71,7,217,217
PR,0,5,60,0,5,60,0,64,9296,65,5791,65,45,64,3,65,3,64,1,64,1,64,467,65,5,64,3,65,41,64,25,65,4,64,2,64,676,65,0.622956110154905,65,5791,9296,0.007946318205898,64,45,5663,0.004936375603335,64,45,9116,0.007739938080495,64,5,646,0.690828402366864,65,467,676,2021/12/07,,0,65,1,65,0,65,0,65,0,65,1,65,1,65,0,65,0,65,0,64,0,64,0,64,0,64,0,64,1,64,0,64,2,64,0,64,0,64,0,12,1026,0,0,20,2,64,2,64,0,64,0,64,23,2,64,64
RI,7,6,2,6,7,2,2,14,2428,15,2142,15,218,14,28,15,4,14,0,14,0,14,130,15,36,14,36,15,213,14,207,15,5,14,1,14,141,15,0.882207578253707,15,2142,2428,0.101774042950514,14,218,2142,0.089785831960461,14,218,2428,0.25531914893617,14,36,141,0.921985815602837,15,130,141,2021/12/07,,0,14,2,15,3,15,5,14,6,14,6,14,4,14,2,14,0,14,0,14,0,14,0,14,2,14,1,14,1,14,0,14,0,14,0,14,3,14,10,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,5,5
SC,28,53,5,28,53,5,4,84,11667,86,9125,86,511,84,51,86,39,84,1,84,0,84,1012,86,141,84,140,86,502,84,468,86,9,84,7,84,1313,86,0.782120510842547,86,9125,11667,0.056582881187022,84,511,9031,0.044423193949405,84,511,11503,0.110849056603774,84,141,1272,0.770753998476771,86,1012,1313,2021/12/07,,0,86,4,86,5,86,5,86,13,86,9,86,11,86,4,86,0,81,1,84,4,84,0,84,7,84,3,84,9,84,8,84,6,84,1,79,11,84,3127,2584,2215,504,0,166,2,84,7,84,0,84,0,84,31,0,84,84
SD,2,60,3,2,60,3,51,62,2766,65,1788,65,270,62,43,65,12,62,1,62,1,62,157,65,74,62,79,65,263,62,246,65,7,62,3,62,250,65,0.646420824295011,65,1788,2766,0.153846153846154,62,270,1755,0.099889012208657,62,270,2703,0.307053941908714,62,74,241,0.628,65,157,250,2021/12/07,,0,65,4,65,4,65,3,65,8,65,8,65,11,65,5,65,0,65,0,62,2,62,1,62,0,62,1,62,3,62,3,62,2,62,0,62,2,62,713,131,464,262,0,331,0,62,1,62,0,62,0,62,3,0,62,62
TN,25,109,9,42,92,9,2,140,19655,143,14577,143,1151,140,139,143,57,140,1,140,0,140,1700,143,289,140,289,143,1141,140,1046,143,10,140,10,140,2251,143,0.741643347748664,143,14577,19655,0.080422023476803,140,1151,14312,0.059550910596026,140,1151,19328,0.13404452690167,140,289,2156,0.75521990226566,143,1700,2251,2021/12/07,,1,143,3,143,14,143,12,143,25,143,25,143,16,143,26,143,17,143,0,140,3,140,3,140,5,140,3,140,9,140,16,140,9,140,9,140,27,140,169,48,36,195,0,301,8,87,3,87,0,140,0,140,47,6,87,89
TX,14,110,472,14,110,472,62,591,68320,596,52561,596,3622,591,409,596,439,591,18,591,80,591,6039,596,1002,591,954,596,3510,591,3064,596,112,591,71,591,6890,596,0.769335480093677,596,52561,68320,0.069746394253914,591,3622,51931,0.053595738384137,591,3622,67580,0.148863467538256,591,1002,6731,0.876487663280116,596,6039,6890,2021/12/07,,2,596,30,596,41,596,64,596,70,596,75,596,63,596,47,596,17,596,5,591,35,591,45,591,66,591,75,591,80,591,57,591,53,591,23,591,46,591,717,1026,657,225,37,46,7,160,9,160,1,160,1,160,90,5,160,160
UT,1,47,9,1,47,9,4,56,5881,57,3882,57,510,56,56,57,2,56,3,56,0,56,478,57,194,56,197,57,491,56,469,57,19,56,1,56,620,57,0.660091821118857,57,3882,5881,0.133577789418544,56,510,3818,0.087900723888314,56,510,5802,0.318032786885246,56,194,610,0.770967741935484,57,478,620,2021/12/07,,0,57,4,57,5,57,8,57,7,57,13,57,11,57,8,57,0,57,0,56,0,56,0,56,1,56,0,56,1,56,0,56,0,56,0,56,2,56,627,248,86,52,0,60,0,55,0,55,0,55,0,55,11,2,55,55
VA,18,68,20,20,66,20,31,103,17143,106,12889,106,1260,103,132,106,161,103,3,103,14,103,1277,106,278,103,266,106,1250,103,1085,106,10,103,8,103,1776,106,0.751852067899434,106,12889,17143,0.098971015631137,103,1260,12731,0.074485694017498,103,1260,16916,0.161252900232019,103,278,1724,0.719031531531532,106,1277,1776,2021/12/07,,0,106,7,106,10,106,15,106,20,106,34,106,24,106,19,106,3,106,0,103,9,103,13,103,16,103,18,103,29,103,35,103,41,103,0,103,26,103,1753,2870,807,626,10,20,10,98,4,98,0,98,0,98,47,9,98,98
VI,2,0,0,2,0,0,0,2,168,2,95,2,2,2,0,2,0,2,0,2,0,2,8,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.56547619047619,2,95,168,0.021052631578947,2,2,95,0.011904761904762,2,2,168,0,2,0,20,0.4,2,8,20,2021/12/07,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,141,17,96,3,0,0,0,2,0,2,0,2,0,2,0,0,2,2
VT,9,7,1,10,6,1,6,16,1236,17,861,17,76,16,8,17,8,16,0,16,0,16,84,17,21,16,22,17,75,16,77,17,1,16,1,16,99,17,0.696601941747573,17,861,1236,0.09047619047619,16,76,840,0.06312292358804,16,76,1204,0.228260869565217,16,21,92,0.848484848484848,17,84,99,2021/12/07,,0,17,1,17,0,17,1,17,1,17,2,17,1,17,2,17,0,17,0,16,1,16,1,16,0,16,2,16,2,16,0,16,2,16,0,16,1,16,,,,,,,0,16,0,16,0,16,0,16,0,0,16,16
WA,16,80,5,14,82,5,8,99,12135,99,9973,99,906,99,76,101,194,99,3,99,8,99,943,99,205,99,172,101,882,99,633,101,24,99,11,99,1192,99,0.821837659662134,99,9973,12135,0.089886501824078,97,887,9868,0.073953643488411,97,887,11994,0.169957081545064,97,198,1165,0.791107382550336,99,943,1192,2021/12/07,,0,101,5,101,8,101,8,101,10,101,21,101,14,101,6,101,4,101,2,99,25,99,16,99,17,99,25,99,29,99,30,99,21,99,29,99,21,99,619,78,13,241,0,9,0,56,1,56,0,56,0,56,1,0,56,56
AK,1,22,1,1,22,1,11,24,1620,24,1235,24,72,24,6,24,1,24,0,24,0,24,108,24,11,24,11,24,70,24,65,24,2,24,1,24,132,24,0.762345679012346,24,1235,1620,0.0582995951417,24,72,1235,0.044444444444444,24,72,1620,0.083333333333333,24,11,132,0.818181818181818,24,108,132,2021/12/07,,0,24,0,24,2,24,0,24,0,24,3,24,0,24,1,24,0,24,0,24,0,24,0,24,0,24,1,24,0,24,0,24,0,24,0,24,2,24,560,488,827,61,0,25,0,22,0,22,0,22,0,22,0,0,22,22
AL,32,63,22,36,58,23,12,113,14152,116,10232,116,485,113,47,115,80,113,2,113,7,113,1220,116,140,113,124,115,468,113,362,115,17,113,7,113,1447,116,0.723007348784624,116,10232,14152,0.041253470844903,112,416,10084,0.029842180774749,112,416,13940,0.084397163120567,112,119,1410,0.843123704215619,116,1220,1447,2021/12/07,,0,115,4,115,1,115,4,115,10,115,9,115,11,115,7,115,1,115,0,113,10,113,12,113,3,113,14,113,17,113,8,113,16,113,0,113,2,113,3581,1688,1521,513,28,287,1,85,3,85,0,85,0,85,24,1,85,88
AR,14,93,2,15,92,2,9,107,9096,109,6179,109,547,107,68,109,69,107,0,107,10,107,669,109,185,107,183,109,535,107,461,109,12,107,6,107,901,109,0.679309586631486,109,6179,9096,0.088683527885863,107,547,6168,0.0604086140254,107,547,9055,0.209039548022599,107,185,885,0.742508324084351,109,669,901,2021/12/07,,0,109,1,109,3,109,3,109,9,109,17,109,14,109,10,109,11,109,1,107,6,107,2,107,0,107,9,107,16,107,15,107,20,107,0,107,10,107,1380,428,1242,544,0,389,0,107,2,107,0,107,0,107,14,2,107,107
AS,0,1,0,0,1,0,0,1,150,1,78,1,0,1,0,1,0,1,0,1,0,1,5,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.52,1,78,150,0,1,0,78,0,1,0,150,0,1,0,7,0.714285714285714,1,5,7,2021/12/07,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,426,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
AZ,35,81,3,32,84,3,35,116,17268,119,13766,119,2824,116,320,119,113,116,3,116,9,116,1661,119,670,116,661,119,2773,116,2560,119,51,116,29,116,2209,119,0.797197127634932,119,13766,17268,0.208628841607565,116,2824,13536,0.166205638279089,116,2824,16991,0.311627906976744,116,670,2150,0.751923947487551,119,1661,2209,2021/12/07,,2,119,11,119,40,119,30,119,65,119,57,119,68,119,43,119,4,119,1,116,7,116,16,116,8,116,14,116,17,116,33,116,17,116,0,116,119,116,2406,1034,558,490,49,65,1,110,5,110,0,110,1,110,35,11,110,110
CA,108,269,37,127,250,37,43,406,65819,414,52166,414,3847,406,404,414,432,406,11,406,14,406,5637,414,910,406,894,414,3778,406,3490,414,69,406,51,405,7931,414,0.792567495707926,414,52166,65819,0.074610655340277,406,3847,51561,0.059147307083224,406,3847,65041,0.117222723174031,406,910,7763,0.710755264153322,414,5637,7931,2021/12/07,,0,414,24,414,46,413,46,413,78,413,98,413,61,413,50,413,1,414,1,406,25,406,43,405,36,405,63,405,92,405,102,405,70,405,0,406,53,406,10641,7389,3595,1804,41,445,1,401,10,401,0,399,0,399,63,3,401,401
CO,23,57,25,24,56,25,8,103,11913,105,8719,105,1402,103,180,105,65,103,6,103,13,103,1023,105,454,103,456,105,1362,103,1315,105,40,103,25,103,1310,105,0.731889532443549,105,8719,11913,0.162531880361697,103,1402,8626,0.118753176351008,103,1402,11806,0.355520751761942,103,454,1277,0.780916030534351,105,1023,1310,2021/12/07,,1,105,13,105,11,104,23,104,36,104,42,105,32,104,22,104,0,105,0,103,5,102,5,102,10,102,7,102,12,103,14,102,12,102,0,103,35,103,3898,491,1187,634,78,212,0,87,7,87,0,87,0,87,12,2,87,87
CT,0,30,8,0,30,8,3,37,8164,38,6733,38,643,37,95,38,20,37,1,37,3,37,628,38,142,37,143,38,634,37,594,38,9,37,6,37,1022,38,0.824718275355218,38,6733,8164,0.096372901678657,37,643,6672,0.079618623080733,37,643,8076,0.142,37,142,1000,0.614481409001957,38,628,1022,2021/12/07,,0,38,5,38,12,38,9,38,15,38,17,38,14,38,20,38,3,38,0,37,1,37,3,37,2,37,3,37,2,37,6,37,3,37,0,37,35,37,1835,967,1111,356,0,21,1,37,2,37,0,37,0,37,5,0,37,37
DC,0,12,2,0,12,2,7,12,3460,14,2653,14,136,13,9,14,45,13,1,13,2,13,266,14,21,12,20,13,119,13,97,14,17,13,12,13,340,14,0.766763005780347,14,2653,3460,0.053396152336082,13,136,2547,0.040828580006004,13,136,3331,0.065830721003135,12,21,319,0.782352941176471,14,266,340,2021/12/07,,0,14,0,14,1,14,2,14,4,14,1,14,1,14,0,14,0,14,0,13,4,13,9,13,5,13,6,13,10,13,6,13,5,13,0,13,0,12,324,375,290,22,0,63,1,11,0,11,0,11,0,11,3,0,11,11
DE,1,13,2,2,12,2,10,14,3516,16,2778,16,345,14,36,16,38,15,1,14,1,14,166,15,27,14,26,15,341,14,320,15,4,14,4,14,197,15,0.790102389078498,16,2778,3516,0.129358830146232,14,345,2667,0.102131438721137,14,345,3378,0.140625,14,27,192,0.842639593908629,15,166,197,2021/12/07,,0,15,1,15,6,15,5,15,4,15,10,15,7,15,3,15,0,16,0,14,1,14,1,14,4,14,7,14,7,14,9,14,9,14,0,15,3,14,745,51,356,183,0,9,0,14,4,14,0,14,0,14,6,0,14,14
