state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,25,197,6,31,191,6,10,222,30101,228,23959,228,770,222,62,228,336,222,3,216,26,216,2580,228,165,221,149,227,737,222,512,228,33,220,15,220,3634,228,0.795953622803229,228,23959,30101,0.03246890153911,222,770,23715,0.025907607415632,222,770,29721,0.046768707482993,221,165,3528,0.709961474958723,228,2580,3634,2021/06/08,,1,225,6,224,2,225,8,224,10,224,13,225,15,225,6,225,1,208,2,217,14,218,28,217,34,218,38,217,50,218,59,218,45,217,68,201
PR,0,3,63,0,3,63,2,65,9329,66,5902,66,90,65,0,66,6,65,0,65,8,65,460,66,14,65,12,66,68,65,49,66,22,65,11,65,650,66,0.632650873619895,66,5902,9329,0.015568240788791,65,90,5781,0.009814612868048,65,90,9170,0.022222222222222,65,14,630,0.707692307692308,66,460,650,2021/06/08,,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,1,65,0,65,1,65,0,65,3,65,1,65,0,65
RI,5,9,1,5,9,1,6,14,2576,15,2314,15,84,14,4,15,0,14,0,14,0,14,132,15,5,14,5,15,84,14,46,15,0,14,0,14,169,15,0.898291925465838,15,2314,2576,0.037037037037037,14,84,2268,0.033386327503975,14,84,2516,0.033112582781457,14,5,151,0.781065088757396,15,132,169,2021/06/08,,0,15,1,15,1,15,0,15,0,15,1,15,0,15,1,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,65,2,19,65,2,0,84,10566,86,8073,86,149,84,18,86,23,84,0,84,3,84,800,86,44,84,45,86,145,84,121,86,4,84,2,84,1151,86,0.764054514480409,86,8073,10566,0.018697452628937,84,149,7969,0.014324168429148,84,149,10402,0.03963963963964,84,44,1110,0.695047784535187,86,800,1151,2021/06/08,,0,86,0,86,2,86,4,86,2,86,4,86,3,86,2,86,1,81,0,84,3,84,4,84,1,84,5,84,2,84,5,84,1,84,2,79
SD,0,62,3,0,62,3,1,62,2831,65,1626,65,28,62,3,65,7,62,0,62,1,62,124,65,3,62,3,65,26,62,19,65,2,62,0,62,238,65,0.574355351465913,65,1626,2831,0.017587939698492,62,28,1592,0.01013024602026,62,28,2764,0.013215859030837,62,3,227,0.521008403361345,65,124,238,2021/06/08,,0,65,1,65,1,65,1,65,0,65,0,65,0,65,0,65,0,65,0,62,1,62,1,62,1,62,0,62,1,62,3,62,0,62,0,62
TN,4,64,75,16,52,75,2,68,20145,143,12015,126,253,68,22,68,37,68,9,68,10,68,1563,139,72,68,68,68,245,68,200,68,8,68,7,68,2409,143,0.648128169166037,126,12015,18538,0.034725151131731,67,247,7113,0.021141472382385,68,253,11967,0.04390243902439,68,72,1640,0.671969045571797,139,1563,2326,2021/06/08,,0,68,1,68,2,68,3,68,4,68,4,68,6,68,2,68,0,68,1,68,6,68,2,68,2,68,4,68,7,68,8,68,7,68,0,68
TX,88,494,13,120,462,13,52,590,68694,595,49752,595,2030,590,190,595,432,590,7,590,47,590,5332,595,558,590,513,595,1990,590,1469,595,40,590,26,590,6974,595,0.724255393484147,595,49752,68694,0.041339143892803,590,2030,49106,0.02988062469641,590,2030,67937,0.082046757829731,590,558,6801,0.764554057929452,595,5332,6974,2021/06/08,,4,595,10,595,16,595,33,595,35,595,38,595,26,595,17,595,11,595,3,589,42,589,45,589,52,589,73,590,78,589,78,589,36,590,25,590
UT,1,57,1,1,57,1,0,58,6216,59,3693,59,142,58,26,59,2,58,1,58,0,58,389,59,52,58,53,59,140,58,135,59,2,58,0,58,629,59,0.594111969111969,59,3693,6216,0.038968166849616,58,142,3644,0.023145884270579,58,142,6135,0.085106382978723,58,52,611,0.618441971383148,59,389,629,2021/06/08,,0,59,2,59,3,59,4,59,3,59,5,59,5,59,3,59,1,59,0,58,0,58,2,58,0,58,0,58,0,58,0,58,0,58,0,58
VA,16,79,9,25,70,9,22,101,17976,104,12785,104,325,101,19,104,135,101,3,101,11,101,1274,104,81,101,67,104,311,101,218,104,14,101,8,101,1936,104,0.711226079216733,104,12785,17976,0.025758896726639,101,325,12617,0.018335684062059,101,325,17725,0.042925278219396,101,81,1887,0.658057851239669,104,1274,1936,2021/06/08,,0,104,3,104,1,104,1,104,3,104,6,104,5,104,0,104,0,104,0,101,6,101,12,101,12,101,21,101,36,101,27,101,20,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,91,2,10,2,2,2,0,2,0,2,0,2,9,2,3,2,3,2,10,2,9,2,0,2,0,2,20,2,0.541666666666667,2,91,168,0.10989010989011,2,10,91,0.05952380952381,2,10,168,0.15,2,3,20,0.45,2,9,20,2021/06/08,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
VT,2,14,1,1,15,1,0,16,1292,17,882,17,1,16,0,17,4,16,0,16,0,16,61,17,0,16,0,17,1,16,1,17,0,16,0,16,107,17,0.68266253869969,17,882,1292,0.001162790697674,16,1,860,0.000797448165869,16,1,1254,0,16,0,99,0.570093457943925,17,61,107,2021/06/08,,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,0,16,1,16,0,16,0,16,0,16,2,16,1,16,0,16
WA,9,91,2,8,92,2,10,100,14658,102,9963,102,457,100,38,102,69,100,0,100,0,100,887,102,106,100,106,102,453,100,386,102,4,100,4,100,1379,102,0.679697093737208,102,9963,14658,0.046320697344415,100,457,9866,0.031456497797357,100,457,14528,0.078402366863905,100,106,1352,0.643219724437999,102,887,1379,2021/06/08,,2,102,2,102,3,102,4,102,3,102,5,102,9,102,4,102,6,102,0,100,1,100,3,100,0,100,3,100,3,100,3,100,3,100,53,100
WI,9,119,22,12,116,22,0,147,13419,150,8548,149,162,146,29,150,46,147,0,147,9,147,885,149,52,146,52,149,151,146,137,149,11,146,3,146,1596,150,0.646498260474966,149,8548,13222,0.019375672766416,146,162,8361,0.012495179328963,146,162,12965,0.033678756476684,146,52,1544,0.554511278195489,149,885,1596,2021/06/08,,0,150,3,150,0,150,3,150,3,150,7,150,3,150,4,150,6,150,1,147,2,147,1,147,2,147,11,147,15,147,7,147,7,147,0,147
AK,1,23,0,1,23,0,0,24,1667,24,1040,24,21,24,4,24,0,24,0,24,0,24,90,24,6,24,6,24,21,24,21,24,0,24,0,24,130,24,0.623875224955009,24,1040,1667,0.020192307692308,24,21,1040,0.012597480503899,24,21,1667,0.046153846153846,24,6,130,0.692307692307692,24,90,130,2021/06/08,,0,24,1,24,0,24,1,24,0,24,1,24,0,24,0,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
AL,27,75,15,29,73,15,2,112,15465,117,11343,117,362,112,35,114,58,112,2,112,8,112,1275,117,87,112,77,114,352,112,272,114,10,112,3,112,1643,117,0.733462657613967,117,11343,15465,0.033059360730594,112,362,10950,0.024163940991923,112,362,14981,0.054205607476636,112,87,1605,0.776019476567255,117,1275,1643,2021/06/08,,0,114,1,114,3,114,6,114,9,114,7,114,7,114,2,114,0,114,2,112,3,112,9,112,6,112,5,112,14,112,14,112,5,112,0,112
AR,14,93,2,16,91,2,2,107,9382,109,6690,109,213,107,34,109,50,107,0,107,11,107,685,109,94,107,80,109,207,107,176,109,6,107,3,107,1002,109,0.713067576209763,109,6690,9382,0.031924460431655,107,213,6672,0.022792937399679,107,213,9345,0.094949494949495,107,94,990,0.683632734530938,109,685,1002,2021/06/08,,1,109,2,109,4,109,4,109,2,109,8,109,4,109,1,109,8,109,1,107,4,107,5,107,6,107,6,107,17,107,8,107,3,107,0,107
