state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,173,6,32,168,6,7,200,29119,206,22861,206,741,200,46,206,230,200,0,198,25,198,2601,206,156,200,133,206,719,200,502,206,22,200,8,200,3556,206,0.785088773652941,206,22861,29119,0.032702237521515,200,741,22659,0.025783778141202,200,741,28739,0.045217391304348,200,156,3450,0.731439820022497,206,2601,3556,2021/06/10,,0,202,2,201,3,202,5,201,12,201,8,201,7,201,3,202,6,191,9,194,17,195,23,195,12,195,42,195,56,196,30,196,38,195,3,184
PR,0,12,54,0,12,54,2,65,9083,66,5511,66,80,65,1,66,4,65,1,65,4,65,456,66,12,65,11,66,59,65,49,66,21,65,2,65,658,66,0.606737861939888,66,5511,9083,0.014801110083256,65,80,5405,0.008980691513247,65,80,8908,0.019077901430843,65,12,629,0.693009118541033,66,456,658,2021/06/10,,0,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,0,65,1,65,0,65,0,65,0,65,3,65,0,65
RI,4,8,2,4,8,2,6,13,2475,14,2245,14,79,13,0,14,0,13,0,13,0,13,130,14,4,13,4,14,79,13,41,14,0,13,0,13,160,14,0.907070707070707,14,2245,2475,0.035860190649115,13,79,2203,0.032685146876293,13,79,2417,0.028169014084507,13,4,142,0.8125,14,130,160,2021/06/10,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,48,2,18,48,2,0,66,9183,68,6818,68,137,66,15,68,29,66,0,66,0,66,778,68,39,66,40,68,135,66,115,68,2,66,2,66,1167,68,0.742458891429816,68,6818,9183,0.020377807526402,66,137,6723,0.015190154119082,66,137,9019,0.034635879218472,66,39,1126,0.666666666666667,68,778,1167,2021/06/10,,0,68,0,68,1,68,3,68,4,68,4,68,2,68,1,68,0,63,0,66,1,66,5,66,0,66,7,66,6,66,3,66,5,66,2,61
SD,1,59,3,1,59,3,1,60,2585,63,1428,63,29,60,3,63,8,60,0,60,2,60,135,63,7,60,6,63,26,60,20,63,3,60,0,60,237,63,0.552417794970986,63,1428,2585,0.020567375886525,60,29,1410,0.011517077045274,60,29,2518,0.030973451327434,60,7,226,0.569620253164557,63,135,237,2021/06/10,,0,63,2,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,1,60,0,60,0,60,0,60,1,60,3,60,2,60,1,60,0,60
TN,9,96,36,27,78,36,4,105,20189,141,12702,126,373,105,26,105,27,105,1,105,0,105,1579,137,108,105,105,105,364,105,314,105,9,105,8,105,2362,141,0.678706919583222,126,12702,18715,0.030602910602911,104,368,12025,0.020690037719104,105,373,18028,0.04709986916703,105,108,2293,0.692847740236946,137,1579,2279,2021/06/10,,0,105,2,105,0,105,3,105,5,105,8,105,2,105,2,105,4,105,1,105,3,105,0,105,3,105,3,105,3,105,7,105,3,105,4,105
TX,80,495,13,109,466,13,53,583,65724,588,47297,588,1999,583,158,588,323,583,6,583,53,583,4977,588,535,583,485,588,1945,583,1512,588,54,583,35,583,6843,588,0.719630576349583,588,47297,65724,0.042745643109163,583,1999,46765,0.030761418195248,583,1999,64984,0.079982060098669,583,535,6689,0.727312582200789,588,4977,6843,2021/06/10,,2,588,16,588,23,588,17,588,21,588,27,588,29,588,12,588,11,588,6,582,32,582,40,582,26,582,55,583,68,582,39,582,36,583,21,583
UT,1,49,1,1,49,1,0,50,5424,51,2978,51,153,50,25,51,1,50,0,50,0,50,373,51,50,50,51,51,152,50,150,51,1,50,0,50,627,51,0.549041297935103,51,2978,5424,0.052182810368349,50,153,2932,0.028635597978664,50,153,5343,0.082101806239737,50,50,609,0.594896331738437,51,373,627,2021/06/10,,0,51,3,51,7,51,8,51,1,51,5,51,0,51,1,51,0,51,0,50,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50
VA,15,70,9,24,61,9,21,91,17049,94,11661,94,329,91,24,94,111,91,1,91,11,91,1249,94,70,91,61,94,311,91,213,94,18,91,10,91,1941,94,0.683969734295266,94,11661,17049,0.028561507075267,91,329,11519,0.019586830981723,91,329,16797,0.036997885835095,91,70,1892,0.643482740855229,94,1249,1941,2021/06/10,,0,94,2,94,6,94,2,94,5,94,3,94,3,94,3,94,0,94,1,91,6,91,13,91,16,91,18,91,16,91,21,91,20,91,0,91
VI,2,0,0,2,0,0,0,2,168,2,91,2,9,2,0,2,0,2,0,2,0,2,8,2,2,2,2,2,9,2,9,2,0,2,0,2,20,2,0.541666666666667,2,91,168,0.098901098901099,2,9,91,0.053571428571429,2,9,168,0.1,2,2,20,0.4,2,8,20,2021/06/10,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
