state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/15,57013,56973,57053,69.26,69.1,69.41,82326,82277,82375,
CW,2021/06/16,57396,57364,57427,69.87,69.75,69.98,82154,82118,82191,
CW,2021/06/17,57063,57010,57116,69.63,69.44,69.82,81952,81899,82006,
CW,2021/06/18,56726,56684,56769,69.22,69.05,69.4,81949,81891,82007,
CW,2021/06/19,55129,55043,55215,67.5,67.18,67.83,81673,81576,81770,
CW,2021/06/20,53291,53245,53337,65.59,65.42,65.76,81252,81201,81304,
CW,2021/06/21,53706,53664,53747,65.77,65.61,65.93,81664,81614,81714,
CW,2021/06/22,56361,56331,56391,68.72,68.58,68.86,82016,81962,82070,
CW,2021/06/23,57214,57174,57254,69.6,69.45,69.75,82209,82163,82256,
CW,2021/06/24,56873,56809,56938,69.35,69.16,69.54,82014,82000,82028,
CW,2021/06/25,56009,55890,56127,68.48,68.04,68.93,81790,81654,81926,
CW,2021/06/26,54710,54573,54847,67.12,66.59,67.65,81511,81343,81679,
CW,2021/06/27,53364,53230,53499,65.62,65.09,66.14,81332,81164,81499,
CW,2021/06/28,53617,53537,53698,65.91,65.63,66.2,81348,81277,81420,
CW,2021/06/29,56398,56346,56451,69.17,68.99,69.35,81539,81491,81587,
CW,2021/06/30,57219,57182,57257,69.87,69.74,70.01,81892,81853,81931,
CW,2021/07/01,56758,56724,56792,69.44,69.3,69.58,81740,81694,81786,
CW,2021/07/02,56254,56214,56294,68.66,68.49,68.82,81938,81881,81994,
CW,2021/07/03,54594,54544,54644,66.99,66.8,67.19,81493,81429,81558,
CW,2021/07/04,53078,53012,53144,65.26,65,65.53,81332,81244,81420,
CW,2021/07/05,52840,52755,52924,65.05,64.73,65.36,81234,81144,81325,
CW,2021/07/06,54025,53942,54108,66.34,66.03,66.66,81435,81342,81528,
CW,2021/07/07,56634,56597,56671,69.35,69.2,69.5,81664,81614,81715,
CW,2021/07/08,57192,57116,57268,69.93,69.65,70.2,81794,81709,81879,
CW,2021/07/09,57167,57106,57228,69.85,69.65,70.05,81848,81801,81895,
CW,2021/07/10,55824,55767,55881,68.5,68.26,68.73,81503,81419,81588,
CW,2021/07/11,54599,54534,54665,67.23,66.96,67.49,81221,81130,81312,
CW,2021/07/12,55002,54921,55083,67.59,67.29,67.89,81380,81289,81472,
CW,2021/07/13,57658,57596,57720,70.57,70.3,70.83,81708,81611,81806,
CW,2021/07/14,58554,58463,58644,71.46,71.1,71.82,81941,81819,82063,
CW,2021/07/15,58182,57861,58503,71.02,69.79,72.26,81922,81522,82322,
AK,2021/06/15,99,99,99,75,75,75,132,132,132,POINT (-151.631889 63.631126)
AL,2021/06/15,1307,1307,1307,82.1,82.1,82.1,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/06/15,676,676,676,68.7,68.7,68.7,984,984,984,POINT (-92.439162 34.899825)
AZ,2021/06/15,1018,1018,1018,47.95,47.95,47.95,2123,2123,2123,POINT (-111.664616 34.293239)
CA,2021/06/15,4583,4562,4604,67.37,66.44,68.3,6803,6780,6826,POINT (-119.662127 37.211164)
CO,2021/06/15,906,906,906,69.53,69.53,69.53,1303,1303,1303,POINT (-105.547832 38.998552)
CT,2021/06/15,552,552,552,53.59,53.59,53.59,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/15,264,264,264,82.5,82.5,82.5,320,320,320,POINT (-77.016275 38.904785)
DE,2021/06/15,131,131,131,75.72,75.72,75.72,173,173,173,POINT (-75.452394 38.994926)
FL,2021/06/15,4813,4813,4813,74.3,74.3,74.3,6478,6478,6478,POINT (-82.420978 28.260731)
GA,2021/06/15,2062,2062,2062,77.17,77.17,77.17,2672,2672,2672,POINT (-83.426574 32.638481)
HI,2021/06/15,131,131,131,60.65,60.65,60.65,216,216,216,POINT (-157.854309 21.361013)
IA,2021/06/15,435,435,435,66.41,66.41,66.41,655,655,655,POINT (-93.500061 42.074659)
ID,2021/06/15,198,179,217,65.35,65.35,65.35,303,303,303,POINT (-114.659366 44.389073)
IL,2021/06/15,2035,2034,2036,61.44,61.2,61.68,3312,3305,3319,POINT (-89.148632 40.124144)
IN,2021/06/15,1482,1482,1482,66.01,66.01,66.01,2245,2245,2245,POINT (-86.2818 39.919991)
KS,2021/06/15,578,578,578,72.25,72.25,72.25,800,800,800,POINT (-98.38018 38.484729)
KY,2021/06/15,1057,1057,1057,60.02,60.02,60.02,1761,1761,1761,POINT (-85.290484 37.526683)
LA,2021/06/15,1093,1093,1093,61.34,61.34,61.34,1782,1782,1782,POINT (-91.840238 30.921314)
MA,2021/06/15,1006,1006,1006,74.85,74.85,74.85,1344,1344,1344,POINT (-71.481104 42.151077)
MD,2021/06/15,895,895,895,70.64,70.64,70.64,1267,1267,1267,POINT (-76.687282 38.946466)
ME,2021/06/15,243,243,243,76.42,76.42,76.42,318,318,318,POINT (-69.06137 45.117911)
MI,2021/06/15,1885,1885,1885,76.13,76.13,76.13,2476,2476,2476,POINT (-85.730977 44.874798)
MN,2021/06/15,633,633,633,72.26,72.26,72.26,876,876,876,POINT (-94.198308 46.349153)
NH,2021/06/15,188,188,188,66.2,66.2,66.2,284,284,284,POINT (-71.57139 43.680429)
TX,2021/06/15,5260,5260,5260,84.65,84.64,84.66,6214,6214,6214,POINT (-99.317341 31.447238)
AK,2021/06/16,92,92,92,69.7,69.7,69.7,132,132,132,POINT (-151.631889 63.631126)
AL,2021/06/16,1302,1300,1304,81.84,81.84,81.84,1591,1591,1591,POINT (-86.844516 32.756889)
AR,2021/06/16,696,696,696,70.02,70.02,70.02,994,994,994,POINT (-92.439162 34.899825)
AZ,2021/06/16,1053,1052,1054,49.11,49.11,49.11,2144,2144,2144,POINT (-111.664616 34.293239)
CA,2021/06/16,4709,4698,4720,69.27,68.8,69.74,6798,6787,6809,POINT (-119.662127 37.211164)
CO,2021/06/16,909,908,910,71.57,71.57,71.57,1270,1270,1270,POINT (-105.547832 38.998552)
CT,2021/06/16,540,540,540,52.43,52.43,52.43,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/16,262,262,262,80.12,80.12,80.12,327,327,327,POINT (-77.016275 38.904785)
DE,2021/06/16,133,133,133,76.88,76.88,76.88,173,173,173,POINT (-75.452394 38.994926)
