state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/10,510657,510451,510863,72.5,72.4,72.6,704341,704056,704626,
CW,2021/03/11,509599,509553,509645,72.52,72.49,72.54,702723,702636,702810,
CW,2021/03/12,506214,506133,506295,72.12,72.08,72.16,701901,701778,702024,
CW,2021/03/13,487601,487246,487957,69.76,69.64,69.89,698925,698775,699075,
CW,2021/03/14,470658,470196,471120,67.69,67.52,67.87,695259,695008,695509,
CW,2021/03/15,475092,474732,475452,68.29,68.15,68.43,695718,695453,695984,
CW,2021/03/16,498754,498656,498852,71.23,71.19,71.28,700143,700025,700261,
CW,2021/03/17,508076,507954,508197,72.41,72.35,72.46,701680,701529,701832,
CW,2021/03/18,507139,507055,507223,72.23,72.19,72.27,702118,702011,702224,
CW,2021/03/19,503082,502815,503348,71.67,71.55,71.79,701903,701555,702251,
CW,2021/03/20,483856,483671,484041,69.34,69.26,69.41,697820,697638,698001,
CW,2021/03/21,469611,469396,469827,67.57,67.48,67.67,694944,694705,695183,
CW,2021/03/22,475820,475749,475890,68.4,68.37,68.43,695608,695553,695664,
CW,2021/03/23,501047,500871,501223,71.56,71.48,71.63,700204,700034,700375,
CW,2021/03/24,509871,509595,510147,72.62,72.49,72.74,702144,701791,702498,
CW,2021/03/25,509610,509472,509748,72.5,72.43,72.57,702914,702721,703106,
CW,2021/03/26,506017,505776,506257,72.13,72.04,72.22,701518,701382,701655,
CW,2021/03/27,487745,487625,487864,69.78,69.73,69.84,698962,698813,699111,
CW,2021/03/28,472828,472661,472996,68.02,67.95,68.08,695173,695026,695320,
CW,2021/03/29,479307,479168,479445,68.92,68.86,68.98,695464,695312,695616,
CW,2021/03/30,501269,500920,501618,71.6,71.45,71.75,700097,699714,700481,
CW,2021/03/31,508874,508643,509106,72.51,72.42,72.59,701841,701683,701999,
CW,2021/04/01,506523,506244,506802,72.23,72.11,72.35,701222,700913,701532,
CW,2021/04/02,497358,497073,497642,71.16,71.03,71.28,698941,698612,699270,
CW,2021/04/03,474131,473779,474483,68.15,67.93,68.36,695723,694975,696471,
CW,2021/04/04,459935,459298,460573,66.44,66.12,66.75,692293,691363,693224,
CW,2021/04/05,467334,467055,467613,67.43,67.3,67.55,693072,692730,693414,
CW,2021/04/06,497338,497047,497628,71.21,71.08,71.34,698516,698149,698882,
CW,2021/04/07,510976,510549,511404,73,72.82,73.18,700020,699536,700505,
CW,2021/04/08,512659,512055,513264,73.29,73.01,73.57,699614,698801,700427,
CW,2021/04/09,509764,507242,512286,73.11,71.96,74.27,697319,694109,700529,
AL,2021/03/10,10427,10427,10427,74.35,74.35,74.35,14024,14024,14024,POINT (-86.844516 32.756889)
CT,2021/03/10,6201,6201,6201,79.91,79.91,79.91,7760,7760,7760,POINT (-72.738288 41.575155)
DC,2021/03/10,2268,2268,2268,82.89,82.89,82.89,2736,2736,2736,POINT (-77.016275 38.904785)
ID,2021/03/10,1864,1864,1864,57.73,57.73,57.73,3229,3229,3229,POINT (-114.659366 44.389073)
KS,2021/03/10,4536,4536,4536,58.08,58.08,58.08,7810,7810,7810,POINT (-98.38018 38.484729)
MD,2021/03/10,8027,8027,8027,80.82,80.82,80.82,9932,9932,9932,POINT (-76.687282 38.946466)
AL,2021/03/11,10397,10397,10397,74.2,74.2,74.2,14013,14013,14013,POINT (-86.844516 32.756889)
CT,2021/03/11,6222,6222,6222,80.07,80.07,80.07,7771,7771,7771,POINT (-72.738288 41.575155)
DC,2021/03/11,2233,2233,2233,81.5,81.5,81.5,2740,2740,2740,POINT (-77.016275 38.904785)
ID,2021/03/11,1850,1848,1853,57.18,57.18,57.18,3236,3236,3236,POINT (-114.659366 44.389073)
KS,2021/03/11,4533,4532,4534,57.98,57.98,57.98,7818,7818,7818,POINT (-98.38018 38.484729)
MD,2021/03/11,7976,7976,7976,80.32,80.32,80.32,9930,9930,9930,POINT (-76.687282 38.946466)
AL,2021/03/12,10346,10345,10348,74.49,74.49,74.49,13890,13890,13890,POINT (-86.844516 32.756889)
CT,2021/03/12,6128,6128,6128,78.82,78.82,78.82,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/03/12,2173,2173,2173,79.57,79.57,79.57,2731,2731,2731,POINT (-77.016275 38.904785)
