state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,22,198,6,25,195,6,13,220,29128,226,23488,226,1279,220,126,226,343,220,3,215,39,214,2509,226,271,220,255,226,1227,220,997,226,52,218,14,218,3363,226,0.806371875858281,226,23488,29128,0.05499656002752,220,1279,23256,0.044486956521739,220,1279,28750,0.083205403745778,220,271,3257,0.746060065417782,226,2509,3363,2021/08/10,,0,221,7,219,12,221,15,221,20,220,27,220,26,220,13,221,6,210,5,214,26,214,28,214,24,214,57,213,66,213,74,213,55,214,10,204,15,220
PR,1,4,61,1,4,61,8,65,9406,66,5891,66,425,65,34,66,31,65,2,65,6,65,479,66,88,65,67,66,382,65,331,66,43,65,22,65,635,66,0.62630236019562,66,5891,9406,0.073465859982714,65,425,5785,0.046120455778622,65,425,9215,0.145695364238411,65,88,604,0.754330708661417,66,479,635,2021/08/10,,1,66,2,66,3,66,4,66,5,66,7,66,8,66,4,66,0,66,0,65,5,65,2,65,6,65,3,65,4,65,5,65,5,65,1,65,3,65
RI,4,9,2,4,9,2,1,14,2578,15,2114,15,88,14,14,15,2,14,0,14,0,14,129,15,12,14,12,15,88,14,80,15,0,14,0,14,172,15,0.820015515903801,15,2114,2578,0.042532624456259,14,88,2069,0.035017906884202,14,88,2513,0.075949367088608,14,12,158,0.75,15,129,172,2021/08/10,,0,15,1,15,0,15,2,15,4,15,1,15,1,15,5,15,0,15,0,14,1,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14,14,14
SC,24,59,5,24,59,5,1,86,11629,88,9319,88,1499,86,227,88,39,86,3,86,2,86,1026,88,372,86,378,88,1475,86,1462,88,24,86,19,86,1285,88,0.801358672284805,88,9319,11629,0.162793223284101,86,1499,9208,0.130768559713862,86,1499,11463,0.29903536977492,86,372,1244,0.798443579766537,88,1026,1285,2021/08/10,,1,88,11,88,30,88,37,88,47,88,44,88,27,88,29,88,1,83,0,86,0,86,6,86,3,86,3,86,11,86,3,86,12,86,1,81,15,86
SD,0,62,3,0,62,3,16,62,2818,65,1662,65,74,62,16,65,9,62,0,62,4,62,125,65,21,62,21,65,72,62,63,65,2,62,1,62,239,65,0.589779985805536,65,1662,2818,0.045232273838631,62,74,1636,0.026899309342057,62,74,2751,0.092105263157895,62,21,228,0.523012552301255,65,125,239,2021/08/10,,0,65,2,65,0,65,1,65,5,65,7,65,0,65,1,65,0,65,0,62,1,62,1,62,1,62,0,62,2,62,3,62,1,62,0,62,0,62
TN,4,54,84,7,51,84,2,59,20249,142,12841,127,1378,59,198,59,37,59,5,59,1,59,1785,138,413,59,407,59,1354,59,1296,59,24,59,23,59,2487,142,0.673714585519412,127,12841,19060,0.196464214428286,59,1378,7014,0.125466630246745,59,1378,10983,0.25909661229611,59,413,1594,0.739743058433485,138,1785,2413,2021/08/10,,3,59,11,59,26,59,35,59,26,59,35,59,41,59,21,59,0,59,1,59,2,59,11,59,2,59,8,59,9,59,2,59,2,59,0,59,25,59
TX,18,112,466,22,108,466,64,591,69298,596,54100,596,11973,591,1755,596,644,591,57,591,135,591,6473,596,2958,591,2958,596,11662,591,11056,596,311,591,246,591,7134,596,0.780686311293255,596,54100,69298,0.223848785686242,591,11973,53487,0.174732202796182,591,11973,68522,0.426532083633742,591,2958,6935,0.907345107933838,596,6473,7134,2021/08/10,,10,596,94,595,202,595,231,595,335,595,319,595,228,595,235,595,101,596,5,591,45,590,83,590,87,590,73,590,110,590,94,590,71,590,76,591,132,591
UT,1,49,9,1,49,9,0,58,6261,59,3924,59,375,58,62,59,2,58,1,58,0,58,436,59,151,58,151,59,369,58,361,59,6,58,0,58,628,59,0.626736942980354,59,3924,6261,0.096824167312161,58,375,3873,0.060630557801132,58,375,6185,0.247540983606557,58,151,610,0.694267515923567,59,436,628,2021/08/10,,1,59,9,59,11,59,7,59,9,59,11,59,9,59,5,59,0,59,1,58,0,58,0,58,0,58,1,58,0,58,0,58,0,58,0,58,1,58
VA,16,69,20,18,67,20,32,102,18109,105,13262,105,1075,102,131,105,194,102,9,102,11,102,1336,105,254,102,247,105,1052,102,910,105,23,102,17,102,1916,105,0.732343033850572,105,13262,18109,0.082004729575101,102,1075,13109,0.060234213033003,102,1075,17847,0.136927223719677,102,254,1855,0.697286012526096,105,1336,1916,2021/08/10,,3,105,7,105,11,105,21,105,17,105,27,105,27,105,14,105,4,105,0,102,15,102,20,102,22,102,37,102,34,102,39,102,27,102,0,102,11,102
VI,2,0,0,2,0,0,12,2,168,2,125,2,39,2,3,2,0,2,0,2,0,2,11,2,5,2,5,2,39,2,39,2,0,2,0,2,20,2,0.744047619047619,2,125,168,0.312,2,39,125,0.232142857142857,2,39,168,0.25,2,5,20,0.55,2,11,20,2021/08/10,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,2,14,1,1,15,1,0,16,1264,17,904,17,27,16,7,17,3,16,0,16,0,16,68,17,8,16,9,17,27,16,27,17,0,16,0,16,103,17,0.715189873417722,17,904,1264,0.030577576443941,16,27,883,0.02200488997555,16,27,1227,0.082474226804124,16,8,97,0.660194174757282,17,68,103,2021/08/10,,0,17,0,17,1,17,0,17,1,17,1,17,3,17,1,17,0,17,0,16,0,16,0,16,0,16,2,16,0,16,1,16,0,16,0,16,0,16
