state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,23,195,6,29,189,6,13,218,31489,224,26226,224,733,218,73,224,306,218,3,216,36,216,2897,224,120,218,106,224,707,218,485,224,26,218,14,218,3765,224,0.832862269363905,224,26226,31489,0.02823465968183,218,733,25961,0.023560798431423,218,733,31111,0.032795845859524,218,120,3659,0.769455511288181,224,2897,3765,2021/07/25,,1,221,4,220,7,221,11,221,13,220,10,221,14,220,10,221,5,211,4,214,24,214,30,214,25,214,41,213,73,213,54,214,50,215,5,204,4,218
PR,0,11,54,0,11,54,2,64,9068,65,5436,65,141,64,16,65,23,64,2,64,3,64,454,65,25,64,19,65,121,64,93,65,20,64,5,64,649,65,0.599470666078518,65,5436,9068,0.026568682871679,64,141,5307,0.015858733550782,64,141,8891,0.040453074433657,64,25,618,0.699537750385208,65,454,649,2021/07/25,,0,65,1,65,2,65,4,65,5,65,2,65,0,65,0,65,2,65,0,64,3,64,1,64,5,64,4,64,3,64,4,64,3,64,0,64,1,64
RI,4,9,2,4,9,2,0,14,2496,15,2333,15,45,14,5,15,4,14,0,14,0,14,138,15,8,14,7,15,43,14,33,15,2,14,0,14,163,15,0.934695512820513,15,2333,2496,0.019762845849802,14,45,2277,0.018541409147095,14,45,2427,0.053691275167785,14,8,149,0.846625766871166,15,138,163,2021/07/25,,0,15,0,15,0,15,1,15,1,15,0,15,1,15,2,15,0,15,0,13,0,14,0,14,0,14,0,14,0,14,2,14,2,14,0,14,1,14
SC,20,61,5,20,61,5,1,84,11423,86,9206,86,602,84,119,86,30,84,2,84,1,84,944,86,163,84,160,86,594,84,577,86,8,84,8,84,1281,86,0.805917884968922,86,9206,11423,0.066182937554969,84,602,9096,0.053468336441958,84,602,11259,0.131451612903226,84,163,1240,0.736924277907884,86,944,1281,2021/07/25,,1,86,11,86,15,86,15,86,30,86,22,86,13,86,12,86,0,81,0,84,2,84,4,84,4,84,2,84,5,84,7,84,6,84,0,79,2,84
SD,0,62,3,0,62,3,6,62,2818,65,1712,65,36,62,7,65,6,62,0,62,2,62,119,65,9,62,9,65,35,62,28,65,1,62,0,62,227,65,0.607523066004258,65,1712,2818,0.021454112038141,62,36,1678,0.013086150490731,62,36,2751,0.041666666666667,62,9,216,0.524229074889868,65,119,227,2021/07/25,,0,65,1,65,0,65,0,65,2,65,1,65,2,65,0,65,1,65,0,62,0,62,0,62,0,62,3,62,0,62,3,62,0,62,0,62,0,62
TN,7,91,45,29,69,45,2,99,20442,143,13235,131,997,99,136,99,45,99,7,99,2,99,1651,140,297,99,283,99,979,99,897,99,18,99,15,99,2396,143,0.680357785431553,131,13235,19453,0.08176152206003,99,997,12194,0.056324501440597,99,997,17701,0.130952380952381,99,297,2268,0.699279966116052,140,1651,2361,2021/07/25,,3,99,9,99,16,99,16,99,19,99,19,99,20,99,12,99,22,99,1,99,3,99,3,99,3,99,11,99,8,99,3,99,8,99,5,99,6,99
TX,22,117,455,26,113,455,98,589,68721,594,53488,594,6292,589,952,594,575,589,32,589,93,589,6301,594,1659,589,1641,594,6113,589,5699,594,179,589,124,589,7239,594,0.778335588830198,594,53488,68721,0.119051673572875,589,6292,52851,0.092586597604403,589,6292,67958,0.234819532908705,589,1659,7065,0.870424091725376,594,6301,7239,2021/07/25,,7,594,81,594,158,594,131,594,181,594,151,594,110,594,69,594,64,594,10,589,65,589,72,589,60,589,80,589,92,589,95,589,64,589,37,589,46,589
UT,0,50,9,0,50,9,0,58,5910,59,3831,59,358,58,58,59,4,58,0,58,0,58,458,59,150,58,150,59,355,58,331,59,3,58,0,58,635,59,0.648223350253807,59,3831,5910,0.094834437086093,58,358,3775,0.061364415495372,58,358,5834,0.243111831442464,58,150,617,0.721259842519685,59,458,635,2021/07/25,,2,59,5,59,10,59,15,59,10,59,6,59,5,59,3,59,2,59,0,58,1,58,0,58,1,58,1,58,0,58,1,58,0,58,0,58,2,58
VA,16,69,20,19,66,20,20,102,18066,105,13168,105,444,102,54,105,143,102,2,102,16,102,1304,105,114,102,93,105,431,102,343,105,13,102,8,102,1926,105,0.728882984611978,105,13168,18066,0.034088291746641,102,444,13025,0.024939616918497,102,444,17803,0.061027837259101,102,114,1868,0.677050882658359,105,1304,1926,2021/07/25,,1,105,7,105,7,105,9,105,7,105,8,105,9,105,5,105,1,105,4,102,10,102,13,102,11,102,21,102,29,102,23,102,31,102,1,102,5,102
VI,0,2,0,0,2,0,6,2,168,2,111,2,20,2,2,2,0,2,0,2,0,2,12,2,7,2,7,2,19,2,19,2,1,2,1,2,20,2,0.660714285714286,2,111,168,0.18018018018018,2,20,111,0.119047619047619,2,20,168,0.35,2,7,20,0.6,2,12,20,2021/07/25,,0,2,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
