state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,17,50,1,17,50,2,67,9042,68,5485,68,174,67,15,68,16,67,1,67,11,67,469,68,29,67,25,68,149,67,109,68,25,67,2,67,697,68,0.6066135810661358,68,5485,9042,0.03235403495723317,67,174,5378,0.01964769647696477,67,174,8856,0.04354354354354354,67,29,666,0.672883787661406,68,469,697,2021-02-26
RI,4,10,1,4,10,1,6,14,2488,15,2294,15,194,14,13,15,0,14,0,14,0,14,131,15,21,14,21,15,194,14,155,15,0,14,0,14,181,15,0.9220257234726688,15,2294,2488,0.08580274214949138,14,194,2261,0.08049792531120332,14,194,2410,0.12804878048780488,14,21,164,0.7237569060773481,15,131,181,2021-02-26
SC,21,46,2,22,45,2,2,67,10004,69,7769,69,659,67,85,69,41,67,1,67,1,67,1005,69,181,67,174,69,655,67,620,69,4,67,2,67,1342,69,0.7765893642542983,69,7769,10004,0.08603133159268929,67,659,7660,0.06704649506562214,67,659,9829,0.1390168970814132,67,181,1302,0.7488822652757079,69,1005,1342,2021-02-26
SD,1,59,3,2,58,3,15,60,2598,63,1403,63,95,60,12,63,23,60,0,60,4,60,133,63,16,60,13,63,93,60,70,63,2,60,1,60,242,63,0.5400307929176289,63,1403,2598,0.06964809384164222,60,95,1364,0.03759398496240601,60,95,2527,0.06926406926406926,60,16,231,0.5495867768595041,63,133,242,2021-02-26
TN,16,81,45,37,60,45,26,97,20336,142,13105,127,857,97,92,97,56,97,3,97,4,97,1707,138,226,97,217,97,840,97,759,97,17,97,17,97,2408,142,0.6871329697986577,127,13105,19072,0.07307298772169168,97,857,11728,0.05067407757805109,97,857,16912,0.1034324942791762,97,226,2185,0.7279317697228145,138,1707,2345,2021-02-26
TX,110,475,5,143,442,5,90,585,69109,590,50350,590,6156,585,549,590,509,585,23,585,47,585,6330,590,1764,585,1679,590,6032,585,5447,590,124,585,92,585,7833,590,0.7285592325167489,590,50350,69109,0.12371631262686147,585,6156,49759,0.09010011123470522,585,6156,68324,0.23043762246897453,585,1764,7655,0.8081194944465722,590,6330,7833,2021-02-26
UT,0,52,1,0,52,1,0,52,5462,53,3176,53,225,52,29,53,7,52,1,52,1,52,391,53,92,52,89,53,219,52,199,53,6,52,0,52,626,53,0.5814719882826803,53,3176,5462,0.07170172084130019,52,225,3138,0.04172848664688427,52,225,5392,0.1513157894736842,52,92,608,0.6246006389776357,53,391,626,2021-02-26
VA,15,71,9,20,66,9,44,92,17409,95,12289,95,1376,92,144,95,228,92,9,92,15,92,1361,95,269,92,259,95,1348,92,1134,95,28,92,21,92,2011,95,0.7058992475156528,95,12289,17409,0.11344711023167615,92,1376,12129,0.08025663458734325,92,1376,17145,0.138659793814433,92,269,1940,0.6767777225261065,95,1361,2011,2021-02-26
VI,2,0,0,2,0,0,0,2,168,2,101,2,5,2,0,2,0,2,0,2,0,2,12,2,4,2,4,2,5,2,5,2,0,2,0,2,20,2,0.6011904761904762,2,101,168,0.04950495049504951,2,5,101,0.02976190476190476,2,5,168,0.2,2,4,20,0.6,2,12,20,2021-02-26
VT,2,14,1,2,14,1,0,16,1300,17,872,17,24,16,4,17,4,16,0,16,0,16,70,17,7,16,7,17,24,16,23,17,0,16,0,16,95,17,0.6707692307692308,17,872,1300,0.02823529411764706,16,24,850,0.0189873417721519,16,24,1264,0.07865168539325842,16,7,89,0.7368421052631579,17,70,95,2021-02-26
