state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,0,68,1,0,68,12,66,9349,69,5132,69,695,67,21,62,35,65,0,61,12,65,459,69,107,67,90,62,650,67,431,62,45,66,4,61,678,69,0.5489357150497379,69,5132,9349,0.14276910435497125,67,695,4868,0.07707663302650548,67,695,9017,0.16537867078825347,67,107,647,0.6769911504424779,69,459,678,2020-12-02
RI,3,11,3,3,11,3,5,16,2291,17,2050,16,444,16,30,17,0,16,2,16,0,16,148,17,47,16,48,17,429,16,391,17,15,16,15,16,177,17,0.8948057616761239,16,2050,2291,0.2226680040120361,15,444,1994,0.19946091644204852,16,444,2226,0.2865853658536585,16,47,164,0.8361581920903954,17,148,177,2020-12-02
SC,22,63,2,28,57,2,6,85,11442,87,8832,87,1052,85,130,87,85,85,0,85,3,85,1026,87,256,85,244,87,1045,85,946,87,7,85,5,85,1312,87,0.7718930256948086,87,8832,11442,0.12062836830638689,85,1052,8721,0.09335344751087053,85,1052,11269,0.20237154150197628,85,256,1265,0.7820121951219512,87,1026,1312,2020-12-02
SD,12,49,3,14,47,3,108,61,2884,64,1727,64,503,61,41,64,17,61,1,61,2,61,173,64,98,61,105,64,498,61,486,64,5,61,5,61,243,64,0.5988210818307905,64,1727,2884,0.3017396520695861,61,503,1667,0.18145743145743146,61,503,2772,0.43171806167400884,61,98,227,0.7119341563786008,64,173,243,2020-12-02
TN,20,78,46,33,65,46,30,98,20122,144,12996,127,2423,98,264,98,111,98,0,98,0,98,1746,141,607,98,578,98,2411,98,2220,98,12,98,11,98,2286,144,0.690395240118997,127,12996,18824,0.2090595340811044,98,2423,11590,0.14725902516105507,98,2423,16454,0.2928123492522914,98,607,2073,0.7833109017496636,141,1746,2229,2020-12-02
TX,142,433,13,176,399,13,142,583,69160,588,49351,588,9538,583,1079,588,601,583,21,583,59,583,6439,588,2664,583,2589,588,9429,583,8804,588,109,583,71,583,7812,588,0.7135772122614228,588,49351,69160,0.19584009198611996,583,9538,48703,0.1398492712823671,583,9538,68202,0.35066473608003157,583,2664,7597,0.8242447516641065,588,6439,7812,2020-12-02
UT,7,51,1,7,51,1,5,58,6201,59,3485,59,592,58,86,59,5,58,7,58,0,58,466,59,197,58,193,59,577,58,559,59,15,58,2,58,636,59,0.5620061280438639,59,3485,6201,0.1725444476828913,58,592,3431,0.09682695453058554,58,592,6114,0.3146964856230032,58,197,626,0.7327044025157232,59,466,636,2020-12-02
VA,27,78,3,36,69,3,39,105,19090,108,12823,108,1834,105,181,108,244,105,7,105,7,105,1399,108,416,105,392,108,1808,105,1466,108,26,105,15,105,2100,108,0.6717129387113672,108,12823,19090,0.14475138121546963,105,1834,12670,0.09741328942476231,105,1834,18827,0.2043222003929273,105,416,2036,0.6661904761904762,108,1399,2100,2020-12-02
VI,1,1,0,2,0,0,0,2,168,2,82,2,3,2,0,2,0,2,0,2,0,2,10,2,1,2,1,2,3,2,2,2,0,2,0,2,20,2,0.4880952380952381,2,82,168,0.036585365853658534,2,3,82,0.017857142857142856,2,3,168,0.05,2,1,20,0.5,2,10,20,2020-12-02
VT,0,16,1,1,15,1,0,16,1285,17,699,17,24,16,3,17,2,16,0,16,1,16,58,17,4,16,4,17,24,16,24,17,0,16,0,16,111,17,0.5439688715953307,17,699,1285,0.035555555555555556,16,24,675,0.019230769230769232,16,24,1248,0.038461538461538464,16,4,104,0.5225225225225225,17,58,111,2020-12-02
