state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/08,20358,20352,20364,2.95,2.94,2.96,693062,692832,693292,
CW,2021/06/09,19980,19937,20022,2.88,2.81,2.95,696183,695916,696451,
CW,2021/06/10,19257,19249,19265,2.78,2.77,2.79,695647,695400,695895,
CW,2021/06/11,18644,18632,18657,2.69,2.67,2.71,695604,695323,695885,
CW,2021/06/12,18148,18123,18173,2.63,2.57,2.68,694320,693656,694983,
CW,2021/06/13,17933,17906,17960,2.61,2.56,2.66,690745,690314,691177,
CW,2021/06/14,18347,18323,18372,2.67,2.62,2.72,690145,689716,690573,
CW,2021/06/15,18244,18231,18256,2.64,2.61,2.67,693729,693342,694116,
CW,2021/06/16,17845,17826,17864,2.58,2.54,2.61,695637,695279,695995,
CW,2021/06/17,17319,17292,17346,2.51,2.45,2.56,694151,693613,694688,
CW,2021/06/18,17027,17008,17046,2.47,2.43,2.52,691211,690584,691837,
CW,2021/06/19,16690,16661,16719,2.44,2.37,2.5,688194,687536,688853,
CW,2021/06/20,16475,16454,16497,2.42,2.38,2.46,684239,683900,684578,
CW,2021/06/21,16697,16671,16723,2.45,2.39,2.51,684767,683988,685546,
CW,2021/06/22,16805,16789,16820,2.45,2.42,2.48,689540,689200,689880,
CW,2021/06/23,16692,16675,16708,2.42,2.39,2.45,692701,692313,693089,
CW,2021/06/24,16371,16357,16386,2.37,2.34,2.4,693137,692881,693394,
CW,2021/06/25,16427,16391,16463,2.39,2.31,2.46,691339,690633,692044,
CW,2021/06/26,16283,16244,16322,2.38,2.3,2.47,686857,685909,687805,
CW,2021/06/27,15987,15940,16035,2.35,2.25,2.45,684382,683406,685358,
CW,2021/06/28,16360,16321,16399,2.4,2.32,2.48,684715,684201,685230,
CW,2021/06/29,16780,16758,16802,2.44,2.39,2.49,690656,690003,691310,
CW,2021/06/30,16814,16790,16839,2.44,2.39,2.48,692930,692708,693153,
CW,2021/07/01,16861,16835,16888,2.44,2.39,2.5,692652,692346,692958,
