state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,67,9141,69,5209,69,546,67,445,70,66,67,66,67,511,67,315,67,35,67,7,66,677,70,0.5698501258068045,69,5209,9141,0.10933119743692431,66,546,4994,0.06191880244953504,66,546,8818,0.10662358642972536,67,66,619,0.6573116691285081,70,445,677,2020-11-03
RI,5,13,2281,14,1907,14,227,13,147,14,25,13,29,14,226,13,226,14,1,13,1,13,170,14,0.8360368259535291,14,1907,2281,0.12197743148844707,13,227,1861,0.10234445446348062,13,227,2218,0.16025641025641027,13,25,156,0.8647058823529412,14,147,170,2020-11-03
SC,7,85,11251,88,8578,88,751,86,982,88,191,86,179,88,748,86,637,88,3,86,2,86,1295,88,0.7624211181228335,88,8578,11251,0.08869729538207158,86,751,8467,0.06772477229687077,86,751,11089,0.15292233787029624,86,191,1249,0.7583011583011583,88,982,1295,2020-11-03
SD,99,61,2848,64,1834,64,543,61,171,64,96,61,101,64,538,61,533,64,5,61,3,61,211,64,0.6439606741573034,64,1834,2848,0.30695308083663086,61,543,1769,0.19738276990185388,61,543,2751,0.49230769230769234,61,96,195,0.8104265402843602,64,171,211,2020-11-03
TN,24,123,19972,141,14131,138,1506,123,1660,137,420,122,401,122,1495,123,1337,123,11,123,4,123,2188,140,0.7276893763839538,138,14131,19419,0.11501451046280739,123,1506,13094,0.0854807583153593,123,1506,17618,0.21084337349397592,122,420,1992,0.7789770061004223,137,1660,2131,2020-11-03
TX,133,587,68321,590,50856,592,6892,587,6110,592,1870,587,1789,592,6761,587,5995,592,131,587,58,587,7800,590,0.7443684957772866,590,50856,68321,0.13729083665338646,587,6892,50200,0.10218090705570135,585,6892,67449,0.24611739931560936,585,1870,7598,0.7833333333333333,590,6110,7800,2020-11-03
UT,26,58,6230,59,3655,59,463,58,424,59,161,58,155,59,456,58,429,59,7,58,0,58,640,59,0.586677367576244,59,3655,6230,0.12825484764542935,58,463,3610,0.07541944942172993,58,463,6139,0.25555555555555554,58,161,630,0.6625,59,424,640,2020-11-03
VA,46,107,19116,110,12848,110,1080,107,1349,110,229,107,185,110,1060,107,769,110,20,107,10,107,2073,110,0.6721071353839715,110,12848,19116,0.08507286333202048,107,1080,12695,0.05729139037716832,107,1080,18851,0.11410064773293473,107,229,2007,0.6507477086348288,110,1349,2073,2020-11-03
VI,0,2,168,2,104,2,1,2,10,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.6190476190476191,2,104,168,0.009615384615384616,2,1,104,0.005952380952380952,2,1,168,0.05,2,1,20,0.5,2,10,20,2020-11-03
VT,0,15,795,16,428,16,4,15,35,16,2,15,0,16,4,15,2,16,0,15,0,15,67,16,0.5383647798742138,16,428,795,0.01015228426395939,15,4,394,0.005412719891745603,15,4,739,0.03333333333333333,15,2,60,0.5223880597014925,16,35,67,2020-11-03
WA,5,96,13202,102,9109,105,478,103,890,104,118,103,110,105,476,103,374,105,2,103,0,103,1282,101,0.6386153613088926,102,8431,13202,0.05305216426193119,103,478,9010,0.03234934230651575,100,423,13076,0.08412698412698413,99,106,1260,0.641965678627145,101,823,1282,2020-11-03
WI,26,145,13735,148,9069,145,2119,142,1123,145,418,142,417,145,2106,142,1977,145,13,142,4,142,1629,148,0.6854357191444336,145,9069,13231,0.2416742700729927,142,2119,8768,0.1646336725973118,142,2119,12871,0.26881028938906754,142,418,1555,0.6893799877225292,145,1123,1629,2020-11-03
WV,14,59,6262,63,4468,63,381,59,498,63,95,59,88,63,380,59,350,63,1,59,1,59,660,63,0.7135100606834877,63,4468,6262,0.08696644601689112,59,381,4381,0.0628505443747938,59,381,6062,0.15599343185550082,59,95,609,0.7545454545454545,63,498,660,2020-11-03
MT,61,66,2976,66,2230,67,492,66,179,67,83,66,82,67,485,66,429,67,7,66,7,66,205,66,0.7019489247311828,66,2089,2976,0.22262443438914026,66,492,2210,0.15784114052953158,65,465,2946,0.36683417085427134,65,73,199,0.7658536585365854,66,157,205,2020-11-03
NC,12,126,23076,130,17449,130,1628,126,1893,129,388,126,350,129,1592,126,1161,130,36,125,11,125,2474,129,0.7561535794765124,130,17449,23076,0.09443155452436194,126,1628,17240,0.07146306132303235,126,1628,22781,0.1606625258799172,125,388,2415,0.7651576394502829,129,1893,2474,2020-11-03
ND,6,49,2337,50,1781,50,449,49,63,48,69,49,66,50,444,49,432,50,5,49,2,49,78,48,0.7620881471972615,50,1781,2337,0.25496876774559907,49,449,1761,0.19428818693206404,49,449,2311,0.5405405405405406,47,40,74,0.8076923076923077,48,63,78,2020-11-03
NE,7,97,5280,97,3643,97,773,97,397,97,186,97,182,97,764,97,732,97,9,97,6,97,608,97,0.6899621212121212,97,3643,5280,0.2121877573428493,97,773,3643,0.14640151515151514,97,773,5280,0.3059210526315789,97,186,608,0.6529605263157895,97,397,608,2020-11-03
NH,4,30,3258,30,2186,30,85,30,163,30,17,30,9,30,85,30,52,30,0,30,0,30,282,30,0.670963781461019,30,2186,3258,0.03888380603842635,30,85,2186,0.02608962553713935,30,85,3258,0.06028368794326241,30,17,282,0.5780141843971631,30,163,282,2020-11-03
NJ,57,92,22481,93,16559,93,1451,92,1312,93,251,92,235,93,1438,92,1225,93,13,92,8,92,2122,93,0.7365775543792535,93,16559,22481,0.08800873415418209,92,1451,16487,0.06497111897192495,92,1451,22333,0.12009569377990431,92,251,2090,0.6182846371347785,93,1312,2122,2020-11-03
NM,16,49,3844,51,2358,49,594,49,312,49,166,49,161,50,582,49,524,50,12,49,3,49,408,51,0.6386782231852655,49,2358,3692,0.247682119205298,47,561,2265,0.16123778501628663,49,594,3684,0.4368421052631579,49,166,380,0.8,49,312,390,2020-11-03
NV,12,62,8458,62,6471,62,858,62,647,62,222,62,202,62,849,62,700,62,9,62,5,62,849,62,0.7650744856940175,62,6471,8458,0.13259156235512284,62,858,6471,0.10144242137621187,62,858,8458,0.26148409893992935,62,222,849,0.7620730270906949,62,647,849,2020-11-03
NY,76,170,55676,179,40155,179,2686,170,4228,178,433,170,358,179,2600,170,1762,179,86,170,25,170,7016,177,0.7212263812055464,179,40155,55676,0.06742137101834886,170,2686,39839,0.048824823223601696,170,2686,55013,0.06294519552260502,168,433,6879,0.6026225769669328,177,4228,7016,2020-11-03
OH,61,221,33365,226,23156,226,2579,222,2822,224,615,222,566,225,2514,222,2179,225,65,222,20,222,3935,224,0.694020680353664,226,23156,33365,0.11240901364250534,222,2579,22943,0.07814677898309193,222,2579,33002,0.15826042202779209,221,615,3886,0.71715374841169,224,2822,3935,2020-11-03
OK,17,153,11396,155,7701,155,1133,153,900,155,309,153,311,155,1101,153,1010,155,32,153,30,153,1201,155,0.6757634257634257,155,7701,11396,0.15191740412979352,153,1133,7458,0.10225631768953068,153,1133,11080,0.27296819787985865,153,309,1132,0.7493755203996669,155,900,1201,2020-11-03
OR,1,62,6867,64,4873,64,317,62,515,64,65,62,50,64,303,62,214,64,14,62,8,62,812,64,0.709625746322994,64,4873,6867,0.06611053180396247,62,317,4795,0.047334627445124684,62,317,6697,0.08290816326530612,62,65,784,0.6342364532019704,64,515,812,2020-11-03
