state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/14,470396,469920,470872,67.69,67.52,67.87,694886,694650,695122,
CW,2021/03/15,475082,474698,475465,68.29,68.14,68.43,695714,695426,696003,
CW,2021/03/16,498754,498646,498862,71.23,71.19,71.28,700141,700005,700277,
CW,2021/03/17,508076,507944,508208,72.41,72.35,72.47,701680,701513,701848,
CW,2021/03/18,507168,507078,507258,72.23,72.19,72.27,702173,702054,702292,
CW,2021/03/19,503110,502828,503391,71.67,71.54,71.8,701958,701589,702327,
CW,2021/03/20,483884,483685,484083,69.34,69.25,69.42,697875,697673,698077,
CW,2021/03/21,469634,469404,469864,67.57,67.47,67.67,694999,694738,695260,
CW,2021/03/22,475843,475764,475922,68.4,68.37,68.43,695664,695593,695734,
CW,2021/03/23,501077,500887,501266,71.55,71.48,71.63,700260,700075,700444,
CW,2021/03/24,509899,509604,510193,72.61,72.48,72.75,702200,701824,702575,
CW,2021/03/25,509638,509491,509785,72.5,72.43,72.57,702968,702758,703179,
CW,2021/03/26,506047,505790,506304,72.13,72.04,72.22,701574,701417,701730,
CW,2021/03/27,487764,487637,487890,69.78,69.72,69.84,699019,698859,699179,
CW,2021/03/28,472845,472666,473023,68.01,67.94,68.09,695239,695073,695405,
CW,2021/03/29,479328,479180,479476,68.92,68.85,68.98,695521,695354,695687,
CW,2021/03/30,501295,500923,501667,71.6,71.44,71.76,700154,699742,700566,
CW,2021/03/31,508901,508660,509142,72.5,72.41,72.59,701898,701729,702067,
CW,2021/04/01,506555,506261,506849,72.23,72.11,72.36,701280,700953,701606,
CW,2021/04/02,497385,497082,497688,71.16,71.03,71.29,698984,698636,699332,
CW,2021/04/03,474172,473907,474437,68.15,67.95,68.35,695781,695051,696511,
CW,2021/04/04,459882,459742,460023,66.43,66.27,66.59,692300,691647,692952,
CW,2021/04/05,467469,467256,467682,67.43,67.34,67.53,693242,692985,693499,
CW,2021/04/06,497533,497254,497813,71.21,71.08,71.33,698800,698443,699156,
CW,2021/04/07,511288,510995,511581,73,72.89,73.11,700516,700251,700782,
CW,2021/04/08,512843,512601,513085,73.27,73.18,73.37,699994,699735,700254,
CW,2021/04/09,509478,509220,509735,72.85,72.72,72.97,699486,699070,699902,
CW,2021/04/10,492448,492112,492785,70.56,70.4,70.71,698048,697611,698486,
CW,2021/04/11,480883,480142,481624,69.27,68.94,69.6,694325,693433,695217,
CW,2021/04/12,486921,486462,487381,70.16,69.96,70.37,694087,693525,694648,
CW,2021/04/13,508689,506035,511343,73.27,72.06,74.49,694312,690949,697675,
AK,2021/03/14,811,811,811,56.2,56.2,56.2,1443,1443,1443,POINT (-151.631889 63.631126)
AL,2021/03/14,9418,9418,9418,67.82,67.82,67.82,13886,13886,13886,POINT (-86.844516 32.756889)
AR,2021/03/14,4921,4921,4921,66.26,66.26,66.26,7427,7427,7427,POINT (-92.439162 34.899825)
AZ,2021/03/14,8946,8939,8953,64.29,64.05,64.52,13916,13899,13933,POINT (-111.664616 34.293239)
CA,2021/03/14,41551,41551,41551,71.07,71.07,71.07,58466,58466,58466,POINT (-119.662127 37.211164)
CO,2021/03/14,6017,6017,6017,59.38,59.38,59.38,10133,10133,10133,POINT (-105.547832 38.998552)
CT,2021/03/14,5708,5708,5708,73.52,73.52,73.52,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/03/14,2084,2084,2084,77.65,77.65,77.65,2684,2684,2684,POINT (-77.016275 38.904785)
DE,2021/03/14,1703,1703,1703,66.24,66.24,66.24,2571,2571,2571,POINT (-75.452394 38.994926)
FL,2021/03/14,38728,38728,38728,74.23,74.23,74.23,52170,52170,52170,POINT (-82.420978 28.260731)
GA,2021/03/14,13962,13958,13966,72.62,72.51,72.73,19226,19214,19238,POINT (-83.426574 32.638481)
HI,2021/03/14,1786,1786,1786,72.66,72.66,72.66,2458,2458,2458,POINT (-157.854309 21.361013)
IA,2021/03/14,4259,4259,4259,55.31,55.31,55.31,7700,7700,7700,POINT (-93.500061 42.074659)
ID,2021/03/14,1619,1619,1619,50.75,50.75,50.75,3190,3190,3190,POINT (-114.659366 44.389073)
IL,2021/03/14,17920,17920,17920,62.08,62.08,62.08,28865,28865,28865,POINT (-89.148632 40.124144)
IN,2021/03/14,9254,9238,9270,55.05,54.74,55.36,16810,16790,16830,POINT (-86.2818 39.919991)
KS,2021/03/14,4107,4107,4107,52.52,52.52,52.52,7820,7820,7820,POINT (-98.38018 38.484729)
KY,2021/03/14,6751,6751,6751,54.81,54.81,54.81,12316,12316,12316,POINT (-85.290484 37.526683)
LA,2021/03/14,8079,8073,8085,64.73,64.73,64.73,12482,12482,12482,POINT (-91.840238 30.921314)
MA,2021/03/14,12711,12711,12711,76.69,76.69,76.69,16574,16574,16574,POINT (-71.481104 42.151077)
MD,2021/03/14,7674,7674,7674,78.27,78.27,78.27,9804,9804,9804,POINT (-76.687282 38.946466)
ME,2021/03/14,1851,1851,1851,64.95,64.95,64.95,2850,2850,2850,POINT (-69.06137 45.117911)
MI,2021/03/14,14737,14705,14769,71.02,70.29,71.75,20750,20672,20828,POINT (-85.730977 44.874798)
MN,2021/03/14,6452,6452,6452,70.37,70.37,70.37,9169,9169,9169,POINT (-94.198308 46.349153)
MT,2021/03/14,1601,1601,1601,55.88,55.88,55.88,2865,2865,2865,POINT (-109.645127 47.033521)
AK,2021/03/15,825,825,825,55.56,55.56,55.56,1485,1485,1485,POINT (-151.631889 63.631126)
AL,2021/03/15,9582,9580,9583,68.98,68.98,68.98,13890,13890,13890,POINT (-86.844516 32.756889)
AR,2021/03/15,4974,4963,4985,65.78,65.29,66.28,7561,7544,7578,POINT (-92.439162 34.899825)
AZ,2021/03/15,8812,8799,8825,63.97,63.66,64.27,13776,13760,13792,POINT (-111.664616 34.293239)
CA,2021/03/15,41391,41389,41393,70.92,70.92,70.92,58361,58361,58361,POINT (-119.662127 37.211164)
CO,2021/03/15,6210,5966,6455,61.31,61.31,61.31,10129,10129,10129,POINT (-105.547832 38.998552)
CT,2021/03/15,5698,5698,5698,73.49,73.49,73.49,7753,7753,7753,POINT (-72.738288 41.575155)
DC,2021/03/15,2113,2113,2113,77.23,77.23,77.23,2736,2736,2736,POINT (-77.016275 38.904785)
DE,2021/03/15,1734,1734,1734,67.39,67.39,67.39,2573,2573,2573,POINT (-75.452394 38.994926)
FL,2021/03/15,39384,39384,39384,75.59,75.59,75.59,52104,52104,52104,POINT (-82.420978 28.260731)
GA,2021/03/15,14242,14242,14242,74.17,74.17,74.17,19203,19203,19203,POINT (-83.426574 32.638481)
HI,2021/03/15,1768,1768,1768,71.49,71.49,71.49,2473,2473,2473,POINT (-157.854309 21.361013)
IA,2021/03/15,4327,4322,4332,56.33,56.33,56.33,7681,7681,7681,POINT (-93.500061 42.074659)
ID,2021/03/15,1724,1724,1724,53.94,53.94,53.94,3196,3196,3196,POINT (-114.659366 44.389073)
IL,2021/03/15,18038,18035,18041,62.54,62.54,62.54,28844,28844,28844,POINT (-89.148632 40.124144)
IN,2021/03/15,9381,9378,9384,55.75,55.75,55.75,16826,16826,16826,POINT (-86.2818 39.919991)
KS,2021/03/15,4075,4072,4078,52.24,52.24,52.24,7801,7801,7801,POINT (-98.38018 38.484729)
KY,2021/03/15,6699,6693,6705,54.39,54.39,54.39,12316,12316,12316,POINT (-85.290484 37.526683)
LA,2021/03/15,8171,8166,8176,65.34,65.34,65.34,12505,12505,12505,POINT (-91.840238 30.921314)
MA,2021/03/15,12794,12767,12821,77.01,76.51,77.5,16614,16584,16645,POINT (-71.481104 42.151077)
MD,2021/03/15,7701,7701,7701,78.24,78.24,78.24,9843,9843,9843,POINT (-76.687282 38.946466)
ME,2021/03/15,1878,1878,1878,65.89,65.89,65.89,2850,2850,2850,POINT (-69.06137 45.117911)
MI,2021/03/15,14830,14829,14830,71.36,71.11,71.61,20781,20750,20812,POINT (-85.730977 44.874798)
MN,2021/03/15,6450,6446,6453,70.39,70.39,70.39,9162,9162,9162,POINT (-94.198308 46.349153)
MT,2021/03/15,1672,1672,1672,58.32,58.32,58.32,2867,2867,2867,POINT (-109.645127 47.033521)
AK,2021/03/16,848,848,848,57.1,57.1,57.1,1485,1485,1485,POINT (-151.631889 63.631126)
AL,2021/03/16,10120,10120,10120,72.75,72.75,72.75,13910,13910,13910,POINT (-86.844516 32.756889)
AR,2021/03/16,5350,5350,5350,69.62,69.62,69.62,7685,7685,7685,POINT (-92.439162 34.899825)
AZ,2021/03/16,9400,9395,9405,67.11,66.93,67.29,14007,13994,14020,POINT (-111.664616 34.293239)
CA,2021/03/16,42955,42955,42955,72.92,72.92,72.92,58907,58907,58907,POINT (-119.662127 37.211164)
CO,2021/03/16,6447,6447,6447,63.64,63.64,63.64,10130,10130,10130,POINT (-105.547832 38.998552)
CT,2021/03/16,6027,6027,6027,77.56,77.56,77.56,7771,7771,7771,POINT (-72.738288 41.575155)
DC,2021/03/16,2172,2172,2172,79.44,79.44,79.44,2734,2734,2734,POINT (-77.016275 38.904785)
DE,2021/03/16,1804,1804,1804,69.3,69.3,69.3,2603,2603,2603,POINT (-75.452394 38.994926)
FL,2021/03/16,41289,41288,41290,78.76,78.76,78.76,52425,52425,52425,POINT (-82.420978 28.260731)
GA,2021/03/16,14846,14827,14865,77.21,76.9,77.51,19229,19207,19251,POINT (-83.426574 32.638481)
HI,2021/03/16,1779,1779,1779,71.5,71.5,71.5,2488,2488,2488,POINT (-157.854309 21.361013)
IA,2021/03/16,4580,4575,4585,59.72,59.51,59.93,7669,7663,7675,POINT (-93.500061 42.074659)
ID,2021/03/16,1840,1840,1840,57.37,57.37,57.37,3207,3207,3207,POINT (-114.659366 44.389073)
IL,2021/03/16,19151,19151,19151,66.35,66.35,66.35,28865,28865,28865,POINT (-89.148632 40.124144)
IN,2021/03/16,10398,10397,10400,61.78,61.78,61.78,16832,16832,16832,POINT (-86.2818 39.919991)
KS,2021/03/16,4288,4288,4288,54.88,54.88,54.88,7814,7814,7814,POINT (-98.38018 38.484729)
