state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,26,195,6,33,188,6,18,221,30327,227,23733,227,1489,221,125,227,305,221,3,216,21,216,2638,227,290,221,268,227,1440,221,1003,227,49,219,29,219,3639,227,0.782569987140172,227,23733,30327,0.063375186209832,221,1489,23495,0.049726155490248,221,1489,29944,0.082083215397679,221,290,3533,0.724924429788403,227,2638,3639,2021/05/25,,2,224,7,224,5,223,18,224,25,221,31,223,14,223,17,224,6,208,2,218,20,218,25,218,28,218,40,217,61,217,70,217,54,217,5,202
PR,0,7,59,0,7,59,17,65,9072,66,5467,66,181,65,6,66,18,65,0,65,5,65,459,66,32,65,23,66,164,65,132,66,17,65,1,65,686,66,0.602623456790123,66,5467,9072,0.033756061171205,65,181,5362,0.020348510399101,65,181,8895,0.048854961832061,65,32,655,0.669096209912536,66,459,686,2021/05/25,,0,66,2,66,1,66,0,66,1,66,1,66,1,66,0,66,0,66,1,65,3,65,4,65,1,65,1,65,3,65,2,65,3,65,0,65
RI,4,10,1,4,10,1,19,14,2288,15,1993,15,104,14,4,15,0,14,0,14,0,14,125,15,14,14,13,15,103,14,65,15,1,14,1,14,165,15,0.871066433566434,15,1993,2288,0.053691275167785,14,104,1937,0.046952595936795,14,104,2215,0.095890410958904,14,14,146,0.757575757575758,15,125,165,2021/05/25,,0,15,1,15,0,15,0,15,0,15,1,15,2,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,66,2,19,66,2,2,85,10719,87,8134,87,222,85,19,87,23,85,1,85,1,85,801,87,64,85,50,87,215,85,182,87,7,85,2,85,1189,87,0.758839443977983,87,8134,10719,0.027670447463542,85,222,8023,0.021030693444487,85,222,10556,0.055749128919861,85,64,1148,0.67367535744323,87,801,1189,2021/05/25,,0,87,2,87,1,87,4,87,3,87,4,87,3,87,2,87,0,82,0,85,1,85,1,85,1,85,3,85,7,85,5,85,3,85,2,80
SD,1,61,3,1,61,3,4,62,2831,65,1596,65,45,62,4,65,15,62,0,62,5,62,119,65,11,62,9,65,42,62,31,65,3,62,1,62,236,65,0.563758389261745,65,1596,2831,0.02868068833652,62,45,1569,0.016280752532562,62,45,2764,0.048888888888889,62,11,225,0.504237288135593,65,119,236,2021/05/25,,0,65,1,65,0,65,0,65,1,65,0,65,2,65,0,65,0,65,1,62,1,62,1,62,1,62,1,62,4,62,3,62,3,62,0,62
TN,6,56,80,7,55,80,2,62,20164,142,12609,125,323,62,25,62,31,62,1,62,1,62,1696,138,119,62,113,62,317,62,269,62,6,62,4,62,2433,142,0.670085560928947,125,12609,18817,0.045952482572201,62,323,7029,0.029957336301243,62,323,10782,0.075796178343949,62,119,1570,0.715008431703204,138,1696,2372,2021/05/25,,0,62,2,62,0,62,0,62,9,62,7,62,4,62,3,62,0,62,1,62,4,62,3,62,4,62,7,62,4,62,8,62,0,62,0,62
TX,92,490,13,117,465,13,59,590,68647,595,49277,595,2370,590,203,595,357,590,11,590,61,590,5172,595,646,590,581,595,2293,590,1794,595,77,590,49,590,6901,595,0.71783180619692,595,49277,68647,0.048721322259683,590,2370,48644,0.03491455509723,590,2370,67880,0.096016646848989,590,646,6728,0.749456600492682,595,5172,6901,2021/05/25,,2,595,17,595,28,595,35,595,44,595,30,595,22,595,17,594,8,595,6,589,33,588,31,589,44,588,69,589,72,589,42,589,41,589,19,590
UT,1,56,1,4,53,1,0,57,5886,58,3514,58,146,57,20,58,3,57,4,57,0,57,387,58,45,57,47,58,141,57,135,58,5,57,0,57,636,58,0.597009853890588,58,3514,5886,0.042220936957779,57,146,3458,0.025133413668446,57,146,5809,0.072815533980583,57,45,618,0.608490566037736,58,387,636,2021/05/25,,0,58,2,58,3,58,1,58,5,58,4,58,3,58,2,58,0,58,0,57,1,57,1,57,0,57,0,57,0,57,1,57,0,57,0,57
VA,13,82,9,21,74,9,21,101,18092,104,12948,104,513,101,52,104,206,101,3,101,13,101,1314,104,128,101,110,104,504,101,388,104,9,101,5,101,1932,104,0.715675436657086,104,12948,18092,0.040153412648716,101,513,12776,0.028765279802624,101,513,17834,0.068193926478423,101,128,1877,0.680124223602484,104,1314,1932,2021/05/25,,1,104,5,104,4,104,9,104,9,104,10,104,6,104,7,104,1,104,3,101,12,101,20,101,21,101,27,101,46,101,42,101,34,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,91,2,5,2,0,2,0,2,0,2,0,2,5,2,0,2,0,2,5,2,5,2,0,2,0,2,20,2,0.541666666666667,2,91,168,0.054945054945055,2,5,91,0.029761904761905,2,5,168,0,2,0,20,0.25,2,5,20,2021/05/25,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
