state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-16,"53,003","52,615","53,391",7.29,6.85,7.72,"694,416","690,964","697,868"
CW,2020-08-17,"53,837","53,525","54,149",7.37,7.05,7.70,"696,711","693,864","699,559"
CW,2020-08-18,"54,048","53,684","54,412",7.34,6.95,7.73,"700,220","697,354","703,086"
CW,2020-08-19,"52,955","52,565","53,344",7.17,6.76,7.58,"702,305","699,561","705,049"
CW,2020-08-20,"51,548","51,210","51,886",6.94,6.58,7.30,"706,691","704,103","709,279"
CW,2020-08-21,"50,302","49,941","50,663",6.77,6.35,7.19,"707,837","704,393","711,281"
CW,2020-08-22,"48,370","48,096","48,643",6.52,6.21,6.84,"704,845","701,882","707,808"
CW,2020-08-23,"47,958","47,585","48,331",6.49,6.06,6.92,"702,854","699,861","705,846"
CW,2020-08-24,"48,457","48,114","48,799",6.50,6.10,6.90,"709,050","706,438","711,662"
CW,2020-08-25,"48,607","48,338","48,877",6.51,6.19,6.84,"711,530","709,158","713,902"
CW,2020-08-26,"47,641","47,270","48,013",6.37,5.93,6.80,"717,342","714,888","719,796"
CW,2020-08-27,"46,532","46,140","46,925",6.25,5.78,6.72,"719,867","717,375","722,359"
CW,2020-08-28,"45,008","44,587","45,429",6.07,5.57,6.57,"716,508","714,247","718,769"
CW,2020-08-29,"43,799","43,353","44,246",5.93,5.40,6.46,"713,343","710,832","715,854"
CW,2020-08-30,"43,194","42,726","43,662",5.87,5.39,6.34,"711,236","708,159","714,313"
CW,2020-08-31,"43,337","42,935","43,739",5.89,5.54,6.24,"711,716","709,673","713,760"
CW,2020-09-01,"44,224","43,835","44,614",5.97,5.65,6.30,"715,736","713,743","717,729"
CW,2020-09-02,"43,354","43,041","43,667",5.83,5.67,5.98,"719,211","717,771","720,651"
CW,2020-09-03,"42,558","42,183","42,932",5.75,5.32,6.18,"716,095","714,682","717,508"
CW,2020-09-04,"41,496","41,094","41,897",5.61,5.14,6.08,"715,120","713,640","716,600"
CW,2020-09-05,"40,563","40,128","40,998",5.51,4.99,6.02,"712,870","711,126","714,615"
CW,2020-09-06,"39,854","39,413","40,294",5.45,4.92,5.98,"708,232","706,004","710,461"
CW,2020-09-07,"40,127","39,683","40,571",5.48,4.95,6.01,"709,178","707,378","710,979"
CW,2020-09-08,"40,604","40,188","41,021",5.56,5.08,6.05,"710,714","709,205","712,222"
CW,2020-09-09,"41,250","40,854","41,645",5.61,5.16,6.07,"715,053","713,435","716,671"
CW,2020-09-10,"39,457","39,105","39,809",5.35,5.23,5.47,"715,948","714,374","717,523"
CW,2020-09-11,"38,260","37,858","38,663",5.19,4.93,5.45,"716,229","714,616","717,842"
CW,2020-09-12,"37,428","36,961","37,895",5.10,4.73,5.47,"712,894","711,052","714,736"
CW,2020-09-13,"37,030","36,561","37,498",5.09,4.73,5.45,"706,736","704,684","708,789"
