state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/01,475484,475332,475636,69,68.94,69.06,689131,688971,689291,
CW,2021/06/02,502385,502256,502514,72.35,72.3,72.4,694391,694277,694505,
CW,2021/06/03,510596,510450,510742,73.41,73.31,73.52,695544,695167,695920,
CW,2021/06/04,509909,509630,510189,73.4,73.25,73.54,694765,694314,695216,
CW,2021/06/05,492169,491813,492524,71.07,70.9,71.24,692502,692000,693004,
CW,2021/06/06,477955,477733,478177,69.35,69.26,69.44,689214,688992,689435,
CW,2021/06/07,485022,484961,485083,70.32,70.26,70.38,689745,689509,689982,
CW,2021/06/08,510084,509737,510432,73.47,73.31,73.63,694299,693868,694731,
CW,2021/06/09,518668,518329,519007,74.45,74.33,74.58,696658,696445,696871,
CW,2021/06/10,517709,517446,517972,74.37,74.27,74.47,696104,695897,696312,
CW,2021/06/11,512187,511876,512497,73.58,73.46,73.7,696061,695809,696313,
CW,2021/06/12,492862,492332,493392,70.95,70.71,71.18,694686,694046,695326,
CW,2021/06/13,478208,477823,478592,69.22,69.05,69.38,690891,690473,691310,
CW,2021/06/14,485527,485060,485994,70.34,70.15,70.53,690291,689872,690709,
CW,2021/06/15,509592,509208,509976,73.44,73.28,73.6,693875,693496,694253,
CW,2021/06/16,516762,516460,517064,74.27,74.14,74.4,695783,695428,696138,
CW,2021/06/17,514438,514014,514861,74.09,73.9,74.28,694307,693779,694835,
CW,2021/06/18,509506,509152,509860,73.7,73.5,73.89,691367,690755,691979,
CW,2021/06/19,489505,488886,490125,71.11,70.85,71.38,688357,687714,689000,
CW,2021/06/20,474746,474432,475061,69.37,69.23,69.5,684394,684064,684724,
CW,2021/06/21,480224,479891,480558,70.11,69.88,70.34,684930,684117,685744,
CW,2021/06/22,507794,507532,508057,73.63,73.51,73.74,689701,689367,690034,
CW,2021/06/23,516851,516553,517149,74.6,74.47,74.74,692814,692435,693194,
CW,2021/06/24,515185,514991,515380,74.31,74.22,74.39,693324,693070,693577,
CW,2021/06/25,507809,507176,508441,73.43,73.15,73.71,691550,690786,692315,
CW,2021/06/26,487427,486562,488292,70.95,70.55,71.34,687042,686002,688082,
CW,2021/06/27,475164,474229,476100,69.42,69,69.84,684512,683418,685607,
CW,2021/06/28,482001,481141,482860,70.38,70.03,70.73,684825,684070,685581,
CW,2021/06/29,506726,506153,507298,73.37,73.07,73.66,690673,689779,691567,
CW,2021/06/30,516237,515330,517143,74.5,74.07,74.92,692959,691749,694169,
CW,2021/07/01,515005,512183,517827,74.27,72.97,75.56,693466,689904,697028,
AK,2021/06/01,888,888,888,60.29,60.29,60.29,1473,1473,1473,POINT (-151.631889 63.631126)
AL,2021/06/01,9522,9522,9522,68.6,68.6,68.6,13881,13881,13881,POINT (-86.844516 32.756889)
AR,2021/06/01,4992,4988,4996,65.5,65.5,65.5,7621,7621,7621,POINT (-92.439162 34.899825)
