state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,5,186,29120,193,25003,212,1194,207,2747,181,219,181,174,180,1164,192,725,188,17,192,12,182,3252,172,0.7877060439560439,193,22938,29120,0.048158754487153635,206,1194,24793,0.03723663166678256,187,1071,28762,0.06613672496025437,158,208,3145,0.8094944512946979,166,2626,3244,2020-10-04
PR,12,67,8736,67,5210,68,657,68,457,67,66,64,49,64,484,67,247,67,29,67,6,66,635,65,0.5745192307692307,67,5019,8736,0.1290003951007507,67,653,5062,0.075906432748538,66,649,8550,0.10149750415973377,62,61,601,0.710236220472441,65,451,635,2020-10-04
RI,4,14,2284,15,2037,14,124,14,143,15,12,14,13,15,112,14,111,15,12,14,12,14,172,15,0.8918563922942206,14,2037,2284,0.061752988047808766,13,124,2008,0.05638926784902228,14,124,2199,0.07643312101910828,14,12,157,0.8313953488372093,15,143,172,2020-10-04
SC,8,76,10559,84,8613,84,716,82,988,80,184,78,161,80,710,80,550,82,6,80,6,80,1374,79,0.815702244530732,84,8613,10559,0.08409678177120038,82,716,8514,0.06878662695744067,82,716,10409,0.13790504898266767,76,183,1327,0.7161572052401747,79,984,1374,2020-10-04
SD,1,58,2195,59,1690,63,286,60,125,55,55,51,58,53,254,56,253,59,12,56,9,56,168,56,0.6478359908883827,59,1422,2195,0.17396593673965938,60,286,1644,0.10411736867013724,56,220,2113,0.2727272727272727,49,42,154,0.7911392405063291,54,125,158,2020-10-04
TN,10,117,18468,120,13380,121,1206,121,1634,122,296,117,271,117,1122,119,948,118,84,119,79,118,2030,124,0.7421155456321519,117,13295,17915,0.08674380678729518,112,1117,12877,0.06486171761280932,108,1114,17175,0.1519916142557652,112,290,1908,0.8281804358844399,121,1634,1973,2020-10-04
TX,88,562,68400,577,49298,581,4332,579,5302,546,1197,550,1052,555,4245,567,3455,570,87,567,56,565,6536,520,0.722473249635724,575,49087,67943,0.08765752409191994,575,4257,48564,0.06375440989001216,571,4301,67462,0.16446635915380944,511,1034,6287,0.7767747858017136,519,5077,6536,2020-10-04
UT,9,54,5636,54,3557,56,256,55,380,46,70,44,69,45,238,52,228,52,10,52,10,51,568,43,0.6194109297374024,54,3491,5636,0.07295525790823597,55,256,3509,0.04625112917795845,53,256,5535,0.11818181818181818,41,65,550,0.6496478873239436,42,369,568,2020-10-04
VA,24,97,17727,95,11941,95,999,96,1397,98,218,94,168,97,988,94,598,97,11,94,3,94,1919,98,0.6736052349523326,95,11941,17727,0.08382415706359368,91,982,11715,0.056573337942159234,91,982,17358,0.11777417612101566,94,218,1851,0.7279833246482543,98,1397,1919,2020-10-04
VI,0,2,188,2,77,2,2,2,6,2,1,2,1,2,2,2,2,2,0,2,0,2,20,2,0.4095744680851064,2,77,188,0.025974025974025976,2,2,77,0.010638297872340425,2,2,188,0.05,2,1,20,0.3,2,6,20,2020-10-04
VT,0,16,1305,17,820,17,3,16,74,17,0,16,1,17,3,16,1,17,0,16,0,16,110,17,0.6283524904214559,17,820,1305,0.0037831021437578815,16,3,793,0.002380952380952381,16,3,1260,0.0,16,0,103,0.6727272727272727,17,74,110,2020-10-04
WA,9,93,10367,84,10329,100,406,99,962,81,75,80,63,80,397,90,263,88,7,90,2,86,944,64,0.6457027105237774,84,6694,10367,0.039691074396324175,98,406,10229,0.0273357414819877,82,280,10243,0.054466230936819175,59,50,918,0.6896186440677966,62,651,944,2020-10-04
WI,1,137,13092,140,8767,140,1292,137,1026,138,268,134,243,137,1273,136,962,137,19,136,2,134,1605,134,0.6696455850901314,140,8767,13092,0.15217903415783274,137,1292,8490,0.1015005106449839,137,1292,12729,0.17504898758981058,130,268,1531,0.6392523364485981,134,1026,1605,2020-10-04
AK,1,23,1565,23,1011,23,46,23,100,21,9,21,8,21,44,21,31,21,2,21,1,21,133,19,0.6460063897763578,23,1011,1565,0.04549950544015826,23,46,1011,0.02939297124600639,23,46,1565,0.06766917293233082,19,9,133,0.7142857142857143,19,95,133,2020-10-04
AL,17,111,15145,109,11281,109,964,111,1286,109,294,111,282,113,942,111,782,113,22,111,12,111,1530,109,0.7448662925057775,109,11281,15145,0.08600517995891757,107,963,11197,0.06425997597757907,107,963,14986,0.19638069705093833,107,293,1492,0.8405228758169935,109,1286,1530,2020-10-04
AR,8,98,9161,98,6576,100,691,100,759,93,221,88,214,89,681,98,528,99,8,98,7,97,989,88,0.7148633879781421,97,6541,9150,0.10639290713952403,98,684,6429,0.07679428507645943,96,688,8959,0.22577209797657083,80,212,939,0.7533678756476684,85,727,965,2020-10-04
AZ,8,92,13611,95,10441,105,846,103,847,84,135,86,124,88,688,93,427,96,122,93,114,93,1551,78,0.6762177650429799,95,9204,13611,0.0823265783320343,102,845,10264,0.04903651495838644,92,654,13337,0.08153638814016173,71,121,1484,0.49065119277885233,78,761,1551,2020-10-04
CA,15,387,65085,399,46791,400,3262,391,5109,383,753,375,674,381,3117,384,2344,390,55,384,36,382,7446,383,0.7168164707689944,399,46654,65085,0.0708329714236081,391,3262,46052,0.05104611677073064,390,3262,63903,0.10522638345444382,372,753,7156,0.6861402095084609,381,5109,7446,2020-10-04
CO,3,85,11147,101,7668,101,424,99,808,82,115,80,92,81,394,90,261,88,15,90,5,86,1205,77,0.6878980891719745,101,7668,11147,0.055944055944055944,99,424,7579,0.038472007984756376,99,424,11021,0.0927038626609442,71,108,1165,0.6622406639004149,76,798,1205,2020-10-04
CT,4,30,8180,31,6270,31,263,31,556,31,41,30,23,31,260,30,128,31,3,30,1,30,1068,31,0.7665036674816625,31,6270,8180,0.042296558378899965,30,263,6218,0.0325052527499691,30,263,8091,0.03919694072657744,30,41,1046,0.5205992509363296,31,556,1068,2020-10-04
DC,13,13,3638,14,2907,14,164,13,250,14,20,13,20,14,148,13,112,14,16,13,5,13,375,14,0.7990654205607477,14,2907,3638,0.05819730305180979,13,164,2818,0.04683038263849229,13,164,3502,0.05649717514124294,13,20,354,0.6666666666666666,14,250,375,2020-10-04
DE,1,14,2862,14,2306,15,158,14,137,11,25,11,22,12,158,13,129,14,0,13,0,13,168,9,0.7742837176799441,14,2216,2862,0.06896551724137931,14,158,2291,0.055810667608618865,13,158,2831,0.14814814814814814,8,24,162,0.7738095238095238,9,130,168,2020-10-04
FL,73,260,80557,265,46387,265,2529,260,4850,264,697,258,601,264,2501,258,2280,264,28,258,24,258,6283,264,0.5758282954926326,265,46387,80557,0.05539371372248385,259,2529,45655,0.031805719747465856,259,2529,79514,0.11522565713341049,257,697,6049,0.7719242400127327,264,4850,6283,2020-10-04
GA,13,154,19678,158,14974,160,2154,161,1944,133,492,134,403,137,1743,148,1321,151,111,148,39,148,2139,125,0.756672620566471,157,14827,19595,0.1419886517157525,157,2102,14804,0.10675954592363261,155,2069,19380,0.21804148576941632,115,452,2073,0.8517999064983637,124,1822,2139,2020-10-04
HI,1,17,1778,16,1886,25,132,23,108,16,25,16,25,16,131,21,120,21,1,21,0,21,90,14,0.718785151856018,16,1278,1778,0.0799716914366596,19,113,1413,0.05961754780652419,16,106,1778,0.16666666666666666,14,15,90,0.6,14,54,90,2020-10-04
IA,3,122,8318,124,5423,124,495,122,486,124,115,121,112,123,492,122,451,124,3,122,2,122,701,124,0.651959605674441,124,5423,8318,0.09248878923766816,122,495,5352,0.060218978102189784,122,495,8220,0.16862170087976538,121,115,682,0.6932952924393724,124,486,701,2020-10-04
MS,7,88,7908,98,5407,101,568,100,516,69,141,70,141,71,508,93,458,93,3,93,3,91,574,66,0.6755184623166414,98,5342,7908,0.10606909430438842,99,568,5355,0.07256004087889627,96,568,7828,0.21897810218978103,61,120,548,0.9145454545454546,64,503,550,2020-10-04
MT,360,64,2769,64,2115,66,243,65,134,65,55,64,52,65,240,64,220,65,3,64,1,64,194,63,0.7060310581437342,64,1955,2769,0.11582459485224023,65,243,2098,0.08509861212563916,63,233,2738,0.2765957446808511,62,52,188,0.5927835051546392,63,115,194,2020-10-04
NC,96,119,22357,125,17118,125,1451,121,1860,116,357,114,300,117,1412,117,914,119,38,117,8,115,2419,117,0.765666234289037,125,17118,22357,0.08575143313042964,120,1451,16921,0.06585576181182771,120,1451,22033,0.14910790144435004,112,351,2354,0.7708246995441359,116,1860,2413,2020-10-04
ND,3,47,2129,48,1604,48,233,47,65,46,50,47,48,48,229,47,200,48,4,47,2,47,86,46,0.7534053546265852,48,1604,2129,0.1473750790638836,47,233,1581,0.11079410366143605,47,233,2103,0.3048780487804878,45,25,82,0.7558139534883721,46,65,86,2020-10-04
NE,1,89,5844,95,3886,95,326,93,443,84,108,77,98,78,323,90,279,87,-4,90,-6,86,607,83,0.6649555099247091,95,3886,5844,0.08498435870698644,93,326,3836,0.05669565217391304,93,326,5750,0.1833616298811545,77,108,589,0.728171334431631,83,442,607,2020-10-04
NH,2,30,3320,30,2282,30,52,30,161,29,16,30,9,30,51,30,18,29,1,30,1,29,282,30,0.6873493975903614,30,2282,3320,0.022787028921998246,30,52,2282,0.01566265060240964,30,52,3320,0.05673758865248227,30,16,282,0.5770609318996416,29,161,279,2020-10-04
