state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
NJ,43,92,21428,91,16385,93,816,92,1216,90,113,89,88,90,754,91,441,92,12,91,11,91,1971,89,0.7400597349262646,91,15858,21428,0.05005213764337852,92,816,16303,0.03599624060150376,90,766,21280,0.05827746260959257,88,113,1939,0.6133942161339422,89,1209,1971,2020-10-04
NM,1,50,3800,51,2445,50,160,50,303,48,54,48,55,49,157,48,111,49,3,48,0,48,415,47,0.6537433155080213,50,2445,3740,0.06501677852348993,49,155,2384,0.04334868599295584,50,160,3691,0.13989637305699482,45,54,386,0.7254901960784313,46,296,408,2020-10-04
NV,21,56,8261,59,5782,60,541,58,614,57,124,54,109,56,539,57,365,58,2,57,0,56,846,57,0.6997942137755719,59,5781,8261,0.09551553672316385,58,541,5664,0.06676557863501484,57,540,8088,0.15938303341902313,54,124,778,0.7257683215130024,57,614,846,2020-10-04
NY,26,147,46861,166,38324,168,1887,167,3090,142,313,139,183,143,1764,153,880,154,61,153,18,145,5071,136,0.723721666916376,165,33813,46721,0.04685116009891093,159,1781,38014,0.035598285046121864,157,1644,46182,0.053625053625053626,120,250,4662,0.6136410467751906,131,2978,4853,2020-10-04
OH,23,200,31673,213,22517,213,1532,210,2728,199,356,198,236,201,1408,202,857,204,43,202,13,201,3858,200,0.7109209736999968,213,22517,31673,0.06881990925834419,209,1532,22261,0.04895976478859736,209,1532,31291,0.0934873949579832,196,356,3808,0.7071021254536028,199,2728,3858,2020-10-04
OK,4,145,10595,147,7081,147,789,146,853,144,237,145,249,147,778,146,700,148,11,146,9,146,1183,144,0.6683341198678622,147,7081,10595,0.11207022677395757,145,766,6835,0.07434727749199262,145,766,10303,0.20572450805008943,142,230,1118,0.7210481825866442,142,853,1183,2020-10-04
OR,1,53,6276,57,4746,61,239,60,515,53,54,50,37,52,225,53,139,55,9,53,2,53,720,50,0.7332695984703633,57,4602,6276,0.05125455715204804,59,239,4663,0.0388079253315867,55,237,6107,0.07658959537572255,47,53,692,0.7069444444444445,50,509,720,2020-10-04
ID,2,47,3908,48,2204,50,189,49,221,46,46,47,45,48,188,47,175,48,1,47,1,47,316,47,0.5273797338792221,48,2061,3908,0.08823529411764706,49,189,2142,0.0493730407523511,47,189,3828,0.1513157894736842,46,46,304,0.6993670886075949,46,221,316,2020-10-04
IL,18,176,29813,188,20394,194,1976,190,2042,154,405,154,300,155,1778,174,1079,175,79,174,30,170,3377,143,0.6690705396974475,188,19947,29813,0.0979020979020979,189,1974,20163,0.06634765492431956,183,1955,29466,0.11970979443772672,136,396,3308,0.585590949687407,141,1967,3359,2020-10-04
IN,0,146,17678,148,11521,148,1123,146,1533,139,258,138,264,140,1099,140,754,140,23,140,2,138,2298,138,0.6517139947957914,148,11521,17678,0.09845695248115027,146,1123,11406,0.06415676416819013,146,1123,17504,0.11492204899777284,136,258,2245,0.6671018276762402,138,1533,2298,2020-10-04
KS,5,137,8041,138,5076,145,458,142,579,102,106,105,106,106,438,122,339,121,5,122,4,118,712,97,0.6190772292003482,138,4978,8041,0.08677354709418837,141,433,4990,0.05443037974683544,134,430,7900,0.13215859030837004,88,90,681,0.8204022988505747,95,571,696,2020-10-04
KY,4,112,13396,114,9351,115,724,112,1108,106,701,106,190,108,706,109,565,110,18,109,2,108,1591,111,0.6937145416542252,114,9293,13396,0.07870420697901946,112,724,9199,0.05471997581437533,111,724,13231,0.4554905782975958,106,701,1539,0.6964173475801383,106,1108,1591,2020-10-04
LA,11,191,14090,177,9882,180,620,209,1177,92,197,197,189,197,584,203,556,202,29,203,23,202,1646,83,0.6809084457061746,177,9594,14090,0.06230847803881512,176,610,9790,0.04185211773151472,173,583,13930,0.10824108241082411,78,176,1626,0.6761846901579587,82,1113,1646,2020-10-04
MA,6,102,19698,103,15949,103,418,102,1041,103,81,102,60,103,415,102,264,103,3,102,2,102,1884,103,0.80967610924967,103,15949,19698,0.026392221240055563,102,418,15838,0.021363589900848412,102,418,19566,0.043595263724434875,102,81,1858,0.552547770700637,103,1041,1884,2020-10-04
MD,1,58,12024,59,9640,59,771,56,947,54,132,52,108,53,736,54,419,55,9,54,5,54,1380,52,0.801729873586161,59,9640,12024,0.08087695373964125,56,771,9533,0.06506878217571103,56,771,11849,0.09843400447427293,50,132,1341,0.6833333333333333,52,943,1380,2020-10-04
ME,0,31,3083,35,2123,37,23,36,199,34,14,32,7,32,23,33,8,33,0,33,0,32,294,32,0.6827765163801492,35,2105,3083,0.011015325670498084,36,23,2088,0.007553366174055829,34,23,3045,0.04642857142857143,29,13,280,0.6768707482993197,32,199,294,2020-10-04
MI,7,136,23540,150,18214,150,905,147,1914,143,210,145,194,149,895,145,647,149,10,145,5,145,2530,141,0.7702339854238588,149,18072,23463,0.049897660009957406,146,902,18077,0.03874973239135089,146,905,23355,0.07913669064748201,137,198,2502,0.7565217391304347,141,1914,2530,2020-10-04
MN,4,129,11842,130,8303,130,645,129,759,130,158,129,150,130,635,129,472,130,10,129,5,129,1049,130,0.7011484546529303,130,8303,11842,0.08011427151906596,129,645,8051,0.05618466898954704,129,645,11480,0.1553588987217306,129,158,1017,0.7235462345090562,130,759,1049,2020-10-04
MO,10,137,21241,140,14440,141,1356,137,1647,140,470,137,402,141,1317,137,1062,141,39,137,8,137,2310,141,0.6764276634810037,140,14368,21241,0.0953452397693714,137,1356,14222,0.06392715831625113,136,1341,20977,0.20842572062084258,137,470,2255,0.716710182767624,140,1647,2298,2020-10-04
WV,3,58,6657,62,4713,62,233,58,481,62,68,58,61,62,230,58,173,62,3,58,1,58,648,62,0.7079765660207301,62,4713,6657,0.05024800517576019,58,233,4637,0.03604579207920792,58,233,6464,0.11333333333333333,58,68,600,0.7422839506172839,62,481,648,2020-10-04
WY,5,26,1600,28,745,28,82,26,62,28,17,26,14,28,81,26,66,28,1,26,0,26,121,28,0.465625,28,745,1600,0.11171662125340599,26,82,734,0.05236270753512133,26,82,1566,0.14912280701754385,26,17,114,0.512396694214876,28,62,121,2020-10-04
