state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
WA,9,91,2,8,92,2,13,100,14289,102,9518,102,479,100,46,102,75,100,0,100,0,100,930,102,117,100,107,102,470,100,383,102,9,100,3,100,1381,102,0.666106795437049,102,9518,14289,0.050795334040297,100,479,9430,0.033837242158802,100,479,14156,0.08660251665433,100,117,1351,0.673425054308472,102,930,1381,2021/04/03,POINT (-120.592492 47.411715)
WI,12,115,21,12,115,21,1,145,13211,148,8712,148,355,145,90,148,59,145,0,145,8,145,943,148,87,145,85,148,345,145,311,148,10,145,1,145,1620,148,0.659450457951707,148,8712,13211,0.04150105213935,145,355,8554,0.027408894379246,145,355,12952,0.055484693877551,145,87,1568,0.582098765432099,148,943,1620,2021/04/03,POINT (-89.732969 44.639954)
WV,12,43,4,15,40,4,2,55,5963,59,4461,59,296,55,42,59,68,55,2,55,0,55,511,59,93,55,90,59,289,55,276,59,7,55,3,55,659,59,0.748113365755492,59,4461,5963,0.067657142857143,55,296,4375,0.051273168196778,55,296,5773,0.150242326332795,55,93,619,0.775417298937784,59,511,659,2021/04/03,POINT (-80.613729 38.642579)
AK,1,23,0,1,23,0,5,24,1678,24,1006,24,43,24,5,24,2,24,0,24,0,24,92,24,14,24,14,24,38,24,36,24,5,24,1,24,131,24,0.599523241954708,24,1006,1678,0.042743538767396,24,43,1006,0.025625744934446,24,43,1678,0.106870229007634,24,14,131,0.702290076335878,24,92,131,2021/04/03,POINT (-151.631889 63.631126)
AL,28,72,10,30,69,11,5,106,15073,110,11095,110,379,106,58,108,80,106,1,106,5,106,1353,110,122,106,104,108,369,106,308,108,10,106,4,106,1624,110,0.73608438930538,110,11095,15073,0.034716497206192,106,379,10917,0.02567924656142,106,379,14759,0.077362079898542,106,122,1577,0.833128078817734,110,1353,1624,2021/04/03,POINT (-86.844516 32.756889)
AR,16,85,2,19,82,2,1,101,8887,103,6245,103,187,101,32,103,55,101,1,101,15,101,694,103,63,101,51,103,177,101,120,103,10,101,0,101,1023,103,0.702711826263081,103,6245,8887,0.030006418485237,101,187,6232,0.021139498078227,101,187,8846,0.062624254473161,101,63,1006,0.678396871945259,103,694,1023,2021/04/03,POINT (-92.439162 34.899825)
AZ,26,82,3,27,81,3,5,108,16207,111,11293,111,558,108,69,111,129,108,1,108,11,108,1100,111,109,108,82,111,537,108,345,111,21,108,10,108,2261,111,0.696797680014808,111,11293,16207,0.050361010830325,108,558,11080,0.035112006040775,108,558,15892,0.049908424908425,108,109,2184,0.486510393631137,111,1100,2261,2021/04/03,POINT (-111.664616 34.293239)
CA,71,294,42,83,282,42,24,399,62597,407,46384,407,2305,398,285,407,426,399,3,398,12,398,4881,406,525,398,490,406,2254,398,1947,406,51,398,36,398,7075,406,0.740993977347157,407,46384,62597,0.050301152234637,398,2305,45824,0.037318265712528,398,2305,61766,0.076031860970311,398,525,6905,0.689893992932862,406,4881,7075,2021/04/03,POINT (-119.662127 37.211164)
CO,6,81,13,5,82,13,7,98,11528,100,8086,100,475,98,90,100,51,98,4,98,12,98,882,100,136,98,135,100,450,98,394,100,25,98,10,98,1290,100,0.701422623178348,100,8086,11528,0.059397273977742,98,475,7997,0.041590053410384,98,475,11421,0.108194112967383,98,136,1257,0.683720930232558,100,882,1290,2021/04/03,POINT (-105.547832 38.998552)
CT,4,33,1,4,33,1,17,37,8126,38,6588,38,593,37,103,38,43,37,4,37,0,37,617,38,118,37,118,38,586,37,523,38,7,37,5,37,1058,38,0.810730986955452,38,6588,8126,0.090867300030647,37,593,6526,0.073783750155531,37,593,8037,0.113899613899614,37,118,1036,0.583175803402646,38,617,1058,2021/04/03,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,13,3452,14,2559,14,213,13,23,14,88,13,4,13,10,13,270,14,52,13,46,14,184,13,132,14,29,13,12,13,327,14,0.741309385863268,14,2559,3452,0.085679806918745,13,213,2486,0.064040889957907,13,213,3326,0.169381107491857,13,52,307,0.825688073394496,14,270,327,2021/04/03,POINT (-77.016275 38.904785)
DE,1,13,1,1,13,1,2,14,3268,15,2401,15,198,14,17,15,56,14,0,14,3,14,153,15,19,14,19,15,193,14,142,15,5,14,2,14,193,15,0.734700122399021,15,2401,3268,0.083298275136727,14,198,2377,0.061167747914736,14,198,3237,0.102150537634409,14,19,186,0.792746113989637,15,153,193,2021/04/03,POINT (-75.452394 38.994926)
FL,9,229,15,29,209,15,66,247,57357,253,44692,253,3455,247,1103,253,179,247,13,247,9,247,5064,253,735,247,706,253,3404,247,3097,253,51,247,41,247,6462,253,0.779189985529229,253,44692,57357,0.078567367822626,247,3455,43975,0.061275161833821,247,3455,56385,0.117694155324259,247,735,6245,0.783658310120706,253,5064,6462,2021/04/03,POINT (-82.420978 28.260731)
GA,31,126,9,36,120,10,13,163,22360,166,17123,166,1389,163,292,166,139,163,5,163,40,163,2166,166,366,163,309,166,1350,163,1084,166,39,163,5,163,2771,166,0.765787119856887,166,17123,22360,0.081869621596133,163,1389,16966,0.062933260840016,163,1389,22071,0.134459955914769,163,366,2722,0.781667268134248,166,2166,2771,2021/04/03,POINT (-83.426574 32.638481)
HI,2,24,0,2,24,0,0,26,2653,26,1840,26,49,26,4,26,8,26,0,26,0,26,133,26,10,26,9,26,49,26,43,26,0,26,0,26,210,26,0.693554466641538,26,1840,2653,0.026630434782609,26,49,1840,0.018469656992084,26,49,2653,0.047619047619048,26,10,210,0.633333333333333,26,133,210,2021/04/03,POINT (-157.854309 21.361013)
IA,2,71,53,2,70,54,0,124,8070,126,5202,126,231,124,38,126,4,124,0,124,2,124,465,126,46,124,44,126,229,124,217,126,2,124,0,124,672,126,0.644609665427509,126,5202,8070,0.045011691348402,124,231,5132,0.028972783143108,124,231,7973,0.070444104134763,124,46,653,0.691964285714286,126,465,672,2021/04/03,POINT (-93.500061 42.074659)
ID,4,38,8,4,38,8,1,49,4809,50,2799,50,217,49,25,50,3,49,0,49,0,49,278,50,58,49,54,50,212,49,185,50,5,49,1,49,391,50,0.58203368683718,50,2799,4809,0.078339350180505,49,217,2770,0.045483127226996,49,217,4771,0.150259067357513,49,58,386,0.710997442455243,50,278,391,2021/04/03,POINT (-114.659366 44.389073)
IL,11,157,23,10,158,23,6,186,30215,191,21258,191,1773,186,219,191,316,186,0,186,33,186,2164,191,354,186,307,191,1730,186,1476,191,43,186,11,186,3431,191,0.703557835512163,191,21258,30215,0.084400437949255,186,1773,21007,0.059381070399893,186,1773,29858,0.105106888361045,186,354,3368,0.630719906732731,191,2164,3431,2021/04/03,POINT (-89.148632 40.124144)
IN,11,147,2,11,147,2,2,158,18859,160,12249,160,807,158,100,160,114,158,0,158,2,158,1527,160,168,158,151,160,795,158,555,160,12,158,4,158,2231,160,0.649504215493929,160,12249,18859,0.066397893697548,158,807,12154,0.043122795767874,158,807,18714,0.076993583868011,158,168,2182,0.684446436575527,160,1527,2231,2021/04/03,POINT (-86.2818 39.919991)
KS,13,124,4,14,123,4,0,138,8370,141,4934,141,189,138,24,141,39,138,1,138,6,138,583,141,40,138,35,141,184,138,144,141,5,138,2,138,839,141,0.589486260454002,141,4934,8370,0.038753331966373,138,189,4877,0.022812311406156,138,189,8285,0.048840048840049,138,40,819,0.694874851013111,141,583,839,2021/04/03,POINT (-98.38018 38.484729)
KY,0,21,93,4,108,2,2,112,14041,114,8107,114,402,112,143,114,61,112,0,112,6,112,1069,114,97,112,93,114,389,112,323,114,13,112,4,112,1833,114,0.577380528452389,114,8107,14041,0.050331789157381,112,402,7987,0.029004329004329,112,402,13860,0.054250559284116,112,97,1788,0.583196944899073,114,1069,1833,2021/04/03,POINT (-85.290484 37.526683)
LA,42,174,6,46,170,6,0,216,14203,222,9266,222,271,222,52,217,8,217,1,217,0,217,1169,222,109,222,101,222,270,222,351,222,1,222,0,222,1831,222,0.652397380835035,222,9266,14203,0.029246708396288,222,271,9266,0.019080475955784,222,271,14203,0.059530311305298,222,109,1831,0.638448935008192,222,1169,1831,2021/04/03,POINT (-91.840238 30.921314)
MA,11,89,1,9,91,1,13,100,19187,101,16268,101,672,100,96,101,86,100,10,100,1,100,1067,101,181,100,169,101,645,100,565,101,27,100,18,100,1422,101,0.84786574242977,101,16268,19187,0.041599603813297,100,672,16154,0.035268185157972,100,672,19054,0.129842180774749,100,181,1394,0.750351617440225,101,1067,1422,2021/04/03,POINT (-71.481104 42.151077)
MD,3,50,5,2,51,5,14,57,11437,58,9544,58,1466,57,179,58,315,57,2,57,8,57,1038,58,309,57,284,58,1447,57,1204,58,19,57,12,57,1329,58,0.834484567631372,58,9544,11437,0.154478398314015,57,1466,9490,0.129356745786641,57,1466,11333,0.239349341595662,57,309,1291,0.781038374717833,58,1038,1329,2021/04/03,POINT (-76.687282 38.946466)
ME,4,24,9,1,27,9,0,36,3122,37,2196,37,99,36,6,37,22,36,0,36,1,36,250,37,35,36,33,37,96,36,81,37,3,36,1,36,329,37,0.703395259449071,37,2196,3122,0.045706371191136,36,99,2166,0.032101167315175,36,99,3084,0.109717868338558,36,35,319,0.759878419452888,37,250,329,2021/04/03,POINT (-69.06137 45.117911)
MI,3,157,3,4,156,3,20,160,23631,163,18879,163,3609,160,576,163,89,160,10,160,9,159,2123,163,690,160,681,163,3549,160,3387,163,60,160,41,160,2609,163,0.798908213786975,163,18879,23631,0.19200893807193,160,3609,18796,0.15355486533634,160,3609,23503,0.267131242740999,160,690,2583,0.813721732464546,163,2123,2609,2021/04/03,POINT (-85.730977 44.874798)
MN,14,102,24,14,102,24,11,139,10258,140,7979,140,669,139,89,140,55,139,1,139,1,139,712,140,137,139,132,140,654,139,564,140,15,139,11,139,952,140,0.777831936049912,140,7979,10258,0.085233787743662,139,669,7849,0.066388806192319,139,669,10077,0.149563318777293,139,137,916,0.747899159663866,140,712,952,2021/04/03,POINT (-94.198308 46.349153)
MO,21,94,18,24,91,18,10,129,16630,133,13258,133,845,129,59,133,158,129,4,129,41,129,1416,133,166,129,120,133,800,129,501,133,45,129,12,129,1756,133,0.797233914612147,133,13258,16630,0.064790676276645,129,845,13042,0.051697766901193,129,845,16345,0.098166765227676,129,166,1691,0.806378132118451,133,1416,1756,2021/04/03,POINT (-92.477244 38.3675)
MS,10,92,2,12,90,2,1,102,8576,104,5452,104,238,102,15,104,21,102,0,102,6,102,605,104,85,102,68,104,225,102,179,104,13,102,5,102,844,104,0.635727611940298,104,5452,8576,0.044017014980581,102,238,5407,0.027990121133718,102,238,8503,0.103155339805825,102,85,824,0.716824644549763,104,605,844,2021/04/03,POINT (-89.65344 32.713378)
MT,6,59,1,6,59,1,3,65,2973,66,1885,66,45,65,12,66,16,65,2,65,3,65,138,66,11,65,8,66,42,65,40,66,3,65,0,65,226,66,0.634039690548268,66,1885,2973,0.024077046548957,65,45,1869,0.015285326086957,65,45,2944,0.05,65,11,220,0.610619469026549,66,138,226,2021/04/03,POINT (-109.645127 47.033521)
NC,4,119,4,5,118,4,24,123,23939,127,17863,127,1040,123,112,127,92,123,2,123,5,123,1884,127,257,123,256,127,1013,123,941,127,27,123,17,123,2480,127,0.746188228413885,127,17863,23939,0.058813549737036,123,1040,17683,0.043956043956044,123,1040,23660,0.106154481619166,123,257,2421,0.759677419354839,127,1884,2480,2021/04/03,POINT (-79.130883 35.52603)
ND,12,37,1,12,37,1,21,49,2424,50,1627,50,87,49,13,50,9,49,0,49,3,49,109,50,12,49,10,50,84,49,59,50,3,49,0,49,198,50,0.671204620462046,50,1627,2424,0.054171855541719,49,87,1606,0.036295369211514,49,87,2397,0.061855670103093,49,12,194,0.55050505050505,50,109,198,2021/04/03,POINT (-100.46931 47.446305)
NE,8,93,0,16,85,0,3,101,4353,101,2975,101,176,101,23,101,16,101,2,101,0,101,398,101,61,101,58,101,175,101,163,101,1,101,1,101,571,101,0.683436710314726,101,2975,4353,0.059159663865546,101,176,2975,0.040431886055594,101,176,4353,0.106830122591944,101,61,571,0.697022767075306,101,398,571,2021/04/03,POINT (-99.810595 41.527099)
NH,4,24,1,5,23,1,1,29,3085,29,2285,29,114,29,15,29,28,29,0,29,1,29,180,29,28,29,23,29,114,29,94,29,0,29,0,29,282,29,0.740680713128039,29,2285,3085,0.049890590809628,29,114,2285,0.036952998379254,29,114,3085,0.099290780141844,29,28,282,0.638297872340426,29,180,282,2021/04/03,POINT (-71.57139 43.680429)
NJ,5,65,8,6,64,8,70,76,21439,77,15313,78,2448,77,358,78,176,77,5,76,4,76,1382,77,401,76,389,77,2416,77,2261,78,32,76,15,76,2928,77,0.711646998460749,77,15257,21439,0.160324841181479,77,2448,15269,0.114392698338404,76,2444,21365,0.137706043956044,76,401,2912,0.471994535519126,77,1382,2928,2021/04/03,POINT (-74.655514 40.110253)
NM,14,38,1,16,36,1,2,52,4281,53,3027,53,102,52,22,53,9,52,0,52,1,52,345,53,30,52,24,53,98,52,90,53,4,52,0,52,434,53,0.70707778556412,53,3027,4281,0.034447821681864,52,102,2961,0.024460431654676,52,102,4170,0.072639225181598,52,30,413,0.794930875576037,53,345,434,2021/04/03,POINT (-106.108388 34.421369)
NV,0,1,60,0,1,60,27,61,8668,61,6258,61,329,61,42,61,61,61,2,61,3,61,621,61,64,61,52,61,324,61,261,61,5,61,4,61,848,61,0.721965851407476,61,6258,8668,0.052572706935123,61,329,6258,0.037955699123212,61,329,8668,0.075471698113208,61,64,848,0.732311320754717,61,621,848,2021/04/03,POINT (-114.916992 39.283294)
NY,4,185,13,5,184,13,168,193,52765,202,39420,202,5268,193,554,202,246,193,14,193,19,193,3775,202,1051,193,975,202,5170,193,4622,202,98,193,58,193,5607,202,0.747086136643608,202,39420,52765,0.134648808915244,193,5268,39124,0.101025985233484,193,5268,52145,0.1917183509668,193,1051,5482,0.67326556090601,202,3775,5607,2021/04/03,POINT (-75.59655 42.921241)
OH,11,198,10,17,192,10,19,216,31821,219,22871,219,1594,216,204,219,208,216,5,216,79,216,2747,219,329,216,287,219,1493,216,1168,219,101,216,21,216,4096,219,0.718739197385374,219,22871,31821,0.070195525805883,216,1594,22708,0.050502170262649,216,1594,31563,0.081435643564356,216,329,4040,0.670654296875,219,2747,4096,2021/04/03,POINT (-82.70936 40.415534)
OK,26,111,11,31,106,11,7,146,10644,148,7437,148,320,146,53,148,79,146,0,146,4,146,789,148,76,146,68,148,291,146,235,148,29,146,27,146,1035,148,0.698703494926719,148,7437,10644,0.043962082703668,146,320,7279,0.030689555960487,146,320,10427,0.076845298281092,146,76,989,0.76231884057971,148,789,1035,2021/04/03,POINT (-97.508297 35.583449)
OR,1,60,2,3,58,2,9,61,6857,63,5118,63,234,61,23,63,41,61,1,61,5,61,523,63,50,61,45,63,221,61,165,63,13,61,7,61,791,63,0.746390549803121,63,5118,6857,0.04653937947494,61,234,5028,0.034920161169975,61,234,6701,0.064683053040104,61,50,773,0.661188369152971,63,523,791,2021/04/03,POINT (-120.605279 43.940449)
PA,19,199,6,22,196,6,36,218,32553,224,26465,224,2937,218,352,224,441,218,8,216,29,216,2919,224,566,218,536,224,2881,218,2512,224,56,216,39,216,3701,224,0.812981906429515,224,26465,32553,0.111872928808136,218,2937,26253,0.091299076750909,218,2937,32169,0.15748469671675,218,566,3594,0.788705755201297,224,2919,3701,2021/04/03,POINT (-77.838886 40.896694)
WY,3,26,2,4,25,2,0,29,1733,31,807,31,28,29,3,31,11,29,2,29,1,29,48,31,7,29,6,31,27,29,18,31,1,29,1,29,128,31,0.465666474321985,31,807,1733,0.035487959442332,29,28,789,0.016568047337278,29,28,1690,0.05982905982906,29,7,117,0.375,31,48,128,2021/04/03,POINT (-107.55145 42.999627)
