state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,24,196,6,29,191,6,17,220,30887,226,25549,226,1418,220,95,226,335,220,6,218,32,218,2726,226,253,220,218,226,1377,220,844,226,41,220,23,220,3678,226,0.827176482015087,226,25549,30887,0.055934677133052,220,1418,25351,0.046487230764187,220,1418,30503,0.070848501820218,220,253,3571,0.741163675910821,226,2726,3678,2021/05/30,,0,224,6,223,13,224,4,223,19,222,15,223,15,223,20,224,3,212,2,216,22,217,35,216,19,217,45,216,62,217,74,217,66,216,14,206
PR,0,18,48,0,18,48,12,65,9105,66,5329,66,164,65,16,66,10,65,0,65,7,65,460,66,25,65,23,66,139,65,113,66,25,65,1,65,678,66,0.585282811641955,66,5329,9105,0.031393568147014,65,164,5224,0.018367118378318,65,164,8929,0.038639876352396,65,25,647,0.678466076696165,66,460,678,2021/05/30,,0,66,1,66,5,66,9,66,0,66,0,66,1,66,0,66,0,66,0,65,2,65,1,65,0,65,2,65,2,65,1,65,2,65,0,65
RI,4,9,2,4,9,2,5,14,2598,15,2371,15,87,14,4,15,0,14,0,14,0,14,135,15,5,14,5,15,87,14,48,15,0,14,0,14,173,15,0.912625096227868,15,2371,2598,0.037532355478861,14,87,2318,0.034400948991696,14,87,2529,0.032467532467532,14,5,154,0.780346820809249,15,135,173,2021/05/30,,1,15,1,15,0,15,0,15,1,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,64,2,19,64,2,1,83,10585,85,8197,85,219,83,24,85,31,83,0,83,1,83,792,85,64,83,54,85,216,83,180,85,3,83,1,83,1178,85,0.774397732640529,85,8197,10585,0.02709725315516,83,219,8082,0.021013241220495,83,219,10422,0.056288478452067,83,64,1137,0.6723259762309,85,792,1178,2021/05/30,,0,85,3,85,1,85,2,85,5,85,4,85,5,85,3,85,1,80,0,83,4,83,6,83,0,83,3,83,4,83,4,83,6,83,4,78
SD,0,61,3,0,61,3,0,61,2803,64,1685,64,36,61,4,64,10,61,0,61,1,61,126,64,10,61,5,64,36,61,26,64,0,61,0,61,236,64,0.60114163396361,64,1685,2803,0.021765417170496,61,36,1654,0.013157894736842,61,36,2736,0.044444444444444,61,10,225,0.533898305084746,64,126,236,2021/05/30,,0,64,1,64,1,64,0,64,0,64,1,64,0,64,1,64,0,64,0,61,0,61,1,61,0,61,1,61,5,61,3,61,0,61,0,61
TN,9,94,40,28,75,40,15,103,20461,143,13452,130,469,103,41,103,29,103,0,103,3,103,1740,140,179,103,157,103,464,103,398,103,5,103,4,103,2394,143,0.69122861106829,130,13452,19461,0.037761674718196,103,469,12420,0.026209902760702,103,469,17894,0.078646748681898,103,179,2276,0.737600678253497,140,1740,2359,2021/05/30,,0,103,2,103,5,103,2,103,7,103,5,103,11,103,3,103,6,103,0,103,2,103,3,103,1,103,7,103,4,103,4,103,2,103,6,103
TX,106,484,5,129,461,5,71,595,68698,595,49339,595,2112,595,248,595,406,595,8,595,40,595,5318,595,601,595,534,595,2056,595,1546,595,56,595,34,595,6404,595,0.71820140324318,595,49339,68698,0.042805893917591,595,2112,49339,0.030743253078692,595,2112,68698,0.093847595252967,595,601,6404,0.830418488444722,595,5318,6404,2021/05/30,,3,595,46,595,25,595,37,595,32,595,36,595,33,595,20,594,16,595,6,595,28,595,43,595,41,595,66,595,81,595,75,595,47,595,19,595
UT,1,58,1,4,55,1,1,59,6248,60,3829,60,154,59,21,60,1,59,3,59,0,59,405,60,57,59,55,60,148,59,142,60,6,59,0,59,633,60,0.612836107554417,60,3829,6248,0.040848806366048,59,154,3770,0.024959481361426,59,154,6170,0.092682926829268,59,57,615,0.639810426540284,60,405,633,2021/05/30,,0,60,0,60,6,60,1,60,3,60,4,60,4,60,3,60,0,60,0,59,0,59,0,59,1,59,0,59,0,59,0,59,0,59,0,59
VA,15,80,9,22,73,9,21,101,17945,104,12987,104,485,101,36,104,196,101,0,101,11,101,1320,104,113,101,95,104,475,101,348,104,10,101,6,101,1913,104,0.723711340206186,104,12987,17945,0.037799080352272,101,485,12831,0.027421269859219,101,485,17687,0.060818083961249,101,113,1858,0.690015682174595,104,1320,1913,2021/05/30,,0,104,6,104,5,104,7,104,5,104,6,104,6,104,1,104,0,104,2,101,14,101,16,101,12,101,31,101,40,101,45,101,35,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,76,2,4,2,1,2,0,2,0,2,0,2,8,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.452380952380952,2,76,168,0.052631578947368,2,4,76,0.023809523809524,2,4,168,0.05,2,1,20,0.4,2,8,20,2021/05/30,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
