state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/24,41744,41723,41765,6.01,5.99,6.04,697137,696456,697818,
CW,2021/04/25,41482,41431,41532,6,5.94,6.07,693922,693224,694620,
CW,2021/04/26,42566,42546,42585,6.17,6.14,6.21,692651,691913,693389,
CW,2021/04/27,42385,42372,42398,6.11,6.05,6.16,696862,696128,697597,
CW,2021/04/28,41580,41567,41592,5.96,5.92,6.01,700076,699439,700713,
CW,2021/04/29,40481,40464,40498,5.81,5.76,5.85,699967,699354,700579,
CW,2021/04/30,39682,39650,39715,5.7,5.64,5.76,699083,698407,699759,
CW,2021/05/01,38366,38328,38404,5.54,5.47,5.6,695551,694875,696227,
CW,2021/05/02,38306,38263,38348,5.56,5.5,5.63,691591,691062,692119,
CW,2021/05/03,38934,38896,38972,5.65,5.59,5.7,692244,691838,692649,
CW,2021/05/04,39100,39045,39156,5.63,5.54,5.73,696880,695953,697806,
CW,2021/05/05,38236,38192,38279,5.47,5.41,5.54,701455,700891,702019,
CW,2021/05/06,37207,37157,37257,5.32,5.24,5.4,702380,701633,703128,
CW,2021/05/07,36384,36340,36429,5.24,5.18,5.3,697706,696901,698510,
CW,2021/05/08,34991,34945,35037,5.05,4.99,5.12,695689,694812,696566,
CW,2021/05/09,34447,34392,34502,5,4.91,5.08,692549,691516,693582,
CW,2021/05/10,34732,34685,34779,5.04,4.97,5.11,691832,690864,692799,
CW,2021/05/11,34660,34605,34716,5,4.92,5.08,696357,695391,697324,
CW,2021/05/12,33755,33707,33803,4.86,4.79,4.93,697805,696843,698767,
CW,2021/05/13,32874,32823,32926,4.73,4.67,4.79,697713,696783,698643,
CW,2021/05/14,31783,31733,31833,4.58,4.52,4.64,696470,695485,697455,
CW,2021/05/15,30670,30622,30718,4.44,4.38,4.5,693419,692388,694450,
CW,2021/05/16,30222,30174,30271,4.4,4.35,4.46,689443,688523,690364,
CW,2021/05/17,30419,30373,30466,4.43,4.4,4.47,688926,688219,689634,
CW,2021/05/18,30109,30063,30154,4.36,4.32,4.39,693932,693151,694714,
CW,2021/05/19,29820,29759,29880,4.3,4.23,4.37,696726,695814,697637,
CW,2021/05/20,28616,28552,28680,4.12,4.04,4.2,697838,696946,698731,
