state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/21,510155,509956,510354,73.15,73.08,73.22,697402,697153,697651,
CW,2021/05/22,492376,492200,492551,70.84,70.74,70.94,695066,694740,695393,
CW,2021/05/23,477643,477279,478007,69.1,68.94,69.26,691255,690832,691679,
CW,2021/05/24,483381,482805,483957,70.08,69.8,70.35,689782,689004,690560,
CW,2021/05/25,508973,508594,509353,73.31,73.12,73.5,694283,693703,694864,
CW,2021/05/26,517327,516981,517672,74.33,74.15,74.51,695984,695424,696544,
CW,2021/05/27,515810,515532,516089,74.07,73.93,74.22,696352,695896,696809,
CW,2021/05/28,508510,508211,508808,73.18,73.05,73.31,694869,694542,695196,
CW,2021/05/29,485272,484936,485609,70.17,70.02,70.33,691526,691090,691963,
CW,2021/05/30,468473,468192,468753,68,67.85,68.14,688942,688505,689380,
CW,2021/05/31,463278,462963,463594,67.31,67.19,67.42,688296,688180,688411,
CW,2021/06/01,475468,475317,475620,68.98,68.92,69.05,689266,689104,689428,
CW,2021/06/02,502383,502257,502510,72.34,72.28,72.39,694515,694391,694639,
CW,2021/06/03,510626,510478,510773,73.4,73.29,73.5,695699,695326,696072,
CW,2021/06/04,509953,509661,510244,73.39,73.24,73.54,694888,694430,695346,
CW,2021/06/05,492144,491787,492500,71.06,70.89,71.23,692562,692056,693067,
CW,2021/06/06,477984,477745,478224,69.34,69.23,69.44,689350,689089,689610,
CW,2021/06/07,484988,484932,485045,70.31,70.24,70.37,689805,689556,690054,
CW,2021/06/08,510069,509726,510412,73.47,73.31,73.63,694259,693827,694692,
CW,2021/06/09,518659,518308,519009,74.45,74.32,74.58,696631,696391,696871,
CW,2021/06/10,517669,517403,517935,74.37,74.27,74.47,696054,695832,696277,
CW,2021/06/11,512135,511751,512519,73.58,73.43,73.74,695981,695595,696367,
CW,2021/06/12,492833,492302,493364,70.95,70.71,71.19,694626,693970,695281,
CW,2021/06/13,478198,477708,478689,69.22,69.01,69.43,690826,690274,691377,
CW,2021/06/14,485492,485017,485967,70.34,70.15,70.53,690199,689758,690640,
CW,2021/06/15,509493,508998,509988,73.44,73.22,73.65,693786,693212,694360,
CW,2021/06/16,516604,516099,517108,74.25,74.02,74.49,695715,695066,696364,
CW,2021/06/17,514088,513412,514765,74.09,73.77,74.4,693883,692983,694783,
CW,2021/06/18,509791,507925,511656,73.47,72.6,74.35,693830,691368,696293,
CW,2021/06/19,494009,490253,497764,71.43,69.69,73.18,691571,686760,696382,
CW,2021/06/20,483507,478605,488409,70.06,67.78,72.34,690141,683882,696400,
AK,2021/05/21,954,954,954,66.02,66.02,66.02,1445,1445,1445,POINT (-151.631889 63.631126)
AL,2021/05/21,10436,10436,10436,74.92,74.92,74.92,13929,13929,13929,POINT (-86.844516 32.756889)
AR,2021/05/21,5474,5474,5474,70.27,70.27,70.27,7790,7790,7790,POINT (-92.439162 34.899825)
AZ,2021/05/21,9676,9666,9686,68.82,68.61,69.04,14059,14031,14087,POINT (-111.664616 34.293239)
CA,2021/05/21,44240,44240,44240,75.15,75.15,75.15,58870,58870,58870,POINT (-119.662127 37.211164)
CO,2021/05/21,6608,6608,6608,66.25,66.25,66.25,9975,9975,9975,POINT (-105.547832 38.998552)
CT,2021/05/21,6229,6229,6229,80.1,80.1,80.1,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/21,2227,2227,2227,80.86,80.86,80.86,2754,2754,2754,POINT (-77.016275 38.904785)
DE,2021/05/21,2108,2108,2108,70.93,70.93,70.93,2972,2972,2972,POINT (-75.452394 38.994926)
FL,2021/05/21,41493,41493,41493,78.84,78.84,78.84,52630,52630,52630,POINT (-82.420978 28.260731)
GA,2021/05/21,15259,15210,15308,79.48,78.71,80.25,19199,19144,19254,POINT (-83.426574 32.638481)
HI,2021/05/21,1756,1756,1756,70.81,70.81,70.81,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/05/21,4924,4924,4924,64.1,64.1,64.1,7682,7682,7682,POINT (-93.500061 42.074659)
ID,2021/05/21,1873,1873,1873,57.3,57.3,57.3,3269,3269,3269,POINT (-114.659366 44.389073)
IL,2021/05/21,20477,20477,20477,71.1,71.1,71.1,28799,28799,28799,POINT (-89.148632 40.124144)
IN,2021/05/21,11256,11256,11256,66.61,66.61,66.61,16899,16899,16899,POINT (-86.2818 39.919991)
KS,2021/05/21,4690,4690,4690,58.67,58.67,58.67,7994,7994,7994,POINT (-98.38018 38.484729)
KY,2021/05/21,7436,7436,7436,60.85,60.85,60.85,12221,12221,12221,POINT (-85.290484 37.526683)
LA,2021/05/21,8344,8344,8344,66.53,66.53,66.53,12541,12541,12541,POINT (-91.840238 30.921314)
MA,2021/05/21,13708,13708,13708,81.72,81.72,81.72,16774,16774,16774,POINT (-71.481104 42.151077)
MD,2021/05/21,7958,7958,7958,81.55,81.55,81.55,9758,9758,9758,POINT (-76.687282 38.946466)
ME,2021/05/21,2000,2000,2000,69.81,69.81,69.81,2865,2865,2865,POINT (-69.06137 45.117911)
MI,2021/05/21,16505,16505,16505,79.5,79.5,79.5,20761,20761,20761,POINT (-85.730977 44.874798)
TX,2021/05/21,43787,43787,43787,73.24,73.24,73.24,59783,59783,59783,POINT (-99.317341 31.447238)
AK,2021/05/22,929,929,929,64.51,64.51,64.51,1440,1440,1440,POINT (-151.631889 63.631126)
AL,2021/05/22,9873,9873,9873,71.05,71.05,71.05,13895,13895,13895,POINT (-86.844516 32.756889)
AR,2021/05/22,5262,5262,5262,68.09,68.09,68.09,7728,7728,7728,POINT (-92.439162 34.899825)
AZ,2021/05/22,9503,9492,9514,67.83,67.65,68.01,14010,13985,14035,POINT (-111.664616 34.293239)
CA,2021/05/22,43289,43289,43289,73.83,73.83,73.83,58633,58633,58633,POINT (-119.662127 37.211164)
CO,2021/05/22,6462,6462,6462,64.87,64.87,64.87,9962,9962,9962,POINT (-105.547832 38.998552)
CT,2021/05/22,6024,6024,6024,77.48,77.48,77.48,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/22,2145,2145,2145,78.11,78.11,78.11,2746,2746,2746,POINT (-77.016275 38.904785)
