state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,2,19,1,1,20,1,0,22,1444,22,975,22,131,22,17,22,0,22,0,22,0,22,94,22,26,22,26,22,129,22,129,22,2,22,2,22,126,22,0.675207756232687,22,975,1444,0.134358974358974,22,131,975,0.090720221606648,22,131,1444,0.206349206349206,22,26,126,0.746031746031746,22,94,126,2021/08/12,,0,22,2,22,2,22,1,22,6,22,4,22,2,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,5,22
AL,28,68,19,32,62,21,16,110,15084,114,12068,114,2780,110,398,112,83,110,38,110,18,110,1584,114,756,110,759,112,2725,110,2642,112,55,110,40,110,1595,114,0.800053036329886,114,12068,15084,0.233849259757739,109,2780,11888,0.18745785569791,109,2780,14830,0.48742746615087,109,756,1551,0.993103448275862,114,1584,1595,2021/08/12,,2,112,15,112,54,112,61,112,87,112,77,112,65,112,37,112,0,112,0,110,9,110,9,110,9,110,16,110,14,110,17,110,9,110,0,110,36,110
AR,21,72,2,21,72,2,4,93,8097,95,5804,95,1445,93,165,95,84,93,2,93,9,93,845,95,473,93,468,95,1418,93,1388,95,27,93,18,93,1037,95,0.716808694578239,95,5804,8097,0.249870309527927,93,1445,5783,0.179391682184978,93,1445,8055,0.462818003913894,93,473,1022,0.814850530376085,95,845,1037,2021/08/12,,1,95,11,95,14,95,30,95,26,95,36,95,27,95,18,95,2,95,0,93,7,93,7,93,3,93,12,93,20,93,22,93,13,93,0,93,15,93
AZ,30,69,3,30,69,3,14,99,15534,102,10630,102,1785,99,194,102,121,99,4,99,10,99,1221,102,396,99,387,102,1747,99,1464,102,38,99,21,99,2143,102,0.684305394618257,102,10630,15534,0.170927894283252,99,1785,10443,0.117079889807163,99,1785,15246,0.190659605199807,99,396,2077,0.569762015865609,102,1221,2143,2021/08/12,,1,102,8,102,23,102,33,102,38,102,45,102,25,102,18,102,3,102,1,99,12,99,16,99,14,99,23,99,24,99,14,99,17,99,0,99,12,99
CA,94,249,33,105,237,34,37,368,62026,376,48196,376,7698,368,855,376,285,368,15,368,20,368,5469,376,1686,368,1664,376,7568,368,7236,376,130,368,107,368,7168,376,0.777028987843808,376,48196,62026,0.16161743402406,368,7698,47631,0.125759654969614,368,7698,61212,0.242032730404823,368,1686,6966,0.762974330357143,376,5469,7168,2021/08/12,,6,376,67,376,125,376,132,376,168,376,156,376,95,376,105,376,1,376,1,368,22,368,40,368,23,368,42,368,50,368,50,368,56,368,1,368,56,368
CO,6,68,20,4,70,20,5,92,10861,94,7177,94,631,92,111,94,29,92,2,92,14,92,925,94,217,92,213,94,612,92,545,94,19,92,10,92,1382,94,0.660804714114722,94,7177,10861,0.089048828676263,92,631,7086,0.058675841547331,92,631,10754,0.160859896219422,92,217,1349,0.66931982633864,94,925,1382,2021/08/12,,1,94,6,94,14,94,14,94,27,94,20,94,17,94,12,94,0,94,0,92,8,92,3,92,1,92,4,92,4,92,4,92,5,92,0,92,3,92
CT,0,27,6,0,27,6,1,32,7843,33,5929,33,355,32,46,33,23,32,1,32,0,32,524,33,62,32,60,33,349,32,318,33,6,32,4,32,1052,33,0.755960729312763,33,5929,7843,0.060425531914894,32,355,5875,0.045729743655803,32,355,7763,0.060194174757282,32,62,1030,0.498098859315589,33,524,1052,2021/08/12,,1,33,3,33,8,33,3,33,9,33,4,33,8,33,6,33,4,33,1,32,0,32,2,32,1,32,3,32,13,32,1,32,2,32,0,32,2,32
DC,0,12,2,0,12,2,1,12,3475,14,2623,14,115,13,12,14,31,13,5,13,1,13,267,14,32,12,26,13,97,13,80,14,18,13,13,13,344,14,0.754820143884892,14,2623,3475,0.044956997654418,13,115,2558,0.034277198211624,13,115,3355,0.098765432098765,12,32,324,0.776162790697674,14,267,344,2021/08/12,,0,14,0,14,3,14,0,14,3,14,2,14,3,14,1,14,0,14,0,13,5,13,10,13,3,13,2,13,4,13,6,13,1,13,0,13,4,12
DE,1,8,2,1,8,2,4,10,2794,11,2111,11,163,10,18,11,31,10,3,10,0,10,148,11,20,10,18,11,152,10,128,11,11,10,9,10,187,11,0.755547602004295,11,2111,2794,0.078102539530426,10,163,2087,0.058951175406872,10,163,2765,0.10989010989011,10,20,182,0.79144385026738,11,148,187,2021/08/12,,0,11,3,11,1,11,4,11,5,11,2,11,2,11,1,11,0,11,0,10,2,10,3,10,2,10,3,10,6,10,9,10,6,10,0,10,0,10
FL,44,133,59,45,132,59,143,230,55128,236,47300,236,16832,230,2075,236,260,230,50,230,36,230,6240,236,3550,230,3575,236,16610,230,16322,236,222,230,199,230,6810,236,0.858003192570019,236,47300,55128,0.361473209492108,230,16832,46565,0.310679611650485,230,16832,54178,0.536740247958875,230,3550,6614,0.916299559471366,236,6240,6810,2021/08/12,,6,236,99,236,185,236,269,236,414,236,440,236,331,236,262,236,69,236,3,230,22,230,31,230,26,230,52,230,48,230,39,230,35,230,4,230,239,230
