state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-06,"455,665","453,631","457,699",62.68,61.97,63.38,"708,811","706,156","711,466"
CW,2020-09-07,"452,532","450,774","454,290",62.16,61.64,62.68,"709,896","707,637","712,155"
CW,2020-09-08,"462,295","460,816","463,774",63.37,63.01,63.72,"711,220","709,207","713,233"
CW,2020-09-09,"491,302","489,823","492,781",66.94,66.56,67.31,"715,514","713,437","717,592"
CW,2020-09-10,"501,463","500,062","502,864",68.24,67.90,68.58,"716,624","714,676","718,573"
CW,2020-09-11,"502,264","500,857","503,670",68.22,67.76,68.69,"717,629","715,699","719,559"
CW,2020-09-12,"484,605","483,075","486,134",66.05,65.49,66.61,"715,123","713,030","717,215"
CW,2020-09-13,"469,206","467,264","471,148",64.51,63.78,65.25,"709,154","706,960","711,348"
CW,2020-09-14,"473,708","472,365","475,051",64.82,64.33,65.32,"713,462","711,550","715,374"
CW,2020-09-15,"495,948","494,581","497,315",67.97,67.49,68.46,"712,416","710,656","714,177"
CW,2020-09-16,"502,738","501,485","503,991",68.86,68.39,69.33,"713,005","711,156","714,855"
CW,2020-09-17,"504,709","503,452","505,966",68.89,68.44,69.35,"714,591","712,850","716,332"
CW,2020-09-18,"501,200","500,055","502,346",68.32,67.93,68.71,"715,419","713,832","717,006"
CW,2020-09-19,"483,070","481,623","484,518",66.10,65.53,66.66,"713,395","711,509","715,281"
CW,2020-09-20,"466,399","464,889","467,909",64.03,63.43,64.63,"710,942","708,961","712,923"
CW,2020-09-21,"469,905","468,775","471,036",64.39,63.96,64.81,"711,576","710,093","713,059"
CW,2020-09-22,"496,815","495,733","497,897",67.61,67.19,68.04,"716,590","715,014","718,165"
CW,2020-09-23,"508,720","507,754","509,685",68.98,68.60,69.35,"719,215","717,871","720,559"
CW,2020-09-24,"509,218","508,232","510,203",69.00,68.62,69.38,"719,973","718,719","721,226"
CW,2020-09-25,"506,612","505,578","507,645",68.62,68.21,69.03,"720,248","718,901","721,596"
CW,2020-09-26,"489,241","488,042","490,441",66.52,66.01,67.03,"717,109","715,691","718,526"
CW,2020-09-27,"474,917","473,782","476,052",64.78,64.26,65.29,"715,197","713,648","716,745"
