state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,37,186,6,38,185,6,117,223,34196,229,27605,229,6183,223,594,229,565,223,9,222,34,222,3134,229,1172,223,1137,229,6107,223,5489,229,76,222,40,222,4004,229,0.8072581588489882,229,27605,34196,0.2260033628189195,223,6183,27358,0.18290193758319775,223,6183,33805,0.30159547092125577,223,1172,3886,0.7827172827172827,229,3134,4004,2021-01-05
PR,0,1,68,0,1,68,3,68,9323,69,4615,69,437,68,37,69,41,68,2,68,6,68,402,69,76,68,66,69,400,68,302,69,37,68,7,68,648,69,0.495012335085273,69,4615,9323,0.09745762711864407,68,437,4484,0.04782751450147751,68,437,9137,0.12317666126418152,68,76,617,0.6203703703703703,69,402,648,2021-01-05
RI,5,9,1,5,9,1,21,14,2607,15,2380,15,430,14,34,15,0,14,0,14,0,14,157,15,51,14,54,15,427,14,397,15,3,14,3,14,175,15,0.9129267357115458,15,2380,2607,0.18502581755593803,14,430,2324,0.16922471467926015,14,430,2541,0.3090909090909091,14,51,165,0.8971428571428571,15,157,175,2021-01-05
SC,26,59,2,23,62,2,17,85,11458,87,9480,87,2386,85,298,87,135,85,2,85,3,85,1133,87,461,85,457,87,2367,85,2224,87,19,85,16,85,1342,87,0.8273695234770466,87,9480,11458,0.2553510273972603,85,2386,9344,0.21139363869938868,85,2386,11287,0.35407066052227343,85,461,1302,0.8442622950819673,87,1133,1342,2021-01-05
SD,1,61,3,2,60,3,35,62,2856,65,1729,65,235,62,19,65,11,62,0,62,1,62,167,65,55,62,50,65,231,62,201,65,4,62,1,62,249,65,0.6053921568627451,65,1729,2856,0.1388888888888889,62,235,1692,0.08483754512635379,62,235,2770,0.23109243697478993,62,55,238,0.6706827309236948,65,167,249,2021-01-05
TN,0,4,140,0,4,140,0,4,20430,144,11883,124,3,4,0,4,0,4,0,4,0,4,1669,140,0,4,0,4,2,4,1,4,1,4,0,4,2454,144,0.6303644368998992,124,11883,18851,0.02054794520547945,4,3,146,0.016216216216216217,4,3,185,,4,0,0,0.7078032230703987,140,1669,2358,2021-01-05
TX,144,384,67,172,356,67,232,590,70104,595,53338,595,14543,590,1945,595,669,590,36,590,63,590,7462,595,3527,590,3497,595,14352,590,13829,595,191,590,136,590,8369,595,0.760841036174826,595,53338,70104,0.2759477818678608,590,14543,52702,0.20984358767170727,590,14543,69304,0.43085756169069145,590,3527,8186,0.8916238499223325,595,7462,8369,2021-01-05
UT,1,57,1,3,55,1,3,58,6241,59,3807,59,606,58,94,59,26,58,2,58,0,58,454,59,170,58,165,59,586,58,512,59,20,58,1,58,644,59,0.6099983976926775,59,3807,6241,0.1616,58,606,3750,0.09852056576166476,58,606,6151,0.2715654952076677,58,170,626,0.7049689440993789,59,454,644,2021-01-05
VA,25,74,8,33,66,8,60,104,18321,107,13735,107,2963,104,315,107,294,104,3,104,8,104,1531,107,521,104,495,107,2940,104,2597,107,23,104,16,104,2014,107,0.7496861525025926,107,13735,18321,0.21846199218461992,104,2963,13563,0.16403698167524774,104,2963,18063,0.267866323907455,104,521,1945,0.7601787487586892,107,1531,2014,2021-01-05
VI,0,1,0,0,1,0,0,1,56,1,41,1,0,1,0,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,12,1,0.7321428571428571,1,41,56,0.0,1,0,41,0.0,1,0,56,0.0,1,0,12,0.3333333333333333,1,4,12,2021-01-05
