state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/01,58791,58647,58935,69.23,68.69,69.76,84922,84745,85099,
CW,2021/03/02,60956,60826,61085,71.62,71.14,72.1,85106,84947,85264,
CW,2021/03/03,61248,61139,61358,71.84,71.44,72.25,85255,85121,85389,
CW,2021/03/04,60929,60919,60939,71.7,71.66,71.73,84981,84970,84992,
CW,2021/03/05,60866,60824,60908,71.49,71.27,71.72,85135,85039,85231,
CW,2021/03/06,59490,59434,59547,70.18,69.94,70.42,84768,84680,84857,
CW,2021/03/07,57882,57791,57973,68.61,68.26,68.96,84358,84240,84477,
CW,2021/03/08,57628,57607,57649,68.4,68.34,68.46,84252,84244,84261,
CW,2021/03/09,59770,59694,59846,70.7,70.49,70.92,84538,84529,84548,
CW,2021/03/10,60097,60053,60140,71.07,70.89,71.25,84560,84493,84627,
CW,2021/03/11,60125,60121,60130,71.12,71.1,71.14,84541,84534,84548,
CW,2021/03/12,59680,59668,59692,70.63,70.59,70.68,84492,84477,84507,
CW,2021/03/13,58354,58264,58445,69.32,69.05,69.58,84186,84154,84218,
CW,2021/03/14,56523,56429,56616,67.22,66.94,67.5,84088,84057,84119,
CW,2021/03/15,56515,56424,56606,67.46,67.15,67.77,83778,83695,83860,
CW,2021/03/16,58745,58700,58790,69.92,69.79,70.06,84014,83991,84038,
CW,2021/03/17,59380,59357,59403,70.65,70.57,70.73,84051,84029,84073,
CW,2021/03/18,59224,59210,59239,70.51,70.45,70.56,84000,83984,84016,
CW,2021/03/19,59203,59183,59222,70.37,70.26,70.48,84126,84079,84174,
CW,2021/03/20,57904,57888,57919,69.1,69.03,69.17,83801,83774,83828,
CW,2021/03/21,56133,56114,56153,67.27,67.19,67.35,83444,83416,83472,
CW,2021/03/22,56158,56115,56202,67.24,67.09,67.4,83514,83467,83561,
CW,2021/03/23,58768,58733,58804,70.1,69.99,70.21,83835,83809,83861,
CW,2021/03/24,59389,59321,59456,70.61,70.37,70.85,84106,84033,84178,
CW,2021/03/25,59345,59304,59387,70.63,70.49,70.77,84021,83984,84058,
CW,2021/03/26,59180,59160,59199,70.51,70.43,70.59,83932,83902,83962,
CW,2021/03/27,57758,57719,57798,69.07,68.92,69.23,83618,83566,83671,
CW,2021/03/28,56188,56130,56245,67.36,67.12,67.61,83410,83320,83499,
CW,2021/03/29,56423,56358,56488,67.71,67.44,67.99,83324,83221,83427,
CW,2021/03/30,58589,58456,58723,69.96,69.43,70.49,83746,83563,83928,
CW,2021/03/31,59071,58693,59449,70.2,68.75,71.64,84150,83664,84636,
DC,2021/03/01,274,274,274,86.44,86.44,86.44,317,317,317,POINT (-77.016275 38.904785)
DC,2021/03/02,264,264,264,81.23,81.23,81.23,325,325,325,POINT (-77.016275 38.904785)
DC,2021/03/03,274,274,274,84.57,84.57,84.57,324,324,324,POINT (-77.016275 38.904785)
DC,2021/03/04,275,275,275,85.4,85.4,85.4,322,322,322,POINT (-77.016275 38.904785)
DC,2021/03/05,267,267,267,84.76,84.76,84.76,315,315,315,POINT (-77.016275 38.904785)
DC,2021/03/06,279,279,279,84.04,84.04,84.04,332,332,332,POINT (-77.016275 38.904785)
DC,2021/03/07,257,257,257,78.35,78.35,78.35,328,328,328,POINT (-77.016275 38.904785)
DC,2021/03/08,255,255,255,80.19,80.19,80.19,318,318,318,POINT (-77.016275 38.904785)
DC,2021/03/09,272,272,272,85.27,85.27,85.27,319,319,319,POINT (-77.016275 38.904785)
DC,2021/03/10,279,279,279,85.58,85.58,85.58,326,326,326,POINT (-77.016275 38.904785)
DC,2021/03/11,273,273,273,84.26,84.26,84.26,324,324,324,POINT (-77.016275 38.904785)
DC,2021/03/12,274,274,274,85.62,85.62,85.62,320,320,320,POINT (-77.016275 38.904785)
DC,2021/03/13,273,273,273,85.58,85.58,85.58,319,319,319,POINT (-77.016275 38.904785)
DC,2021/03/14,248,248,248,80,80,80,310,310,310,POINT (-77.016275 38.904785)
DC,2021/03/15,255,255,255,80.95,80.95,80.95,315,315,315,POINT (-77.016275 38.904785)
DC,2021/03/16,260,260,260,81,81,81,321,321,321,POINT (-77.016275 38.904785)
DC,2021/03/17,276,276,276,86.25,86.25,86.25,320,320,320,POINT (-77.016275 38.904785)
DC,2021/03/18,275,275,275,86.21,86.21,86.21,319,319,319,POINT (-77.016275 38.904785)
DC,2021/03/19,273,273,273,86.12,86.12,86.12,317,317,317,POINT (-77.016275 38.904785)
DC,2021/03/20,263,263,263,79.46,79.46,79.46,331,331,331,POINT (-77.016275 38.904785)
DC,2021/03/21,257,257,257,85.95,85.95,85.95,299,299,299,POINT (-77.016275 38.904785)
DC,2021/03/22,246,246,246,78.1,78.1,78.1,315,315,315,POINT (-77.016275 38.904785)
DC,2021/03/23,269,269,269,83.28,83.28,83.28,323,323,323,POINT (-77.016275 38.904785)
DC,2021/03/24,278,278,278,85.02,85.02,85.02,327,327,327,POINT (-77.016275 38.904785)
DC,2021/03/25,278,278,278,87.15,87.15,87.15,319,319,319,POINT (-77.016275 38.904785)
DC,2021/03/26,258,258,258,77.71,77.71,77.71,332,332,332,POINT (-77.016275 38.904785)
DC,2021/03/27,259,259,259,80.43,80.43,80.43,322,322,322,POINT (-77.016275 38.904785)
DC,2021/03/28,244,244,244,78.21,78.21,78.21,312,312,312,POINT (-77.016275 38.904785)
DC,2021/03/29,241,241,241,77.74,77.74,77.74,310,310,310,POINT (-77.016275 38.904785)
DC,2021/03/30,254,254,254,78.64,78.64,78.64,323,323,323,POINT (-77.016275 38.904785)
DC,2021/03/31,252,247,257,80.25,74.6,85.91,314,307,321,POINT (-77.016275 38.904785)
AK,2021/03/01,79,79,79,61.72,61.72,61.72,128,128,128,POINT (-151.631889 63.631126)
AL,2021/03/01,1294,1294,1294,80.93,80.93,80.93,1599,1599,1599,POINT (-86.844516 32.756889)
AR,2021/03/01,708,705,711,70.03,69.03,71.03,1011,1006,1016,POINT (-92.439162 34.899825)
AZ,2021/03/01,1165,1165,1165,54.29,54.29,54.29,2146,2146,2146,POINT (-111.664616 34.293239)
CA,2021/03/01,5376,5370,5382,73.65,73.47,73.84,7299,7299,7299,POINT (-119.662127 37.211164)
CO,2021/03/01,760,760,760,59.94,59.94,59.94,1268,1268,1268,POINT (-105.547832 38.998552)
CT,2021/03/01,584,584,584,55.89,55.89,55.89,1045,1045,1045,POINT (-72.738288 41.575155)
DE,2021/03/01,150,150,150,80.65,80.65,80.65,186,186,186,POINT (-75.452394 38.994926)
FL,2021/03/01,4955,4955,4955,77.42,77.42,77.42,6400,6400,6400,POINT (-82.420978 28.260731)
GA,2021/03/01,2216,2072,2360,80.73,64.36,97.1,2745,2570,2920,POINT (-83.426574 32.638481)
HI,2021/03/01,141,141,141,60.78,60.78,60.78,232,232,232,POINT (-157.854309 21.361013)
IA,2021/03/01,369,369,369,55.41,55.41,55.41,666,666,666,POINT (-93.500061 42.074659)
ID,2021/03/01,178,178,178,58.94,58.94,58.94,302,302,302,POINT (-114.659366 44.389073)
IL,2021/03/01,1933,1933,1933,55.72,55.72,55.72,3469,3469,3469,POINT (-89.148632 40.124144)
IN,2021/03/01,1295,1295,1295,59.51,59.51,59.51,2176,2176,2176,POINT (-86.2818 39.919991)
KS,2021/03/01,550,550,550,66.83,66.83,66.83,823,823,823,POINT (-98.38018 38.484729)
KY,2021/03/01,1069,1069,1069,60.67,60.67,60.67,1762,1762,1762,POINT (-85.290484 37.526683)
LA,2021/03/01,1188,1188,1188,67.27,67.27,67.27,1766,1766,1766,POINT (-91.840238 30.921314)
MA,2021/03/01,1003,1003,1003,70.73,70.73,70.73,1418,1418,1418,POINT (-71.481104 42.151077)
MD,2021/03/01,962,962,962,72.44,72.44,72.44,1328,1328,1328,POINT (-76.687282 38.946466)
ME,2021/03/01,215,215,215,65.55,65.55,65.55,328,328,328,POINT (-69.06137 45.117911)
MI,2021/03/01,1857,1857,1857,70.93,70.93,70.93,2618,2618,2618,POINT (-85.730977 44.874798)
MN,2021/03/01,579,579,579,65.57,65.57,65.57,883,883,883,POINT (-94.198308 46.349153)
MS,2021/03/01,723,723,723,87.53,87.53,87.53,826,826,826,POINT (-89.65344 32.713378)
MT,2021/03/01,112,112,112,51.85,51.85,51.85,216,216,216,POINT (-109.645127 47.033521)
ND,2021/03/01,105,105,105,53.57,53.57,53.57,196,196,196,POINT (-100.46931 47.446305)
NJ,2021/03/01,1294,1294,1294,45.39,45.39,45.39,2851,2851,2851,POINT (-74.655514 40.110253)
NV,2021/03/01,618,618,618,69.52,69.52,69.52,889,889,889,POINT (-114.916992 39.283294)
NY,2021/03/01,3618,3618,3618,65.34,65.34,65.34,5537,5537,5537,POINT (-75.59655 42.921241)
OK,2021/03/01,820,820,820,77.14,77.14,77.14,1063,1063,1063,POINT (-97.508297 35.583449)
PA,2021/03/01,2594,2594,2594,73.51,73.51,73.51,3529,3529,3529,POINT (-77.838886 40.896694)
SC,2021/03/01,944,944,944,72.45,72.45,72.45,1303,1303,1303,POINT (-80.864614 33.878572)
TN,2021/03/01,1711,1711,1711,72.1,72.1,72.1,2373,2373,2373,POINT (-86.343226 35.842998)
UT,2021/03/01,348,348,348,57.43,57.43,57.43,606,606,606,POINT (-111.678222 39.323779)
VA,2021/03/01,1293,1293,1293,66.68,66.68,66.68,1939,1939,1939,POINT (-78.666382 37.510861)
AK,2021/03/02,85,85,85,71.43,71.43,71.43,119,119,119,POINT (-151.631889 63.631126)
AL,2021/03/02,1344,1329,1358,84.34,84.34,84.34,1593,1593,1593,POINT (-86.844516 32.756889)
AR,2021/03/02,745,745,745,73.33,73.33,73.33,1016,1016,1016,POINT (-92.439162 34.899825)
AZ,2021/03/02,1245,1245,1245,57.45,57.45,57.45,2167,2167,2167,POINT (-111.664616 34.293239)
CA,2021/03/02,5493,5490,5496,75.24,75.24,75.24,7301,7301,7301,POINT (-119.662127 37.211164)
CO,2021/03/02,798,798,798,63.13,63.13,63.13,1264,1264,1264,POINT (-105.547832 38.998552)
CT,2021/03/02,599,599,599,57.32,57.32,57.32,1045,1045,1045,POINT (-72.738288 41.575155)
DE,2021/03/02,163,163,163,87.63,87.63,87.63,186,186,186,POINT (-75.452394 38.994926)
FL,2021/03/02,5146,5146,5146,80.11,80.11,80.11,6424,6424,6424,POINT (-82.420978 28.260731)
GA,2021/03/02,2199,2070,2328,80.14,65.49,94.79,2744,2587,2901,POINT (-83.426574 32.638481)
HI,2021/03/02,151,150,152,65.37,65.37,65.37,231,231,231,POINT (-157.854309 21.361013)
IA,2021/03/02,398,398,398,59.58,59.58,59.58,668,668,668,POINT (-93.500061 42.074659)
ID,2021/03/02,167,167,167,55.12,55.12,55.12,303,303,303,POINT (-114.659366 44.389073)
IL,2021/03/02,2090,2090,2091,60.31,60.31,60.31,3466,3466,3466,POINT (-89.148632 40.124144)
IN,2021/03/02,1425,1425,1425,65.49,65.49,65.49,2176,2176,2176,POINT (-86.2818 39.919991)
