state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
AK,1,22,1,1,22,1,0,24,1640,24,1051,24,13,24,1,24,0,24,0,24,0,24,84,24,5,24,5,24,13,24,12,24,0,24,0,24,129,24,0.640853658536585,24,1051,1640,0.012369172216936,24,13,1051,0.007926829268293,24,13,1640,0.038759689922481,24,5,129,0.651162790697674,24,84,129,2021/06/14,,0,24,0,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
AL,29,70,18,28,71,18,2,112,15163,115,11386,115,319,112,23,114,73,112,0,112,5,112,1332,115,73,112,67,114,307,112,175,114,12,112,2,112,1622,115,0.750906812636022,115,11386,15163,0.02806327643221,110,314,11189,0.021100732477656,110,314,14881,0.044993662864385,110,71,1578,0.821208384710234,115,1332,1622,2021/06/14,,0,114,3,114,0,114,4,114,3,114,4,114,6,114,3,114,0,114,1,112,8,112,10,112,8,112,5,112,15,112,15,112,11,112,0,112
AR,21,86,2,23,84,2,2,107,9450,109,6866,109,249,107,51,109,59,107,0,107,14,107,704,109,101,107,87,109,243,107,199,109,6,107,1,107,1012,109,0.726560846560846,109,6866,9450,0.036360981308411,107,249,6848,0.026452778072878,107,249,9413,0.101,107,101,1000,0.695652173913044,109,704,1012,2021/06/14,,1,109,7,109,5,109,2,109,7,109,9,109,7,109,3,109,10,109,0,107,6,107,6,107,6,107,5,107,10,107,15,107,11,107,0,107
AZ,25,92,3,27,90,3,1,117,16956,120,12088,120,484,117,55,120,93,117,5,117,0,117,1145,120,115,117,76,120,479,117,304,120,5,117,4,117,2237,120,0.712903986789337,120,12088,16956,0.040751031405237,117,484,11877,0.029032451562594,117,484,16671,0.052946593001842,117,115,2172,0.51184622261958,120,1145,2237,2021/06/14,,1,120,3,120,5,120,8,120,13,120,12,120,6,120,7,120,0,120,2,117,9,117,9,117,10,117,10,117,21,117,17,117,15,117,0,117
CA,58,312,39,74,295,40,53,401,59483,408,48524,409,1197,400,137,409,344,401,6,399,11,400,4797,408,245,400,229,408,1166,400,948,408,31,400,19,400,6883,408,0.815728863708959,408,48522,59483,0.024989561586639,400,1197,47900,0.020404684383683,400,1197,58663,0.036490914507,400,245,6714,0.696934476245823,408,4797,6883,2021/06/14,,2,408,11,408,22,408,12,408,23,408,29,408,20,407,18,407,0,408,3,400,26,400,40,400,31,400,59,400,64,400,66,399,53,400,2,400
CO,7,79,20,7,79,20,9,104,11660,106,8114,106,429,104,42,106,46,104,2,104,13,104,907,106,135,104,134,106,407,104,343,106,22,104,2,104,1305,106,0.695883361921098,106,8114,11660,0.053411354581673,104,429,8032,0.037133212152688,104,429,11553,0.106132075471698,104,135,1272,0.695019157088123,106,907,1305,2021/06/14,,0,105,5,105,4,105,7,105,6,105,9,106,7,105,4,105,0,106,1,103,9,103,7,103,2,103,5,103,10,104,5,103,7,103,0,104
CT,4,33,1,4,33,1,3,37,8121,38,6546,38,64,37,13,38,31,37,0,37,0,37,515,38,5,37,3,38,61,37,33,38,3,37,0,37,1052,38,0.806058367196158,38,6546,8121,0.009864364981504,37,64,6488,0.007967135565791,37,64,8033,0.004854368932039,37,5,1030,0.489543726235741,38,515,1052,2021/06/14,,0,38,1,38,2,38,2,38,1,38,4,38,3,38,0,38,0,38,0,37,5,37,3,37,1,37,4,37,7,37,2,37,9,37,0,37
DC,0,12,2,0,12,2,0,12,3469,14,2682,14,84,13,7,14,55,13,0,13,16,13,268,14,14,12,9,13,58,13,39,14,26,13,0,13,344,14,0.773133467858172,14,2682,3469,0.032073310423826,13,84,2619,0.025037257824143,13,84,3355,0.043076923076923,12,14,325,0.77906976744186,14,268,344,2021/06/14,,0,14,0,14,0,14,1,14,3,14,1,14,2,14,0,14,0,14,1,13,3,13,14,13,9,13,7,13,5,13,10,13,6,13,0,13
DE,1,13,1,1,13,1,0,14,3294,15,2536,15,31,14,3,15,42,14,0,14,0,14,141,15,6,14,5,15,29,14,19,15,2,14,1,14,181,15,0.769884638737098,15,2536,3294,0.012326043737575,14,31,2515,0.009503372164316,14,31,3262,0.034682080924855,14,6,173,0.779005524861878,15,141,181,2021/06/14,,1,15,0,15,0,15,0,15,1,15,1,15,0,15,0,15,0,15,0,14,1,14,1,14,3,14,3,14,7,14,18,14,9,14,0,14
FL,6,200,57,7,199,57,61,257,57515,263,44612,263,1836,257,236,263,145,257,11,257,8,257,4818,263,427,257,409,263,1813,257,1558,263,23,257,19,257,6399,263,0.77565852386334,263,44612,57515,0.041825181675285,257,1836,43897,0.032472585779979,257,1836,56540,0.068804382855301,257,427,6206,0.752930145335209,263,4818,6399,2021/06/14,,2,263,18,263,28,263,32,263,50,263,48,263,30,263,22,263,6,263,0,257,10,257,8,257,14,257,27,257,35,257,29,257,21,257,1,257
