state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/17,508017,507917,508117,72.39,72.34,72.44,701786,701632,701940,
CW,2021/03/18,507166,507078,507253,72.23,72.19,72.27,702158,702037,702279,
CW,2021/03/19,503108,502836,503380,71.67,71.55,71.8,701943,701587,702299,
CW,2021/03/20,483877,483685,484068,69.34,69.26,69.42,697860,697662,698058,
CW,2021/03/21,469627,469406,469849,67.57,67.47,67.67,694984,694731,695237,
CW,2021/03/22,475842,475764,475921,68.4,68.37,68.43,695648,695581,695716,
CW,2021/03/23,501077,500892,501261,71.56,71.48,71.63,700244,700064,700425,
CW,2021/03/24,509899,509611,510186,72.61,72.48,72.74,702200,701837,702562,
CW,2021/03/25,509638,509498,509778,72.5,72.43,72.57,702968,702762,703175,
CW,2021/03/26,506047,505798,506296,72.13,72.04,72.22,701574,701417,701730,
CW,2021/03/27,487761,487638,487884,69.78,69.72,69.83,699019,698864,699174,
CW,2021/03/28,472843,472670,473016,68.01,67.94,68.08,695239,695076,695402,
CW,2021/03/29,479328,479187,479469,68.92,68.85,68.98,695521,695361,695680,
CW,2021/03/30,501290,500928,501651,71.6,71.44,71.75,700164,699767,700562,
CW,2021/03/31,508900,508667,509134,72.5,72.41,72.59,701907,701742,702072,
CW,2021/04/01,506557,506272,506842,72.23,72.11,72.36,701286,700968,701603,
CW,2021/04/02,497390,497097,497683,71.16,71.03,71.29,698990,698651,699329,
CW,2021/04/03,474178,473918,474437,68.15,67.96,68.34,695787,695092,696482,
CW,2021/04/04,459884,459747,460021,66.43,66.32,66.53,692304,691896,692711,
CW,2021/04/05,467467,467264,467670,67.43,67.34,67.52,693248,693000,693496,
CW,2021/04/06,497511,497242,497780,71.22,71.1,71.35,698610,698263,698956,
CW,2021/04/07,511317,511029,511605,73,72.89,73.11,700522,700260,700785,
CW,2021/04/08,512852,512624,513079,73.27,73.18,73.36,700012,699776,700248,
CW,2021/04/09,509463,509218,509708,72.84,72.72,72.95,699541,699169,699913,
CW,2021/04/10,492482,492260,492704,70.56,70.47,70.65,698051,697770,698332,
CW,2021/04/11,480778,480187,481369,69.25,68.99,69.51,694326,693633,695018,
CW,2021/04/12,487100,486811,487389,70.16,70.04,70.28,694332,693987,694678,
CW,2021/04/13,512135,511636,512633,73.35,73.13,73.57,698341,697724,698958,
CW,2021/04/14,521126,520148,522104,74.42,73.98,74.85,700364,699167,701562,
CW,2021/04/15,520320,518965,521675,74.29,73.7,74.89,700490,698889,702090,
CW,2021/04/16,516162,513347,518977,73.93,72.65,75.21,698288,694737,701839,
AL,2021/03/17,10222,10222,10222,73.51,73.51,73.51,13906,13906,13906,POINT (-86.844516 32.756889)
AZ,2021/03/17,9638,9638,9638,68.22,68.22,68.22,14128,14128,14128,POINT (-111.664616 34.293239)
CA,2021/03/17,44530,44530,44530,74.92,74.92,74.92,59435,59435,59435,POINT (-119.662127 37.211164)
CT,2021/03/17,6141,6141,6141,78.9,78.9,78.9,7783,7783,7783,POINT (-72.738288 41.575155)
DC,2021/03/17,2183,2183,2183,79.7,79.7,79.7,2739,2739,2739,POINT (-77.016275 38.904785)
GA,2021/03/17,15095,15092,15098,78.34,78.24,78.44,19269,19259,19279,POINT (-83.426574 32.638481)
ID,2021/03/17,1917,1917,1917,59.48,59.48,59.48,3223,3223,3223,POINT (-114.659366 44.389073)
IN,2021/03/17,10703,10703,10703,63.45,63.45,63.45,16869,16869,16869,POINT (-86.2818 39.919991)
KS,2021/03/17,4310,4310,4310,55.21,55.21,55.21,7807,7807,7807,POINT (-98.38018 38.484729)
LA,2021/03/17,8671,8671,8671,69.26,69.26,69.26,12520,12520,12520,POINT (-91.840238 30.921314)
MD,2021/03/17,8061,8061,8061,81.54,81.54,81.54,9886,9886,9886,POINT (-76.687282 38.946466)
MI,2021/03/17,16239,16239,16239,77.19,77.19,77.19,21039,21039,21039,POINT (-85.730977 44.874798)
AL,2021/03/18,10147,10147,10147,72.92,72.92,72.92,13916,13916,13916,POINT (-86.844516 32.756889)
AZ,2021/03/18,9564,9562,9566,67.62,67.51,67.74,14143,14133,14153,POINT (-111.664616 34.293239)
CA,2021/03/18,44841,44841,44841,75.39,75.39,75.39,59476,59476,59476,POINT (-119.662127 37.211164)
CT,2021/03/18,6163,6163,6163,79.29,79.29,79.29,7773,7773,7773,POINT (-72.738288 41.575155)
DC,2021/03/18,2167,2167,2167,79.03,79.03,79.03,2742,2742,2742,POINT (-77.016275 38.904785)
GA,2021/03/18,14990,14966,15013,77.7,77.3,78.09,19292,19261,19323,POINT (-83.426574 32.638481)
ID,2021/03/18,1891,1891,1891,58.44,58.44,58.44,3236,3236,3236,POINT (-114.659366 44.389073)
IN,2021/03/18,10702,10699,10705,63.45,63.45,63.45,16868,16868,16868,POINT (-86.2818 39.919991)
KS,2021/03/18,4247,4244,4250,54.43,54.43,54.43,7802,7802,7802,POINT (-98.38018 38.484729)
LA,2021/03/18,8614,8614,8614,69.07,69.07,69.07,12472,12472,12472,POINT (-91.840238 30.921314)
MD,2021/03/18,8084,8084,8084,81.72,81.72,81.72,9892,9892,9892,POINT (-76.687282 38.946466)
MI,2021/03/18,15906,15906,15906,75.87,75.87,75.87,20965,20965,20965,POINT (-85.730977 44.874798)
AL,2021/03/19,9875,9875,9875,71.05,71.05,71.05,13898,13898,13898,POINT (-86.844516 32.756889)
