state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-22,"487,141","486,888","487,394",69.45,69.32,69.57,"701,457","701,081","701,833"
CW,2021-02-23,"512,726","512,482","512,969",72.63,72.51,72.74,"705,948","705,607","706,289"
CW,2021-02-24,"521,407","520,506","522,307",73.73,73.34,74.13,"707,143","706,058","708,228"
CW,2021-02-25,"521,127","520,447","521,808",73.77,73.48,74.07,"706,361","705,552","707,170"
CW,2021-02-26,"515,164","514,397","515,932",73.01,72.66,73.36,"705,567","704,573","706,562"
CW,2021-02-27,"496,650","495,800","497,499",70.65,70.26,71.03,"703,001","701,931","704,071"
CW,2021-02-28,"481,599","480,689","482,508",68.84,68.43,69.25,"699,566","698,452","700,681"
CW,2021-03-01,"486,029","485,178","486,881",69.45,69.06,69.83,"699,839","698,799","700,879"
CW,2021-03-02,"507,399","506,632","508,165",72.18,71.84,72.52,"702,963","702,058","703,868"
CW,2021-03-03,"513,805","513,186","514,423",72.85,72.58,73.13,"705,248","704,510","705,985"
CW,2021-03-04,"512,804","512,731","512,877",72.70,72.66,72.73,"705,389","705,270","705,507"
CW,2021-03-05,"507,514","507,305","507,723",72.08,71.98,72.18,"704,054","703,758","704,349"
CW,2021-03-06,"488,220","487,911","488,529",69.70,69.58,69.83,"700,400","700,118","700,681"
CW,2021-03-07,"474,067","473,886","474,249",67.96,67.87,68.05,"697,574","697,313","697,834"
CW,2021-03-08,"479,152","479,015","479,290",68.64,68.58,68.69,"698,080","697,949","698,212"
CW,2021-03-09,"502,568","502,257","502,879",71.59,71.48,71.70,"701,998","701,896","702,100"
CW,2021-03-10,"510,919","510,699","511,139",72.55,72.44,72.66,"704,210","703,893","704,528"
CW,2021-03-11,"510,279","510,142","510,416",72.53,72.47,72.59,"703,515","703,329","703,701"
CW,2021-03-12,"506,795","506,703","506,887",72.12,72.08,72.16,"702,694","702,550","702,837"
CW,2021-03-13,"488,257","487,776","488,738",69.77,69.57,69.98,"699,748","699,259","700,238"
CW,2021-03-14,"471,253","470,769","471,737",67.70,67.52,67.88,"696,044","695,790","696,299"
CW,2021-03-15,"475,665","475,293","476,037",68.29,68.15,68.44,"696,502","696,227","696,777"
CW,2021-03-16,"499,370","499,264","499,477",71.24,71.20,71.29,"700,915","700,784","701,046"
CW,2021-03-17,"508,656","508,478","508,835",72.41,72.33,72.48,"702,500","702,280","702,720"
CW,2021-03-18,"507,751","507,654","507,847",72.23,72.19,72.27,"702,937","702,812","703,061"
CW,2021-03-19,"503,674","503,356","503,991",71.67,71.53,71.82,"702,720","702,313","703,128"
CW,2021-03-20,"484,408","484,187","484,630",69.33,69.24,69.42,"698,696","698,453","698,938"
CW,2021-03-21,"470,270","469,849","470,692",67.58,67.40,67.77,"695,828","695,331","696,324"
CW,2021-03-22,"476,419","476,230","476,608",68.41,68.32,68.49,"696,447","696,197","696,697"
CW,2021-03-23,"500,930","500,174","501,685",71.54,71.21,71.87,"700,198","699,348","701,048"
CW,2021-03-24,"508,901","506,414","511,388",72.61,71.47,73.76,"700,828","697,586","704,070"
AL,2021-02-22,"9,835","9,835","9,835",70.80,70.80,70.80,"13,892","13,892","13,892"
AZ,2021-02-22,"9,266","9,259","9,273",66.25,66.25,66.25,"13,986","13,986","13,986"
CA,2021-02-22,"43,006","43,006","43,006",72.46,72.46,72.46,"59,349","59,349","59,349"
CT,2021-02-22,"5,720","5,720","5,720",73.66,73.66,73.66,"7,765","7,765","7,765"
DC,2021-02-22,"2,307","2,307","2,307",78.31,78.31,78.31,"2,946","2,946","2,946"
GA,2021-02-22,"14,795","14,795","14,795",76.57,76.57,76.57,"19,321","19,321","19,321"
ID,2021-02-22,"1,688","1,688","1,688",53.27,53.27,53.27,"3,169","3,169","3,169"
IN,2021-02-22,"9,643","9,637","9,649",58.24,58.24,58.24,"16,556","16,556","16,556"
KS,2021-02-22,"4,315","4,312","4,318",54.38,54.38,54.38,"7,935","7,935","7,935"
LA,2021-02-22,"8,316","8,310","8,322",67.29,67.29,67.29,"12,359","12,359","12,359"
MD,2021-02-22,"7,699","7,547","7,851",77.94,73.19,82.69,"9,878","9,697","10,059"
MI,2021-02-22,"14,566","14,566","14,566",70.09,70.09,70.09,"20,782","20,782","20,782"
AL,2021-02-23,"10,440","10,438","10,442",75.29,75.29,75.29,"13,866","13,866","13,866"
AZ,2021-02-23,"9,935","9,935","9,935",69.74,69.74,69.74,"14,245","14,245","14,245"
CA,2021-02-23,"44,984","44,975","44,993",75.00,74.96,75.05,"59,975","59,966","59,984"
CT,2021-02-23,"6,110","6,110","6,110",78.67,78.67,78.67,"7,767","7,767","7,767"
DC,2021-02-23,"2,409","2,409","2,409",81.22,81.22,81.22,"2,966","2,966","2,966"
GA,2021-02-23,"15,176","15,118","15,235",78.30,77.16,79.44,"19,382","19,282","19,482"
ID,2021-02-23,"1,799","1,799","1,799",56.68,56.68,56.68,"3,174","3,174","3,174"
IN,2021-02-23,"10,390","10,388","10,391",62.55,62.55,62.55,"16,611","16,611","16,611"
KS,2021-02-23,"4,620","4,619","4,621",58.17,58.17,58.17,"7,942","7,942","7,942"
LA,2021-02-23,"8,678","8,667","8,688",69.88,69.88,69.88,"12,418","12,418","12,418"
MD,2021-02-23,"7,965","7,818","8,112",80.50,75.91,85.10,"9,894","9,719","10,069"
MI,2021-02-23,"15,507","15,502","15,512",73.91,73.80,74.02,"20,981","20,969","20,993"
AL,2021-02-24,"10,702","10,702","10,702",77.22,77.22,77.22,"13,860","13,860","13,860"
AZ,2021-02-24,"10,179","10,172","10,186",70.99,70.84,71.14,"14,339","14,331","14,347"
CA,2021-02-24,"45,818","45,818","45,819",75.96,75.96,75.96,"60,322","60,322","60,322"
CT,2021-02-24,"6,225","6,225","6,225",79.97,79.97,79.97,"7,784","7,784","7,784"
DC,2021-02-24,"2,462","2,462","2,462",82.48,82.48,82.48,"2,985","2,985","2,985"
GA,2021-02-24,"15,376","15,361","15,391",79.23,78.87,79.59,"19,407","19,373","19,441"
ID,2021-02-24,"1,903","1,903","1,903",59.25,59.25,59.25,"3,212","3,212","3,212"
IN,2021-02-24,"10,769","10,769","10,769",64.64,64.64,64.64,"16,660","16,660","16,660"
KS,2021-02-24,"4,620","4,620","4,620",58.93,58.93,58.93,"7,840","7,840","7,840"
LA,2021-02-24,"8,827","8,815","8,839",70.77,70.38,71.17,"12,472","12,448","12,496"
MD,2021-02-24,"8,197","8,053","8,341",81.23,76.82,85.64,"10,091","9,919","10,263"
MI,2021-02-24,"15,724","15,723","15,725",74.87,74.87,74.87,"21,002","21,002","21,002"
AL,2021-02-25,"10,614","10,614","10,614",76.50,76.50,76.50,"13,874","13,874","13,874"
AZ,2021-02-25,"9,970","9,970","9,970",70.07,70.07,70.07,"14,228","14,228","14,228"
