state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/16,473032,472686,473378,68.64,68.47,68.8,689184,688646,689722,
CW,2021/05/17,479818,479641,479996,69.64,69.59,69.68,689022,688801,689243,
CW,2021/05/18,504122,503955,504288,72.64,72.59,72.68,694016,693794,694237,
CW,2021/05/19,515453,515143,515763,73.97,73.85,74.09,696847,696507,697187,
CW,2021/05/20,515639,515494,515783,73.93,73.85,74,697499,697164,697834,
CW,2021/05/21,510220,509998,510441,73.11,72.96,73.25,697922,697363,698481,
CW,2021/05/22,492403,492216,492589,70.84,70.74,70.94,695096,694753,695439,
CW,2021/05/23,477632,477235,478030,69.1,68.92,69.27,691255,690796,691715,
CW,2021/05/24,483378,482748,484008,70.08,69.78,70.38,689782,688926,690637,
CW,2021/05/25,508973,508584,509363,73.31,73.11,73.5,694283,693693,694873,
CW,2021/05/26,517327,516975,517678,74.33,74.15,74.51,695984,695415,696553,
CW,2021/05/27,515815,515511,516119,74.07,73.91,74.23,696358,695858,696859,
CW,2021/05/28,508513,508190,508836,73.18,73.04,73.32,694875,694522,695228,
CW,2021/05/29,485282,484913,485652,70.17,70.01,70.34,691532,691081,691984,
CW,2021/05/30,468480,468169,468790,68,67.84,68.16,688948,688471,689426,
CW,2021/05/31,463279,462934,463624,67.31,67.18,67.43,688302,688170,688433,
CW,2021/06/01,475461,475295,475626,68.98,68.91,69.05,689277,689100,689454,
CW,2021/06/02,502383,502244,502523,72.34,72.28,72.39,694514,694379,694649,
CW,2021/06/03,510636,510473,510799,73.4,73.29,73.52,695689,695277,696101,
CW,2021/06/04,510048,509641,510455,73.38,73.18,73.58,695077,694478,695676,
CW,2021/06/05,492142,491748,492536,71.06,70.87,71.25,692554,691997,693111,
CW,2021/06/06,477951,477684,478219,69.33,69.22,69.45,689342,689056,689627,
CW,2021/06/07,484989,484927,485050,70.31,70.24,70.38,689797,689526,690069,
CW,2021/06/08,510020,509548,510492,73.46,73.25,73.68,694251,693642,694860,
CW,2021/06/09,518611,518176,519045,74.45,74.27,74.62,696624,696213,697034,
CW,2021/06/10,517670,517300,518041,74.37,74.21,74.54,696048,695593,696502,
CW,2021/06/11,512178,511613,512742,73.59,73.32,73.86,695975,695201,696749,
CW,2021/06/12,493006,492277,493734,70.98,70.62,71.33,694608,693578,695639,
CW,2021/06/13,478446,477707,479185,69.26,68.9,69.61,690823,689793,691853,
CW,2021/06/14,485146,484133,486159,70.31,69.83,70.79,690000,688657,691343,
CW,2021/06/15,506352,503586,509118,73.27,72,74.54,691083,687600,694566,
AK,2021/05/16,966,966,966,66.35,66.35,66.35,1456,1456,1456,POINT (-151.631889 63.631126)
AL,2021/05/16,9681,9681,9681,69.72,69.72,69.72,13886,13886,13886,POINT (-86.844516 32.756889)
AR,2021/05/16,4975,4975,4975,65.85,65.85,65.85,7555,7555,7555,POINT (-92.439162 34.899825)
CA,2021/05/16,41935,41621,42249,72.01,70.1,73.92,58235,57744,58726,POINT (-119.662127 37.211164)
CO,2021/05/16,6120,6120,6120,61.46,61.46,61.46,9958,9958,9958,POINT (-105.547832 38.998552)
CT,2021/05/16,5919,5919,5919,76.11,76.11,76.11,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/16,2080,2080,2080,76.02,76.02,76.02,2736,2736,2736,POINT (-77.016275 38.904785)
DE,2021/05/16,1899,1899,1899,69.82,69.82,69.82,2720,2720,2720,POINT (-75.452394 38.994926)
FL,2021/05/16,39357,39357,39357,75.27,75.27,75.27,52288,52288,52288,POINT (-82.420978 28.260731)
GA,2021/05/16,14063,14063,14063,71.82,71.82,71.82,19582,19582,19582,POINT (-83.426574 32.638481)
HI,2021/05/16,1698,1698,1698,68.39,68.39,68.39,2483,2483,2483,POINT (-157.854309 21.361013)
IA,2021/05/16,4467,4462,4472,58.3,58.3,58.3,7662,7662,7662,POINT (-93.500061 42.074659)
ID,2021/05/16,1754,1754,1754,53.59,53.59,53.59,3273,3273,3273,POINT (-114.659366 44.389073)
IL,2021/05/16,18351,18351,18351,64.16,64.16,64.16,28602,28602,28602,POINT (-89.148632 40.124144)
IN,2021/05/16,10120,10120,10120,60.3,60.3,60.3,16784,16784,16784,POINT (-86.2818 39.919991)
