state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,2,48,12,5,49,8,8,60,6579,62,5097,62,194,60,15,62,49,60,2,60,12,60,522,62,33,60,19,62,175,60,126,62,19,60,4,60,682,62,0.774737802097583,62,5097,6579,0.038753495805034,60,194,5006,0.030203954538378,60,194,6423,0.050228310502283,60,33,657,0.765395894428152,62,522,682,2022/04/09,,0,61,1,58,2,58,1,58,2,58,1,57,5,58,2,58,1,62,0,60,3,56,4,56,3,56,5,56,12,56,11,56,11,56,0,60,4,44,741,141,1033,72,0,109,0,60,1,60,0,39,0,39,5,0,39,60
PA,8,97,117,38,178,6,12,216,31369,222,25739,222,629,216,54,222,339,216,2,216,26,216,2629,222,71,216,56,222,582,216,381,222,47,216,11,216,3572,222,0.82052344671491,222,25739,31369,0.024672471954185,216,629,25494,0.020285741929242,216,629,31007,0.020484708597807,216,71,3466,0.736002239641657,222,2629,3572,2022/04/09,,1,220,2,212,3,211,4,211,9,212,14,212,5,210,16,210,0,220,2,211,19,206,13,204,31,204,45,207,77,205,78,204,65,204,9,215,7,191,5530,17,3954,28,0,10,19,216,25,216,0,61,0,61,147,1,61,216
PR,0,8,58,9,45,12,0,64,9021,66,5738,66,94,65,7,66,10,64,9,65,2,64,456,66,6,65,5,66,67,65,54,66,27,65,22,65,655,66,0.636071388981266,66,5738,9021,0.016782717371898,65,94,5601,0.010646732359271,65,94,8829,0.009584664536741,65,6,626,0.69618320610687,66,456,655,2022/04/09,,0,66,1,66,1,66,0,66,0,66,1,66,1,66,2,66,1,66,0,64,2,64,1,64,0,64,1,64,1,64,2,64,3,64,0,64,0,7,531,0,116,0,0,0,2,65,11,65,0,5,0,5,49,0,5,65
RI,1,1,12,4,7,3,1,13,2020,14,1690,14,52,13,8,14,3,13,0,13,0,13,100,14,3,13,2,14,50,13,44,14,2,13,0,13,129,14,0.836633663366337,14,1690,2020,0.030769230769231,13,52,1690,0.025742574257426,13,52,2020,0.023255813953488,13,3,129,0.775193798449612,14,100,129,2022/04/09,,0,14,0,14,1,14,0,14,0,14,3,14,2,14,2,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,13,0,13,0,2,7,0,0,0,0,0,0,13,1,13,0,2,0,2,8,0,2,13
SC,21,58,5,24,55,5,6,82,11502,84,8558,84,85,82,14,84,13,82,0,81,0,81,882,84,18,82,13,84,83,82,65,84,2,82,1,82,1296,84,0.744044513997566,84,8558,11502,0.010056791292002,82,85,8452,0.007504193519908,82,85,11327,0.014342629482072,82,18,1255,0.680555555555556,84,882,1296,2022/04/09,,0,81,0,76,2,77,0,76,1,76,2,76,3,76,6,77,0,79,0,81,0,74,0,74,1,74,3,74,2,74,2,73,4,73,1,77,1,57,2019,1712,2467,0,0,0,3,82,5,82,0,50,0,50,34,2,50,82
SD,0,55,10,4,51,10,3,62,2427,65,1488,65,43,62,5,65,4,62,0,62,1,62,136,65,5,62,1,65,42,62,22,65,1,62,0,62,239,65,0.61310259579728,65,1488,2427,0.029634734665748,62,43,1451,0.018212621770436,62,43,2361,0.021739130434783,62,5,230,0.569037656903766,65,136,239,2022/04/09,,0,65,1,46,1,46,0,46,0,46,1,46,0,46,2,46,0,65,0,62,1,43,0,43,2,43,1,43,0,43,0,43,0,42,0,62,0,8,484,2,1135,30,0,74,1,62,0,62,0,6,0,6,4,0,6,62
TN,3,53,77,23,42,68,13,130,18721,133,13641,133,200,130,20,133,20,130,2,130,0,130,1459,133,30,130,30,133,180,130,148,133,20,130,19,130,2076,133,0.728646973986432,133,13641,18721,0.014945449110746,130,200,13382,0.010868974512255,130,200,18401,0.015045135406219,130,30,1994,0.702793834296724,133,1459,2076,2022/04/09,,0,133,0,132,0,132,1,131,2,131,7,131,2,131,3,131,5,133,0,130,1,129,1,129,3,128,2,128,7,128,5,128,0,128,1,130,2,57,78,23,317,0,0,0,1,130,4,130,0,57,0,57,41,2,57,130
TX,6,103,418,10,99,418,86,522,61333,527,46438,527,1168,522,98,527,311,522,9,522,75,522,5236,527,213,522,166,527,1053,522,695,527,115,522,42,522,6344,527,0.757145419268583,527,46438,61333,0.025502183406114,522,1168,45800,0.019276154011189,522,1168,60593,0.034382566585956,522,213,6195,0.825346784363178,527,5236,6344,2022/04/09,,1,525,4,519,9,519,18,518,16,519,23,518,13,519,14,519,4,527,5,520,23,514,28,515,30,515,38,514,64,514,50,514,56,515,17,522,8,497,1001,660,754,0,0,0,28,522,52,522,0,106,0,106,207,1,106,522
UT,0,48,9,2,46,9,0,56,5700,57,4211,57,62,56,6,57,1,56,1,56,1,56,332,57,8,56,8,57,53,56,49,57,9,56,0,56,440,57,0.738771929824561,57,4211,5700,0.014878809695224,56,62,4167,0.011016346837242,56,62,5628,0.018604651162791,56,8,430,0.754545454545454,57,332,440,2022/04/09,,0,57,0,55,2,55,0,55,2,55,0,55,1,55,1,55,0,57,0,56,0,54,0,54,0,54,0,54,0,54,1,54,0,54,0,56,0,44,383,30,1096,0,0,0,0,56,4,56,0,44,0,44,42,0,44,56
VA,10,72,23,17,68,20,27,102,17564,105,12622,105,259,102,27,105,117,102,1,102,8,102,1242,105,40,102,30,105,247,102,165,105,12,102,6,102,1890,105,0.718629013892052,105,12622,17564,0.020789853909135,102,259,12458,0.014924513080558,102,259,17354,0.021668472372698,102,40,1846,0.657142857142857,105,1242,1890,2022/04/09,,0,103,4,100,5,101,2,99,5,100,4,99,1,99,5,99,1,105,1,100,7,96,13,96,9,96,12,96,16,98,26,96,33,97,0,102,3,69,1320,1561,1615,96,0,133,1,102,10,102,0,69,0,69,37,1,69,102
