state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,8,210,34457,212,26757,220,1404,214,2986,202,286,195,264,194,1365,205,981,202,26,205,14,196,3628,190,0.7548828975244508,212,26011,34457,0.05295715147857574,214,1404,26512,0.04014898234500557,206,1369,34098,0.07954545454545454,178,280,3520,0.7950344827586207,187,2882,3625,2020-10-14
PR,0,68,9722,69,5616,69,353,68,473,69,54,67,48,68,305,67,193,68,48,67,15,67,665,69,0.5776589179181238,69,5616,9722,0.06431043905993805,68,353,5489,0.037009855315579786,68,353,9538,0.08517350157728706,67,54,634,0.7112781954887218,69,473,665,2020-10-14
RI,4,14,2212,15,1863,15,117,14,134,15,13,14,13,15,116,14,116,15,1,14,1,14,168,15,0.8422242314647378,15,1863,2212,0.06410958904109589,14,117,1825,0.05500705218617771,14,117,2127,0.08496732026143791,14,13,153,0.7976190476190477,15,134,168,2020-10-14
SC,1,78,10146,84,7955,84,724,82,972,83,192,80,169,82,723,80,596,82,1,80,0,80,1354,82,0.7840528287009659,84,7955,10146,0.0922645597043456,82,724,7847,0.07252328959230692,82,724,9983,0.1452599388379205,79,190,1308,0.7149187592319055,82,968,1354,2020-10-14
SD,1,59,2216,61,1563,64,300,61,146,60,64,55,67,57,293,58,289,60,2,58,2,57,169,60,0.6010830324909747,61,1332,2216,0.1988071570576541,61,300,1509,0.10912511759172154,58,232,2126,0.2838709677419355,54,44,155,0.6982248520710059,59,118,169,2020-10-14
TN,20,116,18362,126,13055,126,1272,119,1671,128,350,113,331,113,1265,116,1124,115,7,116,2,115,2168,130,0.7324948059969678,123,13045,17809,0.09934894732391984,111,1175,11827,0.07484076433121019,108,1175,15700,0.17994858611825193,112,350,1945,0.7915679772619612,127,1671,2111,2020-10-14
TX,109,566,69785,582,50468,586,4976,582,5579,562,1385,557,1273,562,4904,572,4223,573,72,572,46,568,7350,552,0.7253436080280637,581,50452,69556,0.09926211874459658,580,4937,49737,0.07221511999535127,576,4971,68836,0.19196742030613678,542,1367,7121,0.7561307901907357,550,5550,7340,2020-10-14
UT,3,56,5846,57,3534,59,306,58,384,48,97,46,92,47,297,54,289,54,9,54,9,53,556,46,0.5945945945945946,57,3476,5846,0.08793103448275862,58,306,3480,0.05308964316797215,56,305,5745,0.17286245353159851,43,93,538,0.658273381294964,45,366,556,2020-10-14
VA,19,102,18143,102,11846,102,961,103,1341,102,224,100,177,103,951,101,622,102,10,101,6,99,1934,102,0.6529239927244668,102,11846,18143,0.08159229644914452,98,949,11631,0.053395600067518145,98,949,17773,0.11991434689507495,99,224,1868,0.6933815925542917,102,1341,1934,2020-10-14
VI,0,2,188,2,94,2,4,2,10,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.5,2,94,188,0.0425531914893617,2,4,94,0.02127659574468085,2,4,188,0.05,2,1,20,0.5,2,10,20,2020-10-14
VT,0,16,1301,17,879,17,3,16,76,17,0,16,0,17,3,16,0,17,0,16,0,16,110,17,0.6756341275941583,17,879,1301,0.0035419126328217238,16,3,847,0.002390438247011952,16,3,1255,0.0,16,0,102,0.6909090909090909,17,76,110,2020-10-14
WA,14,98,11642,93,9471,102,388,101,933,88,76,90,68,90,382,97,284,97,5,97,1,95,1048,76,0.6537536505755025,93,7611,11642,0.04141317109616821,100,388,9369,0.02691673178779196,91,310,11517,0.057729941291585124,72,59,1022,0.6708015267175572,73,703,1048,2020-10-14
WI,12,140,13169,143,8387,142,1405,140,1033,138,295,136,291,139,1392,140,1167,141,13,140,6,138,1620,136,0.6368744779406181,142,8387,13169,0.17261758187638512,139,1402,8122,0.10973133395813808,140,1405,12804,0.19193233571893298,131,295,1537,0.6412166356300435,134,1033,1611,2020-10-14
AK,0,23,1615,23,964,23,73,23,101,20,20,20,13,20,71,22,44,22,2,22,1,22,141,19,0.5969040247678019,23,964,1615,0.07572614107883817,23,73,964,0.04520123839009288,23,73,1615,0.14184397163120568,19,20,141,0.7163120567375887,19,101,141,2020-10-14
AL,20,113,14364,111,11460,111,1039,113,1188,111,310,113,286,115,1012,113,839,115,27,113,20,113,1448,111,0.797827903091061,111,11460,14364,0.08486076841734226,108,963,11348,0.06785991121133113,108,963,14191,0.20141843971631207,108,284,1410,0.8204419889502762,111,1188,1448,2020-10-14
AR,7,101,9264,102,6394,103,686,102,748,99,203,94,200,95,662,101,548,102,13,101,6,100,1009,92,0.6872703695699157,101,6360,9254,0.10853950518754989,101,680,6265,0.07515726740977817,100,681,9061,0.19979188345473464,86,192,961,0.7145688800792864,90,721,1009,2020-10-14
AZ,17,97,15030,105,10759,109,916,106,1076,98,178,94,163,95,795,101,497,103,121,101,114,100,1900,99,0.6995342648037259,105,10514,15030,0.0867670739793502,106,916,10557,0.052392571506032264,102,773,14754,0.0978021978021978,91,178,1820,0.5663157894736842,98,1076,1900,2020-10-14
CA,16,380,64082,405,45823,405,3084,396,5016,395,726,387,628,394,3046,393,2221,399,37,393,22,391,7343,394,0.7150681938765956,405,45823,64082,0.0684177832993167,396,3084,45076,0.04902007534213915,396,3084,62913,0.10293492131008082,383,726,7053,0.6830995505924009,393,5016,7343,2020-10-14
CO,6,96,11065,99,7392,100,492,98,771,88,147,86,121,88,468,93,335,92,14,93,11,90,1204,84,0.6664256665160416,99,7374,11065,0.06734191075828086,98,492,7306,0.044793856842490175,97,490,10939,0.1201022146507666,79,141,1174,0.6378737541528239,83,768,1204,2020-10-14
CT,4,31,8263,32,6151,32,353,32,560,31,58,30,38,31,343,30,190,31,10,30,1,30,1068,31,0.7444027592883941,32,6151,8263,0.05796387520525451,31,353,6090,0.04318571079031074,31,353,8174,0.055449330783938815,30,58,1046,0.5243445692883895,31,560,1068,2020-10-14
DC,6,13,3609,14,2838,14,152,13,255,14,19,13,20,14,138,13,101,14,14,13,2,13,393,14,0.7863674147963424,14,2838,3609,0.05511240029006526,13,152,2758,0.043690715722908884,13,152,3479,0.051075268817204304,13,19,372,0.648854961832061,14,255,393,2020-10-14
DE,1,15,3090,16,2430,16,179,15,145,13,31,13,28,14,172,15,134,16,7,15,2,15,180,13,0.7864077669902912,16,2430,3090,0.0741815167840862,15,179,2413,0.05853499018966645,15,179,3058,0.1781609195402299,12,31,174,0.8055555555555556,13,145,180,2020-10-14
FL,66,261,79568,266,43575,266,2326,261,4653,265,605,261,527,267,2300,261,2143,267,26,261,19,261,6154,265,0.547644781821838,266,43575,79568,0.05423681387865504,260,2326,42886,0.029609073666255075,260,2326,78557,0.10200640701399427,259,605,5931,0.7560935976600585,265,4653,6154,2020-10-14
GA,13,160,19595,162,15263,162,1653,162,2077,155,413,153,365,156,1582,153,1300,156,71,153,15,153,2514,155,0.7761079195732458,161,15131,19496,0.10970268117865675,159,1653,15068,0.08565210632675269,159,1653,19299,0.1687091503267974,150,413,2448,0.8261734287987271,155,2077,2514,2020-10-14
HI,1,20,1989,18,2073,28,121,23,123,18,20,18,19,18,117,20,113,20,4,20,0,20,206,18,0.743086978381096,18,1478,1989,0.06753407682775713,22,109,1614,0.05128205128205128,18,102,1989,0.0970873786407767,18,20,206,0.5970873786407767,18,123,206,2020-10-14
IA,2,122,8256,124,5010,124,503,122,472,124,110,121,105,123,497,122,466,124,6,122,2,122,680,124,0.6068313953488372,124,5010,8256,0.10161616161616162,122,503,4950,0.06164971197450668,122,503,8159,0.1664145234493192,121,110,661,0.6941176470588235,124,472,680,2020-10-14
MS,3,93,7873,101,5277,103,556,102,538,85,147,85,148,86,506,98,468,100,4,98,4,98,624,82,0.6646767432998857,101,5233,7873,0.10655423533921042,101,556,5218,0.07134607981521879,99,556,7793,0.23841059602649006,79,144,604,0.844551282051282,81,527,624,2020-10-14
MT,405,66,2885,66,2103,67,358,66,153,67,73,66,74,67,355,66,335,67,3,66,1,66,197,66,0.682842287694974,66,1970,2885,0.17170263788968826,66,358,2085,0.1212333566923616,65,346,2854,0.3507853403141361,65,67,191,0.6802030456852792,66,134,197,2020-10-14
NC,14,121,22685,127,17834,127,1499,122,1860,121,356,117,319,120,1468,120,1062,124,30,120,8,120,2435,121,0.7861582543530967,127,17834,22685,0.08511242334771746,122,1499,17612,0.06703935599284437,122,1499,22360,0.14772727272727273,116,351,2376,0.7638603696098563,121,1860,2435,2020-10-14
ND,5,48,2284,49,1700,49,214,48,114,49,38,48,35,49,213,48,197,49,1,48,1,48,203,49,0.7443082311733801,49,1700,2284,0.12715389185977422,48,214,1683,0.09477413640389726,48,214,2258,0.19095477386934673,48,38,199,0.5615763546798029,49,114,203,2020-10-14
