state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,23,196,6,27,192,6,19,219,29225,225,24365,225,1213,219,161,225,311,219,3,218,34,218,2711,225,251,219,229,225,1169,219,950,225,44,219,14,219,3517,225,0.833704020530368,225,24365,29225,0.050338216375482,219,1213,24097,0.042047975596229,219,1213,28848,0.073607038123167,219,251,3410,0.770827409724197,225,2711,3517,2021/08/08,,0,222,10,220,13,222,11,222,26,221,35,222,36,222,22,222,8,215,5,215,32,215,33,215,25,215,42,214,67,215,58,215,44,215,5,210,9,219
PR,1,10,55,1,10,55,8,65,9400,66,5951,66,357,65,23,66,23,65,3,65,8,65,465,66,76,65,62,66,322,65,275,66,35,65,16,65,640,66,0.633085106382979,66,5951,9400,0.061308603812468,65,357,5823,0.038745387453875,65,357,9214,0.124794745484401,65,76,609,0.7265625,66,465,640,2021/08/08,,0,66,0,66,6,66,5,66,4,66,4,66,3,66,0,66,1,66,0,65,0,65,2,65,2,65,4,65,5,65,5,65,5,65,0,65,8,65
RI,4,8,2,4,8,2,1,13,2020,13,1996,14,89,13,10,14,1,13,0,13,1,13,126,14,11,13,9,14,85,13,70,14,4,13,1,13,162,14,0.908910891089109,13,1836,2020,0.04585265327151,13,89,1941,0.045547594677584,12,89,1954,0.074324324324324,13,11,148,0.777777777777778,14,126,162,2021/08/08,,0,14,2,14,1,14,0,14,2,14,2,14,0,14,1,14,2,14,0,13,0,13,0,13,0,13,1,13,0,13,0,13,0,13,0,13,4,13
SC,20,63,5,20,63,5,2,86,11632,88,9617,88,1413,86,207,88,59,86,6,86,1,86,1054,88,360,86,359,88,1391,86,1361,88,22,86,19,86,1289,88,0.826770976616231,88,9617,11632,0.149082084828023,86,1413,9478,0.123233908948195,86,1413,11466,0.288461538461538,86,360,1248,0.817688130333592,88,1054,1289,2021/08/08,,0,88,15,88,19,88,31,88,41,88,36,88,36,88,29,88,0,83,0,86,4,86,3,86,5,86,8,86,15,86,13,86,10,86,1,81,15,86
SD,0,62,3,0,62,3,11,62,2818,65,1727,65,76,62,13,65,10,62,0,62,2,62,132,65,21,62,22,65,73,62,63,65,3,62,1,62,240,65,0.612845990063875,65,1727,2818,0.044705882352941,62,76,1700,0.027626317702654,62,76,2751,0.091703056768559,62,21,229,0.55,65,132,240,2021/08/08,,0,65,0,65,1,65,1,65,3,65,5,65,2,65,1,65,0,65,0,62,0,62,0,62,0,62,0,62,5,62,1,62,4,62,0,62,0,62
TN,9,90,45,30,69,45,4,100,20317,144,13680,131,2043,100,273,100,60,100,13,100,1,100,1789,140,569,100,556,100,1998,100,1891,100,45,100,42,100,2416,144,0.712425788980314,131,13680,19202,0.163061696863277,100,2043,12529,0.117826864294365,100,2043,17339,0.250992501102779,100,569,2267,0.759660297239915,140,1789,2355,2021/08/08,,0,99,20,99,27,99,24,99,54,99,51,99,39,99,30,99,28,100,0,99,6,99,6,99,8,99,8,99,13,99,7,99,4,99,8,100,37,100
TX,20,116,460,26,110,460,60,591,69106,596,54176,596,11468,591,1658,596,658,591,41,591,127,591,6598,596,2931,591,2923,596,11156,591,10678,596,312,591,235,591,7150,596,0.783955083494921,596,54176,69106,0.214235008406501,591,11468,53530,0.167825208903458,591,11468,68333,0.421060192501077,591,2931,6961,0.922797202797203,596,6598,7150,2021/08/08,,10,596,118,595,188,595,271,595,344,595,271,595,220,595,125,595,111,596,5,591,55,590,68,590,91,590,92,590,121,590,76,590,74,590,76,591,130,591
UT,0,51,9,1,50,9,0,59,6252,60,4018,60,384,59,58,60,2,59,4,59,0,59,445,60,148,59,147,60,377,59,367,60,7,59,0,59,634,60,0.642674344209853,60,4018,6252,0.096725440806045,59,384,3970,0.062176165803109,59,384,6176,0.24025974025974,59,148,616,0.701892744479495,60,445,634,2021/08/08,,1,60,3,60,10,60,17,60,4,60,10,60,9,60,4,60,0,60,0,59,0,59,1,59,0,59,1,59,0,59,0,59,0,59,0,59,2,59
VA,16,70,20,17,69,20,32,103,18273,106,13862,106,1012,103,125,106,188,103,4,103,11,103,1371,106,233,103,225,106,987,103,857,106,25,103,17,103,1950,106,0.758605592951349,106,13862,18273,0.073922571219869,103,1012,13690,0.056187885181278,103,1012,18011,0.123345685547909,103,233,1889,0.703076923076923,106,1371,1950,2021/08/08,,0,106,8,106,17,106,12,106,25,106,26,106,20,106,14,106,3,106,1,103,14,103,15,103,17,103,25,103,35,103,38,103,41,103,2,103,9,103
VI,2,0,0,2,0,0,11,2,168,2,114,2,39,2,5,2,0,2,0,2,0,2,10,2,5,2,5,2,38,2,38,2,1,2,1,2,20,2,0.678571428571429,2,114,168,0.342105263157895,2,39,114,0.232142857142857,2,39,168,0.25,2,5,20,0.5,2,10,20,2021/08/08,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,2,1,3,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
