runid,Date,Location,ShortName,LongName,Census2019,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown,Administered_Fed_LTC_Dose2_Residents,Administered_Fed_LTC_Dose2_Staff,Administered_Fed_LTC_Dose2_Unk
1847,2021-03-10,AK,AKA,Alaska,731545,6548,4314,2191,1368,914,2032,2191,654,373,1164,,,
1847,2021-03-10,AL,ALA,Alabama,4903185,80092,49816,29957,25597,17739,6480,29957,17065,9768,3124,,,
1847,2021-03-10,AR,ARA,Arkansas,3017804,28556,18921,9534,4656,2321,11944,9534,3059,1401,5074,,,
1847,2021-03-10,AS,ASA,American Samoa,55689,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,AZ,AZA,Arizona,7278717,112053,78207,33443,35576,23357,19274,33445,17976,10868,4601,,,
1847,2021-03-10,BP2,BP2,Bureau of Prisons,0,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,CA,CAA,California,39512223,780039,481912,294269,219186,204650,58076,294270,146044,125444,22782,,,
1847,2021-03-10,CO,COA,Colorado,5758736,127831,81664,45551,32548,26037,23079,45551,21188,15627,8736,,,
1847,2021-03-10,CT,CTA,Connecticut,3565287,131093,77896,52401,36155,28793,12948,52401,26344,21700,4357,,,
1847,2021-03-10,DC,DCA,District of Columbia,705749,8351,5368,2852,2343,2292,733,2852,1589,1138,125,,,
1847,2021-03-10,DD2,DD2,Dept of Defense,0,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,DE,DEA,Delaware,973764,35550,24248,11067,6653,5160,12435,11067,4548,3067,3452,,,
1847,2021-03-10,FL,FLA,Florida,21477737,393619,236975,153780,118706,68040,50229,153780,83757,46294,23729,,,
1847,2021-03-10,FM,FMA,Federated States of Micronesia,103643,106,57,49,0,57,0,49,0,49,0,,,
1847,2021-03-10,GA,GAA,Georgia,10617423,120526,73022,46752,40869,22634,9519,46752,28784,14976,2992,,,
1847,2021-03-10,GU,GUA,Guam,165768,1,1,0,0,0,1,0,0,0,0,,,
1847,2021-03-10,HI,HIA,Hawaii,1415872,22350,14038,8284,5978,7084,976,8284,3948,4038,298,,,
1847,2021-03-10,IA,IAA,Iowa,3155070,136617,89892,45859,36474,29325,24093,45859,24115,15266,6478,,,
1847,2021-03-10,ID,IDA,Idaho,1787065,26580,16380,10118,4807,2903,8670,10118,3492,1813,4813,,,
1847,2021-03-10,IH2,IH2,Indian Health Svc,2082813,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,IL,ILA,Illinois,12671821,405845,278916,125690,93172,65615,120129,125690,60687,38445,26558,,,
1847,2021-03-10,IN,INA,Indiana,6732219,131246,81580,49281,50375,20682,10523,49281,33985,11830,3466,,,
1847,2021-03-10,KS,KSA,Kansas,2913314,89206,55172,33793,26320,17915,10937,33793,19070,9762,4961,,,
1847,2021-03-10,KY,KYA,Kentucky,4467673,93944,63410,30072,27044,17685,18681,30072,15989,9733,4350,,,
1847,2021-03-10,LA,LAA,Louisiana,4648794,109426,74598,34300,23530,13116,37952,34300,15365,6896,12039,,,
1847,2021-03-10,MA,MAA,Massachusetts,6892503,310352,185087,123457,78228,71813,35046,123457,59898,53878,9681,,,
1847,2021-03-10,MD,MDA,Maryland,6045680,174987,114049,59728,51905,41174,20970,59728,32329,22424,4975,,,
1847,2021-03-10,ME,MEA,Maine,1344212,37479,23707,13687,9732,9741,4234,13687,7059,5173,1455,,,
1847,2021-03-10,MH,MHA,Marshall Islands,58413,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,MI,MIA,Michigan,9986857,267842,177920,88591,79273,48287,50360,88591,48545,25930,14116,,,
1847,2021-03-10,MN,MNA,Minnesota,5639632,163217,108147,54483,43656,40173,24318,54483,25880,21192,7411,,,
1847,2021-03-10,MO,MOA,Missouri,6137428,147591,95459,51613,49494,28925,17040,51613,30635,15696,5282,,,
1847,2021-03-10,MP,MPA,Northern Mariana Islands,56882,1,1,0,0,0,1,0,0,0,0,,,
1847,2021-03-10,MS,MSA,Mississippi,2976149,51248,32201,18846,14978,7494,9729,18846,9999,4260,4587,,,
1847,2021-03-10,MT,MTA,Montana,1068778,21201,13713,7452,6564,4594,2555,7452,3932,2460,1060,,,
1847,2021-03-10,NC,NCA,North Carolina,10488084,212886,144135,67467,66333,42889,34913,67467,39114,21846,6507,,,
1847,2021-03-10,ND,NDA,North Dakota,762062,6546,3631,2885,1608,1212,811,2885,1364,994,527,,,
1847,2021-03-10,NE,NEA,Nebraska,1934408,57078,37791,19129,16387,14598,6806,19129,8971,7155,3003,,,
1847,2021-03-10,NH,NHA,New Hampshire,1359711,47519,28067,19258,12204,10940,4923,19258,9708,8328,1222,,,
1847,2021-03-10,NJ,NJA,New Jersey,8882190,239496,146517,91736,69073,59094,18350,91736,46434,37953,7349,,,
1847,2021-03-10,NM,NMA,New Mexico,2096829,37912,25482,12174,6854,6987,11641,12174,4402,3964,3808,,,
1847,2021-03-10,NV,NVA,Nevada,3080156,72702,51607,20852,9603,8320,33684,20852,6510,5399,8943,,,
1847,2021-03-10,NY,NYA,New York State,19453561,396383,250583,141924,112371,81545,56667,141996,77272,52602,12122,,,
1847,2021-03-10,OH,OHA,Ohio,11689100,354012,228290,122742,97157,68242,62891,122742,65032,41201,16509,,,
1847,2021-03-10,OK,OKA,Oklahoma,3956971,63943,43474,20131,19147,11210,13117,20131,11440,4158,4533,,,
1847,2021-03-10,OR,ORA,Oregon,4217737,114573,72563,41784,34299,25844,12420,41784,22648,14833,4303,,,
1847,2021-03-10,PA,PAA,Pennsylvania,12801989,406007,236772,166692,118985,104712,13075,166692,88429,73389,4874,,,
1847,2021-03-10,PR,PRA,Puerto Rico,3193694,72183,53287,18859,7556,6878,38853,18859,2938,2794,13127,,,
1847,2021-03-10,RI,RIA,Rhode Island,1059361,49787,30607,18992,14319,9224,7064,18992,10930,6377,1685,,,
1847,2021-03-10,RP,RPA,Republic of Palau,17907,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,SC,SCA,South Carolina,5148714,101118,64491,35900,32482,19060,12949,35900,20777,11079,4044,,,
1847,2021-03-10,SD,SDA,South Dakota,884659,12467,8501,3955,5077,1443,1981,3955,2598,619,738,,,
1847,2021-03-10,TN,TNA,Tennessee,6829174,100645,68102,32206,33189,18771,16142,32206,18884,8520,4802,,,
1847,2021-03-10,TX,TXA,Texas,28995881,458246,284355,170790,125963,90528,67864,170790,85633,59081,26076,,,
1847,2021-03-10,US,USA,United States,331996199,7445798,4743305,2661443,2079271,1537536,1126498,2661518,1372546,931318,357654,,,
1847,2021-03-10,UT,UTA,Utah,3205958,55139,34742,20136,12715,11669,10358,20136,7722,7124,5290,,,
1847,2021-03-10,VA,VAA,Virginia,8535519,202077,121604,78525,60177,44572,16855,78525,41472,29519,7534,,,
1847,2021-03-10,VA2,VA2,Veterans Health,0,0,0,0,0,0,0,0,0,0,0,,,
1847,2021-03-10,VI,VIA,Virgin Islands,104680,100,97,3,0,0,97,3,0,0,3,,,
1847,2021-03-10,VT,VTA,Vermont,623989,21108,13335,7692,5758,4285,3292,7692,4043,2646,1003,,,
1847,2021-03-10,WA,WAA,Washington,7614893,154509,101710,52032,42383,31960,27367,52032,23916,15913,12203,,,
1847,2021-03-10,WI,WIA,Wisconsin,5822434,163183,115518,47260,49694,34628,31196,47260,25743,16054,5463,,,
1847,2021-03-10,WV,WVA,West Virginia,1792147,25934,17465,8400,0,0,17465,8400,0,0,8400,,,
1847,2021-03-10,WY,WYA,Wyoming,578759,6748,3908,2819,750,405,2753,2819,630,269,1920,,,
1845,2021-03-09,AK,AKA,Alaska,731545,6540,4310,2187,1367,911,2032,2187,652,371,1164,,,
1845,2021-03-09,AL,ALA,Alabama,4903185,79924,49703,29902,25554,17669,6480,29902,17047,9731,3124,,,
1845,2021-03-09,AR,ARA,Arkansas,3017804,28483,18914,9468,4652,2318,11944,9468,3017,1377,5074,,,
1845,2021-03-09,AS,ASA,American Samoa,55689,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,AZ,AZA,Arizona,7278717,110252,77823,32039,35404,23145,19274,32041,17052,10388,4601,,,
1845,2021-03-09,BP2,BP2,Bureau of Prisons,0,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,CA,CAA,California,39512223,775566,480532,291261,218760,203696,58076,291262,144941,123539,22782,,,
1845,2021-03-09,CO,COA,Colorado,5758736,127608,81640,45364,32539,26022,23079,45364,21120,15508,8736,,,
1845,2021-03-09,CT,CTA,Connecticut,3565287,130939,77811,52332,36109,28754,12948,52332,26320,21655,4357,,,
1845,2021-03-09,DC,DCA,District of Columbia,705749,8244,5352,2771,2341,2278,733,2771,1574,1072,125,,,
1845,2021-03-09,DD2,DD2,Dept of Defense,0,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,DE,DEA,Delaware,973764,35547,24248,11065,6653,5160,12435,11065,4546,3067,3452,,,
1845,2021-03-09,FL,FLA,Florida,21477737,393414,236895,153659,118672,67994,50229,153659,83707,46223,23729,,,
1845,2021-03-09,FM,FMA,Federated States of Micronesia,103643,106,57,49,0,57,0,49,0,49,0,,,
1845,2021-03-09,GA,GAA,Georgia,10617423,120294,72963,46585,40847,22597,9519,46585,28702,14891,2992,,,
1845,2021-03-09,GU,GUA,Guam,165768,1,1,0,0,0,1,0,0,0,0,,,
1845,2021-03-09,HI,HIA,Hawaii,1415872,22291,14002,8261,5970,7056,976,8261,3938,4025,298,,,
1845,2021-03-09,IA,IAA,Iowa,3155070,136478,89867,45745,36470,29304,24093,45745,24064,15203,6478,,,
1845,2021-03-09,ID,IDA,Idaho,1787065,26523,16367,10074,4798,2899,8670,10074,3462,1799,4813,,,
1845,2021-03-09,IH2,IH2,Indian Health Svc,2082813,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,IL,ILA,Illinois,12671821,404821,278574,125017,93047,65398,120129,125017,60340,38119,26558,,,
1845,2021-03-09,IN,INA,Indiana,6732219,130355,81350,48657,50234,20593,10523,48657,33574,11617,3466,,,
1845,2021-03-09,KS,KSA,Kansas,2913314,89175,55171,33769,26322,17912,10937,33769,19061,9747,4961,,,
1845,2021-03-09,KY,KYA,Kentucky,4467673,93885,63402,30022,27038,17683,18681,30022,15941,9731,4350,,,
1845,2021-03-09,LA,LAA,Louisiana,4648794,108888,74444,33924,23459,13033,37952,33924,15152,6733,12039,,,
1845,2021-03-09,MA,MAA,Massachusetts,6892503,309340,184739,122797,78025,71668,35046,122797,59630,53486,9681,,,
1845,2021-03-09,MD,MDA,Maryland,6045680,173800,113675,58932,51736,40969,20970,58932,31812,22145,4975,,,
1845,2021-03-09,ME,MEA,Maine,1344212,37434,23700,13649,9730,9735,4235,13649,7038,5156,1455,,,
1845,2021-03-09,MH,MHA,Marshall Islands,58413,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,MI,MIA,Michigan,9986857,265575,177213,87071,78923,47935,50355,87071,47761,25286,14024,,,
1845,2021-03-09,MN,MNA,Minnesota,5639632,162365,107873,53907,43582,39973,24318,53907,25720,20776,7411,,,
1845,2021-03-09,MO,MOA,Missouri,6137428,146906,95292,51122,49446,28806,17040,51122,30429,15411,5282,,,
1845,2021-03-09,MP,MPA,Northern Mariana Islands,56882,1,1,0,0,0,1,0,0,0,0,,,
1845,2021-03-09,MS,MSA,Mississippi,2976149,51217,32191,18824,14971,7491,9729,18824,9993,4244,4587,,,
1845,2021-03-09,MT,MTA,Montana,1068778,21174,13696,7442,6560,4581,2555,7442,3928,2454,1060,,,
1845,2021-03-09,NC,NCA,North Carolina,10488084,211618,143744,66662,66155,42676,34913,66662,38737,21418,6507,,,
1845,2021-03-09,ND,NDA,North Dakota,762062,6538,3631,2877,1608,1212,811,2877,1358,992,527,,,
1845,2021-03-09,NE,NEA,Nebraska,1934408,57074,37788,19128,16387,14595,6806,19128,8971,7154,3003,,,
1845,2021-03-09,NH,NHA,New Hampshire,1359711,47445,28021,19230,12192,10906,4923,19230,9698,8310,1222,,,
1845,2021-03-09,NJ,NJA,New Jersey,8882190,238749,146190,91317,68930,58910,18350,91317,46218,37750,7349,,,
1845,2021-03-09,NM,NMA,New Mexico,2096829,37734,25404,12079,6831,6932,11641,12079,4363,3908,3808,,,
1845,2021-03-09,NV,NVA,Nevada,3080156,72669,51592,20834,9597,8311,33684,20834,6500,5391,8943,,,
1845,2021-03-09,NY,NYA,New York State,19453561,395536,250383,141288,112261,81456,56666,141358,76891,52345,12122,,,
1845,2021-03-09,OH,OHA,Ohio,11689100,353585,228168,122442,97110,68167,62891,122442,64870,41063,16509,,,
1845,2021-03-09,OK,OKA,Oklahoma,3956971,63894,43436,20120,19137,11182,13117,20120,11430,4157,4533,,,
1845,2021-03-09,OR,ORA,Oregon,4217737,114247,72454,41569,34231,25803,12420,41569,22510,14756,4303,,,
1845,2021-03-09,PA,PAA,Pennsylvania,12801989,404447,236449,165481,118879,104495,13075,165481,87790,72817,4874,,,
1845,2021-03-09,PR,PRA,Puerto Rico,3193694,72080,53268,18776,7545,6870,38853,18776,2887,2762,13127,,,
1845,2021-03-09,RI,RIA,Rhode Island,1059361,49694,30587,18919,14305,9218,7064,18919,10865,6369,1685,,,
1845,2021-03-09,RP,RPA,Republic of Palau,17907,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,SC,SCA,South Carolina,5148714,100508,64295,35518,32396,18950,12949,35518,20601,10873,4044,,,
1845,2021-03-09,SD,SDA,South Dakota,884659,12467,8501,3955,5077,1443,1981,3955,2598,619,738,,,
1845,2021-03-09,TN,TNA,Tennessee,6829174,100160,67876,31954,33063,18671,16142,31954,18766,8386,4802,,,
1845,2021-03-09,TX,TXA,Texas,28995881,457890,284214,170595,125897,90453,67864,170595,85532,58987,26076,,,
1845,2021-03-09,US,USA,United States,331996199,7419240,4735131,2643556,2075758,1532880,1126493,2643629,1363625,922442,357562,,,
1845,2021-03-09,UT,UTA,Utah,3205958,55129,34742,20126,12715,11669,10358,20126,7718,7118,5290,,,
1845,2021-03-09,VA,VAA,Virginia,8535519,201633,121463,78242,60110,44498,16855,78242,41351,29357,7534,,,
1845,2021-03-09,VA2,VA2,Veterans Health,0,0,0,0,0,0,0,0,0,0,0,,,
1845,2021-03-09,VI,VIA,Virgin Islands,104680,100,97,3,0,0,97,3,0,0,3,,,
1845,2021-03-09,VT,VTA,Vermont,623989,21057,13297,7679,5733,4272,3292,7679,4037,2639,1003,,,
1845,2021-03-09,WA,WAA,Washington,7614893,153581,101411,51414,42292,31752,27367,51414,23698,15513,12203,,,
1845,2021-03-09,WI,WIA,Wisconsin,5822434,161577,114941,46234,49348,34397,31196,46234,25085,15686,5463,,,
1845,2021-03-09,WV,WVA,West Virginia,1792147,25934,17465,8400,0,0,17465,8400,0,0,8400,,,
1845,2021-03-09,WY,WYA,Wyoming,578759,6748,3908,2819,750,405,2753,2819,630,269,1920,,,
1844,2021-03-08,AK,AKA,Alaska,731545,6538,4309,2186,1367,910,2032,2186,651,371,1164,,,
1844,2021-03-08,AL,ALA,Alabama,4903185,79872,49679,29874,25552,17647,6480,29874,17041,9709,3124,,,
1844,2021-03-08,AR,ARA,Arkansas,3017804,28457,18913,9443,4651,2318,11944,9443,2999,1370,5074,,,
1844,2021-03-08,AS,ASA,American Samoa,55689,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,AZ,AZA,Arizona,7278717,110195,77801,32004,35394,23133,19274,32006,17037,10368,4601,,,
1844,2021-03-08,BP2,BP2,Bureau of Prisons,0,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,CA,CAA,California,39512223,773299,479906,289640,218577,203253,58076,289641,144226,122633,22782,,,
1844,2021-03-08,CO,COA,Colorado,5758736,127440,81585,45253,32501,26005,23079,45253,21073,15444,8736,,,
1844,2021-03-08,CT,CTA,Connecticut,3565287,130819,77770,52253,36093,28729,12948,52253,26303,21593,4357,,,
1844,2021-03-08,DC,DCA,District of Columbia,705749,8206,5339,2748,2342,2264,733,2748,1557,1066,125,,,
1844,2021-03-08,DD2,DD2,Dept of Defense,0,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,DE,DEA,Delaware,973764,35538,24246,11058,6651,5160,12435,11058,4540,3066,3452,,,
1844,2021-03-08,FL,FLA,Florida,21477737,393358,236870,153628,118668,67973,50229,153628,83694,46205,23729,,,
1844,2021-03-08,FM,FMA,Federated States of Micronesia,103643,106,57,49,0,57,0,49,0,49,0,,,
1844,2021-03-08,GA,GAA,Georgia,10617423,120153,72948,46461,40832,22597,9519,46461,28624,14845,2992,,,
1844,2021-03-08,GU,GUA,Guam,165768,1,1,0,0,0,1,0,0,0,0,,,
1844,2021-03-08,HI,HIA,Hawaii,1415872,22205,13991,8198,5967,7048,976,8198,3922,3978,298,,,
1844,2021-03-08,IA,IAA,Iowa,3155070,136433,89856,45716,36466,29297,24093,45716,24046,15192,6478,,,
1844,2021-03-08,ID,IDA,Idaho,1787065,26523,16367,10074,4798,2899,8670,10074,3462,1799,4813,,,
1844,2021-03-08,IH2,IH2,Indian Health Svc,2082813,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,IL,ILA,Illinois,12671821,404178,278464,124484,93021,65314,120129,124484,60127,37799,26558,,,
1844,2021-03-08,IN,INA,Indiana,6732219,129979,81241,48405,50140,20578,10523,48405,33386,11553,3466,,,
1844,2021-03-08,KS,KSA,Kansas,2913314,89172,55171,33766,26322,17912,10937,33766,19060,9745,4961,,,
1844,2021-03-08,KY,KYA,Kentucky,4467673,93862,63396,30005,27036,17679,18681,30005,15939,9716,4350,,,
1844,2021-03-08,LA,LAA,Louisiana,4648794,108752,74424,33810,23449,13023,37952,33810,15078,6693,12039,,,
1844,2021-03-08,MA,MAA,Massachusetts,6892503,308342,184422,122123,77894,71482,35046,122123,59397,53045,9681,,,
1844,2021-03-08,MD,MDA,Maryland,6045680,172906,113344,58379,51551,40823,20970,58379,31476,21928,4975,,,
1844,2021-03-08,ME,MEA,Maine,1344212,37425,23700,13642,9730,9735,4235,13642,7037,5150,1455,,,
1844,2021-03-08,MH,MHA,Marshall Islands,58413,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,MI,MIA,Michigan,9986857,265040,177033,86722,78885,47793,50355,86722,47603,25095,14024,,,
1844,2021-03-08,MN,MNA,Minnesota,5639632,162086,107785,53716,43562,39915,24308,53716,25665,20685,7366,,,
1844,2021-03-08,MO,MOA,Missouri,6137428,146717,95258,50974,49430,28788,17040,50974,30367,15325,5282,,,
1844,2021-03-08,MP,MPA,Northern Mariana Islands,56882,1,1,0,0,0,1,0,0,0,0,,,
1844,2021-03-08,MS,MSA,Mississippi,2976149,51210,32187,18821,14970,7488,9729,18821,9990,4244,4587,,,
1844,2021-03-08,MT,MTA,Montana,1068778,21165,13696,7433,6560,4581,2555,7433,3919,2454,1060,,,
1844,2021-03-08,NC,NCA,North Carolina,10488084,211252,143641,66422,66124,42604,34913,66422,38623,21292,6507,,,
1844,2021-03-08,ND,NDA,North Dakota,762062,6536,3629,2877,1608,1212,809,2877,1358,992,527,,,
1844,2021-03-08,NE,NEA,Nebraska,1934408,57073,37788,19128,16387,14595,6806,19128,8971,7154,3003,,,
1844,2021-03-08,NH,NHA,New Hampshire,1359711,47433,28020,19220,12191,10906,4923,19220,9691,8307,1222,,,
1844,2021-03-08,NJ,NJA,New Jersey,8882190,238105,145880,90984,68832,58699,18349,90984,46080,37555,7349,,,
1844,2021-03-08,NM,NMA,New Mexico,2096829,37638,25368,12019,6815,6912,11641,12019,4346,3865,3808,,,
1844,2021-03-08,NV,NVA,Nevada,3080156,72665,51590,20832,9596,8310,33684,20832,6500,5389,8943,,,
1844,2021-03-08,NY,NYA,New York State,19453561,395132,250286,140991,112215,81404,56667,141051,76749,52180,12122,,,
1844,2021-03-08,OH,OHA,Ohio,11689100,353341,228128,122242,97098,68139,62891,122242,64788,40945,16509,,,
1844,2021-03-08,OK,OKA,Oklahoma,3956971,63861,43436,20087,19140,11179,13117,20087,11410,4144,4533,,,
1844,2021-03-08,OR,ORA,Oregon,4217737,113858,72214,41422,34043,25751,12420,41422,22413,14706,4303,,,
1844,2021-03-08,PA,PAA,Pennsylvania,12801989,403313,236291,164619,118812,104404,13075,164619,87313,72432,4874,,,
1844,2021-03-08,PR,PRA,Puerto Rico,3193694,71967,53213,18718,7510,6850,38853,18718,2849,2742,13127,,,
1844,2021-03-08,RI,RIA,Rhode Island,1059361,49420,30441,18791,14226,9151,7064,18791,10760,6346,1685,,,
1844,2021-03-08,RP,RPA,Republic of Palau,17907,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,SC,SCA,South Carolina,5148714,100291,64231,35372,32376,18906,12949,35372,20528,10800,4044,,,
1844,2021-03-08,SD,SDA,South Dakota,884659,12467,8501,3955,5077,1443,1981,3955,2598,619,738,,,
1844,2021-03-08,TN,TNA,Tennessee,6829174,100130,67870,31930,33059,18669,16142,31930,18750,8378,4802,,,
1844,2021-03-08,TX,TXA,Texas,28995881,457718,284175,170466,125873,90438,67864,170466,85451,58939,26076,,,
1844,2021-03-08,US,USA,United States,331996199,7405816,4731119,2634430,2073990,1530649,1126480,2634493,1359137,917839,357517,,,
1844,2021-03-08,UT,UTA,Utah,3205958,55097,34737,20099,12712,11667,10358,20099,7707,7102,5290,,,
1844,2021-03-08,VA,VAA,Virginia,8535519,201140,121312,77920,60051,44406,16855,77920,41221,29165,7534,,,
1844,2021-03-08,VA2,VA2,Veterans Health,0,0,0,0,0,0,0,0,0,0,0,,,
1844,2021-03-08,VI,VIA,Virgin Islands,104680,100,97,3,0,0,97,3,0,0,3,,,
1844,2021-03-08,VT,VTA,Vermont,623989,20996,13255,7661,5704,4259,3292,7661,4029,2629,1003,,,
1844,2021-03-08,WA,WAA,Washington,7614893,152759,101162,50844,42181,31615,27366,50844,23378,15263,12203,,,
1844,2021-03-08,WI,WIA,Wisconsin,5822434,160864,114721,45744,49201,34324,31196,45744,24775,15506,5463,,,
1844,2021-03-08,WV,WVA,West Virginia,1792147,25934,17465,8400,0,0,17465,8400,0,0,8400,,,
1844,2021-03-08,WY,WYA,Wyoming,578759,6748,3908,2819,750,405,2753,2819,630,269,1920,,,
1842,2021-03-07,AK,AKA,Alaska,731545,6533,4308,2182,,,,,,,,,,
1842,2021-03-07,AL,ALA,Alabama,4903185,79852,49676,29857,,,,,,,,,,
1842,2021-03-07,AR,ARA,Arkansas,3017804,28403,18911,9391,,,,,,,,,,
1842,2021-03-07,AS,ASA,American Samoa,55689,0,0,0,,,,,,,,,,
1842,2021-03-07,AZ,AZA,Arizona,7278717,109562,77651,31524,,,,,,,,,,
1842,2021-03-07,BP2,BP2,Bureau of Prisons,0,0,0,0,,,,,,,,,,
1842,2021-03-07,CA,CAA,California,39512223,770530,479067,287733,,,,,,,,,,
1842,2021-03-07,CO,COA,Colorado,5758736,127325,81560,45163,,,,,,,,,,
1842,2021-03-07,CT,CTA,Connecticut,3565287,130714,77746,52174,,,,,,,,,,
1842,2021-03-07,DC,DCA,District of Columbia,705749,8161,5336,2709,,,,,,,,,,
1842,2021-03-07,DD2,DD2,Dept of Defense,0,0,0,0,,,,,,,,,,
1842,2021-03-07,DE,DEA,Delaware,973764,35519,24243,11042,,,,,,,,,,
1842,2021-03-07,FL,FLA,Florida,21477737,392801,236719,153299,,,,,,,,,,
1842,2021-03-07,FM,FMA,Federated States of Micronesia,103643,106,57,49,,,,,,,,,,
1842,2021-03-07,GA,GAA,Georgia,10617423,119927,72904,46281,,,,,,,,,,
1842,2021-03-07,GU,GUA,Guam,165768,1,1,0,,,,,,,,,,
1842,2021-03-07,HI,HIA,Hawaii,1415872,22155,13987,8153,,,,,,,,,,
1842,2021-03-07,IA,IAA,Iowa,3155070,136205,89793,45552,,,,,,,,,,
1842,2021-03-07,ID,IDA,Idaho,1787065,26501,16357,10062,,,,,,,,,,
1842,2021-03-07,IH2,IH2,Indian Health Svc,2082813,0,0,0,,,,,,,,,,
1842,2021-03-07,IL,ILA,Illinois,12671821,403155,278072,123857,,,,,,,,,,
1842,2021-03-07,IN,INA,Indiana,6732219,129513,81150,48032,,,,,,,,,,
1842,2021-03-07,KS,KSA,Kansas,2913314,89151,55170,33747,,,,,,,,,,
1842,2021-03-07,KY,KYA,Kentucky,4467673,93784,63387,29936,,,,,,,,,,
1842,2021-03-07,LA,LAA,Louisiana,4648794,108527,74390,33619,,,,,,,,,,
1842,2021-03-07,MA,MAA,Massachusetts,6892503,307826,184204,121832,,,,,,,,,,
1842,2021-03-07,MD,MDA,Maryland,6045680,171798,112820,57816,,,,,,,,,,
1842,2021-03-07,ME,MEA,Maine,1344212,37378,23696,13599,,,,,,,,,,
1842,2021-03-07,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1842,2021-03-07,MI,MIA,Michigan,9986857,264550,176845,86426,,,,,,,,,,
1842,2021-03-07,MN,MNA,Minnesota,5639632,161301,107612,53111,,,,,,,,,,
1842,2021-03-07,MO,MOA,Missouri,6137428,146343,95173,50687,,,,,,,,,,
1842,2021-03-07,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1842,2021-03-07,MS,MSA,Mississippi,2976149,51193,32180,18810,,,,,,,,,,
1842,2021-03-07,MT,MTA,Montana,1068778,21058,13683,7341,,,,,,,,,,
1842,2021-03-07,NC,NCA,North Carolina,10488084,210805,143493,66126,,,,,,,,,,
1842,2021-03-07,ND,NDA,North Dakota,762062,6531,3626,2875,,,,,,,,,,
1842,2021-03-07,NE,NEA,Nebraska,1934408,57057,37788,19112,,,,,,,,,,
1842,2021-03-07,NH,NHA,New Hampshire,1359711,47400,28013,19194,,,,,,,,,,
1842,2021-03-07,NJ,NJA,New Jersey,8882190,237267,145634,90394,,,,,,,,,,
1842,2021-03-07,NM,NMA,New Mexico,2096829,37494,25314,11930,,,,,,,,,,
1842,2021-03-07,NV,NVA,Nevada,3080156,72473,51523,20708,,,,,,,,,,
1842,2021-03-07,NY,NYA,New York State,19453561,394739,250173,140717,,,,,,,,,,
1842,2021-03-07,OH,OHA,Ohio,11689100,353079,228091,122021,,,,,,,,,,
1842,2021-03-07,OK,OKA,Oklahoma,3956971,63689,43398,19956,,,,,,,,,,
1842,2021-03-07,OR,ORA,Oregon,4217737,113705,72160,41323,,,,,,,,,,
1842,2021-03-07,PA,PAA,Pennsylvania,12801989,402529,236048,164089,,,,,,,,,,
1842,2021-03-07,PR,PRA,Puerto Rico,3193694,71844,53117,18691,,,,,,,,,,
1842,2021-03-07,RI,RIA,Rhode Island,1059361,49196,30283,18725,,,,,,,,,,
1842,2021-03-07,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1842,2021-03-07,SC,SCA,South Carolina,5148714,100132,64187,35257,,,,,,,,,,
1842,2021-03-07,SD,SDA,South Dakota,884659,12467,8501,3955,,,,,,,,,,
1842,2021-03-07,TN,TNA,Tennessee,6829174,100106,67870,31907,,,,,,,,,,
1842,2021-03-07,TX,TXA,Texas,28995881,457323,284052,170205,,,,,,,,,,
1842,2021-03-07,UT,UTA,Utah,3205958,55061,34733,20067,,,,,,,,,,
1842,2021-03-07,VA,VAA,Virginia,8535519,200545,121129,77510,,,,,,,,,,
1842,2021-03-07,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1842,2021-03-07,VI,VIA,Virgin Islands,104680,100,97,3,,,,,,,,,,
