runid,Date,Location,ShortName,LongName,Census2019,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown,Administered_Fed_LTC_Dose2_Residents,Administered_Fed_LTC_Dose2_Staff,Administered_Fed_LTC_Dose2_Unk
1801,2021-02-16,FL,FLA,Florida,21477737,357145,227768,127218,,,,,,,,,,
1801,2021-02-16,FM,FMA,Federated States of Micronesia,103643,56,56,0,,,,,,,,,,
1801,2021-02-16,GA,GAA,Georgia,10617423,98928,65175,33265,,,,,,,,,,
1801,2021-02-16,GU,GUA,Guam,165768,0,0,0,,,,,,,,,,
1801,2021-02-16,HI,HIA,Hawaii,1415872,19034,12861,6166,,,,,,,,,,
1801,2021-02-16,IA,IAA,Iowa,3155070,120149,84125,35362,,,,,,,,,,
1801,2021-02-16,ID,IDA,Idaho,1787065,21506,14918,6530,,,,,,,,,,
1801,2021-02-16,IH2,IH2,Indian Health Svc,0,0,0,0,,,,,,,,,,
1801,2021-02-16,IL,ILA,Illinois,12671821,320545,249294,70596,,,,,,,,,,
1801,2021-02-16,IN,INA,Indiana,6732219,96823,71545,25090,,,,,,,,,,
1801,2021-02-16,KS,KSA,Kansas,2913314,79138,52822,26158,,,,,,,,,,
1801,2021-02-16,KY,KYA,Kentucky,4467673,83528,58306,24971,,,,,,,,,,
1801,2021-02-16,LA,LAA,Louisiana,4648794,85285,67537,17366,,,,,,,,,,
1801,2021-02-16,MA,MAA,Massachusetts,6892503,252013,166836,83861,,,,,,,,,,
1801,2021-02-16,MD,MDA,Maryland,6045680,118797,90070,28091,,,,,,,,,,
1801,2021-02-16,ME,MEA,Maine,1344212,32001,21794,10140,,,,,,,,,,
1801,2021-02-16,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1801,2021-02-16,MI,MIA,Michigan,9986857,196944,152530,43559,,,,,,,,,,
1801,2021-02-16,MN,MNA,Minnesota,5639632,116723,88837,27466,,,,,,,,,,
1801,2021-02-16,MO,MOA,Missouri,6137428,110467,82691,27529,,,,,,,,,,
1801,2021-02-16,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1801,2021-02-16,MS,MSA,Mississippi,2976149,41856,29015,12700,,,,,,,,,,
1801,2021-02-16,MT,MTA,Montana,1068778,18003,12660,5322,,,,,,,,,,
1801,2021-02-16,NC,NCA,North Carolina,10488084,169400,126611,42103,,,,,,,,,,
1801,2021-02-16,ND,NDA,North Dakota,762062,6053,3549,2476,,,,,,,,,,
1801,2021-02-16,NE,NEA,Nebraska,1934408,53338,36712,16486,,,,,,,,,,
1801,2021-02-16,NH,NHA,New Hampshire,1359711,40894,25616,15139,,,,,,,,,,
1801,2021-02-16,NJ,NJA,New Jersey,8882190,197621,131980,64748,,,,,,,,,,
1801,2021-02-16,NM,NMA,New Mexico,2096829,30516,22792,7563,,,,,,,,,,
1801,2021-02-16,NV,NVA,Nevada,3080156,57003,45775,11147,,,,,,,,,,
1801,2021-02-16,NY,NYA,New York State,19453561,339474,229025,107120,,,,,,,,,,
1801,2021-02-16,OH,OHA,Ohio,11689100,318992,218562,97814,,,,,,,,,,
1801,2021-02-16,OK,OKA,Oklahoma,3956971,55006,40153,14576,,,,,,,,,,
1801,2021-02-16,OR,ORA,Oregon,4217737,82509,61588,20786,,,,,,,,,,
1801,2021-02-16,PA,PAA,Pennsylvania,12801989,313538,210606,101309,,,,,,,,,,
1801,2021-02-16,PR,PRA,Puerto Rico,3193694,51504,46318,5166,,,,,,,,,,
1801,2021-02-16,RI,RIA,Rhode Island,1059361,36369,25184,11047,,,,,,,,,,
1801,2021-02-16,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1801,2021-02-16,SC,SCA,South Carolina,5148714,81150,58225,22421,,,,,,,,,,
1801,2021-02-16,SD,SDA,South Dakota,884659,11590,8190,3390,,,,,,,,,,
1801,2021-02-16,TN,TNA,Tennessee,6829174,77332,59935,17201,,,,,,,,,,
1801,2021-02-16,TX,TXA,Texas,28995881,402168,267737,132262,,,,,,,,,,
1801,2021-02-16,UT,UTA,Utah,3205958,49622,32981,16413,,,,,,,,,,
1801,2021-02-16,VA,VAA,Virginia,8535519,162673,109546,51768,,,,,,,,,,
1801,2021-02-16,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1801,2021-02-16,VI,VIA,Virgin Islands,104680,34,31,3,,,,,,,,,,
1801,2021-02-16,VT,VTA,Vermont,623989,17340,11559,5713,,,,,,,,,,
1801,2021-02-16,WA,WAA,Washington,7614893,112707,85477,26791,,,,,,,,,,
1801,2021-02-16,WI,WIA,Wisconsin,5822434,114098,92921,20967,,,,,,,,,,
1801,2021-02-16,WV,WVA,West Virginia,1792147,23270,16413,6823,,,,,,,,,,
1801,2021-02-16,WY,WYA,Wyoming,578759,5934,3657,2260,,,,,,,,,,
1801,2021-02-16,US,USA,United States,331996199,5968542,4228373,1711846,1879711,1330423,1018239,,,,,898080,603870,209896
1800,2021-02-14,AK,AKA,Alaska,731545,5307,3835,1451,,,,,,,,,,
1800,2021-02-14,AL,ALA,Alabama,4903185,65442,44829,20441,,,,,,,,,,
1800,2021-02-14,AR,ARA,Arkansas,3017804,22354,18197,4079,,,,,,,,,,
1800,2021-02-14,AS,ASA,American Samoa,55689,0,0,0,,,,,,,,,,
1800,2021-02-14,AZ,AZA,Arizona,7278717,69460,59906,9365,,,,,,,,,,
1800,2021-02-14,BP2,BP2,Bureau of Prisons,0,0,0,0,,,,,,,,,,
1800,2021-02-14,CA,CAA,California,39512223,543458,397246,144122,,,,,,,,,,
1800,2021-02-14,CO,COA,Colorado,5758736,107370,73751,33113,,,,,,,,,,
1800,2021-02-14,CT,CTA,Connecticut,3565287,114385,72242,41509,,,,,,,,,,
1800,2021-02-14,DC,DCA,District of Columbia,705749,6993,4949,1943,,,,,,,,,,
1800,2021-02-14,DD2,DD2,Dept of Defense,0,0,0,0,,,,,,,,,,
1800,2021-02-14,DE,DEA,Delaware,973764,28606,22510,5968,,,,,,,,,,
1800,2021-02-14,FL,FLA,Florida,21477737,352904,225855,124971,,,,,,,,,,
1800,2021-02-14,FM,FMA,Federated States of Micronesia,103643,56,56,0,,,,,,,,,,
1800,2021-02-14,GA,GAA,Georgia,10617423,97148,64655,32030,,,,,,,,,,
1800,2021-02-14,GU,GUA,Guam,165768,0,0,0,,,,,,,,,,
1800,2021-02-14,HI,HIA,Hawaii,1415872,18774,12738,6029,,,,,,,,,,
1800,2021-02-14,IA,IAA,Iowa,3155070,117932,83137,34149,,,,,,,,,,
1800,2021-02-14,ID,IDA,Idaho,1787065,21159,14780,6321,,,,,,,,,,
1800,2021-02-14,IH2,IH2,Indian Health Svc,0,0,0,0,,,,,,,,,,
1800,2021-02-14,IL,ILA,Illinois,12671821,309340,241618,67091,,,,,,,,,,
1800,2021-02-14,IN,INA,Indiana,6732219,95250,70893,24169,,,,,,,,,,
1800,2021-02-14,KS,KSA,Kansas,2913314,77601,52254,25191,,,,,,,,,,
1800,2021-02-14,KY,KYA,Kentucky,4467673,81675,56933,24497,,,,,,,,,,
1800,2021-02-14,LA,LAA,Louisiana,4648794,83621,66761,16501,,,,,,,,,,
1800,2021-02-14,MA,MAA,Massachusetts,6892503,243912,164413,78230,,,,,,,,,,
1800,2021-02-14,MD,MDA,Maryland,6045680,113986,86942,26446,,,,,,,,,,
1800,2021-02-14,ME,MEA,Maine,1344212,31551,21675,9811,,,,,,,,,,
1800,2021-02-14,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1800,2021-02-14,MI,MIA,Michigan,9986857,194859,151662,42344,,,,,,,,,,
1800,2021-02-14,MN,MNA,Minnesota,5639632,110632,86432,23821,,,,,,,,,,
1800,2021-02-14,MO,MOA,Missouri,6137428,108715,82034,26436,,,,,,,,,,
1800,2021-02-14,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1800,2021-02-14,MS,MSA,Mississippi,2976149,41348,28877,12330,,,,,,,,,,
1800,2021-02-14,MT,MTA,Montana,1068778,17242,12530,4692,,,,,,,,,,
1800,2021-02-14,NC,NCA,North Carolina,10488084,161974,121340,39953,,,,,,,,,,
1800,2021-02-14,ND,NDA,North Dakota,762062,5946,3530,2388,,,,,,,,,,
1800,2021-02-14,NE,NEA,Nebraska,1934408,53123,36664,16320,,,,,,,,,,
1800,2021-02-14,NH,NHA,New Hampshire,1359711,39698,24936,14624,,,,,,,,,,
1800,2021-02-14,NJ,NJA,New Jersey,8882190,191010,129600,60591,,,,,,,,,,
1800,2021-02-14,NM,NMA,New Mexico,2096829,29021,21737,7123,,,,,,,,,,
1800,2021-02-14,NV,NVA,Nevada,3080156,55205,44919,10210,,,,,,,,,,
1800,2021-02-14,NY,NYA,New York State,19453561,329859,224118,102511,,,,,,,,,,
1800,2021-02-14,OH,OHA,Ohio,11689100,315988,217658,95733,,,,,,,,,,
1800,2021-02-14,OK,OKA,Oklahoma,3956971,53773,39731,13774,,,,,,,,,,
1800,2021-02-14,OR,ORA,Oregon,4217737,81405,61071,20201,,,,,,,,,,
1800,2021-02-14,PA,PAA,Pennsylvania,12801989,303032,207439,94122,,,,,,,,,,
1800,2021-02-14,PR,PRA,Puerto Rico,3193694,48940,43940,4981,,,,,,,,,,
1800,2021-02-14,RI,RIA,Rhode Island,1059361,34591,24656,9812,,,,,,,,,,
1800,2021-02-14,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1800,2021-02-14,SC,SCA,South Carolina,5148714,79963,57764,21697,,,,,,,,,,
1800,2021-02-14,SD,SDA,South Dakota,884659,11251,8150,3091,,,,,,,,,,
1800,2021-02-14,TN,TNA,Tennessee,6829174,76987,59832,16960,,,,,,,,,,
1800,2021-02-14,TX,TXA,Texas,28995881,397545,265762,129732,,,,,,,,,,
1800,2021-02-14,UT,UTA,Utah,3205958,49066,32824,16017,,,,,,,,,,
1800,2021-02-14,VA,VAA,Virginia,8535519,158054,107967,48854,,,,,,,,,,
1800,2021-02-14,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1800,2021-02-14,VI,VIA,Virgin Islands,104680,19,16,3,,,,,,,,,,
1800,2021-02-14,VT,VTA,Vermont,623989,16743,11229,5446,,,,,,,,,,
1800,2021-02-14,WA,WAA,Washington,7614893,110024,84414,25183,,,,,,,,,,
1800,2021-02-14,WI,WIA,Wisconsin,5822434,110947,90425,20347,,,,,,,,,,
1800,2021-02-14,WV,WVA,West Virginia,1792147,21773,15185,6557,,,,,,,,,,
1800,2021-02-14,WY,WYA,Wyoming,578759,5853,3615,2221,,,,,,,,,,
1800,2021-02-14,US,USA,United States,331996199,5822871,4160233,1635501,1862842,1312015,985376,,,,,857877,576414,201210
1799,2021-02-13,AK,AKA,Alaska,731545,5152,3783,1348,,,,,,,,,,
1799,2021-02-13,AL,ALA,Alabama,4903185,63499,44232,19110,,,,,,,,,,
1799,2021-02-13,AR,ARA,Arkansas,3017804,22031,18044,3910,,,,,,,,,,
1799,2021-02-13,AS,ASA,American Samoa,55689,0,0,0,,,,,,,,,,
1799,2021-02-13,AZ,AZA,Arizona,7278717,66217,57206,8825,,,,,,,,,,
1799,2021-02-13,BP2,BP2,Bureau of Prisons,0,0,0,0,,,,,,,,,,
1799,2021-02-13,CA,CAA,California,39512223,528507,391477,135040,,,,,,,,,,
1799,2021-02-13,CO,COA,Colorado,5758736,104187,72429,31275,,,,,,,,,,
1799,2021-02-13,CT,CTA,Connecticut,3565287,111581,71053,39905,,,,,,,,,,
1799,2021-02-13,DC,DCA,District of Columbia,705749,6664,4787,1777,,,,,,,,,,
1799,2021-02-13,DD2,DD2,Dept of Defense,0,0,0,0,,,,,,,,,,
1799,2021-02-13,DE,DEA,Delaware,973764,28250,22214,5908,,,,,,,,,,
1799,2021-02-13,FL,FLA,Florida,21477737,341665,222326,117312,,,,,,,,,,
1799,2021-02-13,FM,FMA,Federated States of Micronesia,103643,56,56,0,,,,,,,,,,
1799,2021-02-13,GA,GAA,Georgia,10617423,94297,63693,30162,,,,,,,,,,
1799,2021-02-13,GU,GUA,Guam,165768,0,0,0,,,,,,,,,,
1799,2021-02-13,HI,HIA,Hawaii,1415872,18540,12618,5915,,,,,,,,,,
1799,2021-02-13,IA,IAA,Iowa,3155070,115059,82081,32342,,,,,,,,,,
1799,2021-02-13,ID,IDA,Idaho,1787065,20540,14613,5869,,,,,,,,,,
1799,2021-02-13,IH2,IH2,Indian Health Svc,0,0,0,0,,,,,,,,,,
1799,2021-02-13,IL,ILA,Illinois,12671821,298992,235129,63244,,,,,,,,,,
1799,2021-02-13,IN,INA,Indiana,6732219,92141,69397,22563,,,,,,,,,,
1799,2021-02-13,KS,KSA,Kansas,2913314,76087,51764,24171,,,,,,,,,,
1799,2021-02-13,KY,KYA,Kentucky,4467673,79773,55517,24022,,,,,,,,,,
1799,2021-02-13,LA,LAA,Louisiana,4648794,81220,65869,14997,,,,,,,,,,
1799,2021-02-13,MA,MAA,Massachusetts,6892503,239065,162898,74900,,,,,,,,,,
1799,2021-02-13,MD,MDA,Maryland,6045680,110870,84280,26036,,,,,,,,,,
1799,2021-02-13,ME,MEA,Maine,1344212,31318,21463,9790,,,,,,,,,,
1799,2021-02-13,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1799,2021-02-13,MI,MIA,Michigan,9986857,189055,148504,39740,,,,,,,,,,
1799,2021-02-13,MN,MNA,Minnesota,5639632,106692,84651,21684,,,,,,,,,,
1799,2021-02-13,MO,MOA,Missouri,6137428,105906,80811,24852,,,,,,,,,,
1799,2021-02-13,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1799,2021-02-13,MS,MSA,Mississippi,2976149,39833,28447,11248,,,,,,,,,,
1799,2021-02-13,MT,MTA,Montana,1068778,16942,12359,4563,,,,,,,,,,
1799,2021-02-13,NC,NCA,North Carolina,10488084,153663,115801,37282,,,,,,,,,,
1799,2021-02-13,ND,NDA,North Dakota,762062,5930,3515,2387,,,,,,,,,,
1799,2021-02-13,NE,NEA,Nebraska,1934408,52609,36521,15952,,,,,,,,,,
1799,2021-02-13,NH,NHA,New Hampshire,1359711,38634,24318,14181,,,,,,,,,,
1799,2021-02-13,NJ,NJA,New Jersey,8882190,187098,127845,58501,,,,,,,,,,
1799,2021-02-13,NM,NMA,New Mexico,2096829,27379,20693,6526,,,,,,,,,,
1799,2021-02-13,NV,NVA,Nevada,3080156,53661,44206,9380,,,,,,,,,,
1799,2021-02-13,NY,NYA,New York State,19453561,320878,219539,98124,,,,,,,,,,
1799,2021-02-13,OH,OHA,Ohio,11689100,311702,216256,92858,,,,,,,,,,
1799,2021-02-13,OK,OKA,Oklahoma,3956971,52570,39386,12919,,,,,,,,,,
1799,2021-02-13,OR,ORA,Oregon,4217737,79373,59990,19252,,,,,,,,,,
1799,2021-02-13,PA,PAA,Pennsylvania,12801989,295924,204535,89932,,,,,,,,,,
1799,2021-02-13,PR,PRA,Puerto Rico,3193694,46566,42081,4466,,,,,,,,,,
1799,2021-02-13,RI,RIA,Rhode Island,1059361,33970,24420,9427,,,,,,,,,,
1799,2021-02-13,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1799,2021-02-13,SC,SCA,South Carolina,5148714,77835,56678,20656,,,,,,,,,,
1799,2021-02-13,SD,SDA,South Dakota,884659,11201,8129,3062,,,,,,,,,,
1799,2021-02-13,TN,TNA,Tennessee,6829174,73925,58355,15416,,,,,,,,,,
1799,2021-02-13,TX,TXA,Texas,28995881,393612,263979,127593,,,,,,,,,,
1799,2021-02-13,UT,UTA,Utah,3205958,48031,32445,15363,,,,,,,,,,
1799,2021-02-13,VA,VAA,Virginia,8535519,155244,107214,46822,,,,,,,,,,
1799,2021-02-13,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1799,2021-02-13,VI,VIA,Virgin Islands,104680,8,6,2,,,,,,,,,,
1799,2021-02-13,VT,VTA,Vermont,623989,16230,10915,5247,,,,,,,,,,
1799,2021-02-13,WA,WAA,Washington,7614893,105349,82326,22607,,,,,,,,,,
1799,2021-02-13,WI,WIA,Wisconsin,5822434,106177,86550,19460,,,,,,,,,,
1799,2021-02-13,WV,WVA,West Virginia,1792147,20073,14118,5924,,,,,,,,,,
1799,2021-02-13,WY,WYA,Wyoming,578759,5309,3467,1825,,,,,,,,,,
1799,2021-02-13,US,USA,United States,331996199,5667091,4084990,1555672,1838818,1291655,954517,,,,,814736,554510,186426
1798,2021-02-12,AK,AKA,Alaska,731545,4874,3653,1209,,,,,,,,,,
1798,2021-02-12,AL,ALA,Alabama,4903185,61574,43609,17824,,,,,,,,,,
1798,2021-02-12,AR,ARA,Arkansas,3017804,21737,17970,3692,,,,,,,,,,
1798,2021-02-12,AS,ASA,American Samoa,55689,0,0,0,,,,,,,,,,
1798,2021-02-12,AZ,AZA,Arizona,7278717,64271,55835,8251,,,,,,,,,,
1798,2021-02-12,BP2,BP2,Bureau of Prisons,0,0,0,0,,,,,,,,,,
1798,2021-02-12,CA,CAA,California,39512223,509962,384229,123884,,,,,,,,,,
1798,2021-02-12,CO,COA,Colorado,5758736,100710,71254,28979,,,,,,,,,,
1798,2021-02-12,CT,CTA,Connecticut,3565287,110016,70237,39157,,,,,,,,,,
1798,2021-02-12,DC,DCA,District of Columbia,705749,6351,4686,1565,,,,,,,,,,
1798,2021-02-12,DD2,DD2,Dept of Defense,0,0,0,0,,,,,,,,,,
1798,2021-02-12,DE,DEA,Delaware,973764,27342,21586,5628,,,,,,,,,,
1798,2021-02-12,FL,FLA,Florida,21477737,329177,218582,108666,,,,,,,,,,
1798,2021-02-12,FM,FMA,Federated States of Micronesia,103643,56,56,0,,,,,,,,,,
1798,2021-02-12,GA,GAA,Georgia,10617423,91662,62622,28647,,,,,,,,,,
1798,2021-02-12,GU,GUA,Guam,165768,0,0,0,,,,,,,,,,
1798,2021-02-12,HI,HIA,Hawaii,1415872,17912,12420,5486,,,,,,,,,,
1798,2021-02-12,IA,IAA,Iowa,3155070,112074,80904,30548,,,,,,,,,,
1798,2021-02-12,ID,IDA,Idaho,1787065,19904,14505,5342,,,,,,,,,,
1798,2021-02-12,IH2,IH2,Indian Health Svc,0,0,0,0,,,,,,,,,,
1798,2021-02-12,IL,ILA,Illinois,12671821,290474,230148,59731,,,,,,,,,,
1798,2021-02-12,IN,INA,Indiana,6732219,89448,68364,20905,,,,,,,,,,
1798,2021-02-12,KS,KSA,Kansas,2913314,74940,51393,23402,,,,,,,,,,
1798,2021-02-12,KY,KYA,Kentucky,4467673,78881,55197,23456,,,,,,,,,,
1798,2021-02-12,LA,LAA,Louisiana,4648794,78512,64997,13172,,,,,,,,,,
1798,2021-02-12,MA,MAA,Massachusetts,6892503,232773,160844,70676,,,,,,,,,,
1798,2021-02-12,MD,MDA,Maryland,6045680,106938,80857,25528,,,,,,,,,,
1798,2021-02-12,ME,MEA,Maine,1344212,30752,21075,9612,,,,,,,,,,
1798,2021-02-12,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1798,2021-02-12,MI,MIA,Michigan,9986857,181562,145286,35515,,,,,,,,,,
1798,2021-02-12,MN,MNA,Minnesota,5639632,102320,83075,18904,,,,,,,,,,
1798,2021-02-12,MO,MOA,Missouri,6137428,101381,79665,21483,,,,,,,,,,
1798,2021-02-12,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1798,2021-02-12,MS,MSA,Mississippi,2976149,38459,28089,10277,,,,,,,,,,
1798,2021-02-12,MT,MTA,Montana,1068778,16528,12252,4257,,,,,,,,,,
1798,2021-02-12,NC,NCA,North Carolina,10488084,148534,113984,34077,,,,,,,,,,
1798,2021-02-12,ND,NDA,North Dakota,762062,5870,3501,2341,,,,,,,,,,
1798,2021-02-12,NE,NEA,Nebraska,1934408,52183,36423,15625,,,,,,,,,,
1798,2021-02-12,NH,NHA,New Hampshire,1359711,37394,23788,13472,,,,,,,,,,
1798,2021-02-12,NJ,NJA,New Jersey,8882190,181842,125634,55499,,,,,,,,,,
1798,2021-02-12,NM,NMA,New Mexico,2096829,26756,20474,6122,,,,,,,,,,
1798,2021-02-12,NV,NVA,Nevada,3080156,52517,43645,8799,,,,,,,,,,
1798,2021-02-12,NY,NYA,New York State,19453561,313297,217092,93013,,,,,,,,,,
1798,2021-02-12,OH,OHA,Ohio,11689100,306361,214341,89448,,,,,,,,,,
1798,2021-02-12,OK,OKA,Oklahoma,3956971,51904,39197,12444,,,,,,,,,,
1798,2021-02-12,OR,ORA,Oregon,4217737,77110,58984,18006,,,,,,,,,,
1798,2021-02-12,PA,PAA,Pennsylvania,12801989,287673,201517,84717,,,,,,,,,,
1798,2021-02-12,PR,PRA,Puerto Rico,3193694,45462,41614,3829,,,,,,,,,,
1798,2021-02-12,RI,RIA,Rhode Island,1059361,33109,24173,8813,,,,,,,,,,
1798,2021-02-12,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1798,2021-02-12,SC,SCA,South Carolina,5148714,75396,55693,19227,,,,,,,,,,
1798,2021-02-12,SD,SDA,South Dakota,884659,10996,8011,2975,,,,,,,,,,
1798,2021-02-12,TN,TNA,Tennessee,6829174,71538,57700,13684,,,,,,,,,,
1798,2021-02-12,TX,TXA,Texas,28995881,388555,262188,124344,,,,,,,,,,
1798,2021-02-12,UT,UTA,Utah,3205958,46855,32091,14544,,,,,,,,,,
1798,2021-02-12,VA,VAA,Virginia,8535519,151892,106396,44333,,,,,,,,,,
1798,2021-02-12,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1798,2021-02-12,VI,VIA,Virgin Islands,104680,8,6,2,,,,,,,,,,
1798,2021-02-12,VT,VTA,Vermont,623989,15623,10706,4849,,,,,,,,,,
1798,2021-02-12,WA,WAA,Washington,7614893,100360,80517,19446,,,,,,,,,,
1798,2021-02-12,WI,WIA,Wisconsin,5822434,101406,83460,17785,,,,,,,,,,
1798,2021-02-12,WV,WVA,West Virginia,1792147,19276,13938,5309,,,,,,,,,,
1798,2021-02-12,WY,WYA,Wyoming,578759,5277,3458,1804,,,,,,,,,,
1798,2021-02-12,US,USA,United States,331996199,5507785,4021922,1460303,1813410,1270747,937765,,,,,761448,527314,171541
1796,2021-02-11,AK,AKA,Alaska,731545,4737,3618,1114,,,,,,,,,,
1796,2021-02-11,AL,ALA,Alabama,4903185,59277,42894,16254,,,,,,,,,,
1796,2021-02-11,AR,ARA,Arkansas,3017804,21153,17851,3286,,,,,,,,,,
1796,2021-02-11,AS,ASA,American Samoa,55689,0,0,0,,,,,,,,,,
1796,2021-02-11,AZ,AZA,Arizona,7278717,61982,53911,7887,,,,,,,,,,
1796,2021-02-11,BP2,BP2,Bureau of Prisons,0,0,0,0,,,,,,,,,,
1796,2021-02-11,CA,CAA,California,39512223,492934,377937,113407,,,,,,,,,,
1796,2021-02-11,CO,COA,Colorado,5758736,97530,69912,27167,,,,,,,,,,
1796,2021-02-11,CT,CTA,Connecticut,3565287,107441,69576,37254,,,,,,,,,,
1796,2021-02-11,DC,DCA,District of Columbia,705749,6104,4577,1432,,,,,,,,,,
1796,2021-02-11,DD2,DD2,Dept of Defense,0,0,0,0,,,,,,,,,,
1796,2021-02-11,DE,DEA,Delaware,973764,26835,21405,5311,,,,,,,,,,
1796,2021-02-11,FL,FLA,Florida,21477737,317220,215167,100254,,,,,,,,,,
1796,2021-02-11,FM,FMA,Federated States of Micronesia,103643,56,56,0,,,,,,,,,,
1796,2021-02-11,GA,GAA,Georgia,10617423,88535,61525,26637,,,,,,,,,,
1796,2021-02-11,GU,GUA,Guam,165768,0,0,0,,,,,,,,,,
1796,2021-02-11,HI,HIA,Hawaii,1415872,17487,12364,5117,,,,,,,,,,
1796,2021-02-11,IA,IAA,Iowa,3155070,109287,79962,28765,,,,,,,,,,
1796,2021-02-11,ID,IDA,Idaho,1787065,19282,14383,4846,,,,,,,,,,
1796,2021-02-11,IH2,IH2,Indian Health Svc,0,0,0,0,,,,,,,,,,
1796,2021-02-11,IL,ILA,Illinois,12671821,281760,225257,55939,,,,,,,,,,
1796,2021-02-11,IN,INA,Indiana,6732219,85744,67267,18309,,,,,,,,,,
1796,2021-02-11,KS,KSA,Kansas,2913314,73616,51067,22407,,,,,,,,,,
1796,2021-02-11,KY,KYA,Kentucky,4467673,77823,54896,22706,,,,,,,,,,
1796,2021-02-11,LA,LAA,Louisiana,4648794,75959,64060,11562,,,,,,,,,,
1796,2021-02-11,MA,MAA,Massachusetts,6892503,227855,159105,67528,,,,,,,,,,
1796,2021-02-11,MD,MDA,Maryland,6045680,103305,77876,24886,,,,,,,,,,
1796,2021-02-11,ME,MEA,Maine,1344212,30083,20662,9358,,,,,,,,,,
1796,2021-02-11,MH,MHA,Marshall Islands,58413,0,0,0,,,,,,,,,,
1796,2021-02-11,MI,MIA,Michigan,9986857,175140,142536,31911,,,,,,,,,,
1796,2021-02-11,MN,MNA,Minnesota,5639632,99139,81931,16882,,,,,,,,,,
1796,2021-02-11,MO,MOA,Missouri,6137428,97110,78388,18507,,,,,,,,,,
1796,2021-02-11,MP,MPA,Northern Mariana Islands,56882,1,1,0,,,,,,,,,,
1796,2021-02-11,MS,MSA,Mississippi,2976149,37131,27724,9320,,,,,,,,,,
1796,2021-02-11,MT,MTA,Montana,1068778,16303,12184,4100,,,,,,,,,,
1796,2021-02-11,NC,NCA,North Carolina,10488084,142227,112155,29640,,,,,,,,,,
1796,2021-02-11,ND,NDA,North Dakota,762062,5827,3491,2309,,,,,,,,,,
1796,2021-02-11,NE,NEA,Nebraska,1934408,51419,36310,14974,,,,,,,,,,
1796,2021-02-11,NH,NHA,New Hampshire,1359711,36941,23664,13145,,,,,,,,,,
1796,2021-02-11,NJ,NJA,New Jersey,8882190,177629,123904,53035,,,,,,,,,,
1796,2021-02-11,NM,NMA,New Mexico,2096829,25760,20148,5461,,,,,,,,,,
1796,2021-02-11,NV,NVA,Nevada,3080156,50930,42863,7996,,,,,,,,,,
1796,2021-02-11,NY,NYA,New York State,19453561,306795,215112,88569,,,,,,,,,,
1796,2021-02-11,OH,OHA,Ohio,11689100,299338,211294,85539,,,,,,,,,,
1796,2021-02-11,OK,OKA,Oklahoma,3956971,50631,38757,11626,,,,,,,,,,
1796,2021-02-11,OR,ORA,Oregon,4217737,74327,57848,16366,,,,,,,,,,
1796,2021-02-11,PA,PAA,Pennsylvania,12801989,280590,198759,80423,,,,,,,,,,
1796,2021-02-11,PR,PRA,Puerto Rico,3193694,44154,41005,3130,,,,,,,,,,
1796,2021-02-11,RI,RIA,Rhode Island,1059361,31935,23660,8154,,,,,,,,,,
1796,2021-02-11,RP,RPA,Republic of Palau,17907,0,0,0,,,,,,,,,,
1796,2021-02-11,SC,SCA,South Carolina,5148714,73015,54857,17684,,,,,,,,,,
1796,2021-02-11,SD,SDA,South Dakota,884659,10883,7989,2884,,,,,,,,,,
1796,2021-02-11,TN,TNA,Tennessee,6829174,67996,56525,11325,,,,,,,,,,
1796,2021-02-11,TX,TXA,Texas,28995881,382140,260301,119880,,,,,,,,,,
1796,2021-02-11,UT,UTA,Utah,3205958,45431,31765,13506,,,,,,,,,,
1796,2021-02-11,VA,VAA,Virginia,8535519,147896,105030,41725,,,,,,,,,,
1796,2021-02-11,VA2,VA2,Veterans Health,0,0,0,0,,,,,,,,,,
1796,2021-02-11,VI,VIA,Virgin Islands,104680,8,6,2,,,,,,,,,,
1796,2021-02-11,VT,VTA,Vermont,623989,15274,10495,4711,,,,,,,,,,
